Event Day,Port,Fleet,Restriction
0,REPV,ORG SURGE,true
0,RGJW,ORG SURGE,true
0,RQNK,ORG SURGE,true
0,RRHU,ORG SURGE,true
0,RRRK,ORG SURGE,true
0,RUAM,ORG SURGE,true
0,RUAQ,ORG SURGE,true
0,RULV,ORG SURGE,true
0,SBEA,ORG SURGE,true
0,SBEQ,ORG SURGE,true
0,SEA1,ORG SURGE,true
0,SERU,ORG SURGE,true
0,SMXS,ORG SURGE,true
0,STRM,ORG SURGE,true
0,SVCN,ORG SURGE,true
0,SYZZ,ORG SURGE,true
0,TGWS,ORG SURGE,true
0,TKDW,ORG SURGE,true
0,TNVX,ORG SURGE,true
0,TNZY,ORG SURGE,true
0,TPPR,ORG SURGE,true
0,TPRW,ORG SURGE,true
0,TQKG,ORG SURGE,true
0,TRZP,ORG SURGE,true
0,TVJD,ORG SURGE,true
0,TVXA,ORG SURGE,true
0,TZL4,ORG SURGE,true
0,TZYR,ORG SURGE,true
0,UMXA,ORG SURGE,true
0,UNAP,ORG SURGE,true
0,UTAC,ORG SURGE,true
0,UTVT,ORG SURGE,true
0,UULA,ORG SURGE,true
0,UULB,ORG SURGE,true
0,UULX,ORG SURGE,true
0,UYQR,ORG SURGE,true
0,UZXJ,ORG SURGE,true
0,VFVN,ORG SURGE,true
0,VKNP,ORG SURGE,true
0,VPRF,ORG SURGE,true
0,VSNF,ORG SURGE,false
0,WMPT,ORG SURGE,false
0,WPAU,ORG SURGE,true
0,WPVT,ORG SURGE,true
0,WQZM,ORG SURGE,true
0,WTJG,ORG SURGE,true
0,WYKZ,ORG SURGE,true
0,XEXW,ORG SURGE,true
0,XRVJ,ORG SURGE,false
0,XUDT,ORG SURGE,true
0,XVMN,ORG SURGE,true
0,XVRV,ORG SURGE,false
0,XYNK,ORG SURGE,true
0,YRTK,ORG SURGE,true
0,ZBES,ORG SURGE,true
0,ZMJJ,ORG SURGE,true
0,ZNMC,ORG SURGE,true
0,ZSJC,ORG SURGE,true
0,00A1,RRF,true
0,00IO,RRF,true
0,00XT,RRF,true
0,AAPV,RRF,true
0,ABFL,RRF,true
0,ADKH,RRF,true
0,ADLS,RRF,true
0,AELU,RRF,true
0,AEQT,RRF,false
0,AJGX,RRF,true
0,ALRF,RRF,true
0,AMCQ,RRF,true
0,APFD,RRF,true
0,APGW,RRF,true
0,AVBU,RRF,true
0,AVYX,RRF,false
0,BBNQ,RRF,true
0,BBNV,RRF,true
0,BQWA,RRF,true
0,BSRL,RRF,true
0,CHCY,RRF,true
0,CWCP,RRF,false
0,CWGV,RRF,true
0,DKSD,RRF,true
0,DRUG,RRF,true
0,EDME,RRF,false
0,EGNN,RRF,false
0,ENCN,RRF,true
0,EZMU,RRF,true
0,FGDB,RRF,true
0,FGDD,RRF,true
0,FGTW,RRF,true
0,FMAZ,RRF,true
0,FNLD,RRF,true
0,FNSH,RRF,true
0,FQZF,RRF,true
0,GPEN,RRF,true
0,GWZP,RRF,true
0,HAGC,RRF,true
0,HMGB,RRF,true
0,HNTS,RRF,true
0,HUPR,RRF,true
0,JJRP,RRF,true
0,JSSN,RRF,true
0,JTVH,RRF,true
0,JWJY,RRF,true
0,JWTD,RRF,true
0,JXKM,RRF,true
0,JYPN,RRF,true
0,KZPH,RRF,true
0,KZTZ,RRF,true
0,LCMT,RRF,true
0,LKPE,RRF,false
0,LRNC,RRF,true
0,LSGM,RRF,true
0,LUTP,RRF,true
0,LWEV,RRF,true
0,LYAP,RRF,true
0,LYRV,RRF,false
0,LYTM,RRF,true
0,MKAG,RRF,true
0,MLDL,RRF,true
0,MMGH,RRF,true
0,MZJK,RRF,true
0,NBDY,RRF,true
0,NLFL,RRF,true
0,NNWH,RRF,true
0,NPTU,RRF,true
0,NSAN,RRF,true
0,PAXM,RRF,true
0,PCFC,RRF,false
0,PCFG,RRF,true
0,PKVP,RRF,true
0,PPSH,RRF,true
0,QCFF,RRF,true
0,QHPB,RRF,true
0,QHPD,RRF,true
0,QHPF,RRF,true
0,QNPW,RRF,true
0,QTUP,RRF,true
0,RCYQ,RRF,true
0,RCYT,RRF,true
0,RELG,RRF,true
0,REPV,RRF,true
0,RGJW,RRF,true
0,RQNK,RRF,true
0,RRHU,RRF,true
0,RRRK,RRF,true
0,RUAM,RRF,true
0,RUAQ,RRF,true
0,RULV,RRF,true
0,SBEA,RRF,true
0,SBEQ,RRF,true
0,SEA1,RRF,true
0,SERU,RRF,true
0,SMXS,RRF,true
0,STRM,RRF,true
0,SVCN,RRF,true
0,SYZZ,RRF,true
0,TGWS,RRF,true
0,TKDW,RRF,true
0,TNVX,RRF,true
0,TNZY,RRF,true
0,TPPR,RRF,true
0,TPRW,RRF,true
0,TQKG,RRF,true
0,TRZP,RRF,true
0,TVJD,RRF,true
0,TVXA,RRF,true
0,TZL4,RRF,true
0,TZYR,RRF,true
0,UMXA,RRF,true
0,UNAP,RRF,true
0,UTAC,RRF,true
0,UTVT,RRF,true
