Seaport,Contains,Commodity Type
RRRK,true,CSS-TRANSPOR
RRRK,true,CSS-OTHER
RRRK,true,NAVY-UE
RRRK,true,RESUPPLY
RRRK,true,AMMUNITION
RRRK,true,POL
RRRK,true,GEN-RESUPPLY
RRRK,true,GEN-AMMO
RRRK,true,GEN-POL
RUAM,true,AF-AIRCRAFT
RUAM,true,AF-SUPPORT
RUAM,true,AF-PREPO
RUAM,true,MARINE-PREPO
RUAM,true,ARMY-PREPO
RUAM,true,AIRBORNE
RUAM,true,ARMOR
RUAM,true,MECH-INFANTR
RUAM,true,AIRMOBILE
RUAM,true,CBAC
RUAM,true,INFANTRY
RUAM,true,ARMOR-CAV
RUAM,true,AMPH-MARINES
RUAM,true,MARINES
RUAM,true,CS-ENGINEER
RUAM,true,CS-ARTILLERY
RUAM,true,CS-OTHER
RUAM,true,CSS-ENGINEER
RUAM,true,CSS-MEDICAL
RUAM,true,CSS-SIGNAL
RUAM,true,CSS-SUPPLY
RUAM,true,CSS-TRANSPOR
RUAM,true,CSS-OTHER
RUAM,true,NAVY-UE
RUAM,true,RESUPPLY
RUAM,true,AMMUNITION
RUAM,true,POL
RUAM,true,GEN-RESUPPLY
RUAM,true,GEN-AMMO
RUAM,true,GEN-POL
RUAQ,true,AF-AIRCRAFT
RUAQ,true,AF-SUPPORT
RUAQ,true,AF-PREPO
RUAQ,true,MARINE-PREPO
RUAQ,true,ARMY-PREPO
RUAQ,true,AIRBORNE
RUAQ,true,ARMOR
RUAQ,true,MECH-INFANTR
RUAQ,true,AIRMOBILE
RUAQ,true,CBAC
RUAQ,true,INFANTRY
RUAQ,true,ARMOR-CAV
RUAQ,true,AMPH-MARINES
RUAQ,true,MARINES
RUAQ,true,CS-ENGINEER
RUAQ,true,CS-ARTILLERY
RUAQ,true,CS-OTHER
RUAQ,true,CSS-ENGINEER
RUAQ,true,CSS-MEDICAL
RUAQ,true,CSS-SIGNAL
RUAQ,true,CSS-SUPPLY
RUAQ,true,CSS-TRANSPOR
RUAQ,true,CSS-OTHER
RUAQ,true,NAVY-UE
RUAQ,true,RESUPPLY
RUAQ,true,AMMUNITION
RUAQ,true,POL
RUAQ,true,GEN-RESUPPLY
RUAQ,true,GEN-AMMO
RUAQ,true,GEN-POL
RULV,true,AF-AIRCRAFT
RULV,true,AF-SUPPORT
RULV,true,AF-PREPO
RULV,true,MARINE-PREPO
RULV,true,ARMY-PREPO
RULV,true,AIRBORNE
RULV,true,ARMOR
RULV,true,MECH-INFANTR
RULV,true,AIRMOBILE
RULV,true,CBAC
RULV,true,INFANTRY
RULV,true,ARMOR-CAV
RULV,true,AMPH-MARINES
RULV,true,MARINES
RULV,true,CS-ENGINEER
RULV,true,CS-ARTILLERY
RULV,true,CS-OTHER
RULV,true,CSS-ENGINEER
RULV,true,CSS-MEDICAL
RULV,true,CSS-SIGNAL
RULV,true,CSS-SUPPLY
RULV,true,CSS-TRANSPOR
RULV,true,CSS-OTHER
RULV,true,NAVY-UE
RULV,true,RESUPPLY
RULV,true,AMMUNITION
RULV,true,POL
RULV,true,GEN-RESUPPLY
RULV,true,GEN-AMMO
RULV,true,GEN-POL
SBEA,true,AF-AIRCRAFT
SBEA,true,AF-SUPPORT
SBEA,true,AF-PREPO
SBEA,true,MARINE-PREPO
SBEA,true,ARMY-PREPO
SBEA,true,AIRBORNE
SBEA,true,ARMOR
SBEA,true,MECH-INFANTR
SBEA,true,AIRMOBILE
SBEA,true,CBAC
SBEA,true,INFANTRY
SBEA,true,ARMOR-CAV
SBEA,true,AMPH-MARINES
SBEA,true,MARINES
SBEA,true,CS-ENGINEER
SBEA,true,CS-ARTILLERY
SBEA,true,CS-OTHER
SBEA,true,CSS-ENGINEER
SBEA,true,CSS-MEDICAL
SBEA,true,CSS-SIGNAL
SBEA,true,CSS-SUPPLY
SBEA,true,CSS-TRANSPOR
SBEA,true,CSS-OTHER
SBEA,true,NAVY-UE
SBEA,true,RESUPPLY
SBEA,true,AMMUNITION
SBEA,true,POL
SBEA,true,GEN-RESUPPLY
SBEA,true,GEN-AMMO
SBEA,true,GEN-POL
SBEQ,true,AF-AIRCRAFT
SBEQ,true,AF-SUPPORT
SBEQ,true,AF-PREPO
SBEQ,true,MARINE-PREPO
SBEQ,true,ARMY-PREPO
SBEQ,true,AIRBORNE
SBEQ,true,ARMOR
SBEQ,true,MECH-INFANTR
SBEQ,true,AIRMOBILE
SBEQ,true,CBAC
SBEQ,true,INFANTRY
SBEQ,true,ARMOR-CAV
SBEQ,true,AMPH-MARINES
SBEQ,true,MARINES
SBEQ,true,CS-ENGINEER
SBEQ,true,CS-ARTILLERY
SBEQ,true,CS-OTHER
SBEQ,true,CSS-ENGINEER
SBEQ,true,CSS-MEDICAL
SBEQ,true,CSS-SIGNAL
SBEQ,true,CSS-SUPPLY
SBEQ,true,CSS-TRANSPOR
SBEQ,true,CSS-OTHER
SBEQ,true,NAVY-UE
SBEQ,true,RESUPPLY
SBEQ,true,AMMUNITION
SBEQ,true,POL
SBEQ,true,GEN-RESUPPLY
SBEQ,true,GEN-AMMO
SBEQ,true,GEN-POL
SEA1,true,AF-AIRCRAFT
SEA1,true,AF-SUPPORT
SEA1,true,AF-PREPO
SEA1,true,MARINE-PREPO
SEA1,true,ARMY-PREPO
SEA1,true,AIRBORNE
SEA1,true,ARMOR
SEA1,true,MECH-INFANTR
SEA1,true,AIRMOBILE
SEA1,true,CBAC
SEA1,true,INFANTRY
SEA1,true,ARMOR-CAV
SEA1,true,AMPH-MARINES
SEA1,true,MARINES
SEA1,true,CS-ENGINEER
SEA1,true,CS-ARTILLERY
SEA1,true,CS-OTHER
SEA1,true,CSS-ENGINEER
SEA1,true,CSS-MEDICAL
SEA1,true,CSS-SIGNAL
SEA1,true,CSS-SUPPLY
SEA1,true,CSS-TRANSPOR
SEA1,true,CSS-OTHER
SEA1,true,NAVY-UE
SEA1,true,RESUPPLY
SEA1,true,AMMUNITION
SEA1,true,POL
SEA1,true,GEN-RESUPPLY
SEA1,true,GEN-AMMO
SEA1,true,GEN-POL
SERU,true,AF-AIRCRAFT
SERU,true,AF-SUPPORT
SERU,true,AF-PREPO
SERU,true,MARINE-PREPO
SERU,true,ARMY-PREPO
SERU,true,AIRBORNE
SERU,true,ARMOR
SERU,true,MECH-INFANTR
SERU,true,AIRMOBILE
SERU,true,CBAC
SERU,true,INFANTRY
SERU,true,ARMOR-CAV
SERU,true,AMPH-MARINES
SERU,true,MARINES
SERU,true,CS-ENGINEER
SERU,true,CS-ARTILLERY
SERU,true,CS-OTHER
SERU,true,CSS-ENGINEER
SERU,true,CSS-MEDICAL
SERU,true,CSS-SIGNAL
SERU,true,CSS-SUPPLY
SERU,true,CSS-TRANSPOR
SERU,true,CSS-OTHER
SERU,true,NAVY-UE
SERU,true,RESUPPLY
SERU,true,AMMUNITION
SERU,true,POL
SERU,true,GEN-RESUPPLY
SERU,true,GEN-AMMO
SERU,true,GEN-POL
SMXS,true,AF-AIRCRAFT
SMXS,true,AF-SUPPORT
SMXS,true,AF-PREPO
SMXS,true,MARINE-PREPO
SMXS,true,ARMY-PREPO
SMXS,true,AIRBORNE
SMXS,true,ARMOR
SMXS,true,MECH-INFANTR
SMXS,true,AIRMOBILE
SMXS,true,CBAC
SMXS,true,INFANTRY
SMXS,true,ARMOR-CAV
SMXS,true,AMPH-MARINES
SMXS,true,MARINES
SMXS,true,CS-ENGINEER
SMXS,true,CS-ARTILLERY
SMXS,true,CS-OTHER
SMXS,true,CSS-ENGINEER
SMXS,true,CSS-MEDICAL
SMXS,true,CSS-SIGNAL
SMXS,true,CSS-SUPPLY
SMXS,true,CSS-TRANSPOR
SMXS,true,CSS-OTHER
SMXS,true,NAVY-UE
SMXS,true,RESUPPLY
SMXS,true,AMMUNITION
SMXS,true,POL
SMXS,true,GEN-RESUPPLY
SMXS,true,GEN-AMMO
SMXS,true,GEN-POL
STRM,true,AF-AIRCRAFT
STRM,true,AF-SUPPORT
STRM,true,AF-PREPO
STRM,true,MARINE-PREPO
STRM,true,ARMY-PREPO
STRM,true,AIRBORNE
STRM,true,ARMOR
STRM,true,MECH-INFANTR
STRM,true,AIRMOBILE
STRM,true,CBAC
STRM,true,INFANTRY
STRM,true,ARMOR-CAV
STRM,true,AMPH-MARINES
STRM,true,MARINES
STRM,true,CS-ENGINEER
STRM,true,CS-ARTILLERY
STRM,true,CS-OTHER
STRM,true,CSS-ENGINEER
STRM,true,CSS-MEDICAL
STRM,true,CSS-SIGNAL
STRM,true,CSS-SUPPLY
STRM,true,CSS-TRANSPOR
STRM,true,CSS-OTHER
STRM,true,NAVY-UE
STRM,true,RESUPPLY
STRM,true,AMMUNITION
STRM,true,POL
STRM,true,GEN-RESUPPLY
STRM,true,GEN-AMMO
STRM,true,GEN-POL
SVCN,true,AF-AIRCRAFT
SVCN,true,AF-SUPPORT
SVCN,true,AF-PREPO
SVCN,true,MARINE-PREPO
SVCN,true,ARMY-PREPO
SVCN,true,AIRBORNE
SVCN,true,ARMOR
SVCN,true,MECH-INFANTR
SVCN,true,AIRMOBILE
SVCN,true,CBAC
SVCN,true,INFANTRY
SVCN,true,ARMOR-CAV
SVCN,true,AMPH-MARINES
SVCN,true,MARINES
SVCN,true,CS-ENGINEER
SVCN,true,CS-ARTILLERY
SVCN,true,CS-OTHER
SVCN,true,CSS-ENGINEER
SVCN,true,CSS-MEDICAL
SVCN,true,CSS-SIGNAL
SVCN,true,CSS-SUPPLY
SVCN,true,CSS-TRANSPOR
SVCN,true,CSS-OTHER
SVCN,true,NAVY-UE
SVCN,true,RESUPPLY
SVCN,true,AMMUNITION
SVCN,true,POL
SVCN,true,GEN-RESUPPLY
SVCN,true,GEN-AMMO
SVCN,true,GEN-POL
SYZZ,true,AF-AIRCRAFT
SYZZ,true,AF-SUPPORT
SYZZ,true,AF-PREPO
SYZZ,true,MARINE-PREPO
SYZZ,true,ARMY-PREPO
SYZZ,true,AIRBORNE
SYZZ,true,ARMOR
SYZZ,true,MECH-INFANTR
SYZZ,true,AIRMOBILE
SYZZ,true,CBAC
SYZZ,true,INFANTRY
SYZZ,true,ARMOR-CAV
SYZZ,true,AMPH-MARINES
SYZZ,true,MARINES
SYZZ,true,CS-ENGINEER
SYZZ,true,CS-ARTILLERY
SYZZ,true,CS-OTHER
SYZZ,true,CSS-ENGINEER
SYZZ,true,CSS-MEDICAL
SYZZ,true,CSS-SIGNAL
SYZZ,true,CSS-SUPPLY
SYZZ,true,CSS-TRANSPOR
SYZZ,true,CSS-OTHER
SYZZ,true,NAVY-UE
SYZZ,true,RESUPPLY
SYZZ,true,AMMUNITION
SYZZ,true,POL
SYZZ,true,GEN-RESUPPLY
SYZZ,true,GEN-AMMO
SYZZ,true,GEN-POL
TGWS,true,AF-AIRCRAFT
TGWS,true,AF-SUPPORT
TGWS,true,AF-PREPO
TGWS,true,MARINE-PREPO
TGWS,true,ARMY-PREPO
TGWS,true,AIRBORNE
TGWS,true,ARMOR
TGWS,true,MECH-INFANTR
TGWS,true,AIRMOBILE
TGWS,true,CBAC
TGWS,true,INFANTRY
TGWS,true,ARMOR-CAV
TGWS,true,AMPH-MARINES
TGWS,true,MARINES
TGWS,true,CS-ENGINEER
TGWS,true,CS-ARTILLERY
TGWS,true,CS-OTHER
TGWS,true,CSS-ENGINEER
TGWS,true,CSS-MEDICAL
TGWS,true,CSS-SIGNAL
TGWS,true,CSS-SUPPLY
TGWS,true,CSS-TRANSPOR
TGWS,true,CSS-OTHER
TGWS,true,NAVY-UE
TGWS,true,RESUPPLY
TGWS,true,AMMUNITION
TGWS,true,POL
TGWS,true,GEN-RESUPPLY
TGWS,true,GEN-AMMO
TGWS,true,GEN-POL
TKDW,true,AF-AIRCRAFT
TKDW,true,AF-SUPPORT
TKDW,true,AF-PREPO
TKDW,true,MARINE-PREPO
TKDW,true,ARMY-PREPO
TKDW,true,AIRBORNE
TKDW,true,ARMOR
TKDW,true,MECH-INFANTR
TKDW,true,AIRMOBILE
TKDW,true,CBAC
TKDW,true,INFANTRY
TKDW,true,ARMOR-CAV
TKDW,true,AMPH-MARINES
TKDW,true,MARINES
TKDW,true,CS-ENGINEER
TKDW,true,CS-ARTILLERY
TKDW,true,CS-OTHER
TKDW,true,CSS-ENGINEER
TKDW,true,CSS-MEDICAL
TKDW,true,CSS-SIGNAL
TKDW,true,CSS-SUPPLY
TKDW,true,CSS-TRANSPOR
TKDW,true,CSS-OTHER
TKDW,true,NAVY-UE
TKDW,true,RESUPPLY
TKDW,true,AMMUNITION
TKDW,true,POL
TKDW,true,GEN-RESUPPLY
TKDW,true,GEN-AMMO
TKDW,true,GEN-POL
TNVX,true,AF-AIRCRAFT
TNVX,true,AF-SUPPORT
TNVX,true,AF-PREPO
TNVX,true,MARINE-PREPO
TNVX,true,ARMY-PREPO
TNVX,true,AIRBORNE
TNVX,true,ARMOR
TNVX,true,MECH-INFANTR
TNVX,true,AIRMOBILE
TNVX,true,CBAC
TNVX,true,INFANTRY
TNVX,true,ARMOR-CAV
TNVX,true,AMPH-MARINES
TNVX,true,MARINES
TNVX,true,CS-ENGINEER
TNVX,true,CS-ARTILLERY
TNVX,true,CS-OTHER
TNVX,true,CSS-ENGINEER
TNVX,true,CSS-MEDICAL
TNVX,true,CSS-SIGNAL
TNVX,true,CSS-SUPPLY
TNVX,true,CSS-TRANSPOR
TNVX,true,CSS-OTHER
TNVX,true,NAVY-UE
TNVX,true,RESUPPLY
TNVX,true,AMMUNITION
TNVX,true,POL
TNVX,true,GEN-RESUPPLY
TNVX,true,GEN-AMMO
TNVX,true,GEN-POL
TNZY,true,AF-AIRCRAFT
TNZY,true,AF-SUPPORT
TNZY,true,AF-PREPO
TNZY,true,MARINE-PREPO
TNZY,true,ARMY-PREPO
TNZY,true,AIRBORNE
TNZY,true,ARMOR
TNZY,true,MECH-INFANTR
TNZY,true,AIRMOBILE
TNZY,true,CBAC
TNZY,true,INFANTRY
TNZY,true,ARMOR-CAV
TNZY,true,AMPH-MARINES
TNZY,true,MARINES
TNZY,true,CS-ENGINEER
TNZY,true,CS-ARTILLERY
TNZY,true,CS-OTHER
TNZY,true,CSS-ENGINEER
TNZY,true,CSS-MEDICAL
TNZY,true,CSS-SIGNAL
TNZY,true,CSS-SUPPLY
TNZY,true,CSS-TRANSPOR
TNZY,true,CSS-OTHER
TNZY,true,NAVY-UE
TNZY,true,RESUPPLY
TNZY,true,AMMUNITION
TNZY,true,POL
TNZY,true,GEN-RESUPPLY
TNZY,true,GEN-AMMO
TNZY,true,GEN-POL
TPPR,true,AF-AIRCRAFT
TPPR,true,AF-SUPPORT
TPPR,true,AF-PREPO
TPPR,true,MARINE-PREPO
TPPR,true,ARMY-PREPO
TPPR,true,AIRBORNE
TPPR,true,ARMOR
TPPR,true,MECH-INFANTR
TPPR,true,AIRMOBILE
TPPR,true,CBAC
TPPR,true,INFANTRY
TPPR,true,ARMOR-CAV
TPPR,true,AMPH-MARINES
TPPR,true,MARINES
TPPR,true,CS-ENGINEER
TPPR,true,CS-ARTILLERY
TPPR,true,CS-OTHER
TPPR,true,CSS-ENGINEER
TPPR,true,CSS-MEDICAL
TPPR,true,CSS-SIGNAL
TPPR,true,CSS-SUPPLY
TPPR,true,CSS-TRANSPOR
TPPR,true,CSS-OTHER
TPPR,true,NAVY-UE
TPPR,true,RESUPPLY
TPPR,true,AMMUNITION
TPPR,true,POL
TPPR,true,GEN-RESUPPLY
TPPR,true,GEN-AMMO
TPPR,true,GEN-POL
TPRW,true,AF-AIRCRAFT
TPRW,true,AF-SUPPORT
TPRW,true,AF-PREPO
TPRW,true,MARINE-PREPO
TPRW,true,ARMY-PREPO
TPRW,true,AIRBORNE
TPRW,true,ARMOR
TPRW,true,MECH-INFANTR
TPRW,true,AIRMOBILE
TPRW,true,CBAC
TPRW,true,INFANTRY
TPRW,true,ARMOR-CAV
TPRW,true,AMPH-MARINES
TPRW,true,MARINES
TPRW,true,CS-ENGINEER
TPRW,true,CS-ARTILLERY
TPRW,true,CS-OTHER
TPRW,true,CSS-ENGINEER
TPRW,true,CSS-MEDICAL
TPRW,true,CSS-SIGNAL
TPRW,true,CSS-SUPPLY
TPRW,true,CSS-TRANSPOR
TPRW,true,CSS-OTHER
TPRW,true,NAVY-UE
TPRW,true,RESUPPLY
TPRW,true,AMMUNITION
TPRW,true,POL
TPRW,true,GEN-RESUPPLY
TPRW,true,GEN-AMMO
TPRW,true,GEN-POL
TQKG,true,AF-AIRCRAFT
TQKG,true,AF-SUPPORT
TQKG,true,AF-PREPO
TQKG,true,MARINE-PREPO
TQKG,true,ARMY-PREPO
TQKG,true,AIRBORNE
TQKG,true,ARMOR
TQKG,true,MECH-INFANTR
TQKG,true,AIRMOBILE
TQKG,true,CBAC
TQKG,true,INFANTRY
TQKG,true,ARMOR-CAV
TQKG,true,AMPH-MARINES
TQKG,true,MARINES
TQKG,true,CS-ENGINEER
TQKG,true,CS-ARTILLERY
TQKG,true,CS-OTHER
TQKG,true,CSS-ENGINEER
TQKG,true,CSS-MEDICAL
TQKG,true,CSS-SIGNAL
TQKG,true,CSS-SUPPLY
TQKG,true,CSS-TRANSPOR
TQKG,true,CSS-OTHER
TQKG,true,NAVY-UE
TQKG,true,RESUPPLY
TQKG,true,AMMUNITION
TQKG,true,POL
TQKG,true,GEN-RESUPPLY
TQKG,true,GEN-AMMO
TQKG,true,GEN-POL
TRZP,true,AF-AIRCRAFT
TRZP,true,AF-SUPPORT
TRZP,true,AF-PREPO
TRZP,true,MARINE-PREPO
TRZP,true,ARMY-PREPO
TRZP,true,AIRBORNE
TRZP,true,ARMOR
TRZP,true,MECH-INFANTR
TRZP,true,AIRMOBILE
TRZP,true,CBAC
TRZP,true,INFANTRY
TRZP,true,ARMOR-CAV
TRZP,true,AMPH-MARINES
TRZP,true,MARINES
TRZP,true,CS-ENGINEER
TRZP,true,CS-ARTILLERY
TRZP,true,CS-OTHER
TRZP,true,CSS-ENGINEER
TRZP,true,CSS-MEDICAL
TRZP,true,CSS-SIGNAL
TRZP,true,CSS-SUPPLY
TRZP,true,CSS-TRANSPOR
TRZP,true,CSS-OTHER
TRZP,true,NAVY-UE
TRZP,true,RESUPPLY
TRZP,true,AMMUNITION
TRZP,true,POL
TRZP,true,GEN-RESUPPLY
TRZP,true,GEN-AMMO
TRZP,true,GEN-POL
TVJD,true,AF-AIRCRAFT
TVJD,true,AF-SUPPORT
TVJD,true,AF-PREPO
TVJD,true,MARINE-PREPO
TVJD,true,ARMY-PREPO
TVJD,true,AIRBORNE
TVJD,true,ARMOR
TVJD,true,MECH-INFANTR
TVJD,true,AIRMOBILE
TVJD,true,CBAC
TVJD,true,INFANTRY
TVJD,true,ARMOR-CAV
TVJD,true,AMPH-MARINES
TVJD,true,MARINES
TVJD,true,CS-ENGINEER
TVJD,true,CS-ARTILLERY
TVJD,true,CS-OTHER
TVJD,true,CSS-ENGINEER
TVJD,true,CSS-MEDICAL
TVJD,true,CSS-SIGNAL
TVJD,true,CSS-SUPPLY
TVJD,true,CSS-TRANSPOR
TVJD,true,CSS-OTHER
TVJD,true,NAVY-UE
TVJD,true,RESUPPLY
TVJD,true,AMMUNITION
TVJD,true,POL
TVJD,true,GEN-RESUPPLY
TVJD,true,GEN-AMMO
TVJD,true,GEN-POL
TVXA,true,AF-AIRCRAFT
TVXA,true,AF-SUPPORT
TVXA,true,AF-PREPO
TVXA,true,MARINE-PREPO
TVXA,true,ARMY-PREPO
TVXA,true,AIRBORNE
TVXA,true,ARMOR
TVXA,true,MECH-INFANTR
TVXA,true,AIRMOBILE
TVXA,true,CBAC
TVXA,true,INFANTRY
TVXA,true,ARMOR-CAV
TVXA,true,AMPH-MARINES
TVXA,true,MARINES
TVXA,true,CS-ENGINEER
TVXA,true,CS-ARTILLERY
TVXA,true,CS-OTHER
TVXA,true,CSS-ENGINEER
TVXA,true,CSS-MEDICAL
TVXA,true,CSS-SIGNAL
TVXA,true,CSS-SUPPLY
TVXA,true,CSS-TRANSPOR
TVXA,true,CSS-OTHER
TVXA,true,NAVY-UE
TVXA,true,RESUPPLY
TVXA,true,AMMUNITION
TVXA,true,POL
TVXA,true,GEN-RESUPPLY
TVXA,true,GEN-AMMO
TVXA,true,GEN-POL
TZL4,true,AF-AIRCRAFT
TZL4,true,AF-SUPPORT
TZL4,true,AF-PREPO
TZL4,true,MARINE-PREPO
TZL4,true,ARMY-PREPO
TZL4,true,AIRBORNE
TZL4,true,ARMOR
TZL4,true,MECH-INFANTR
TZL4,true,AIRMOBILE
TZL4,true,CBAC
TZL4,true,INFANTRY
TZL4,true,ARMOR-CAV
TZL4,true,AMPH-MARINES
TZL4,true,MARINES
TZL4,true,CS-ENGINEER
TZL4,true,CS-ARTILLERY
TZL4,true,CS-OTHER
TZL4,true,CSS-ENGINEER
TZL4,true,CSS-MEDICAL
TZL4,true,CSS-SIGNAL
TZL4,true,CSS-SUPPLY
TZL4,true,CSS-TRANSPOR
TZL4,true,CSS-OTHER
TZL4,true,NAVY-UE
TZL4,true,RESUPPLY
TZL4,true,AMMUNITION
TZL4,true,POL
TZL4,true,GEN-RESUPPLY
TZL4,true,GEN-AMMO
TZL4,true,GEN-POL
TZYR,true,AF-AIRCRAFT
TZYR,true,AF-SUPPORT
TZYR,true,AF-PREPO
TZYR,true,MARINE-PREPO
TZYR,true,ARMY-PREPO
TZYR,true,AIRBORNE
TZYR,true,ARMOR
TZYR,true,MECH-INFANTR
TZYR,true,AIRMOBILE
TZYR,true,CBAC
TZYR,true,INFANTRY
TZYR,true,ARMOR-CAV
TZYR,true,AMPH-MARINES
TZYR,true,MARINES
TZYR,true,CS-ENGINEER
TZYR,true,CS-ARTILLERY
TZYR,true,CS-OTHER
TZYR,true,CSS-ENGINEER
TZYR,true,CSS-MEDICAL
TZYR,true,CSS-SIGNAL
TZYR,true,CSS-SUPPLY
TZYR,true,CSS-TRANSPOR
TZYR,true,CSS-OTHER
TZYR,true,NAVY-UE
TZYR,true,RESUPPLY
TZYR,true,AMMUNITION
TZYR,true,POL
TZYR,true,GEN-RESUPPLY
TZYR,true,GEN-AMMO
TZYR,true,GEN-POL
UMXA,true,AF-AIRCRAFT
UMXA,true,AF-SUPPORT
UMXA,true,AF-PREPO
UMXA,true,MARINE-PREPO
UMXA,true,ARMY-PREPO
UMXA,true,AIRBORNE
UMXA,true,ARMOR
UMXA,true,MECH-INFANTR
UMXA,true,AIRMOBILE
UMXA,true,CBAC
UMXA,true,INFANTRY
UMXA,true,ARMOR-CAV
UMXA,true,AMPH-MARINES
UMXA,true,MARINES
UMXA,true,CS-ENGINEER
UMXA,true,CS-ARTILLERY
UMXA,true,CS-OTHER
UMXA,true,CSS-ENGINEER
UMXA,true,CSS-MEDICAL
UMXA,true,CSS-SIGNAL
UMXA,true,CSS-SUPPLY
UMXA,true,CSS-TRANSPOR
UMXA,true,CSS-OTHER
UMXA,true,NAVY-UE
UMXA,true,RESUPPLY
UMXA,true,AMMUNITION
UMXA,true,POL
UMXA,true,GEN-RESUPPLY
UMXA,true,GEN-AMMO
UMXA,true,GEN-POL
UNAP,true,AF-AIRCRAFT
UNAP,true,AF-SUPPORT
UNAP,true,AF-PREPO
UNAP,true,MARINE-PREPO
UNAP,true,ARMY-PREPO
UNAP,true,AIRBORNE
UNAP,true,ARMOR
UNAP,true,MECH-INFANTR
UNAP,true,AIRMOBILE
UNAP,true,CBAC
UNAP,true,INFANTRY
UNAP,true,ARMOR-CAV
UNAP,true,AMPH-MARINES
UNAP,true,MARINES
UNAP,true,CS-ENGINEER
UNAP,true,CS-ARTILLERY
UNAP,true,CS-OTHER
UNAP,true,CSS-ENGINEER
UNAP,true,CSS-MEDICAL
UNAP,true,CSS-SIGNAL
UNAP,true,CSS-SUPPLY
UNAP,true,CSS-TRANSPOR
UNAP,true,CSS-OTHER
UNAP,true,NAVY-UE
UNAP,true,RESUPPLY
UNAP,true,AMMUNITION
UNAP,true,POL
UNAP,true,GEN-RESUPPLY
UNAP,true,GEN-AMMO
UNAP,true,GEN-POL
UTAC,true,AF-AIRCRAFT
UTAC,true,AF-SUPPORT
UTAC,true,AF-PREPO
UTAC,true,MARINE-PREPO
UTAC,true,ARMY-PREPO
UTAC,true,AIRBORNE
UTAC,true,ARMOR
UTAC,true,MECH-INFANTR
UTAC,true,AIRMOBILE
UTAC,true,CBAC
UTAC,true,INFANTRY
UTAC,true,ARMOR-CAV
UTAC,true,AMPH-MARINES
UTAC,true,MARINES
UTAC,true,CS-ENGINEER
UTAC,true,CS-ARTILLERY
UTAC,true,CS-OTHER
UTAC,true,CSS-ENGINEER
UTAC,true,CSS-MEDICAL
UTAC,true,CSS-SIGNAL
UTAC,true,CSS-SUPPLY
UTAC,true,CSS-TRANSPOR
UTAC,true,CSS-OTHER
UTAC,true,NAVY-UE
UTAC,true,RESUPPLY
UTAC,true,AMMUNITION
UTAC,true,POL
UTAC,true,GEN-RESUPPLY
UTAC,true,GEN-AMMO
UTAC,true,GEN-POL
UTVT,true,AF-AIRCRAFT
UTVT,true,AF-SUPPORT
UTVT,true,AF-PREPO
UTVT,true,MARINE-PREPO
UTVT,true,ARMY-PREPO
UTVT,true,AIRBORNE
UTVT,true,ARMOR
UTVT,true,MECH-INFANTR
UTVT,true,AIRMOBILE
UTVT,true,CBAC
UTVT,true,INFANTRY
UTVT,true,ARMOR-CAV
UTVT,true,AMPH-MARINES
UTVT,true,MARINES
UTVT,true,CS-ENGINEER
UTVT,true,CS-ARTILLERY
UTVT,true,CS-OTHER
UTVT,true,CSS-ENGINEER
UTVT,true,CSS-MEDICAL
UTVT,true,CSS-SIGNAL
UTVT,true,CSS-SUPPLY
UTVT,true,CSS-TRANSPOR
UTVT,true,CSS-OTHER
UTVT,true,NAVY-UE
UTVT,true,RESUPPLY
UTVT,true,AMMUNITION
UTVT,true,POL
UTVT,true,GEN-RESUPPLY
UTVT,true,GEN-AMMO
UTVT,true,GEN-POL
UULA,true,AF-AIRCRAFT
UULA,true,AF-SUPPORT
UULA,true,AF-PREPO
UULA,true,MARINE-PREPO
UULA,true,ARMY-PREPO
UULA,true,AIRBORNE
UULA,true,ARMOR
UULA,true,MECH-INFANTR
UULA,true,AIRMOBILE
UULA,true,CBAC
UULA,true,INFANTRY
UULA,true,ARMOR-CAV
UULA,true,AMPH-MARINES
UULA,true,MARINES
UULA,true,CS-ENGINEER
UULA,true,CS-ARTILLERY
UULA,true,CS-OTHER
UULA,true,CSS-ENGINEER
UULA,true,CSS-MEDICAL
UULA,true,CSS-SIGNAL
UULA,true,CSS-SUPPLY
UULA,true,CSS-TRANSPOR
UULA,true,CSS-OTHER
UULA,true,NAVY-UE
UULA,true,RESUPPLY
UULA,true,AMMUNITION
UULA,true,POL
UULA,true,GEN-RESUPPLY
UULA,true,GEN-AMMO
UULA,true,GEN-POL
UULB,true,AF-AIRCRAFT
UULB,true,AF-SUPPORT
UULB,true,AF-PREPO
UULB,true,MARINE-PREPO
UULB,true,ARMY-PREPO
UULB,true,AIRBORNE
UULB,true,ARMOR
UULB,true,MECH-INFANTR
UULB,true,AIRMOBILE
UULB,true,CBAC
UULB,true,INFANTRY
UULB,true,ARMOR-CAV
UULB,true,AMPH-MARINES
UULB,true,MARINES
UULB,true,CS-ENGINEER
UULB,true,CS-ARTILLERY
UULB,true,CS-OTHER
UULB,true,CSS-ENGINEER
UULB,true,CSS-MEDICAL
UULB,true,CSS-SIGNAL
UULB,true,CSS-SUPPLY
UULB,true,CSS-TRANSPOR
UULB,true,CSS-OTHER
UULB,true,NAVY-UE
UULB,true,RESUPPLY
UULB,true,AMMUNITION
UULB,true,POL
UULB,true,GEN-RESUPPLY
UULB,true,GEN-AMMO
UULB,true,GEN-POL
