Ship Type,Berth Type,Commodity Class,Transfer Rate
PAX,RORO/CONTNR,MARINE-PREPO,0
PAX,RORO/CONTNR,ARMY-PREPO,0
PAX,RORO/CONTNR,AIRBORNE,0
PAX,TANKER,AF-AIRCRAFT,0
PAX,TANKER,AF-SUPPORT,0
PAX,TANKER,AF-PREPO,0
PAX,TANKER,MARINE-PREPO,0
PAX,TANKER,ARMY-PREPO,0
PAX,TANKER,AIRBORNE,0
PAX,VISA,AF-AIRCRAFT,0
PAX,VISA,AF-SUPPORT,0
PAX,VISA,AF-PREPO,0
PAX,VISA,MARINE-PREPO,0
PAX,VISA,ARMY-PREPO,0
PAX,VISA,AIRBORNE,0
POL TANKER,ALL-PURPOSE,AF-AIRCRAFT,0
POL TANKER,ALL-PURPOSE,AF-SUPPORT,0
POL TANKER,ALL-PURPOSE,AF-PREPO,0
POL TANKER,ALL-PURPOSE,MARINE-PREPO,0
POL TANKER,ALL-PURPOSE,ARMY-PREPO,2000
POL TANKER,ALL-PURPOSE,AIRBORNE,0
POL TANKER,BARGE,AF-AIRCRAFT,0
POL TANKER,BARGE,AF-SUPPORT,0
POL TANKER,BARGE,AF-PREPO,0
POL TANKER,BARGE,MARINE-PREPO,0
POL TANKER,BARGE,ARMY-PREPO,0
POL TANKER,BARGE,AIRBORNE,0
POL TANKER,BBULK/AMMO,AF-AIRCRAFT,0
POL TANKER,BBULK/AMMO,AF-SUPPORT,0
POL TANKER,BBULK/AMMO,AF-PREPO,0
POL TANKER,BBULK/AMMO,MARINE-PREPO,0
POL TANKER,BBULK/AMMO,ARMY-PREPO,0
POL TANKER,BBULK/AMMO,AIRBORNE,0
POL TANKER,BBULK/CONTNR,AF-AIRCRAFT,0
POL TANKER,BBULK/CONTNR,AF-SUPPORT,0
POL TANKER,BBULK/CONTNR,AF-PREPO,0
POL TANKER,BBULK/CONTNR,MARINE-PREPO,0
POL TANKER,BBULK/CONTNR,ARMY-PREPO,0
POL TANKER,BBULK/CONTNR,AIRBORNE,0
POL TANKER,BBULK/RORO,AF-AIRCRAFT,0
POL TANKER,BBULK/RORO,AF-SUPPORT,0
POL TANKER,BBULK/RORO,AF-PREPO,0
POL TANKER,BBULK/RORO,MARINE-PREPO,0
POL TANKER,BBULK/RORO,ARMY-PREPO,0
POL TANKER,BBULK/RORO,AIRBORNE,0
POL TANKER,BREAKBULK,AF-AIRCRAFT,0
POL TANKER,BREAKBULK,AF-SUPPORT,0
POL TANKER,BREAKBULK,AF-PREPO,0
POL TANKER,BREAKBULK,MARINE-PREPO,0
POL TANKER,BREAKBULK,ARMY-PREPO,0
POL TANKER,BREAKBULK,AIRBORNE,0
POL TANKER,CONT/AMMO,AF-AIRCRAFT,0
POL TANKER,CONT/AMMO,AF-SUPPORT,0
POL TANKER,CONT/AMMO,AF-PREPO,0
POL TANKER,CONT/AMMO,MARINE-PREPO,0
POL TANKER,CONT/AMMO,ARMY-PREPO,0
POL TANKER,CONT/AMMO,AIRBORNE,0
POL TANKER,CONTAINER,AF-AIRCRAFT,0
POL TANKER,CONTAINER,AF-SUPPORT,0
POL TANKER,CONTAINER,AF-PREPO,0
POL TANKER,CONTAINER,MARINE-PREPO,0
POL TANKER,CONTAINER,ARMY-PREPO,0
POL TANKER,CONTAINER,AIRBORNE,0
POL TANKER,DOCK,AF-AIRCRAFT,0
POL TANKER,DOCK,AF-SUPPORT,0
POL TANKER,DOCK,AF-PREPO,0
POL TANKER,DOCK,MARINE-PREPO,0
POL TANKER,DOCK,ARMY-PREPO,0
POL TANKER,DOCK,AIRBORNE,0
POL TANKER,GENERAL PURP,AF-AIRCRAFT,0
POL TANKER,GENERAL PURP,AF-SUPPORT,0
POL TANKER,GENERAL PURP,AF-PREPO,0
POL TANKER,GENERAL PURP,MARINE-PREPO,0
POL TANKER,GENERAL PURP,ARMY-PREPO,0
POL TANKER,GENERAL PURP,AIRBORNE,0
POL TANKER,INTRA WATER,AF-AIRCRAFT,0
POL TANKER,INTRA WATER,AF-SUPPORT,0
POL TANKER,INTRA WATER,AF-PREPO,0
POL TANKER,INTRA WATER,MARINE-PREPO,0
POL TANKER,INTRA WATER,ARMY-PREPO,0
POL TANKER,INTRA WATER,AIRBORNE,0
POL TANKER,JLOTS,AF-AIRCRAFT,0
POL TANKER,JLOTS,AF-SUPPORT,0
POL TANKER,JLOTS,AF-PREPO,0
POL TANKER,JLOTS,MARINE-PREPO,0
POL TANKER,JLOTS,ARMY-PREPO,500
POL TANKER,JLOTS,AIRBORNE,0
POL TANKER,LIGHTER,AF-AIRCRAFT,0
POL TANKER,LIGHTER,AF-SUPPORT,0
POL TANKER,LIGHTER,AF-PREPO,0
POL TANKER,LIGHTER,MARINE-PREPO,0
POL TANKER,LIGHTER,ARMY-PREPO,0
POL TANKER,LIGHTER,AIRBORNE,0
POL TANKER,OTHER,AF-AIRCRAFT,0
POL TANKER,OTHER,AF-SUPPORT,0
POL TANKER,OTHER,AF-PREPO,0
POL TANKER,OTHER,MARINE-PREPO,0
POL TANKER,OTHER,ARMY-PREPO,0
POL TANKER,OTHER,AIRBORNE,0
POL TANKER,RORO,AF-AIRCRAFT,0
POL TANKER,RORO,AF-SUPPORT,0
POL TANKER,RORO,AF-PREPO,0
POL TANKER,RORO,MARINE-PREPO,0
POL TANKER,RORO,ARMY-PREPO,0
POL TANKER,RORO,AIRBORNE,0
POL TANKER,RORO/CONTNR,AF-AIRCRAFT,0
POL TANKER,RORO/CONTNR,AF-SUPPORT,0
POL TANKER,RORO/CONTNR,AF-PREPO,0
POL TANKER,RORO/CONTNR,MARINE-PREPO,0
POL TANKER,RORO/CONTNR,ARMY-PREPO,0
POL TANKER,RORO/CONTNR,AIRBORNE,0
POL TANKER,TANKER,AF-AIRCRAFT,0
POL TANKER,TANKER,AF-SUPPORT,0
POL TANKER,TANKER,AF-PREPO,0
POL TANKER,TANKER,MARINE-PREPO,0
POL TANKER,TANKER,ARMY-PREPO,0
POL TANKER,TANKER,AIRBORNE,0
POL TANKER,VISA,AF-AIRCRAFT,0
POL TANKER,VISA,AF-SUPPORT,0
POL TANKER,VISA,AF-PREPO,0
POL TANKER,VISA,MARINE-PREPO,0
POL TANKER,VISA,ARMY-PREPO,0
POL TANKER,VISA,AIRBORNE,0
RO/RO,ALL-PURPOSE,AF-AIRCRAFT,0
RO/RO,ALL-PURPOSE,AF-SUPPORT,4600
RO/RO,ALL-PURPOSE,AF-PREPO,4600
RO/RO,ALL-PURPOSE,MARINE-PREPO,4600
RO/RO,ALL-PURPOSE,ARMY-PREPO,5000
RO/RO,ALL-PURPOSE,AIRBORNE,0
RO/RO,BARGE,AF-AIRCRAFT,0
RO/RO,BARGE,AF-SUPPORT,0
RO/RO,BARGE,AF-PREPO,0
RO/RO,BARGE,MARINE-PREPO,0
RO/RO,BARGE,ARMY-PREPO,0
RO/RO,BARGE,AIRBORNE,0
RO/RO,BBULK/AMMO,AF-AIRCRAFT,0
RO/RO,BBULK/AMMO,AF-SUPPORT,0
RO/RO,BBULK/AMMO,AF-PREPO,0
RO/RO,BBULK/AMMO,MARINE-PREPO,0
RO/RO,BBULK/AMMO,ARMY-PREPO,0
RO/RO,BBULK/AMMO,AIRBORNE,0
RO/RO,BBULK/CONTNR,AF-AIRCRAFT,0
RO/RO,BBULK/CONTNR,AF-SUPPORT,0
RO/RO,BBULK/CONTNR,AF-PREPO,0
RO/RO,BBULK/CONTNR,MARINE-PREPO,0
RO/RO,BBULK/CONTNR,ARMY-PREPO,0
RO/RO,BBULK/CONTNR,AIRBORNE,0
RO/RO,BBULK/RORO,AF-AIRCRAFT,0
RO/RO,BBULK/RORO,AF-SUPPORT,4600
RO/RO,BBULK/RORO,AF-PREPO,4600
RO/RO,BBULK/RORO,MARINE-PREPO,0
RO/RO,BBULK/RORO,ARMY-PREPO,0
RO/RO,BBULK/RORO,AIRBORNE,0
RO/RO,BREAKBULK,AF-AIRCRAFT,0
RO/RO,BREAKBULK,AF-SUPPORT,0
RO/RO,BREAKBULK,AF-PREPO,0
RO/RO,BREAKBULK,MARINE-PREPO,0
RO/RO,BREAKBULK,ARMY-PREPO,0
RO/RO,BREAKBULK,AIRBORNE,0
RO/RO,CONT/AMMO,AF-AIRCRAFT,0
RO/RO,CONT/AMMO,AF-SUPPORT,0
RO/RO,CONT/AMMO,AF-PREPO,0
RO/RO,CONT/AMMO,MARINE-PREPO,4600
RO/RO,CONT/AMMO,ARMY-PREPO,0
RO/RO,CONT/AMMO,AIRBORNE,0
RO/RO,CONTAINER,AF-AIRCRAFT,0
RO/RO,CONTAINER,AF-SUPPORT,0
RO/RO,CONTAINER,AF-PREPO,0
RO/RO,CONTAINER,MARINE-PREPO,4600
RO/RO,CONTAINER,ARMY-PREPO,0
RO/RO,CONTAINER,AIRBORNE,0
RO/RO,DOCK,AF-AIRCRAFT,0
RO/RO,DOCK,AF-SUPPORT,0
RO/RO,DOCK,AF-PREPO,0
RO/RO,DOCK,MARINE-PREPO,0
RO/RO,DOCK,ARMY-PREPO,0
RO/RO,DOCK,AIRBORNE,0
RO/RO,GENERAL PURP,AF-AIRCRAFT,0
RO/RO,GENERAL PURP,AF-SUPPORT,4600
RO/RO,GENERAL PURP,AF-PREPO,4600
RO/RO,GENERAL PURP,MARINE-PREPO,4600
RO/RO,GENERAL PURP,ARMY-PREPO,5000
RO/RO,GENERAL PURP,AIRBORNE,0
RO/RO,INTRA WATER,AF-AIRCRAFT,0
RO/RO,INTRA WATER,AF-SUPPORT,0
RO/RO,INTRA WATER,AF-PREPO,0
RO/RO,INTRA WATER,MARINE-PREPO,0
RO/RO,INTRA WATER,ARMY-PREPO,0
RO/RO,INTRA WATER,AIRBORNE,0
RO/RO,JLOTS,AF-AIRCRAFT,0
RO/RO,JLOTS,AF-SUPPORT,3000
RO/RO,JLOTS,AF-PREPO,2300
RO/RO,JLOTS,MARINE-PREPO,2300
RO/RO,JLOTS,ARMY-PREPO,0
RO/RO,JLOTS,AIRBORNE,0
RO/RO,LIGHTER,AF-AIRCRAFT,0
RO/RO,LIGHTER,AF-SUPPORT,0
RO/RO,LIGHTER,AF-PREPO,0
RO/RO,LIGHTER,MARINE-PREPO,0
RO/RO,LIGHTER,ARMY-PREPO,0
RO/RO,LIGHTER,AIRBORNE,0
RO/RO,OTHER,AF-AIRCRAFT,0
RO/RO,OTHER,AF-SUPPORT,0
RO/RO,OTHER,AF-PREPO,0
RO/RO,OTHER,MARINE-PREPO,0
RO/RO,OTHER,ARMY-PREPO,0
RO/RO,OTHER,AIRBORNE,0
RO/RO,RORO,AF-AIRCRAFT,0
RO/RO,RORO,AF-SUPPORT,4600
RO/RO,RORO,AF-PREPO,4600
RO/RO,RORO,MARINE-PREPO,0
RO/RO,RORO,ARMY-PREPO,0
RO/RO,RORO,AIRBORNE,0
RO/RO,RORO/CONTNR,AF-AIRCRAFT,0
RO/RO,RORO/CONTNR,AF-SUPPORT,4600
RO/RO,RORO/CONTNR,AF-PREPO,4600
RO/RO,RORO/CONTNR,MARINE-PREPO,0
RO/RO,RORO/CONTNR,ARMY-PREPO,0
RO/RO,RORO/CONTNR,AIRBORNE,0
RO/RO,TANKER,AF-AIRCRAFT,0
RO/RO,TANKER,AF-SUPPORT,0
RO/RO,TANKER,AF-PREPO,0
RO/RO,TANKER,MARINE-PREPO,0
RO/RO,TANKER,ARMY-PREPO,0
RO/RO,TANKER,AIRBORNE,0
RO/RO,VISA,AF-AIRCRAFT,0
RO/RO,VISA,AF-SUPPORT,0
RO/RO,VISA,AF-PREPO,0
RO/RO,VISA,MARINE-PREPO,0
RO/RO,VISA,ARMY-PREPO,0
RO/RO,VISA,AIRBORNE,0
RO/RO(T-AKR),ALL-PURPOSE,AF-AIRCRAFT,0
RO/RO(T-AKR),ALL-PURPOSE,AF-SUPPORT,9000
RO/RO(T-AKR),ALL-PURPOSE,AF-PREPO,6900
RO/RO(T-AKR),ALL-PURPOSE,MARINE-PREPO,6900
RO/RO(T-AKR),ALL-PURPOSE,ARMY-PREPO,5000
RO/RO(T-AKR),ALL-PURPOSE,AIRBORNE,0
RO/RO(T-AKR),BARGE,AF-AIRCRAFT,0
RO/RO(T-AKR),BARGE,AF-SUPPORT,0
RO/RO(T-AKR),BARGE,AF-PREPO,0
RO/RO(T-AKR),BARGE,MARINE-PREPO,0
RO/RO(T-AKR),BARGE,ARMY-PREPO,0
RO/RO(T-AKR),BARGE,AIRBORNE,0
RO/RO(T-AKR),BBULK/AMMO,AF-AIRCRAFT,0
RO/RO(T-AKR),BBULK/AMMO,AF-SUPPORT,0
RO/RO(T-AKR),BBULK/AMMO,AF-PREPO,0
RO/RO(T-AKR),BBULK/AMMO,MARINE-PREPO,0
RO/RO(T-AKR),BBULK/AMMO,ARMY-PREPO,0
RO/RO(T-AKR),BBULK/AMMO,AIRBORNE,0
RO/RO(T-AKR),BBULK/CONTNR,AF-AIRCRAFT,0
RO/RO(T-AKR),BBULK/CONTNR,AF-SUPPORT,0
RO/RO(T-AKR),BBULK/CONTNR,AF-PREPO,0
RO/RO(T-AKR),BBULK/CONTNR,MARINE-PREPO,0
RO/RO(T-AKR),BBULK/CONTNR,ARMY-PREPO,0
RO/RO(T-AKR),BBULK/CONTNR,AIRBORNE,0
RO/RO(T-AKR),BBULK/RORO,AF-AIRCRAFT,0
RO/RO(T-AKR),BBULK/RORO,AF-SUPPORT,9000
RO/RO(T-AKR),BBULK/RORO,AF-PREPO,6900
RO/RO(T-AKR),BBULK/RORO,MARINE-PREPO,0
RO/RO(T-AKR),BBULK/RORO,ARMY-PREPO,0
RO/RO(T-AKR),BBULK/RORO,AIRBORNE,0
RO/RO(T-AKR),BREAKBULK,AF-AIRCRAFT,0
RO/RO(T-AKR),BREAKBULK,AF-SUPPORT,0
RO/RO(T-AKR),BREAKBULK,AF-PREPO,0
RO/RO(T-AKR),BREAKBULK,MARINE-PREPO,0
RO/RO(T-AKR),BREAKBULK,ARMY-PREPO,0
RO/RO(T-AKR),BREAKBULK,AIRBORNE,0
RO/RO(T-AKR),CONT/AMMO,AF-AIRCRAFT,0
RO/RO(T-AKR),CONT/AMMO,AF-SUPPORT,0
RO/RO(T-AKR),CONT/AMMO,AF-PREPO,0
RO/RO(T-AKR),CONT/AMMO,MARINE-PREPO,6900
RO/RO(T-AKR),CONT/AMMO,ARMY-PREPO,0
RO/RO(T-AKR),CONT/AMMO,AIRBORNE,0
RO/RO(T-AKR),CONTAINER,AF-AIRCRAFT,0
RO/RO(T-AKR),CONTAINER,AF-SUPPORT,0
RO/RO(T-AKR),CONTAINER,AF-PREPO,0
RO/RO(T-AKR),CONTAINER,MARINE-PREPO,6900
RO/RO(T-AKR),CONTAINER,ARMY-PREPO,0
RO/RO(T-AKR),CONTAINER,AIRBORNE,0
RO/RO(T-AKR),DOCK,AF-AIRCRAFT,0
RO/RO(T-AKR),DOCK,AF-SUPPORT,0
RO/RO(T-AKR),DOCK,AF-PREPO,0
RO/RO(T-AKR),DOCK,MARINE-PREPO,0
RO/RO(T-AKR),DOCK,ARMY-PREPO,0
RO/RO(T-AKR),DOCK,AIRBORNE,0
RO/RO(T-AKR),GENERAL PURP,AF-AIRCRAFT,0
RO/RO(T-AKR),GENERAL PURP,AF-SUPPORT,9000
RO/RO(T-AKR),GENERAL PURP,AF-PREPO,6900
RO/RO(T-AKR),GENERAL PURP,MARINE-PREPO,6900
RO/RO(T-AKR),GENERAL PURP,ARMY-PREPO,5000
RO/RO(T-AKR),GENERAL PURP,AIRBORNE,0
RO/RO(T-AKR),INTRA WATER,AF-AIRCRAFT,0
RO/RO(T-AKR),INTRA WATER,AF-SUPPORT,0
RO/RO(T-AKR),INTRA WATER,AF-PREPO,0
RO/RO(T-AKR),INTRA WATER,MARINE-PREPO,0
RO/RO(T-AKR),INTRA WATER,ARMY-PREPO,0
RO/RO(T-AKR),INTRA WATER,AIRBORNE,0
RO/RO(T-AKR),JLOTS,AF-AIRCRAFT,0
RO/RO(T-AKR),JLOTS,AF-SUPPORT,3000
RO/RO(T-AKR),JLOTS,AF-PREPO,2300
RO/RO(T-AKR),JLOTS,MARINE-PREPO,2300
RO/RO(T-AKR),JLOTS,ARMY-PREPO,0
RO/RO(T-AKR),JLOTS,AIRBORNE,0
RO/RO(T-AKR),LIGHTER,AF-AIRCRAFT,0
RO/RO(T-AKR),LIGHTER,AF-SUPPORT,0
RO/RO(T-AKR),LIGHTER,AF-PREPO,0
RO/RO(T-AKR),LIGHTER,MARINE-PREPO,0
RO/RO(T-AKR),LIGHTER,ARMY-PREPO,0
RO/RO(T-AKR),LIGHTER,AIRBORNE,0
RO/RO(T-AKR),OTHER,AF-AIRCRAFT,0
RO/RO(T-AKR),OTHER,AF-SUPPORT,0
RO/RO(T-AKR),OTHER,AF-PREPO,0
RO/RO(T-AKR),OTHER,MARINE-PREPO,0
RO/RO(T-AKR),OTHER,ARMY-PREPO,0
RO/RO(T-AKR),OTHER,AIRBORNE,0
RO/RO(T-AKR),RORO,AF-AIRCRAFT,0
RO/RO(T-AKR),RORO,AF-SUPPORT,9000
RO/RO(T-AKR),RORO,AF-PREPO,6900
RO/RO(T-AKR),RORO,MARINE-PREPO,0
RO/RO(T-AKR),RORO,ARMY-PREPO,0
RO/RO(T-AKR),RORO,AIRBORNE,0
RO/RO(T-AKR),RORO/CONTNR,AF-AIRCRAFT,0
RO/RO(T-AKR),RORO/CONTNR,AF-SUPPORT,9000
RO/RO(T-AKR),RORO/CONTNR,AF-PREPO,6900
RO/RO(T-AKR),RORO/CONTNR,MARINE-PREPO,0
RO/RO(T-AKR),RORO/CONTNR,ARMY-PREPO,0
RO/RO(T-AKR),RORO/CONTNR,AIRBORNE,0
RO/RO(T-AKR),TANKER,AF-AIRCRAFT,0
RO/RO(T-AKR),TANKER,AF-SUPPORT,0
RO/RO(T-AKR),TANKER,AF-PREPO,0
RO/RO(T-AKR),TANKER,MARINE-PREPO,0
RO/RO(T-AKR),TANKER,ARMY-PREPO,0
RO/RO(T-AKR),TANKER,AIRBORNE,0
RO/RO(T-AKR),VISA,AF-AIRCRAFT,0
RO/RO(T-AKR),VISA,AF-SUPPORT,0
RO/RO(T-AKR),VISA,AF-PREPO,0
RO/RO(T-AKR),VISA,MARINE-PREPO,0
RO/RO(T-AKR),VISA,ARMY-PREPO,0
RO/RO(T-AKR),VISA,AIRBORNE,0
T-ACS,ALL-PURPOSE,AF-AIRCRAFT,0
T-ACS,ALL-PURPOSE,AF-SUPPORT,2800
T-ACS,ALL-PURPOSE,AF-PREPO,2800
T-ACS,ALL-PURPOSE,MARINE-PREPO,7000
T-ACS,ALL-PURPOSE,ARMY-PREPO,5000
T-ACS,ALL-PURPOSE,AIRBORNE,0
T-ACS,BARGE,AF-AIRCRAFT,0
T-ACS,BARGE,AF-SUPPORT,0
T-ACS,BARGE,AF-PREPO,0
T-ACS,BARGE,MARINE-PREPO,0
T-ACS,BARGE,ARMY-PREPO,0
T-ACS,BARGE,AIRBORNE,0
T-ACS,BBULK/AMMO,AF-AIRCRAFT,0
T-ACS,BBULK/AMMO,AF-SUPPORT,0
T-ACS,BBULK/AMMO,AF-PREPO,0
T-ACS,BBULK/AMMO,MARINE-PREPO,800
T-ACS,BBULK/AMMO,ARMY-PREPO,0
T-ACS,BBULK/AMMO,AIRBORNE,0
T-ACS,BBULK/CONTNR,AF-AIRCRAFT,0
T-ACS,BBULK/CONTNR,AF-SUPPORT,2800
T-ACS,BBULK/CONTNR,AF-PREPO,2800
T-ACS,BBULK/CONTNR,MARINE-PREPO,0
T-ACS,BBULK/CONTNR,ARMY-PREPO,0
T-ACS,BBULK/CONTNR,AIRBORNE,0
T-ACS,BBULK/RORO,AF-AIRCRAFT,0
T-ACS,BBULK/RORO,AF-SUPPORT,0
T-ACS,BBULK/RORO,AF-PREPO,0
T-ACS,BBULK/RORO,MARINE-PREPO,0
T-ACS,BBULK/RORO,ARMY-PREPO,0
T-ACS,BBULK/RORO,AIRBORNE,0
T-ACS,BREAKBULK,AF-AIRCRAFT,0
T-ACS,BREAKBULK,AF-SUPPORT,0
T-ACS,BREAKBULK,AF-PREPO,0
T-ACS,BREAKBULK,MARINE-PREPO,0
T-ACS,BREAKBULK,ARMY-PREPO,0
T-ACS,BREAKBULK,AIRBORNE,0
T-ACS,CONT/AMMO,AF-AIRCRAFT,0
T-ACS,CONT/AMMO,AF-SUPPORT,0
T-ACS,CONT/AMMO,AF-PREPO,0
T-ACS,CONT/AMMO,MARINE-PREPO,7000
T-ACS,CONT/AMMO,ARMY-PREPO,0
T-ACS,CONT/AMMO,AIRBORNE,0
T-ACS,CONTAINER,AF-AIRCRAFT,0
T-ACS,CONTAINER,AF-SUPPORT,2800
T-ACS,CONTAINER,AF-PREPO,2800
T-ACS,CONTAINER,MARINE-PREPO,7000
T-ACS,CONTAINER,ARMY-PREPO,0
T-ACS,CONTAINER,AIRBORNE,0
T-ACS,DOCK,AF-AIRCRAFT,0
T-ACS,DOCK,AF-SUPPORT,0
T-ACS,DOCK,AF-PREPO,0
T-ACS,DOCK,MARINE-PREPO,0
T-ACS,DOCK,ARMY-PREPO,0
T-ACS,DOCK,AIRBORNE,0
T-ACS,GENERAL PURP,AF-AIRCRAFT,0
T-ACS,GENERAL PURP,AF-SUPPORT,2800
T-ACS,GENERAL PURP,AF-PREPO,2800
T-ACS,GENERAL PURP,MARINE-PREPO,7000
T-ACS,GENERAL PURP,ARMY-PREPO,5000
T-ACS,GENERAL PURP,AIRBORNE,0
T-ACS,INTRA WATER,AF-AIRCRAFT,0
T-ACS,INTRA WATER,AF-SUPPORT,0
T-ACS,INTRA WATER,AF-PREPO,0
T-ACS,INTRA WATER,MARINE-PREPO,0
T-ACS,INTRA WATER,ARMY-PREPO,0
T-ACS,INTRA WATER,AIRBORNE,0
T-ACS,JLOTS,AF-AIRCRAFT,0
T-ACS,JLOTS,AF-SUPPORT,0
T-ACS,JLOTS,AF-PREPO,0
T-ACS,JLOTS,MARINE-PREPO,0
T-ACS,JLOTS,ARMY-PREPO,0
T-ACS,JLOTS,AIRBORNE,0
T-ACS,LIGHTER,AF-AIRCRAFT,0
T-ACS,LIGHTER,AF-SUPPORT,0
T-ACS,LIGHTER,AF-PREPO,0
T-ACS,LIGHTER,MARINE-PREPO,0
T-ACS,LIGHTER,ARMY-PREPO,0
T-ACS,LIGHTER,AIRBORNE,0
T-ACS,OTHER,AF-AIRCRAFT,0
T-ACS,OTHER,AF-SUPPORT,0
T-ACS,OTHER,AF-PREPO,0
T-ACS,OTHER,MARINE-PREPO,0
T-ACS,OTHER,ARMY-PREPO,0
T-ACS,OTHER,AIRBORNE,0
T-ACS,RORO,AF-AIRCRAFT,0
T-ACS,RORO,AF-SUPPORT,0
T-ACS,RORO,AF-PREPO,0
T-ACS,RORO,MARINE-PREPO,0
T-ACS,RORO,ARMY-PREPO,0
T-ACS,RORO,AIRBORNE,0
T-ACS,RORO/CONTNR,AF-AIRCRAFT,0
T-ACS,RORO/CONTNR,AF-SUPPORT,2800
T-ACS,RORO/CONTNR,AF-PREPO,2800
T-ACS,RORO/CONTNR,MARINE-PREPO,0
T-ACS,RORO/CONTNR,ARMY-PREPO,0
T-ACS,RORO/CONTNR,AIRBORNE,0
T-ACS,TANKER,AF-AIRCRAFT,0
T-ACS,TANKER,AF-SUPPORT,0
T-ACS,TANKER,AF-PREPO,0
T-ACS,TANKER,MARINE-PREPO,0
T-ACS,TANKER,ARMY-PREPO,0
T-ACS,TANKER,AIRBORNE,0
T-ACS,VISA,AF-AIRCRAFT,0
T-ACS,VISA,AF-SUPPORT,0
T-ACS,VISA,AF-PREPO,0
T-ACS,VISA,MARINE-PREPO,0
T-ACS,VISA,ARMY-PREPO,0
T-ACS,VISA,AIRBORNE,0
T-AH,ALL-PURPOSE,AF-AIRCRAFT,0
T-AH,ALL-PURPOSE,AF-SUPPORT,0
T-AH,ALL-PURPOSE,AF-PREPO,0
T-AH,ALL-PURPOSE,MARINE-PREPO,0
T-AH,ALL-PURPOSE,ARMY-PREPO,5000
T-AH,ALL-PURPOSE,AIRBORNE,0
T-AH,BARGE,AF-AIRCRAFT,0
T-AH,BARGE,AF-SUPPORT,0
T-AH,BARGE,AF-PREPO,0
T-AH,BARGE,MARINE-PREPO,0
T-AH,BARGE,ARMY-PREPO,0
T-AH,BARGE,AIRBORNE,0
T-AH,BBULK/AMMO,AF-AIRCRAFT,0
T-AH,BBULK/AMMO,AF-SUPPORT,0
T-AH,BBULK/AMMO,AF-PREPO,0
T-AH,BBULK/AMMO,MARINE-PREPO,0
T-AH,BBULK/AMMO,ARMY-PREPO,0
T-AH,BBULK/AMMO,AIRBORNE,0
T-AH,BBULK/CONTNR,AF-AIRCRAFT,0
T-AH,BBULK/CONTNR,AF-SUPPORT,0
T-AH,BBULK/CONTNR,AF-PREPO,0
T-AH,BBULK/CONTNR,MARINE-PREPO,0
T-AH,BBULK/CONTNR,ARMY-PREPO,0
T-AH,BBULK/CONTNR,AIRBORNE,0
T-AH,BBULK/RORO,AF-AIRCRAFT,0
T-AH,BBULK/RORO,AF-SUPPORT,0
T-AH,BBULK/RORO,AF-PREPO,0
T-AH,BBULK/RORO,MARINE-PREPO,0
T-AH,BBULK/RORO,ARMY-PREPO,0
T-AH,BBULK/RORO,AIRBORNE,0
T-AH,BREAKBULK,AF-AIRCRAFT,0
T-AH,BREAKBULK,AF-SUPPORT,0
T-AH,BREAKBULK,AF-PREPO,0
T-AH,BREAKBULK,MARINE-PREPO,0
T-AH,BREAKBULK,ARMY-PREPO,0
T-AH,BREAKBULK,AIRBORNE,0
T-AH,CONT/AMMO,AF-AIRCRAFT,0
T-AH,CONT/AMMO,AF-SUPPORT,0
T-AH,CONT/AMMO,AF-PREPO,0
T-AH,CONT/AMMO,MARINE-PREPO,0
T-AH,CONT/AMMO,ARMY-PREPO,0
T-AH,CONT/AMMO,AIRBORNE,0
T-AH,CONTAINER,AF-AIRCRAFT,0
T-AH,CONTAINER,AF-SUPPORT,0
T-AH,CONTAINER,AF-PREPO,0
T-AH,CONTAINER,MARINE-PREPO,0
T-AH,CONTAINER,ARMY-PREPO,0
T-AH,CONTAINER,AIRBORNE,0
T-AH,DOCK,AF-AIRCRAFT,0
T-AH,DOCK,AF-SUPPORT,0
T-AH,DOCK,AF-PREPO,0
T-AH,DOCK,MARINE-PREPO,0
T-AH,DOCK,ARMY-PREPO,0
T-AH,DOCK,AIRBORNE,0
T-AH,GENERAL PURP,AF-AIRCRAFT,0
T-AH,GENERAL PURP,AF-SUPPORT,0
T-AH,GENERAL PURP,AF-PREPO,0
T-AH,GENERAL PURP,MARINE-PREPO,0
T-AH,GENERAL PURP,ARMY-PREPO,5000
T-AH,GENERAL PURP,AIRBORNE,0
T-AH,INTRA WATER,AF-AIRCRAFT,0
T-AH,INTRA WATER,AF-SUPPORT,0
T-AH,INTRA WATER,AF-PREPO,0
T-AH,INTRA WATER,MARINE-PREPO,0
T-AH,INTRA WATER,ARMY-PREPO,0
T-AH,INTRA WATER,AIRBORNE,0
T-AH,JLOTS,AF-AIRCRAFT,0
T-AH,JLOTS,AF-SUPPORT,0
T-AH,JLOTS,AF-PREPO,0
T-AH,JLOTS,MARINE-PREPO,0
T-AH,JLOTS,ARMY-PREPO,0
T-AH,JLOTS,AIRBORNE,0
T-AH,LIGHTER,AF-AIRCRAFT,0
T-AH,LIGHTER,AF-SUPPORT,0
T-AH,LIGHTER,AF-PREPO,0
T-AH,LIGHTER,MARINE-PREPO,0
T-AH,LIGHTER,ARMY-PREPO,0
T-AH,LIGHTER,AIRBORNE,0
T-AH,OTHER,AF-AIRCRAFT,0
T-AH,OTHER,AF-SUPPORT,0
T-AH,OTHER,AF-PREPO,0
T-AH,OTHER,MARINE-PREPO,0
