Name,Active,Quantity,CraneType,SeaportName,GeolocCode,BerthName,BerthType,FromDay,ToDay,NumBerthsServed,BreakbulkOnloadRate,BreakbulkOffloadRate,ContainerOnloadRate,ContainerOffloadRate,AvailableForMilitary
RELGVISA      01_Crane,true,1,MOBILE,NAGOYA,RELG,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
RELGVISA      01_Crane,true,1,MOBILE,NAGOYA,RELG,RELGVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
REPVBBULK/AMMO01_Crane,true,1,MOBILE,NAHA,REPV,N/A,N/A,-999,8192,1,3500,3500,875,875,true
REPVBBULK/CONT01_Crane,true,1,MOBILE,NAHA,REPV,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
REPVBBULK/RORO01_Crane,true,1,MOBILE,NAHA,REPV,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
REPVBBULK/RORO02_Crane,true,1,MOBILE,NAHA,REPV,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
REPVBBULK/RORO03_Crane,true,1,MOBILE,NAHA,REPV,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
REPVBBULK/RORO04_Crane,true,1,MOBILE,NAHA,REPV,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
REPVVISA      01_Crane,true,1,MOBILE,NAHA,REPV,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
REPVBBULK/AMMO01_Crane,true,1,MOBILE,NAHA,REPV,REPVBBULK/AMMO01,BBULK/AMMO,-999,8192,1,3500,3500,875,875,true
REPVBBULK/CONT01_Crane,true,1,MOBILE,NAHA,REPV,REPVBBULK/CONT01,BBULK/CONTNR,-999,8192,1,5600,5600,1400,1400,true
REPVBBULK/RORO01_Crane,true,1,MOBILE,NAHA,REPV,REPVBBULK/RORO01,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
REPVBBULK/RORO02_Crane,true,1,MOBILE,NAHA,REPV,REPVBBULK/RORO02,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
REPVBBULK/RORO03_Crane,true,1,MOBILE,NAHA,REPV,REPVBBULK/RORO03,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
REPVBBULK/RORO04_Crane,true,1,MOBILE,NAHA,REPV,REPVBBULK/RORO04,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
REPVVISA      01_Crane,true,1,MOBILE,NAHA,REPV,REPVVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
RGJWGENERAL PU01_Crane,true,1,MOBILE,NAPLES,RGJW,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
RGJWVISA      01_Crane,true,1,MOBILE,NAPLES,RGJW,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
RGJWGENERAL PU01_Crane,true,1,MOBILE,NAPLES,RGJW,RGJWGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
RGJWVISA      01_Crane,true,1,MOBILE,NAPLES,RGJW,RGJWVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
RQNKVISA      01_Crane,true,1,MOBILE,NEW ORLEANS,RQNK,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
RQNKVISA      01_Crane,true,1,MOBILE,NEW ORLEANS,RQNK,RQNKVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
RRHUVISA      01_Crane,true,1,MOBILE,NEW YORK,RRHU,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
RRHUVISA      01_Crane,true,1,MOBILE,NEW YORK,RRHU,RRHUVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
NEW YORK gantry crane-RRRK,true,10,GANTRY,NEW YORK PORT EMB,RRRK,N/A,N/A,-999,8192,1,8000,8000,288,288,true
NEW YORK gantry crane-RRRK,true,10,GANTRY,NEW YORK PORT EMB,RRRK,NEW YORK all-purpose berth-RRRK,ALL-PURPOSE,-999,8192,1,8000,8000,288,288,true
RUAQ CRANE,true,3,MOBILE,NEWPORT T2,RUAQ,N/A,N/A,0,8192,1,8000,8000,288,288,true
RUAQ CRANE,true,3,MOBILE,NEWPORT T2,RUAQ,RUAQ BG,GENERAL PURP,0,8192,1,8000,8000,288,288,true
NEWPORT NEWS gantry crane-RULV,true,10,GANTRY,NEWPORT NEWS,RULV,N/A,N/A,-999,8192,1,8000,8000,288,288,true
NEWPORT NEWS gantry crane-RULV,true,10,GANTRY,NEWPORT NEWS,RULV,NEWPORT NEWS all-purpose berth-RULV,ALL-PURPOSE,-999,8192,1,8000,8000,288,288,true
NORFOLK gantry crane-SBEA,true,10,GANTRY,NORFOLK,SBEA,N/A,N/A,-999,8192,1,8000,8000,288,288,true
NORFOLK gantry crane-SBEA,true,10,GANTRY,NORFOLK,SBEA,NORFOLK all-purpose berth-SBEA,ALL-PURPOSE,-999,8192,1,8000,8000,288,288,true
SBEQ CRANE,true,3,MOBILE,NORFOLK T2,SBEQ,N/A,N/A,0,8192,1,8000,8000,288,288,true
SBEQ CRANE,true,3,MOBILE,NORFOLK T2,SBEQ,SBEQ,GENERAL PURP,0,8192,1,8000,8000,288,288,true
SERUBBULK/CONT01_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
SERUBBULK/RORO01_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SERUBBULK/RORO02_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SERUBBULK/RORO03_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SERUBBULK/RORO04_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SERUBBULK/RORO05_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU01_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU02_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU03_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU04_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU05_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU06_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU07_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU08_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU09_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU10_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU11_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU12_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SERURORO/CONTN01_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SERUVISA      01_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
SERUBBULK/CONT01_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUBBULK/CONT01,BBULK/CONTNR,-999,8192,1,5600,5600,1400,1400,true
SERUBBULK/RORO01_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUBBULK/RORO01,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
SERUBBULK/RORO02_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUBBULK/RORO02,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
SERUBBULK/RORO03_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUBBULK/RORO03,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
SERUBBULK/RORO04_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUBBULK/RORO04,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
SERUBBULK/RORO05_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUBBULK/RORO05,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU01_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU02_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUGENERAL PU02,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU03_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUGENERAL PU03,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU04_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUGENERAL PU04,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU05_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUGENERAL PU05,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU06_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUGENERAL PU06,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU07_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUGENERAL PU07,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU08_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUGENERAL PU08,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU09_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUGENERAL PU09,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU10_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUGENERAL PU10,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU11_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUGENERAL PU11,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
SERUGENERAL PU12_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUGENERAL PU12,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
SERURORO/CONTN01_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERURORO/CONTN01,RORO/CONTNR,-999,8192,1,9000,9000,2250,2250,true
SERUVISA      01_Crane,true,1,MOBILE,OAKLAND SEALAND T,SERU,SERUVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
SMXSVISA      01_Crane,true,1,MOBILE,OSAKA,SMXS,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
SMXSVISA      01_Crane,true,1,MOBILE,OSAKA,SMXS,SMXSVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
STRMGENERAL PU01_Crane,true,1,MOBILE,PALERMO,STRM,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
STRMGENERAL PU01_Crane,true,1,MOBILE,PALERMO,STRM,STRMGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
SVCNVISA      01_Crane,true,1,MOBILE,PANAMA CITY,SVCN,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
SVCNVISA      01_Crane,true,1,MOBILE,PANAMA CITY,SVCN,SVCNVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
SYZZBBULK/RORO01_Crane,true,1,MOBILE,PEARL HARBOR NAD,SYZZ,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SYZZBBULK/RORO02_Crane,true,1,MOBILE,PEARL HARBOR NAD,SYZZ,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SYZZBBULK/RORO03_Crane,true,1,MOBILE,PEARL HARBOR NAD,SYZZ,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SYZZBBULK/RORO04_Crane,true,1,MOBILE,PEARL HARBOR NAD,SYZZ,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SYZZBBULK/RORO05_Crane,true,1,MOBILE,PEARL HARBOR NAD,SYZZ,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SYZZBBULK/RORO06_Crane,true,1,MOBILE,PEARL HARBOR NAD,SYZZ,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SYZZBBULK/RORO07_Crane,true,1,MOBILE,PEARL HARBOR NAD,SYZZ,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SYZZBBULK/RORO08_Crane,true,1,MOBILE,PEARL HARBOR NAD,SYZZ,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
SYZZBBULK/RORO01_Crane,true,1,MOBILE,PEARL HARBOR NAD,SYZZ,SYZZBBULK/RORO01,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
SYZZBBULK/RORO02_Crane,true,1,MOBILE,PEARL HARBOR NAD,SYZZ,SYZZBBULK/RORO02,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
SYZZBBULK/RORO03_Crane,true,1,MOBILE,PEARL HARBOR NAD,SYZZ,SYZZBBULK/RORO03,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
SYZZBBULK/RORO04_Crane,true,1,MOBILE,PEARL HARBOR NAD,SYZZ,SYZZBBULK/RORO04,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
SYZZBBULK/RORO05_Crane,true,1,MOBILE,PEARL HARBOR NAD,SYZZ,SYZZBBULK/RORO05,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
SYZZBBULK/RORO06_Crane,true,1,MOBILE,PEARL HARBOR NAD,SYZZ,SYZZBBULK/RORO06,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
SYZZBBULK/RORO07_Crane,true,1,MOBILE,PEARL HARBOR NAD,SYZZ,SYZZBBULK/RORO07,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
SYZZBBULK/RORO08_Crane,true,1,MOBILE,PEARL HARBOR NAD,SYZZ,SYZZBBULK/RORO08,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
TGWSVISA      01_Crane,true,1,MOBILE,PARAIEVS,TGWS,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
TGWSVISA      01_Crane,true,1,MOBILE,PARAIEVS,TGWS,TGWSVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
TKDWBBULK/CONT01_Crane,true,1,MOBILE,POHANG,TKDW,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
TKDWBBULK/CONT02_Crane,true,1,MOBILE,POHANG,TKDW,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
TKDWBBULK/RORO01_Crane,true,1,MOBILE,POHANG,TKDW,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TKDWBBULK/RORO02_Crane,true,1,MOBILE,POHANG,TKDW,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TKDWBBULK/RORO03_Crane,true,1,MOBILE,POHANG,TKDW,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TKDWBBULK/RORO04_Crane,true,1,MOBILE,POHANG,TKDW,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TKDWBBULK/RORO05_Crane,true,1,MOBILE,POHANG,TKDW,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TKDWGENERAL PU01_Crane,true,1,MOBILE,POHANG,TKDW,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TKDWGENERAL PU02_Crane,true,1,MOBILE,POHANG,TKDW,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TKDWGENERAL PU03_Crane,true,1,MOBILE,POHANG,TKDW,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TKDWGENERAL PU04_Crane,true,1,MOBILE,POHANG,TKDW,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TKDWBBULK/CONT01_Crane,true,1,MOBILE,POHANG,TKDW,TKDWBBULK/CONT01,BBULK/CONTNR,-999,8192,1,5600,5600,1400,1400,true
TKDWBBULK/CONT02_Crane,true,1,MOBILE,POHANG,TKDW,TKDWBBULK/CONT02,BBULK/CONTNR,-999,8192,1,5600,5600,1400,1400,true
TKDWBBULK/RORO01_Crane,true,1,MOBILE,POHANG,TKDW,TKDWBBULK/RORO01,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
TKDWBBULK/RORO02_Crane,true,1,MOBILE,POHANG,TKDW,TKDWBBULK/RORO02,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
TKDWBBULK/RORO03_Crane,true,1,MOBILE,POHANG,TKDW,TKDWBBULK/RORO03,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
TKDWBBULK/RORO04_Crane,true,1,MOBILE,POHANG,TKDW,TKDWBBULK/RORO04,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
TKDWBBULK/RORO05_Crane,true,1,MOBILE,POHANG,TKDW,TKDWBBULK/RORO05,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
TKDWGENERAL PU01_Crane,true,1,MOBILE,POHANG,TKDW,TKDWGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
TKDWGENERAL PU02_Crane,true,1,MOBILE,POHANG,TKDW,TKDWGENERAL PU02,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
TKDWGENERAL PU03_Crane,true,1,MOBILE,POHANG,TKDW,TKDWGENERAL PU03,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
TKDWGENERAL PU04_Crane,true,1,MOBILE,POHANG,TKDW,TKDWGENERAL PU04,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
TNVXVISA      01_Crane,true,1,MOBILE,PORT EVERGLADES,TNVX,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
TNVXVISA      01_Crane,true,1,MOBILE,PORT EVERGLADES,TNVX,TNVXVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
TNZYBBULK/RORO01_Crane,true,1,MOBILE,PORT HUENEME NCBC,TNZY,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TNZYBBULK/RORO02_Crane,true,1,MOBILE,PORT HUENEME NCBC,TNZY,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TNZYBBULK/RORO03_Crane,true,1,MOBILE,PORT HUENEME NCBC,TNZY,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TNZYBBULK/RORO04_Crane,true,1,MOBILE,PORT HUENEME NCBC,TNZY,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TNZYBBULK/RORO05_Crane,true,1,MOBILE,PORT HUENEME NCBC,TNZY,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TNZYBREAKBULK 01_Crane,true,1,MOBILE,PORT HUENEME NCBC,TNZY,N/A,N/A,-999,8192,1,1800,1800,450,450,true
TNZYBBULK/RORO01_Crane,true,1,MOBILE,PORT HUENEME NCBC,TNZY,TNZYBBULK/RORO01,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
TNZYBBULK/RORO02_Crane,true,1,MOBILE,PORT HUENEME NCBC,TNZY,TNZYBBULK/RORO02,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
TNZYBBULK/RORO03_Crane,true,1,MOBILE,PORT HUENEME NCBC,TNZY,TNZYBBULK/RORO03,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
TNZYBBULK/RORO04_Crane,true,1,MOBILE,PORT HUENEME NCBC,TNZY,TNZYBBULK/RORO04,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
TNZYBBULK/RORO05_Crane,true,1,MOBILE,PORT HUENEME NCBC,TNZY,TNZYBBULK/RORO05,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
TNZYBREAKBULK 01_Crane,true,1,MOBILE,PORT HUENEME NCBC,TNZY,TNZYBREAKBULK 01,BREAKBULK,-999,8192,1,1800,1800,450,450,true
TPPRGENERAL PU01_Crane,true,1,MOBILE,PORT SAID,TPPR,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TPPRVISA      01_Crane,true,1,MOBILE,PORT SAID,TPPR,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
TPPRGENERAL PU01_Crane,true,1,MOBILE,PORT SAID,TPPR,TPPRGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
TPPRVISA      01_Crane,true,1,MOBILE,PORT SAID,TPPR,TPPRVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
TPRWVISA      01_Crane,true,1,MOBILE,PORT KELANG,TPRW,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
TPRWVISA      01_Crane,true,1,MOBILE,PORT KELANG,TPRW,TPRWVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
TQKGGENERAL PU01_Crane,true,1,MOBILE,PORTLAND,TQKG,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TQKGVISA      01_Crane,true,1,MOBILE,PORTLAND,TQKG,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
TQKGGENERAL PU01_Crane,true,1,MOBILE,PORTLAND,TQKG,TQKGGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
TQKGVISA      01_Crane,true,1,MOBILE,PORTLAND,TQKG,TQKGVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
TRZPGENERAL PU01_Crane,true,1,MOBILE,PRAIA DE VITORIA,TRZP,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TRZPGENERAL PU01_Crane,true,1,MOBILE,PRAIA DE VITORIA,TRZP,TRZPGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
TVJDBBULK/CONT01_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
TVJDBBULK/RORO01_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TVJDBREAKBULK 01_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,1800,1800,450,450,true
TVJDBREAKBULK 02_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,1800,1800,450,450,true
TVJDBREAKBULK 03_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,1800,1800,450,450,true
TVJDBREAKBULK 04_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,1800,1800,450,450,true
TVJDGENERAL PU01_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TVJDGENERAL PU02_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TVJDGENERAL PU03_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TVJDGENERAL PU04_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TVJDGENERAL PU05_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TVJDGENERAL PU06_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TVJDGENERAL PU07_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TVJDGENERAL PU08_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TVJDGENERAL PU09_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TVJDGENERAL PU10_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TVJDGENERAL PU11_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TVJDGENERAL PU12_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TVJDGENERAL PU13_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
TVJDVISA      01_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
TVJDBBULK/CONT01_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,TVJDBBULK/CONT01,BBULK/CONTNR,-999,8192,1,5600,5600,1400,1400,true
TVJDBBULK/RORO01_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,TVJDBBULK/RORO01,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
TVJDBREAKBULK 01_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,TVJDBREAKBULK 01,BREAKBULK,-999,8192,1,1800,1800,450,450,true
TVJDBREAKBULK 02_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,TVJDBREAKBULK 02,BREAKBULK,-999,8192,1,1800,1800,450,450,true
TVJDBREAKBULK 03_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,TVJDBREAKBULK 03,BREAKBULK,-999,8192,1,1800,1800,450,450,true
TVJDBREAKBULK 04_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,TVJDBREAKBULK 04,BREAKBULK,-999,8192,1,1800,1800,450,450,true
TVJDGENERAL PU01_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
TVJDGENERAL PU02_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU02,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
TVJDGENERAL PU03_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU03,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
TVJDGENERAL PU04_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU04,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
TVJDGENERAL PU05_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU05,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
TVJDGENERAL PU06_Crane,true,1,MOBILE,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU06,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
