Name,Active,BeachType,BerthType,SeaportName,GeolocCode,BerthGroupName,FromDay,ToDay,PreviousBerthName,NextBerthName,NumContainerCranes,NumGantryCranes,NumMobileCranes,NumWharfCranes,ShipSpacing,Length,Depth,ApronWidth,NumPolPumps,TankerLoadRatePerShip,HotCargoAllowed
VFVNGENERAL PU03,true,null,GENERAL PURP,SEATTLE,VFVN,VFVNGENERAL PU03,0,99999,null,null,0,0,1,0,50,2750,45,60,0,2000,Both
VFVNVISA      01,true,null,VISA,SEATTLE,VFVN,VFVNVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
SALT,true,null,BREAKBULK,SFAX,VKNP,BG SALT,-999,99999,null,null,1,1,2,0,50,492,34,180,0,2000,Both
Safaqis NE-1 berth,true,null,BBULK/RORO,SFAX,VKNP,BG Safaqis NE-1 berth,-999,99999,null,null,1,1,2,0,50,1656,34,180,0,2000,Both
Safaqis NE-2 berth,true,null,BBULK/RORO,SFAX,VKNP,BG Safaqis NE-2 berth,-999,99999,null,null,1,1,2,0,50,1656,46,180,0,2000,Both
Safaqis NW-1 berth,true,null,BBULK/RORO,SFAX,VKNP,BG Safaqis NW-1 berth,-999,99999,null,null,1,1,2,0,50,1804,35,180,0,2000,Both
Safaqis NW-2 berth,true,null,BBULK/RORO,SFAX,VKNP,BG Safaqis NW-2 berth,-999,99999,null,null,1,1,2,0,50,1804,35,180,0,2000,Both
Safaqis cont-1 berth,true,null,ALL-PURPOSE,SFAX,VKNP,BG Safaqis cont-1 berth,-999,99999,null,null,1,1,2,0,50,1640,44,120,0,2000,Both
Safaqis cont-2 berth,true,null,ALL-PURPOSE,SFAX,VKNP,BG Safaqis cont-2 berth,-999,99999,null,null,1,1,2,0,50,1640,34,120,0,2000,Both
Safaqis tanker berth,true,null,TANKER,SFAX,VKNP,BG Safaqis tanker berth,-999,99999,null,null,1,1,2,0,50,1000,44,180,2,450,Both
VPRFVISA      01,true,null,VISA,SHIMIZU,VPRF,VPRFVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
VSNFVISA      01,true,null,VISA,SINGAPORE,VSNF,VSNFVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
WMPTBBULK/AMMO01,true,null,BBULK/AMMO,SOUTHPORT MILITAR,WMPT,WMPTBBULK/AMMO01,0,99999,null,null,0,0,1,0,50,2000,38,60,0,2000,Both
WMPTBREAKBULK 01,true,null,BREAKBULK,SOUTHPORT MILITAR,WMPT,WMPTBREAKBULK 01,0,99999,null,null,0,0,1,0,50,2000,38,60,0,2000,Both
WMPTCONT/AMMO 01,true,null,CONT/AMMO,SOUTHPORT MILITAR,WMPT,WMPTCONT/AMMO 01,0,99999,null,null,0,0,1,0,50,2000,38,60,0,2000,Both
WPAUGENERAL PU01,true,null,GENERAL PURP,SYDNEY,WPAU,WPAUGENERAL PU01,0,99999,null,null,0,0,1,0,50,2000,36,60,0,2000,Both
TACOMA all-purpose berth-WPVT,true,null,ALL-PURPOSE,TACOMA,WPVT,TACOMA berth group-WPVT,-999,99999,null,null,0,10,0,0,50,5000,55,120,0,2000,Both
WQZMVISA      01,true,null,VISA,TAKORADI,WQZM,WQZMVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
WTJGVISA      01,true,null,VISA,TEMA,WTJG,WTJGVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
WYKZVISA      01,true,null,VISA,TOKYO,WYKZ,WYKZVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
XEXWVISA      01,true,null,VISA,TRIESTE,XEXW,XEXWVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
XRVJVISA      01,true,null,VISA,VALENCIA,XRVJ,XRVJVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
XUDTVISA      01,true,null,VISA,VANCOUVER,XUDT,XUDTVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
XVMNVISA      01,true,null,VISA,VENICE,XVMN,XVMNVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
XVRVVISA      01,true,null,VISA,VERACRUZ,XVRV,XVRVVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
XYNKVISA      01,true,null,VISA,VILLA SAN GIOVANN,XYNK,XYNKVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
YRTKGENERAL PU01,true,null,GENERAL PURP,WELLINGTON,YRTK,YRTKGENERAL PU01,0,99999,null,null,0,0,1,0,50,2000,45,60,0,2000,Both
WILMINGTON all-purpose berth-ZBES,true,null,ALL-PURPOSE,WILMINGTON,ZBES,WILMINGTON berth group-ZBES,-999,99999,null,null,0,10,0,0,50,5000,55,120,0,2000,Both
ZMJJVISA      01,true,null,VISA,YANTIAN PORT FAC,ZMJJ,ZMJJVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
ZNMCBBULK/RORO01,true,null,BBULK/RORO,YOKOHAMA COMMERCI,ZNMC,ZNMCBBULK/RORO01,0,99999,null,null,0,0,1,0,50,1968,33,60,0,2000,Both
ZNMCBBULK/RORO02,true,null,BBULK/RORO,YOKOHAMA COMMERCI,ZNMC,ZNMCBBULK/RORO02,0,99999,null,null,0,0,1,0,50,1148,26,60,0,2000,Both
ZNMCBBULK/RORO03,true,null,BBULK/RORO,YOKOHAMA COMMERCI,ZNMC,ZNMCBBULK/RORO03,0,99999,null,null,0,0,1,0,50,1100,32,60,0,2000,Both
ZNMCBBULK/RORO04,true,null,BBULK/RORO,YOKOHAMA COMMERCI,ZNMC,ZNMCBBULK/RORO04,0,99999,null,null,0,0,1,0,50,940,32,60,0,2000,Both
ZNMCGENERAL PU01,true,null,GENERAL PURP,YOKOHAMA COMMERCI,ZNMC,ZNMCGENERAL PU01,0,99999,null,null,0,0,1,0,50,1968,40,60,0,2000,Both
ZNMCGENERAL PU02,true,null,GENERAL PURP,YOKOHAMA COMMERCI,ZNMC,ZNMCGENERAL PU02,0,99999,null,null,0,0,1,0,50,1640,40,60,0,2000,Both
ZNMCGENERAL PU03,true,null,GENERAL PURP,YOKOHAMA COMMERCI,ZNMC,ZNMCGENERAL PU03,0,99999,null,null,0,0,1,0,50,2033,36,60,0,2000,Both
ZNMCGENERAL PU04,true,null,GENERAL PURP,YOKOHAMA COMMERCI,ZNMC,ZNMCGENERAL PU04,0,99999,null,null,0,0,1,0,50,984,42,60,0,2000,Both
ZNMCGENERAL PU05,true,null,GENERAL PURP,YOKOHAMA COMMERCI,ZNMC,ZNMCGENERAL PU05,0,99999,null,null,0,0,1,0,50,984,42,60,0,2000,Both
ZNMCRORO      01,true,null,RORO,YOKOHAMA COMMERCI,ZNMC,ZNMCRORO      01,0,99999,null,null,0,0,1,0,50,1100,24,60,0,2000,Both
ZNMCVISA      01,true,null,VISA,YOKOHAMA COMMERCI,ZNMC,ZNMCVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
ZSJCVISA      01,true,null,VISA,ZHAPU,ZSJC,ZSJCVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
