RLN,CCC,Mtons,Stons,Sqft,NumPieces,Length,Width,Height,Description,LongDescription,CargoId
1:0HNBC,R1D,40.5,7.5,177,2,265,96,110,V12141TANK&PUM,,1:0HNBC.R1D0006
1:0HNBC,J2D,17.7,2.3,101,1,167,87,84,W32730SHOP EQU,,1:0HNBC.J2D0001
1:0HNBC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,1:0HNBC.R2B0001
1:0HNBC,R2B,15.4,1.6,91,1,162,81,81,W98825TRAILER,,1:0HNBC.R2B0002
1:0HNBC,R2D,21.9,2.2,110,1,171,93,95,L28351KITCHEN,,1:0HNBC.R2D0001
1:0HNBC,R2D,46.2,6.8,249,20,374,96,89,S70027STLR FLA,,1:0HNBC.R2D0002
1:0HNBC,R2D,12.5,2.8,108,6,180,86,56,T61494TRK UTIL,,1:0HNBC.R2D0003
1:0HNBC,R2D,18.5,1.6,96,2,166,83,93,V19950TK UNIT,,1:0HNBC.R2D0004
1:0HNBC,R2D,16.8,1.4,139,2,209,96,58,Z36068TRAILER,,1:0HNBC.R2D0005
1:0HNBC,R2D,17.7,2.5,147,2,220,96,58,Z90712TRLR CGO,,1:0HNBC.R2D0006
1:0HVCC,J7C,2.5,1,20,27,55,52,48,J7C Defaulted,,1:0HVCC.J7C0001
1:0HVCC,J7C,2.5,1,20,1,55,52,48,J7C Leftover,,1:0HVCC.J7C0002
1:0HVCC,M7C,1,1,20,1,55,52,48,M7C Leftover,,1:0HVCC.M7C0001
1:0HVCC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:0HVCC.R3D0001
1:0HVCC,R1D,37.2,12.9,169,2,253,96,106,T60081TRK CARG,,1:0HVCC.R1D0001
1:0HVCC,R1D,37.2,12.9,169,1,253,96,106,T60149TRK CARG,,1:0HVCC.R1D0002
1:0HVCC,R1D,47.1,9.2,192,61,276,100,118,T61103TRUCK TR,,1:0HVCC.R1D0003
1:0HVCC,J2D,17.7,2.3,101,1,167,87,84,W32730SHOP EQU,,1:0HVCC.J2D0001
1:0HVCC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,1:0HVCC.R2B0001
1:0HVCC,R2D,4.4,1.5,67,1,103,93,32,F60598FIFTH WH,,1:0HVCC.R2D0001
1:0HVCC,R2D,21.2,4.3,109,1,171,92,93,L28351KITCHEN,,1:0HVCC.R2D0002
1:0HVCC,R2D,63.3,9.7,327,120,490,96,93,S70159STLR FLA,,1:0HVCC.R2D0003
1:0HVCC,R2D,52.9,8.2,244,1,366,96,104,S73372STLR TAN,,1:0HVCC.R2D0004
1:0HVCC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,1:0HVCC.R2D0005
1:0HVCC,R2D,60.5,21.8,285,1,402,102,102,T63093TRUCK WR,,1:0HVCC.R2D0006
1:0HVCC,R2D,23,3.6,140,1,210,96,79,T96564TRLR CGO,,1:0HVCC.R2D0007
1:0HVCC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,1:0HVCC.R2D0008
1:0J1EC,J3B,2.3,1,19,16,53,52,48,J3B Defaulted,,1:0J1EC.J3B0001
1:0J1EC,J3B,3.2000008,0.20000076,20,1,55,52,48,J3B Leftover,,1:0J1EC.J3B0002
1:0J1EC,R2D,16.2,4.6,92,7,144,92,78,R2D Defaulted,,1:0J1EC.R2D0001
1:0J1EC,R2D,16.59999,4.5999985,92,1,144,92,78,R2D Leftover,,1:0J1EC.R2D0002
1:0JAAC,J3B,2.3,1,19.6,30,54,52,48,J3B Defaulted,,1:0JAAC.J3B0001
1:0JAAC,J3B,5,0.5,22,1,61,52,48,J3B Leftover,,1:0JAAC.J3B0002
1:0JAAC,R1D,30,9.6,191,1,284,97,115,R1D Defaulted,,1:0JAAC.R1D0001
1:0JAAC,R1D,30,9.5,191,1,284,97,115,R1D Leftover,,1:0JAAC.R1D0002
1:0JAAC,R2D,25.6,5,99.8,220,156,92,78,R2D Defaulted,,1:0JAAC.R2D0001
1:0JAAC,R2D,29,3,104,1,163,92,78,R2D Leftover,,1:0JAAC.R2D0002
1:0JKBC,J7C,2.4,1,19.4,28,54,52,48,J7C Defaulted,,1:0JKBC.J7C0001
1:0JKBC,J7C,3.7999954,0.20000076,20.799988,1,58,52,48,J7C Leftover,,1:0JKBC.J7C0002
1:0JKBC,M7C,1,0.8,16,1,44,52,48,M7C Defaulted,,1:0JKBC.M7C0001
1:0JKBC,M7C,1,0.8,16,1,44,52,48,M7C Leftover,,1:0JKBC.M7C0002
1:0JKBC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:0JKBC.R3D0001
1:0JKBC,R1D,37.2,12.9,169,2,253,96,106,T60081TRK CARG,,1:0JKBC.R1D0001
1:0JKBC,R1D,37.2,12.9,169,1,253,96,106,T60149TRK CARG,,1:0JKBC.R1D0002
1:0JKBC,R1D,41.8,10.3,189,61,284,96,106,T61239TRK TRAC,,1:0JKBC.R1D0003
1:0JKBC,R1D,53.9,18.3,244,1,366,96,106,T94709TRK WREC,,1:0JKBC.R1D0004
1:0JKBC,J2D,17.7,2.3,101,1,167,87,84,W32730SHOP EQU,,1:0JKBC.J2D0001
1:0JKBC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,1:0JKBC.R2B0001
1:0JKBC,R2D,21.2,4.3,109,1,171,92,93,L28351KITCHEN,,1:0JKBC.R2D0001
1:0JKBC,R2D,53.2,6.8,245,60,368,96,104,S10059STLR TAN,,1:0JKBC.R2D0002
1:0JKBC,R2D,52.9,8.2,244,1,366,96,104,S73372STLR TAN,,1:0JKBC.R2D0003
1:0JKBC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,1:0JKBC.R2D0004
1:0JKBC,R2D,23,3.6,140,2,210,96,79,T96564TRLR CGO,,1:0JKBC.R2D0005
1:0JKBC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,1:0JKBC.R2D0006
1:0JLBC,J7C,2.4,1,19.4,28,54,52,48,J7C Defaulted,,1:0JLBC.J7C0001
1:0JLBC,J7C,3.7999954,0.20000076,20.799988,1,58,52,48,J7C Leftover,,1:0JLBC.J7C0002
1:0JLBC,M7C,1,0.8,16,1,44,52,48,M7C Defaulted,,1:0JLBC.M7C0001
1:0JLBC,M7C,1,0.8,16,1,44,52,48,M7C Leftover,,1:0JLBC.M7C0002
1:0JLBC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:0JLBC.R3D0001
1:0JLBC,R1D,37.2,12.9,169,2,253,96,106,T60081TRK CARG,,1:0JLBC.R1D0001
1:0JLBC,R1D,37.2,12.9,169,1,253,96,106,T60149TRK CARG,,1:0JLBC.R1D0002
1:0JLBC,R1D,41.8,10.3,189,61,284,96,106,T61239TRK TRAC,,1:0JLBC.R1D0003
1:0JLBC,R1D,53.9,18.3,244,1,366,96,106,T94709TRK WREC,,1:0JLBC.R1D0004
1:0JLBC,J2D,17.7,2.3,101,1,167,87,84,W32730SHOP EQU,,1:0JLBC.J2D0001
1:0JLBC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,1:0JLBC.R2B0001
1:0JLBC,R2D,21.2,4.3,109,1,171,92,93,L28351KITCHEN,,1:0JLBC.R2D0001
1:0JLBC,R2D,53.2,6.8,245,60,368,96,104,S10059STLR TAN,,1:0JLBC.R2D0002
1:0JLBC,R2D,52.9,8.2,244,1,366,96,104,S73372STLR TAN,,1:0JLBC.R2D0003
1:0JLBC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,1:0JLBC.R2D0004
1:0JLBC,R2D,23,3.6,140,2,210,96,79,T96564TRLR CGO,,1:0JLBC.R2D0005
1:0JLBC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,1:0JLBC.R2D0006
1:0JXC,J7C,3,1,20,1,55,52,48,J7C Leftover,,1:0JXC.J7C0001
1:0JXC,M7C,1,0.1,1,1,3,52,48,M7C Leftover,,1:0JXC.M7C0001
1:0JXC,R1D,50,9,188,1,279,97,115,R1D Leftover,,1:0JXC.R1D0001
1:0KFA,J3B,2.9,1,17.1,30,47,52,48,J3B Defaulted,,1:0KFA.J3B0001
1:0KFA,J3B,4,1,19,1,53,52,48,J3B Leftover,,1:0KFA.J3B0002
1:0KFA,R3D,5,0.7,25,1,69,52,48,R3D Defaulted,,1:0KFA.R3D0001
1:0KFA,R3D,5,0.7,25,1,69,52,48,R3D Leftover,,1:0KFA.R3D0002
1:0KFA,R1D,67.9,14,267.9,321,398,97,115,R1D Defaulted,,1:0KFA.R1D0001
1:0KFA,R1D,83.09961,12.899902,271.10156,1,402,97,115,R1D Leftover,,1:0KFA.R1D0002
1:0KFA,J2D,16.6,3.8,86.3,2,135,92,78,J2D Defaulted,,1:0KFA.J2D0001
1:0KFA,J2D,16.8,3.9,86.399994,1,135,92,78,J2D Leftover,,1:0KFA.J2D0002
1:0KFA,R2B,23.1,5,196.4,6,307,92,78,R2B Defaulted,,1:0KFA.R2B0001
1:0KFA,R2B,23.399994,4.700001,196.6001,1,308,92,78,R2B Leftover,,1:0KFA.R2B0002
1:0KFA,R2D,16.7,4.9,92.4,53,145,92,78,R2D Defaulted,,1:0KFA.R2D0001
1:0KFA,R2D,21.899963,5.6999817,96.799805,1,152,92,78,R2D Leftover,,1:0KFA.R2D0002
1:0KFBC,J7C,2.5,1,19.9,135,55,52,48,J7C Defaulted,,1:0KFBC.J7C0001
1:0KFBC,J7C,2.5,0.80000305,29.5,1,82,52,48,J7C Leftover,,1:0KFBC.J7C0002
1:0KFBC,M7C,0.8,0.9,0.2,4,1,52,48,M7C Defaulted,,1:0KFBC.M7C0001
1:0KFBC,M7C,0.79999995,0.8000002,0.19999999,1,1,52,48,M7C Leftover,,1:0KFBC.M7C0002
1:0KFBC,R3B,3.7,0.4,40,6,95,60,45,M68405MORTAR 1,,1:0KFBC.R3B0001
1:0KFBC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:0KFBC.R3D0001
1:0KFBC,A1D,30.3,12,143,3,194,106,102,C11158CARR CMN,,1:0KFBC.A1D0001
1:0KFBC,A1D,50.7,22.1,210,6,258,117,116,F60530FIGHTING,,1:0KFBC.A1D0002
1:0KFBC,A1D,55.6,28,230,6,283,117,116,Z06157ARMD MAI,,1:0KFBC.A1D0003
1:0KFBC,A1D,55.4,36,244,12,279,126,109,Z54664ANTI-TAN,,1:0KFBC.A1D0004
1:0KFBC,A1D,78.6,64.2,320,7,341,135,118,Z62381RECOVERY,,1:0KFBC.A1D0005
1:0KFBC,R1D,37.5,10.1,170,34,255,96,106,Z40430TRUCK CA,,1:0KFBC.R1D0001
1:0KFBC,R1D,40.9,11.7,185,4,278,96,106,Z40439TRUCK CA,,1:0KFBC.R1D0002
1:0KFBC,R1D,37.5,10.1,170,6,255,96,106,Z60951TRUCK CA,,1:0KFBC.R1D0003
1:0KFBC,R1D,52.9,18.2,239,1,359,96,106,Z94433TRUCK WR,,1:0KFBC.R1D0004
1:0KFBC,A2D,25.8,13.8,155,6,210,106,80,C10990CARRIER:,,1:0KFBC.A2D0001
1:0KFBC,A2D,24.4,12.5,144,17,208,100,81,C18234CARRIER,,1:0KFBC.A2D0002
1:0KFBC,A2D,28.9,12.7,133,5,192,100,104,D11538CARRIER,,1:0KFBC.A2D0003
1:0KFBC,A2D,45.4,22.1,210,58,258,117,104,F40375FIGHTING,,1:0KFBC.A2D0004
1:0KFBC,J2D,17.7,2.2,101,1,167,87,84,W32730SHOP EQU,,1:0KFBC.J2D0001
1:0KFBC,R2B,12,2.6,109,32,187,84,53,T61494TRK UTIL,,1:0KFBC.R2B0001
1:0KFBC,R2B,15.4,1.5,91,9,162,81,81,W98825TRAILER,,1:0KFBC.R2B0002
1:0KFBC,R2B,7.9,0.7,76,1,147,74,50,W95537TRAILER,,1:0KFBC.R2B0003
1:0KFBC,R2D,31.1,2.7,161,5,254,91,93,K28601FIELD FE,,1:0KFBC.R2D0001
1:0KFBC,R2D,22.5,3.6,115,4,178,93,94,L28351KITCHEN,,1:0KFBC.R2D0002
1:0KFBC,R2D,59.6,23,283,4,400,102,101,T39586TRUCK CA,,1:0KFBC.R2D0003
1:0KFBC,R2D,59.6,23.4,283,1,400,102,101,T39654TRUCK CA,,1:0KFBC.R2D0004
1:0KFBC,R2D,59.8,22.6,284,5,401,102,101,T39518TRUCK CA,,1:0KFBC.R2D0005
1:0KFBC,R2D,56.3,22.6,267,7,401,96,101,T59278TRUCK CA,,1:0KFBC.R2D0006
1:0KFBC,R2D,56.7,21.7,269,1,384,101,101,T63093TRUCK WR,,1:0KFBC.R2D0007
1:0KFBC,R2D,56.3,19.1,267,8,401,96,101,T87243TRK TANK,,1:0KFBC.R2D0008
1:0KFBC,R2D,24.1,3.7,119,1,179,96,97,W48391WLD SHOP,,1:0KFBC.R2D0009
1:0KFBC,R2D,8.8,0.7,81,6,136,86,52,Z36272TRAILER,,1:0KFBC.R2D0010
1:0KFBC,R2D,16.8,1.2,139,22,209,96,58,Z36068TRAILER,,1:0KFBC.R2D0011
1:0KFBC,R2D,17.7,2.4,147,21,220,96,58,Z90712TRLR CGO,,1:0KFBC.R2D0012
1:0KGA,J3B,2.9,1,17.1,30,47,52,48,J3B Defaulted,,1:0KGA.J3B0001
1:0KGA,J3B,4,1,19,1,53,52,48,J3B Leftover,,1:0KGA.J3B0002
1:0KGA,R3D,5,0.7,25,1,69,52,48,R3D Defaulted,,1:0KGA.R3D0001
1:0KGA,R3D,5,0.7,25,1,69,52,48,R3D Leftover,,1:0KGA.R3D0002
1:0KGA,R1D,67.9,14,267.9,321,398,97,115,R1D Defaulted,,1:0KGA.R1D0001
1:0KGA,R1D,83.09961,12.899902,271.10156,1,402,97,115,R1D Leftover,,1:0KGA.R1D0002
1:0KGA,J2D,16.6,3.8,86.3,2,135,92,78,J2D Defaulted,,1:0KGA.J2D0001
1:0KGA,J2D,16.8,3.9,86.399994,1,135,92,78,J2D Leftover,,1:0KGA.J2D0002
1:0KGA,R2B,23.1,5,196.4,6,307,92,78,R2B Defaulted,,1:0KGA.R2B0001
1:0KGA,R2B,23.399994,4.700001,196.6001,1,308,92,78,R2B Leftover,,1:0KGA.R2B0002
1:0KGA,R2D,16.7,4.9,92.4,53,145,92,78,R2D Defaulted,,1:0KGA.R2D0001
1:0KGA,R2D,21.899963,5.6999817,96.799805,1,152,92,78,R2D Leftover,,1:0KGA.R2D0002
1:0KGBC,J7C,2.4,1,19.4,28,54,52,48,J7C Defaulted,,1:0KGBC.J7C0001
1:0KGBC,J7C,3.7999954,0.20000076,20.799988,1,58,52,48,J7C Leftover,,1:0KGBC.J7C0002
1:0KGBC,M7C,1,0.8,16,1,44,52,48,M7C Defaulted,,1:0KGBC.M7C0001
1:0KGBC,M7C,1,0.8,16,1,44,52,48,M7C Leftover,,1:0KGBC.M7C0002
1:0KGBC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:0KGBC.R3D0001
1:0KGBC,R1D,37.2,12.9,169,2,253,96,106,T60081TRK CARG,,1:0KGBC.R1D0001
1:0KGBC,R1D,37.2,12.9,169,1,253,96,106,T60149TRK CARG,,1:0KGBC.R1D0002
1:0KGBC,R1D,41.8,10.3,189,61,284,96,106,T61239TRK TRAC,,1:0KGBC.R1D0003
1:0KGBC,R1D,53.9,18.3,244,1,366,96,106,T94709TRK WREC,,1:0KGBC.R1D0004
1:0KGBC,J2D,17.7,2.3,101,1,167,87,84,W32730SHOP EQU,,1:0KGBC.J2D0001
1:0KGBC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,1:0KGBC.R2B0001
1:0KGBC,R2D,21.2,4.3,109,1,171,92,93,L28351KITCHEN,,1:0KGBC.R2D0001
1:0KGBC,R2D,53.2,6.8,245,60,368,96,104,S10059STLR TAN,,1:0KGBC.R2D0002
1:0KGBC,R2D,52.9,8.2,244,1,366,96,104,S73372STLR TAN,,1:0KGBC.R2D0003
1:0KGBC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,1:0KGBC.R2D0004
1:0KGBC,R2D,23,3.6,140,2,210,96,79,T96564TRLR CGO,,1:0KGBC.R2D0005
1:0KGBC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,1:0KGBC.R2D0006
1:0KHA,J3B,2.9,1,17.1,30,47,52,48,J3B Defaulted,,1:0KHA.J3B0001
1:0KHA,J3B,4,1,19,1,53,52,48,J3B Leftover,,1:0KHA.J3B0002
1:0KHA,R3D,5,0.7,25,1,69,52,48,R3D Defaulted,,1:0KHA.R3D0001
1:0KHA,R3D,5,0.7,25,1,69,52,48,R3D Leftover,,1:0KHA.R3D0002
1:0KHA,R1D,67.9,14,267.9,321,398,97,115,R1D Defaulted,,1:0KHA.R1D0001
1:0KHA,R1D,83.09961,12.899902,271.10156,1,402,97,115,R1D Leftover,,1:0KHA.R1D0002
1:0KHA,J2D,16.6,3.8,86.3,2,135,92,78,J2D Defaulted,,1:0KHA.J2D0001
1:0KHA,J2D,16.8,3.9,86.399994,1,135,92,78,J2D Leftover,,1:0KHA.J2D0002
1:0KHA,R2B,23.1,5,196.4,6,307,92,78,R2B Defaulted,,1:0KHA.R2B0001
1:0KHA,R2B,23.399994,4.700001,196.6001,1,308,92,78,R2B Leftover,,1:0KHA.R2B0002
1:0KHA,R2D,16.7,4.9,92.4,53,145,92,78,R2D Defaulted,,1:0KHA.R2D0001
1:0KHA,R2D,21.899963,5.6999817,96.799805,1,152,92,78,R2D Leftover,,1:0KHA.R2D0002
1:0LAA,J7C,2.4,1,19.8,60,55,52,48,J7C Defaulted,,1:0LAA.J7C0001
1:0LAA,J7C,7,0.5,22,1,61,52,48,J7C Leftover,,1:0LAA.J7C0002
1:0LAA,R2B,21.1,4.3,189.5,5,297,92,78,R2B Defaulted,,1:0LAA.R2B0001
1:0LAA,R2B,21.5,4.5,189.5,1,297,92,78,R2B Leftover,,1:0LAA.R2B0002
1:0LAA,R2D,22.2,5,132.7,3,208,92,78,R2D Defaulted,,1:0LAA.R2D0001
1:0LAA,R2D,22.399994,4.799999,132.90002,1,208,92,78,R2D Leftover,,1:0LAA.R2D0002
1:0LBGC,J7C,2.4,1,19.3,18,53,52,48,J7C Defaulted,,1:0LBGC.J7C0001
1:0LBGC,J7C,2.7999992,0.39999962,20.600006,1,57,52,48,J7C Leftover,,1:0LBGC.J7C0002
1:0LBGC,M7C,1,0.9,18,2,50,52,48,M7C Defaulted,,1:0LBGC.M7C0001
1:0LBGC,M7C,1,0.9000001,18,1,50,52,48,M7C Leftover,,1:0LBGC.M7C0002
1:0LBGC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:0LBGC.R3D0001
1:0LBGC,A1D,83.4,55.1,323,1,323,144,124,R50681RECOVERY,,1:0LBGC.A1D0001
1:0LBGC,R1D,37.2,12.9,169,3,253,96,106,T60081TRK CARG,,1:0LBGC.R1D0001
1:0LBGC,R1D,37.2,12.9,169,1,253,96,106,T60149TRK CARG,,1:0LBGC.R1D0002
1:0LBGC,R1D,40.3,16.5,183,1,274,96,106,T61908TRK CGO,,1:0LBGC.R1D0003
1:0LBGC,R1D,40.5,7.5,177,1,265,96,110,V12141TANK&PUM,,1:0LBGC.R1D0004
1:0LBGC,A2D,28.9,12.9,133,1,192,100,104,D11538CARRIER,,1:0LBGC.A2D0001
1:0LBGC,A2D,29.2,12.3,154,21,209,106,91,G87229GENERATO,,1:0LBGC.A2D0002
1:0LBGC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,1:0LBGC.R2B0001
1:0LBGC,R2D,21.2,4.3,109,1,171,92,93,L28351KITCHEN,,1:0LBGC.R2D0001
1:0LBGC,R2D,18.5,5.7,177,3,266,96,50,T45465TLR FLAT,,1:0LBGC.R2D0002
1:0LBGC,R2D,56.3,19.3,267,3,401,96,101,T58161TRUCK TA,,1:0LBGC.R2D0003
1:0LBGC,R2D,12.5,2.8,108,1,180,86,56,T61494TRK UTIL,,1:0LBGC.R2D0004
1:0LBGC,R2D,56.3,19.3,267,3,401,96,101,T87243TRK TANK,,1:0LBGC.R2D0005
1:0LBGC,R2D,26.2,4.8,153,1,230,96,82,T95555TRLR CGO,,1:0LBGC.R2D0006
1:0LBGC,R2D,23,3.6,140,3,210,96,79,T96564TRLR CGO,,1:0LBGC.R2D0007
1:0LBGC,R2D,18.5,1.6,96,1,166,83,93,V19950TK UNIT,,1:0LBGC.R2D0008
1:0LBGC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,1:0LBGC.R2D0009
1:0MAAC,J7C,2.4,1,19.4,28,54,52,48,J7C Defaulted,,1:0MAAC.J7C0001
1:0MAAC,J7C,3.7999954,0.20000076,20.799988,1,58,52,48,J7C Leftover,,1:0MAAC.J7C0002
1:0MAAC,M7C,1,0.8,16,1,44,52,48,M7C Defaulted,,1:0MAAC.M7C0001
1:0MAAC,M7C,1,0.8,16,1,44,52,48,M7C Leftover,,1:0MAAC.M7C0002
1:0MAAC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:0MAAC.R3D0001
1:0MAAC,R1D,37.2,12.9,169,2,253,96,106,T60081TRK CARG,,1:0MAAC.R1D0001
1:0MAAC,R1D,37.2,12.9,169,1,253,96,106,T60149TRK CARG,,1:0MAAC.R1D0002
1:0MAAC,R1D,41.8,10.3,189,61,284,96,106,T61239TRK TRAC,,1:0MAAC.R1D0003
1:0MAAC,R1D,53.9,18.3,244,1,366,96,106,T94709TRK WREC,,1:0MAAC.R1D0004
1:0MAAC,J2D,17.7,2.3,101,1,167,87,84,W32730SHOP EQU,,1:0MAAC.J2D0001
1:0MAAC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,1:0MAAC.R2B0001
1:0MAAC,R2D,21.2,4.3,109,1,171,92,93,L28351KITCHEN,,1:0MAAC.R2D0001
1:0MAAC,R2D,53.2,6.8,245,60,368,96,104,S10059STLR TAN,,1:0MAAC.R2D0002
1:0MAAC,R2D,52.9,8.2,244,1,366,96,104,S73372STLR TAN,,1:0MAAC.R2D0003
1:0MAAC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,1:0MAAC.R2D0004
1:0MAAC,R2D,23,3.6,140,2,210,96,79,T96564TRLR CGO,,1:0MAAC.R2D0005
1:0MAAC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,1:0MAAC.R2D0006
1:0MBDC,J7C,2.5,1,20,27,55,52,48,J7C Defaulted,,1:0MBDC.J7C0001
1:0MBDC,J7C,2.5,1,20,1,55,52,48,J7C Leftover,,1:0MBDC.J7C0002
1:0MBDC,M7C,1,1,20,1,55,52,48,M7C Leftover,,1:0MBDC.M7C0001
1:0MBDC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:0MBDC.R3D0001
1:0MBDC,R1D,37.2,12.9,169,2,253,96,106,T60081TRK CARG,,1:0MBDC.R1D0001
1:0MBDC,R1D,37.2,12.9,169,1,253,96,106,T60149TRK CARG,,1:0MBDC.R1D0002
1:0MBDC,R1D,47.1,9.2,192,61,276,100,118,T61103TRUCK TR,,1:0MBDC.R1D0003
1:0MBDC,J2D,17.7,2.3,101,1,167,87,84,W32730SHOP EQU,,1:0MBDC.J2D0001
1:0MBDC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,1:0MBDC.R2B0001
1:0MBDC,R2D,4.4,1.5,67,1,103,93,32,F60598FIFTH WH,,1:0MBDC.R2D0001
1:0MBDC,R2D,21.2,4.3,109,1,171,92,93,L28351KITCHEN,,1:0MBDC.R2D0002
1:0MBDC,R2D,63.3,9.7,327,120,490,96,93,S70159STLR FLA,,1:0MBDC.R2D0003
1:0MBDC,R2D,52.9,8.2,244,1,366,96,104,S73372STLR TAN,,1:0MBDC.R2D0004
1:0MBDC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,1:0MBDC.R2D0005
1:0MBDC,R2D,60.5,21.8,285,1,402,102,102,T63093TRUCK WR,,1:0MBDC.R2D0006
1:0MBDC,R2D,23,3.6,140,1,210,96,79,T96564TRLR CGO,,1:0MBDC.R2D0007
1:0MBDC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,1:0MBDC.R2D0008
1:0MBKC,J7C,2.5,1,20,27,55,52,48,J7C Defaulted,,1:0MBKC.J7C0001
1:0MBKC,J7C,2.5,1,20,1,55,52,48,J7C Leftover,,1:0MBKC.J7C0002
1:0MBKC,M7C,1,1,20,1,55,52,48,M7C Leftover,,1:0MBKC.M7C0001
1:0MBKC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:0MBKC.R3D0001
1:0MBKC,R1D,37.2,12.9,169,2,253,96,106,T60081TRK CARG,,1:0MBKC.R1D0001
1:0MBKC,R1D,37.2,12.9,169,1,253,96,106,T60149TRK CARG,,1:0MBKC.R1D0002
1:0MBKC,R1D,47.1,9.2,192,61,276,100,118,T61103TRUCK TR,,1:0MBKC.R1D0003
1:0MBKC,J2D,17.7,2.3,101,1,167,87,84,W32730SHOP EQU,,1:0MBKC.J2D0001
1:0MBKC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,1:0MBKC.R2B0001
1:0MBKC,R2D,4.4,1.5,67,1,103,93,32,F60598FIFTH WH,,1:0MBKC.R2D0001
1:0MBKC,R2D,21.2,4.3,109,1,171,92,93,L28351KITCHEN,,1:0MBKC.R2D0002
1:0MBKC,R2D,63.3,9.7,327,120,490,96,93,S70159STLR FLA,,1:0MBKC.R2D0003
1:0MBKC,R2D,52.9,8.2,244,1,366,96,104,S73372STLR TAN,,1:0MBKC.R2D0004
1:0MBKC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,1:0MBKC.R2D0005
1:0MBKC,R2D,60.5,21.8,285,1,402,102,102,T63093TRUCK WR,,1:0MBKC.R2D0006
1:0MBKC,R2D,23,3.6,140,1,210,96,79,T96564TRLR CGO,,1:0MBKC.R2D0007
1:0MBKC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,1:0MBKC.R2D0008
1:0NACC,J7C,2.4,1,19.1,18,53,52,48,J7C Defaulted,,1:0NACC.J7C0001
1:0NACC,J7C,2.7999992,0.20000076,20.199982,1,56,52,48,J7C Leftover,,1:0NACC.J7C0002
1:0NACC,M7C,1,0.4,1,1,3,52,48,M7C Leftover,,1:0NACC.M7C0001
1:0NACC,R1D,48.6,9.1,177,1,265,96,132,P61665PRTG PLT,,1:0NACC.R1D0001
1:0NACC,R1D,40.9,16.9,185,2,278,96,106,T41135TRK CARG,,1:0NACC.R1D0002
1:0NACC,R1D,37.5,12.3,170,3,255,96,106,T60081TRK CARG,,1:0NACC.R1D0003
1:0NACC,R1D,37.5,12.8,170,1,255,96,106,T60149TRK CARG,,1:0NACC.R1D0004
1:0NACC,J2D,32,6.8,160,1,240,96,96,F55289FINISHIN,,1:0NACC.J2D0001
1:0NACC,J2D,32,8.1,160,2,240,96,96,P50291PRESS SE,,1:0NACC.J2D0002
1:0NACC,R2B,9.9,0.9,70,2,146,69,68,L63994LIGHT SE,,1:0NACC.R2B0001
1:0NACC,R2D,26.4,5.6,132,3,198,96,96,D34883DOLLY SE,,1:0NACC.R2D0001
1:0NACC,R2D,9.4,1.4,110,1,169,94,41,E02807CHASSIS,,1:0NACC.R2D0002
1:0NACC,R2D,19,2.5,109,2,165,95,84,G53778GEN SET,,1:0NACC.R2D0003
1:0NACC,R2D,19.7,3.4,109,2,165,95,87,G78306GEN SET,,1:0NACC.R2D0004
1:0NACC,R2D,13.3,3.1,114,2,191,86,56,T07679TRK UTIL,,1:0NACC.R2D0005
