Day,Airport,Geoloc,Fleet,AircraftType,Arrivals,Departures,UploadHours,DownloadHours,HomeHours,EnrouteHours,RecoveryHours,ChannelSvcHours,MogDelay,CrewRestHours,ItineraryDelay,ConfigurationChange,ReconfigurationDelay
87,LAJES,MQNA,STRATEGIC,KC-10,3,3,.000,.000,.000,4.500,.000,.000,.000,.000,.000,NO,.000
87,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,40.467,.000,NO,.000
87,TRAVIS AFB,XDAT,STRATEGIC,C-17,4,0,.000,.000,9.000,.000,.000,.000,.000,.000,.000,NO,.000
87,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,0,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
88,JB CHARLESTON,DKFX,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
88,DOVER AFB,FJXT,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,12.750,.000,NO,.000
88,DOVER AFB,FJXT,STRATEGIC,KC-10,4,4,20.000,.000,.000,.000,.000,.000,1.500,40.000,.000,NO,.000
88,LAJES,MQNA,STRATEGIC,C-17,1,0,.000,.000,.000,1.691,.000,.000,.000,.000,.000,NO,.000
88,LAJES,MQNA,STRATEGIC,KC-10,3,3,.000,.000,.000,4.500,.000,.000,.000,.000,.000,NO,.000
88,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,3,0,.000,.000,.000,4.500,.000,.000,.000,36.799,.000,NO,.000
88,TRAVIS AFB,XDAT,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
89,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
89,MATMATA,HNTK,STRATEGIC,C-17,1,0,.000,1.482,.000,.000,.000,.000,.000,.000,.000,NO,.000
89,MATMATA,HNTK,STRATEGIC,KC-10,4,4,.000,12.000,.000,.000,.000,.000,.000,48.000,.000,NO,.000
89,LAJES,MQNA,STRATEGIC,C-17,0,1,.000,.000,.000,.559,.000,.000,.000,.000,.000,NO,.000
89,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
89,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,0,3,.000,.000,.000,.000,.000,.000,.000,3.701,.000,NO,.000
89,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
89,RAMSTEIN AB,TYFR,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,12.750,.000,NO,.000
89,TRAVIS AFB,XDAT,STRATEGIC,KC-10,3,0,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
90,MATMATA,HNTK,STRATEGIC,C-17,0,1,.768,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
90,LAJES,MQNA,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,12.750,.000,NO,.000
90,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
90,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,0,.000,.000,.000,6.000,.000,.000,.000,47.565,.000,NO,.000
91,JB CHARLESTON,DKFX,STRATEGIC,C-17,1,0,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
91,DOVER AFB,FJXT,STRATEGIC,KC-10,7,3,35.000,.000,.000,.000,.000,.000,1.500,48.790,.000,NO,.000
91,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,6.435,.000,NO,.000
91,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,7,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
92,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
92,CAIRO WEST,CWKW,STRATEGIC,KC-10,1,0,.000,.000,.000,1.166,.000,.000,.000,.000,.000,NO,.000
92,DOVER AFB,FJXT,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,21.209,.000,NO,.000
92,MATMATA,HNTK,STRATEGIC,KC-10,4,2,.000,12.000,.000,.000,.000,.000,.000,34.848,.000,NO,.000
92,LAJES,MQNA,STRATEGIC,KC-10,7,5,.000,.000,.000,10.500,.000,.000,9.984,25.989,.000,NO,.000
92,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
93,CAIRO WEST,CWKW,STRATEGIC,KC-10,0,1,.000,.000,.000,.334,.000,.000,.000,.000,.000,NO,.000
93,MATMATA,HNTK,STRATEGIC,KC-10,3,5,.000,9.000,.000,.000,.000,.000,.000,25.152,.000,NO,.000
93,LAJES,MQNA,STRATEGIC,KC-10,7,6,.000,.000,.000,9.448,.000,.000,.000,20.585,.000,NO,.000
93,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,0,.000,.000,.000,6.000,.000,.000,.000,32.049,.000,NO,.000
94,DOVER AFB,FJXT,STRATEGIC,KC-10,5,0,18.879,.000,.000,.000,.000,.000,.000,17.462,.000,NO,.000
94,LAJES,MQNA,STRATEGIC,KC-10,0,3,.000,.000,.000,1.052,.000,.000,.000,10.942,.000,NO,.000
94,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,3,7,.000,.000,.000,4.500,.000,.000,.000,35.451,.000,NO,.000
94,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,3,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
95,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
95,DOVER AFB,FJXT,STRATEGIC,KC-10,0,5,6.121,.000,.000,.000,.000,.000,.000,32.537,.000,NO,.000
95,MATMATA,HNTK,STRATEGIC,KC-10,2,0,.000,6.000,.000,.000,.000,.000,.000,11.967,.000,NO,.000
95,LAJES,MQNA,STRATEGIC,KC-10,5,4,.000,.000,.000,7.500,.000,.000,.000,12.736,.000,NO,.000
95,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
95,TRAVIS AFB,XDAT,STRATEGIC,KC-10,1,0,.000,.000,1.500,.000,.000,.000,.000,.000,.000,NO,.000
96,CAIRO WEST,CWKW,STRATEGIC,KC-10,1,1,.000,.000,.000,1.500,.000,.000,.000,.000,.000,NO,.000
96,JB CHARLESTON,DKFX,STRATEGIC,C-17,0,2,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
96,DOVER AFB,FJXT,STRATEGIC,C-17,2,2,4.500,.000,.000,.000,.000,.000,.000,25.500,.000,NO,.000
96,DOVER AFB,FJXT,STRATEGIC,C-5A,1,0,3.750,.000,.000,.000,.000,.000,3.460,.000,.000,NO,.000
96,DOVER AFB,FJXT,STRATEGIC,KC-10,4,4,20.000,.000,.000,.000,.000,.000,1.500,40.000,.000,NO,.000
96,MATMATA,HNTK,STRATEGIC,KC-10,3,4,.000,9.000,.000,.000,.000,.000,.000,44.868,.000,NO,.000
96,LAJES,MQNA,STRATEGIC,C-17,2,0,.000,.000,.000,3.381,.000,.000,.000,.000,.000,NO,.000
96,LAJES,MQNA,STRATEGIC,KC-10,4,5,.000,.000,.000,6.000,.000,.000,.000,.764,.000,NO,.000
96,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,2,0,.000,.000,.000,3.000,.000,.000,.000,8.636,.000,NO,.000
96,TRAVIS AFB,XDAT,STRATEGIC,C-5A,0,1,.000,.000,.000,.000,.000,.000,11.433,.000,.000,NO,.000
96,TRAVIS AFB,XDAT,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
97,DOVER AFB,FJXT,STRATEGIC,C-5A,0,1,.000,.000,.000,.000,.000,.000,3.006,11.250,.000,NO,.000
97,MATMATA,HNTK,STRATEGIC,C-17,2,0,.000,2.963,.000,.000,.000,.000,.000,.000,.000,NO,.000
97,MATMATA,HNTK,STRATEGIC,C-5A,1,0,.000,.432,.000,.000,.000,.000,.000,.000,.000,NO,.000
97,MATMATA,HNTK,STRATEGIC,KC-10,4,5,.000,12.000,.000,.000,.000,.000,.000,51.165,.000,NO,.000
97,LAJES,MQNA,STRATEGIC,C-17,0,2,.000,.000,.000,1.119,.000,.000,.000,.000,.000,NO,.000
97,LAJES,MQNA,STRATEGIC,KC-10,5,5,.000,.000,.000,7.500,.000,.000,.000,.000,.000,NO,.000
97,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,3,4,.000,.000,.000,4.500,.000,.000,.000,52.533,.000,NO,.000
97,RAMSTEIN AB,TYFR,STRATEGIC,C-17,2,2,.000,.000,.000,4.500,.000,.000,.000,25.500,.000,NO,.000
97,TRAVIS AFB,XDAT,STRATEGIC,KC-10,2,0,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
98,DOVER AFB,FJXT,STRATEGIC,KC-10,3,2,15.000,.000,.000,.000,.000,.000,.000,20.351,.000,NO,.000
98,MATMATA,HNTK,STRATEGIC,C-17,0,2,1.537,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
98,MATMATA,HNTK,STRATEGIC,C-5A,0,1,2.818,.000,.000,.000,.000,.000,.000,11.750,.000,NO,.000
98,LAJES,MQNA,STRATEGIC,C-17,2,2,.000,.000,.000,4.500,.000,.000,.000,25.500,.000,NO,.000
98,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
98,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,1,.000,.000,.000,6.000,.000,.000,.000,53.896,.000,NO,.000
98,RAMSTEIN AB,TYFR,STRATEGIC,C-5A,1,0,.000,.000,.000,3.250,.000,.000,.000,2.867,.000,NO,.000
98,TRAVIS AFB,XDAT,STRATEGIC,KC-10,3,3,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
99,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
99,JB CHARLESTON,DKFX,STRATEGIC,C-17,2,0,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
99,DOVER AFB,FJXT,STRATEGIC,KC-10,0,1,.000,.000,.000,.000,.000,.000,.000,9.649,.000,NO,.000
99,MATMATA,HNTK,STRATEGIC,KC-10,3,2,.000,9.000,.000,.000,.000,.000,.000,24.327,.000,NO,.000
99,LAJES,MQNA,STRATEGIC,KC-10,3,3,.000,.000,.000,4.500,.000,.000,.000,.000,.000,NO,.000
99,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,6.435,.000,NO,.000
99,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
99,RAMSTEIN AB,TYFR,STRATEGIC,C-5A,0,1,.000,.000,.000,.000,.000,.000,.000,8.883,.000,NO,.000
99,TRAVIS AFB,XDAT,STRATEGIC,C-5A,1,0,.000,.000,2.121,.000,.000,.000,.000,.000,.000,NO,.000
99,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,0,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
100,JB CHARLESTON,DKFX,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
100,DOVER AFB,FJXT,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,12.750,.000,NO,.000
100,DOVER AFB,FJXT,STRATEGIC,KC-10,4,4,20.000,.000,.000,.000,.000,.000,1.500,40.000,.000,NO,.000
100,MATMATA,HNTK,STRATEGIC,KC-10,0,1,.000,.000,.000,.000,.000,.000,.000,11.673,.000,NO,.000
100,LAJES,MQNA,STRATEGIC,C-17,1,0,.000,.000,.000,1.691,.000,.000,.000,.000,.000,NO,.000
100,LAJES,MQNA,STRATEGIC,KC-10,3,3,.000,.000,.000,4.500,.000,.000,.000,.000,.000,NO,.000
100,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,3,0,.000,.000,.000,3.161,.000,.000,.000,24.532,.000,NO,.000
100,TRAVIS AFB,XDAT,STRATEGIC,C-5A,0,0,.000,.000,1.129,.000,.000,.000,.000,.000,.000,NO,.000
100,TRAVIS AFB,XDAT,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
101,MATMATA,HNTK,STRATEGIC,C-17,1,0,.000,1.482,.000,.000,.000,.000,.000,.000,.000,NO,.000
101,MATMATA,HNTK,STRATEGIC,KC-10,4,4,.000,12.000,.000,.000,.000,.000,.000,48.000,.000,NO,.000
101,LAJES,MQNA,STRATEGIC,C-17,0,1,.000,.000,.000,.559,.000,.000,.000,.000,.000,NO,.000
101,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
101,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,0,3,.000,.000,.000,1.339,.000,.000,.000,15.968,.000,NO,.000
101,RAMSTEIN AB,TYFR,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,12.750,.000,NO,.000
101,TRAVIS AFB,XDAT,STRATEGIC,KC-10,3,0,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
102,MATMATA,HNTK,STRATEGIC,C-17,0,1,.768,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
102,LAJES,MQNA,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,12.750,.000,NO,.000
102,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
102,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,0,.000,.000,.000,6.000,.000,.000,.000,47.565,.000,NO,.000
103,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
103,JB CHARLESTON,DKFX,STRATEGIC,C-17,1,0,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
103,DOVER AFB,FJXT,STRATEGIC,KC-10,5,2,25.000,.000,.000,.000,.000,.000,.000,34.843,.000,NO,.000
103,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,6.435,.000,NO,.000
103,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
103,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,5,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
104,DOVER AFB,FJXT,STRATEGIC,KC-10,0,3,.000,.000,.000,.000,.000,.000,.000,15.157,.000,NO,.000
104,MATMATA,HNTK,STRATEGIC,KC-10,4,2,.000,12.000,.000,.000,.000,.000,.000,34.848,.000,NO,.000
104,LAJES,MQNA,STRATEGIC,KC-10,5,4,.000,.000,.000,7.500,.000,.000,4.992,6.244,.000,NO,.000
105,DOVER AFB,FJXT,STRATEGIC,KC-10,3,3,15.000,.000,.000,.000,.000,.000,1.500,30.000,.000,NO,.000
105,MATMATA,HNTK,STRATEGIC,KC-10,1,3,.000,3.000,.000,.000,.000,.000,.000,13.152,.000,NO,.000
105,LAJES,MQNA,STRATEGIC,KC-10,5,5,.000,.000,.000,7.500,.000,.000,.000,10.292,.000,NO,.000
105,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,0,.000,.000,.000,6.000,.000,.000,.000,32.049,.000,NO,.000
105,TRAVIS AFB,XDAT,STRATEGIC,KC-10,0,3,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
106,DOVER AFB,FJXT,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
106,DOVER AFB,FJXT,STRATEGIC,KC-10,6,1,23.880,.000,.000,.000,.000,.000,.000,26.902,.000,NO,.000
106,MATMATA,HNTK,STRATEGIC,KC-10,3,3,.000,9.000,.000,.000,.000,.000,.000,36.000,.000,NO,.000
106,LAJES,MQNA,STRATEGIC,C-17,1,0,.000,.000,.000,2.250,.000,.000,.000,8.637,.000,NO,.000
106,LAJES,MQNA,STRATEGIC,KC-10,3,4,.000,.000,.000,4.500,.000,.000,.000,5.471,.000,NO,.000
106,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,1,5,.000,.000,.000,1.500,.000,.000,.000,21.951,.000,NO,.000
106,TRAVIS AFB,XDAT,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
106,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,5,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
107,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
107,DOVER AFB,FJXT,STRATEGIC,KC-10,1,6,11.121,.000,.000,.000,.000,.000,.000,43.097,.000,NO,.000
107,MATMATA,HNTK,STRATEGIC,C-17,1,1,.000,2.250,.000,.000,.000,.000,.000,.000,.000,NO,.000
107,MATMATA,HNTK,STRATEGIC,KC-10,4,1,.000,12.000,.000,.000,.000,.000,.000,28.832,.000,NO,.000
107,LAJES,MQNA,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,9.692,.000,NO,.000
107,LAJES,MQNA,STRATEGIC,KC-10,8,8,.000,.000,.000,12.000,.000,.000,.000,.000,.000,NO,.000
107,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,3,0,.000,.000,.000,4.500,.000,.000,.000,35.299,.000,NO,.000
107,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
107,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,1,0,.000,.000,.000,1.500,.000,.000,1.664,.000,.000,NO,.000
107,TRAVIS AFB,XDAT,STRATEGIC,KC-10,0,1,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
108,JB CHARLESTON,DKFX,STRATEGIC,C-17,1,0,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
108,MATMATA,HNTK,STRATEGIC,KC-10,3,6,.000,9.000,.000,.000,.000,.000,.000,43.168,.000,NO,.000
108,LAJES,MQNA,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,7.171,.000,NO,.000
108,LAJES,MQNA,STRATEGIC,KC-10,7,6,.000,.000,.000,10.500,.000,.000,.000,.144,.000,NO,.000
108,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,3,.000,.000,.000,6.000,.000,.000,.000,29.302,.000,NO,.000
108,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,0,1,.000,.000,.000,.000,.000,.000,3.391,8.445,.000,NO,.000
108,TRAVIS AFB,XDAT,STRATEGIC,KC-10,3,0,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
109,JB CHARLESTON,DKFX,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
109,DOVER AFB,FJXT,STRATEGIC,KC-10,3,2,12.500,.000,.000,.000,.000,.000,.000,20.000,.000,NO,.000
109,LAJES,MQNA,STRATEGIC,KC-10,1,2,.000,.000,.000,1.500,.000,.000,.000,13.356,.000,NO,.000
109,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,3,6,.000,.000,.000,4.500,.000,.000,.000,55.666,.000,NO,.000
109,TRAVIS AFB,XDAT,STRATEGIC,C-17,1,0,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
109,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,3,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
110,DOVER AFB,FJXT,STRATEGIC,KC-10,0,1,2.501,.000,.000,.000,.000,.000,.000,10.000,.000,NO,.000
110,MATMATA,HNTK,STRATEGIC,KC-10,3,2,.000,6.476,.000,.000,.000,.000,.000,24.000,.000,NO,.000
110,LAJES,MQNA,STRATEGIC,KC-10,3,3,.000,.000,.000,4.500,.000,.000,.000,.000,.000,NO,.000
110,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,0,1,.000,.000,.000,.000,.000,.000,.000,1.234,.000,NO,.000
110,TRAVIS AFB,XDAT,STRATEGIC,KC-10,3,0,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
111,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
111,JB CHARLESTON,DKFX,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
111,DOVER AFB,FJXT,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,12.750,.000,NO,.000
111,DOVER AFB,FJXT,STRATEGIC,KC-10,4,4,20.000,.000,.000,.000,.000,.000,1.500,40.000,.000,NO,.000
111,MATMATA,HNTK,STRATEGIC,KC-10,0,1,2.524,.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
111,LAJES,MQNA,STRATEGIC,C-17,1,0,.000,.000,.000,1.691,.000,.000,.000,.000,.000,NO,.000
111,LAJES,MQNA,STRATEGIC,KC-10,3,3,.000,.000,.000,4.500,.000,.000,.000,.000,.000,NO,.000
111,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,2,0,.000,.000,.000,3.000,.000,.000,.000,24.532,.000,NO,.000
111,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
111,TRAVIS AFB,XDAT,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
112,MATMATA,HNTK,STRATEGIC,C-17,1,0,.000,1.482,.000,.000,.000,.000,.000,.000,.000,NO,.000
112,MATMATA,HNTK,STRATEGIC,KC-10,4,4,.000,12.000,.000,.000,.000,.000,.000,48.000,.000,NO,.000
112,LAJES,MQNA,STRATEGIC,C-17,0,1,.000,.000,.000,.559,.000,.000,.000,.000,.000,NO,.000
112,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
112,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,1,3,.000,.000,.000,1.500,.000,.000,.000,15.968,.000,NO,.000
112,RAMSTEIN AB,TYFR,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,12.750,.000,NO,.000
112,TRAVIS AFB,XDAT,STRATEGIC,KC-10,3,0,.000,.000,3.536,.000,.000,.000,.000,.000,.000,NO,.000
113,JB CHARLESTON,DKFX,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
113,DOVER AFB,FJXT,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,12.750,.000,NO,.000
113,DOVER AFB,FJXT,STRATEGIC,KC-10,4,4,20.000,.000,.000,.000,.000,.000,1.500,40.000,.000,NO,.000
113,MATMATA,HNTK,STRATEGIC,C-17,0,1,.768,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
113,LAJES,MQNA,STRATEGIC,C-17,2,1,.000,.000,.000,3.941,.000,.000,.000,12.750,.000,NO,.000
113,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
113,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,0,.000,.000,.000,6.000,.000,.000,.000,47.565,.000,NO,.000
113,TRAVIS AFB,XDAT,STRATEGIC,KC-10,0,4,.000,.000,.964,.000,.000,.000,.000,.000,.000,NO,.000
114,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
114,JB CHARLESTON,DKFX,STRATEGIC,C-17,1,0,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
114,MATMATA,HNTK,STRATEGIC,C-17,1,0,.000,1.482,.000,.000,.000,.000,.000,.000,.000,NO,.000
114,MATMATA,HNTK,STRATEGIC,KC-10,4,4,.000,12.000,.000,.000,.000,.000,.000,48.000,.000,NO,.000
114,LAJES,MQNA,STRATEGIC,C-17,0,1,.000,.000,.000,.559,.000,.000,.000,.000,.000,NO,.000
114,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
114,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,6.435,.000,NO,.000
114,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
114,RAMSTEIN AB,TYFR,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,12.750,.000,NO,.000
114,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,0,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
115,JB CHARLESTON,DKFX,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
115,DOVER AFB,FJXT,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,12.750,.000,NO,.000
115,DOVER AFB,FJXT,STRATEGIC,KC-10,4,4,20.000,.000,.000,.000,.000,.000,1.500,40.000,.000,NO,.000
115,MATMATA,HNTK,STRATEGIC,C-17,0,1,.768,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
115,LAJES,MQNA,STRATEGIC,C-17,2,1,.000,.000,.000,3.941,.000,.000,.000,12.750,.000,NO,.000
115,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
115,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,0,.000,.000,.000,6.000,.000,.000,.000,46.601,.000,NO,.000
115,TRAVIS AFB,XDAT,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
116,JB CHARLESTON,DKFX,STRATEGIC,C-17,1,0,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
116,DOVER AFB,FJXT,STRATEGIC,KC-10,4,0,20.000,.000,.000,.000,.000,.000,2.464,16.862,.000,NO,.000
116,MATMATA,HNTK,STRATEGIC,C-17,1,0,.000,1.482,.000,.000,.000,.000,.000,.000,.000,NO,.000
116,MATMATA,HNTK,STRATEGIC,KC-10,4,4,.000,12.000,.000,.000,.000,.000,.000,48.000,.000,NO,.000
116,LAJES,MQNA,STRATEGIC,C-17,0,1,.000,.000,.000,.559,.000,.000,.000,.000,.000,NO,.000
116,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
116,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,7.399,.000,NO,.000
116,RAMSTEIN AB,TYFR,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,12.750,.000,NO,.000
116,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,4,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
117,DOVER AFB,FJXT,STRATEGIC,KC-10,3,7,15.000,.000,.000,.000,.000,.000,.000,53.138,.000,NO,.000
