Day,Airport,Geoloc,Fleet,AircraftType,Arrivals,Departures,UploadHours,DownloadHours,HomeHours,EnrouteHours,RecoveryHours,ChannelSvcHours,MogDelay,CrewRestHours,ItineraryDelay,ConfigurationChange,ReconfigurationDelay
30,TRAVIS AFB,XDAT,STRATEGIC,B-747P,4,3,.000,.000,6.000,.000,.000,.000,12.037,.000,.000,NO,.000
30,TRAVIS AFB,XDAT,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
31,ALCONBURY,AEDY,STRATEGIC,B-747P,1,0,.000,.000,1.500,.000,.000,.000,.000,.000,.000,NO,.000
31,BARKSDALE AFB,AWUB,STRATEGIC,C-17,1,1,2.201,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
31,BIGGS AAF,BPWZ,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,4.048,.000,NO,.000
31,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
31,CAIRO WEST,CWKW,STRATEGIC,KC-10,1,4,.000,.000,.000,1.500,.000,.000,.000,15.408,.000,NO,.000
31,JB CHARLESTON,DKFX,STRATEGIC,C-17,0,2,.000,.000,.000,.000,.000,.000,.000,28.767,.000,NO,.000
31,DOVER AFB,FJXT,STRATEGIC,C-17,3,6,6.750,.000,.000,.000,.000,.000,5.946,61.773,.000,NO,.000
31,DOVER AFB,FJXT,STRATEGIC,KC-10,1,2,5.000,.000,.000,.000,.000,.000,.000,18.044,.000,NO,.000
31,THYNA,FUQN,STRATEGIC,B-747P,2,2,1.905,4.126,.000,.000,.000,.000,.000,.000,.000,NO,.000
31,THYNA,FUQN,STRATEGIC,C-17,1,1,.000,2.250,.000,.000,.000,.000,.000,.000,.000,NO,.000
31,MATMATA,HNTK,STRATEGIC,B-747P,1,1,.000,3.000,.000,.000,.000,.000,3.710,8.290,.000,NO,.000
31,MATMATA,HNTK,STRATEGIC,C-17,3,0,.000,5.878,.000,.000,.000,.000,.000,5.572,.000,NO,.000
31,MATMATA,HNTK,STRATEGIC,KC-10,4,5,.000,12.000,.000,.000,.000,.000,.000,19.272,.000,NO,.000
31,DJERBA,JEAH,STRATEGIC,B-747P,2,2,.000,4.304,.000,.000,.000,.000,.000,18.749,.000,NO,.000
31,LAJES,MQNA,STRATEGIC,C-17,5,5,.000,.000,.000,11.250,.000,.000,.000,9.619,.000,NO,.000
31,LAJES,MQNA,STRATEGIC,KC-10,3,4,.000,.000,.000,4.500,.000,.000,.000,23.440,.000,NO,.000
31,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,3,1,.000,.000,.000,4.500,.000,.000,.000,8.448,.000,NO,.000
31,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
31,POPE AAF,TMKH,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
31,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,2,0,.000,.000,.000,3.000,.000,.000,.000,21.185,.000,NO,.000
31,RAMSTEIN AB,TYFR,STRATEGIC,C-17,1,0,.000,.000,.000,2.250,.000,.000,.000,10.401,.000,NO,.000
31,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,3,0,.000,.000,.000,4.500,.000,.000,.000,23.978,.000,NO,.000
31,ROBERT GRAY AAF,UHGN,STRATEGIC,B-747P,0,2,.000,.000,.000,.000,.000,.000,6.501,23.698,.000,NO,.000
31,TRAVIS AFB,XDAT,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
31,TRAVIS AFB,XDAT,STRATEGIC,KC-10,0,1,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
32,ALCONBURY,AEDY,STRATEGIC,B-747P,1,0,.000,.000,1.500,.000,.000,.000,.000,.000,.000,NO,.000
32,CAIRO WEST,CWKW,STRATEGIC,KC-10,1,1,.000,.000,.000,1.500,.000,.000,.000,.000,.000,NO,.000
32,JB CHARLESTON,DKFX,STRATEGIC,C-17,1,3,.000,.000,2.250,.000,.000,.000,.000,1.233,.000,NO,.000
32,DOVER AFB,FJXT,STRATEGIC,KC-10,6,0,24.810,.000,.000,.000,.000,.000,25.773,30.050,.000,NO,.000
32,THYNA,FUQN,STRATEGIC,B-747P,1,2,1.874,3.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
32,THYNA,FUQN,STRATEGIC,C-17,1,0,.000,2.250,.000,.000,.000,.000,.000,10.893,.000,NO,.000
32,MATMATA,HNTK,STRATEGIC,C-17,2,4,.872,4.500,.000,.000,.000,.000,.000,42.518,.000,NO,.000
32,MATMATA,HNTK,STRATEGIC,KC-10,2,1,.000,6.000,.000,.000,.000,.000,1.055,22.292,.000,NO,.000
32,DJERBA,JEAH,STRATEGIC,B-747P,1,1,1.696,2.364,.000,.000,.000,.000,.000,12.000,.000,NO,.000
32,LAJES,MQNA,STRATEGIC,C-17,7,4,.000,.000,.000,15.750,.000,.000,.000,32.079,.000,NO,.000
32,LAJES,MQNA,STRATEGIC,KC-10,1,2,.000,.000,.000,1.500,.000,.000,.000,4.256,.000,NO,.000
32,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,2,.000,.000,.000,6.000,.000,.000,.000,49.075,.000,NO,.000
32,POPE AAF,TMKH,STRATEGIC,B-747P,1,0,3.000,.000,.000,.000,.000,.000,.000,2.660,.000,NO,.000
32,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,4,4,.000,.000,.000,6.000,.000,.000,.000,47.835,.000,NO,.000
32,RAMSTEIN AB,TYFR,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,13.447,.000,NO,.000
32,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,1,4,.000,.000,.000,1.500,.000,.000,.000,16.522,.000,NO,.000
32,ROBERT GRAY AAF,UHGN,STRATEGIC,B-747P,3,2,9.000,.000,.000,.000,.000,.000,2.931,24.000,.000,NO,.000
32,ROBERT GRAY AAF,UHGN,STRATEGIC,C-17,1,0,2.250,.000,.000,.000,.000,.000,.000,2.116,.000,NO,.000
32,TRAVIS AFB,XDAT,STRATEGIC,B-747P,1,4,.000,.000,1.500,.000,.000,.000,15.000,.000,.000,NO,.000
32,TRAVIS AFB,XDAT,STRATEGIC,C-17,2,0,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
32,TRAVIS AFB,XDAT,STRATEGIC,KC-10,3,6,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
33,JB CHARLESTON,DKFX,STRATEGIC,C-17,4,2,.000,.000,9.000,.000,.000,.000,.000,.000,.000,NO,.000
33,DOVER AFB,FJXT,STRATEGIC,C-17,2,0,4.500,.000,.000,.000,.000,.000,4.425,10.314,.000,NO,.000
33,DOVER AFB,FJXT,STRATEGIC,KC-10,3,6,18.756,.000,.000,.000,.000,.000,6.074,35.780,.000,NO,.000
33,THYNA,FUQN,STRATEGIC,B-747P,1,0,.000,3.000,.000,.000,.000,.000,.000,2.679,.000,NO,.000
33,THYNA,FUQN,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,1.857,.000,NO,.000
33,MATMATA,HNTK,STRATEGIC,C-17,2,3,.000,4.500,.000,.000,.000,.000,.000,2.911,.000,NO,.000
33,MATMATA,HNTK,STRATEGIC,KC-10,4,2,.000,12.000,.000,.000,.000,.000,.983,36.611,.000,NO,.000
33,DJERBA,JEAH,STRATEGIC,B-747P,2,2,.636,5.796,.000,.000,.000,.000,.000,12.000,.000,NO,.000
33,LAJES,MQNA,STRATEGIC,C-17,2,4,.000,.000,.000,4.500,.000,.000,.000,47.821,.000,NO,.000
33,LAJES,MQNA,STRATEGIC,KC-10,7,6,.000,.000,.000,10.500,.000,.000,4.463,.980,.000,NO,.000
33,MC GUIRE FLD,PTFL,STRATEGIC,C-17,1,0,.000,.000,.000,2.250,.000,.000,.000,8.452,.000,NO,.000
33,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,2,4,.000,.000,.000,3.000,.000,.000,.000,36.506,.000,NO,.000
33,POPE AAF,TMKH,STRATEGIC,B-747P,2,1,4.845,.000,.000,.000,.000,.000,4.727,21.000,.000,NO,.000
33,POPE AAF,TMKH,STRATEGIC,C-17,1,0,2.250,.000,.000,.000,.000,.000,.000,5.882,.000,NO,.000
33,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,3,4,.000,.000,.000,4.073,.000,.000,.000,38.979,.000,NO,.000
33,RAMSTEIN AB,TYFR,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,1.652,.000,NO,.000
33,ROBERT GRAY AAF,UHGN,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,1.206,12.000,.000,NO,.000
33,ROBERT GRAY AAF,UHGN,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,10.634,.000,NO,.000
33,TRAVIS AFB,XDAT,STRATEGIC,B-747P,3,3,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
33,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,3,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
34,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
34,JB CHARLESTON,DKFX,STRATEGIC,C-17,3,1,.000,.000,6.750,.000,.000,.000,.000,13.981,.000,NO,.000
34,DOVER AFB,FJXT,STRATEGIC,C-17,1,3,2.250,.000,.000,.000,.000,.000,.000,10.761,.000,NO,.000
34,DOVER AFB,FJXT,STRATEGIC,KC-10,3,4,13.292,.000,.000,.000,.000,.000,2.582,36.703,.000,NO,.000
34,THYNA,FUQN,STRATEGIC,B-747P,1,1,.000,3.000,.000,.000,.000,.000,.000,21.000,.000,NO,.000
34,MATMATA,HNTK,STRATEGIC,KC-10,5,6,.000,13.542,.000,.000,.000,.000,.000,35.828,.000,NO,.000
34,DJERBA,JEAH,STRATEGIC,B-747P,1,2,.204,3.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
34,DJERBA,JEAH,STRATEGIC,C-17,1,0,.000,2.250,.000,.000,.000,.000,.000,4.392,.000,NO,.000
34,LAJES,MQNA,STRATEGIC,C-17,2,3,.000,.000,.000,4.500,.000,.000,.000,9.491,.000,NO,.000
34,LAJES,MQNA,STRATEGIC,KC-10,9,9,.000,.000,.000,13.500,.000,.000,.000,10.292,.000,NO,.000
34,MC GUIRE FLD,PTFL,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,8.021,.000,NO,.000
34,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,2,.000,.000,.000,6.000,.000,.000,.000,37.263,.000,NO,.000
34,MOUNTAIN HOME AFB,QYZH,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
34,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
34,POPE AAF,TMKH,STRATEGIC,B-747P,2,3,7.155,.000,.000,.000,.000,.000,8.773,24.340,.000,NO,.000
34,POPE AAF,TMKH,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,6.868,.000,NO,.000
34,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,3,2,.000,.000,.000,4.927,.000,.000,.000,41.818,.000,NO,.000
34,ROBERT GRAY AAF,UHGN,STRATEGIC,B-747P,1,1,3.000,.000,.000,.000,.000,.000,3.291,12.000,.000,NO,.000
34,TRAVIS AFB,XDAT,STRATEGIC,B-747P,1,2,.000,.000,1.500,.000,.000,.000,.000,.000,.000,NO,.000
34,TRAVIS AFB,XDAT,STRATEGIC,KC-10,2,3,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
35,BIGGS AAF,BPWZ,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
35,CAIRO WEST,CWKW,STRATEGIC,B-747P,1,1,.000,.000,.000,1.500,.000,.000,.000,13.500,.000,NO,.000
35,JB CHARLESTON,DKFX,STRATEGIC,C-17,2,1,.000,.000,.000,3.138,.000,.000,.000,11.657,.000,NO,.000
35,DOVER AFB,FJXT,STRATEGIC,C-17,2,0,4.500,.000,.000,.000,.000,.000,1.567,10.306,.000,NO,.000
35,DOVER AFB,FJXT,STRATEGIC,KC-10,5,4,26.149,.000,.000,.000,.000,.000,1.500,37.651,.000,NO,.000
35,THYNA,FUQN,STRATEGIC,B-747P,3,3,.000,8.692,.000,.000,.000,.000,.000,12.321,.000,NO,.000
35,MATMATA,HNTK,STRATEGIC,C-17,3,2,.000,6.750,.000,.000,.000,.000,.000,.500,.000,NO,.000
35,MATMATA,HNTK,STRATEGIC,KC-10,2,3,1.458,6.000,.000,.000,.000,.000,.000,44.076,.000,NO,.000
35,DJERBA,JEAH,STRATEGIC,B-747P,1,1,.000,3.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
35,DJERBA,JEAH,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,8.358,.000,NO,.000
35,LAJES,MQNA,STRATEGIC,C-17,3,2,.000,.000,.000,6.750,.000,.000,.000,15.418,.000,NO,.000
35,LAJES,MQNA,STRATEGIC,KC-10,7,8,.000,.000,.000,10.500,.000,.000,.000,11.264,.000,NO,.000
35,JBLM MCCHORD FLD,PQWY,STRATEGIC,C-17,0,3,.000,.000,.000,.000,.000,.000,.000,42.000,.000,NO,.000
35,MC GUIRE FLD,PTFL,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,9.027,.000,NO,.000
35,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,5,.000,.000,.000,6.000,.000,.000,.000,46.051,.000,NO,.000
35,POPE AAF,TMKH,STRATEGIC,B-747P,2,1,6.000,.000,.000,.000,.000,.000,.327,21.356,.000,NO,.000
35,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,2,3,.000,.000,.000,3.000,.000,.000,.000,29.116,.000,NO,.000
35,RAMSTEIN AB,TYFR,STRATEGIC,C-17,1,0,.000,.000,.000,1.581,.000,.000,.000,.000,.000,NO,.000
35,ROBERT GRAY AAF,UHGN,STRATEGIC,B-747P,1,1,3.000,.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
35,TRAVIS AFB,XDAT,STRATEGIC,B-747P,4,4,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
35,TRAVIS AFB,XDAT,STRATEGIC,C-17,1,2,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
35,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,5,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
36,CAIRO WEST,CWKW,STRATEGIC,B-747P,2,0,.000,.000,.000,2.560,.000,.000,.000,8.615,.000,NO,.000
36,JB CHARLESTON,DKFX,STRATEGIC,C-17,2,4,.000,.000,4.500,1.362,.000,.000,9.787,29.075,.000,NO,.000
36,DOVER AFB,FJXT,STRATEGIC,C-17,2,2,4.500,.000,.000,.000,.000,.000,1.504,6.666,.000,NO,.000
36,DOVER AFB,FJXT,STRATEGIC,KC-10,0,3,1.992,.000,.000,.000,.000,.000,.000,29.817,.000,NO,.000
36,THYNA,FUQN,STRATEGIC,B-747P,0,1,.308,.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
36,THYNA,FUQN,STRATEGIC,C-17,2,1,2.250,2.250,.000,.000,.000,.000,.000,6.928,.000,NO,.000
36,MATMATA,HNTK,STRATEGIC,C-17,1,2,.000,2.250,.000,.000,.000,.000,.000,12.250,.000,NO,.000
36,MATMATA,HNTK,STRATEGIC,KC-10,6,4,.000,15.516,.000,.000,.000,.000,.000,34.301,.000,NO,.000
36,DJERBA,JEAH,STRATEGIC,B-747P,1,1,.000,3.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
36,LAJES,MQNA,STRATEGIC,C-17,3,4,.000,.000,.000,6.750,.000,.000,.000,33.936,.000,NO,.000
36,LAJES,MQNA,STRATEGIC,KC-10,7,7,.000,.000,.000,10.500,.000,.000,.000,.000,.000,NO,.000
36,JBLM MCCHORD FLD,PQWY,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,3.000,.000,NO,.000
36,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,3,4,.000,.000,.000,4.500,.000,.000,.000,49.185,.000,NO,.000
36,POPE AAF,TMKH,STRATEGIC,B-747P,1,2,3.000,.000,.000,.000,.000,.000,9.073,23.776,.000,NO,.000
36,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,3,3,.000,.000,.000,4.500,.000,.000,.000,44.460,.000,NO,.000
36,RAMSTEIN AB,TYFR,STRATEGIC,C-17,4,2,.000,.000,.000,8.255,.000,.000,.000,44.418,.000,NO,.000
36,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,1,1,.000,.000,.000,1.500,.000,.000,1.546,11.954,.000,NO,.000
36,ROBERT GRAY AAF,UHGN,STRATEGIC,B-747P,1,0,3.000,.000,.000,.000,.000,.000,.000,10.695,.000,NO,.000
36,TRAVIS AFB,XDAT,STRATEGIC,B-747P,2,2,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
36,TRAVIS AFB,XDAT,STRATEGIC,KC-10,5,2,.000,.000,7.500,.000,.000,.000,.000,.000,.000,NO,.000
37,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
37,CAIRO WEST,CWKW,STRATEGIC,B-747P,0,2,.000,.000,.000,.440,.000,.000,.000,18.385,.000,NO,.000
37,CAIRO WEST,CWKW,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,.000,.000,NO,.000
37,JB CHARLESTON,DKFX,STRATEGIC,C-17,1,2,.000,.000,2.250,.000,.000,.000,.000,.787,.000,NO,.000
37,DOVER AFB,FJXT,STRATEGIC,C-17,0,2,.000,.000,.000,.000,.000,.000,6.512,21.279,.000,NO,.000
37,DOVER AFB,FJXT,STRATEGIC,KC-10,3,2,15.000,.000,.000,.000,.000,.000,.000,22.865,.000,NO,.000
37,DYESS AFB,FNWZ,STRATEGIC,B-747P,1,1,3.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
37,THYNA,FUQN,STRATEGIC,B-747P,1,1,.000,3.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
37,THYNA,FUQN,STRATEGIC,C-17,5,5,11.250,.000,.000,.000,.000,.000,.624,16.624,.000,NO,.000
37,MATMATA,HNTK,STRATEGIC,B-747P,2,1,.000,6.000,.000,.000,.000,.000,.000,9.160,.000,NO,.000
37,MATMATA,HNTK,STRATEGIC,C-17,4,3,.000,9.000,.000,.000,.000,.000,.000,4.988,.000,NO,.000
37,MATMATA,HNTK,STRATEGIC,KC-10,0,4,2.484,.000,.000,.000,.000,.000,.000,35.840,.000,NO,.000
37,DJERBA,JEAH,STRATEGIC,B-747P,1,0,.000,3.000,.000,.000,.000,.000,.000,8.697,.000,NO,.000
37,LAJES,MQNA,STRATEGIC,C-17,4,4,.000,.000,.000,9.000,.000,.000,.000,29.390,.000,NO,.000
37,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
37,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,2,3,.000,.000,.000,3.000,.000,.000,.000,42.239,.000,NO,.000
37,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
37,POPE AAF,TMKH,STRATEGIC,B-747P,2,2,3.164,.000,.000,.000,.000,.000,.000,14.868,.000,NO,.000
37,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,3,2,.000,.000,.000,4.064,.000,.000,.000,28.360,.000,NO,.000
37,RAMSTEIN AB,TYFR,STRATEGIC,C-17,3,5,.000,.000,.000,8.163,.000,.000,.000,56.179,.000,NO,.000
37,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,3,1,.000,.000,.000,2.762,.000,.000,.000,13.500,.000,NO,.000
37,ROBERT GRAY AAF,UHGN,STRATEGIC,B-747P,2,2,6.000,.000,.000,.000,.000,.000,5.992,21.021,.000,NO,.000
37,ROBERT GRAY AAF,UHGN,STRATEGIC,C-17,1,0,2.250,.000,.000,.000,.000,.000,.000,.612,.000,NO,.000
37,TRAVIS AFB,XDAT,STRATEGIC,B-747P,3,3,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
37,TRAVIS AFB,XDAT,STRATEGIC,KC-10,2,2,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
38,BIGGS AAF,BPWZ,STRATEGIC,B-747P,1,0,3.000,.000,.000,.000,.000,.000,5.619,6.925,.000,NO,.000
38,JB CHARLESTON,DKFX,STRATEGIC,C-17,3,0,.000,.000,6.750,.000,.000,.000,.000,31.783,.000,NO,.000
38,DOVER AFB,FJXT,STRATEGIC,C-17,1,0,2.250,.000,.000,.000,.000,.000,4.679,1.630,.000,NO,.000
38,DOVER AFB,FJXT,STRATEGIC,KC-10,4,5,20.000,.000,.000,.000,.000,.000,5.247,27.135,.000,NO,.000
38,THYNA,FUQN,STRATEGIC,B-747P,2,1,.000,4.358,.000,.000,.000,.000,.000,12.000,.000,NO,.000
38,THYNA,FUQN,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,1.948,.000,NO,.000
38,MATMATA,HNTK,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,2.840,.000,NO,.000
38,MATMATA,HNTK,STRATEGIC,C-17,5,4,.000,11.250,.000,.000,.000,.000,.000,21.063,.000,NO,.000
38,MATMATA,HNTK,STRATEGIC,KC-10,2,2,.000,6.000,.000,.000,.000,.000,1.500,24.000,.000,NO,.000
38,DJERBA,JEAH,STRATEGIC,B-747P,1,2,.000,3.000,.000,.000,.000,.000,.000,15.303,.000,NO,.000
38,LAJES,MQNA,STRATEGIC,C-17,4,3,.000,.000,.000,9.000,.000,.000,.000,48.897,.000,NO,.000
38,LAJES,MQNA,STRATEGIC,KC-10,1,0,.000,.000,.000,.611,.000,.000,.000,.000,.000,NO,.000
38,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,5,.000,.000,.000,6.000,.000,.000,.000,28.234,.000,NO,.000
38,POPE AAF,TMKH,STRATEGIC,B-747P,1,1,4.360,.000,.000,.000,.000,.000,1.825,12.000,.000,NO,.000
38,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,4,4,.000,.000,.000,6.436,.000,.000,.000,53.917,.000,NO,.000
38,RAMSTEIN AB,TYFR,STRATEGIC,C-17,3,4,.000,.000,.000,6.750,.000,.000,.000,26.903,.000,NO,.000
38,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,1,2,.000,.000,.000,3.238,.000,.000,1.917,5.673,.000,NO,.000
38,ROBERT GRAY AAF,UHGN,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,4.285,.000,NO,.000
38,ROBERT GRAY AAF,UHGN,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,12.138,.000,NO,.000
38,TRAVIS AFB,XDAT,STRATEGIC,B-747P,2,2,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
38,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,1,.000,.000,4.619,.000,.000,.000,.000,.000,.000,NO,.000
39,BIGGS AAF,BPWZ,STRATEGIC,B-747P,1,1,3.000,.000,.000,.000,.000,.000,8.335,5.093,.000,NO,.000
39,BIGGS AAF,BPWZ,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
39,JB CHARLESTON,DKFX,STRATEGIC,C-17,4,5,.000,.000,9.000,.000,.000,.000,.000,43.800,.000,NO,.000
39,DOVER AFB,FJXT,STRATEGIC,C-17,4,3,9.000,.000,.000,.000,.000,.000,5.579,44.318,.000,NO,.000
39,DOVER AFB,FJXT,STRATEGIC,KC-10,2,2,10.000,.000,.000,.000,.000,.000,1.500,20.000,.000,NO,.000
39,THYNA,FUQN,STRATEGIC,B-747P,2,2,1.642,6.000,.000,.000,.000,.000,.000,16.358,.000,NO,.000
39,MATMATA,HNTK,STRATEGIC,C-17,0,2,.000,.000,.000,.000,.000,.000,.000,12.198,.000,NO,.000
39,MATMATA,HNTK,STRATEGIC,KC-10,5,2,.000,12.781,.000,.000,.000,.000,.000,22.826,.000,NO,.000
39,DJERBA,JEAH,STRATEGIC,B-747P,1,1,.000,3.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
39,DJERBA,JEAH,STRATEGIC,C-17,1,0,.000,2.250,.000,.000,.000,.000,.000,2.887,.000,NO,.000
39,LAJES,MQNA,STRATEGIC,C-17,4,5,.000,.000,.000,8.440,.000,.000,.000,32.197,.000,NO,.000
39,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.889,.000,.000,.000,6.069,.000,NO,.000
39,JBLM MCCHORD FLD,PQWY,STRATEGIC,C-17,1,0,.000,.000,2.250,.000,.000,.000,.000,10.215,.000,NO,.000
39,MC GUIRE FLD,PTFL,STRATEGIC,C-17,1,0,.000,.000,.000,2.250,.000,.000,.000,.418,.000,NO,.000
39,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,2,2,.000,.000,.000,3.000,.000,.000,.000,27.000,.000,NO,.000
39,POPE AAF,TMKH,STRATEGIC,B-747P,1,1,4.476,.000,.000,.000,.000,.000,15.749,12.000,.000,NO,.000
39,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,3,3,.000,.000,.000,4.500,.000,.000,.000,44.109,.000,NO,.000
39,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,2,3,.000,.000,.000,3.000,.000,.000,.000,32.911,.000,NO,.000
39,TRAVIS AFB,XDAT,STRATEGIC,B-747P,3,2,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
39,TRAVIS AFB,XDAT,STRATEGIC,KC-10,0,2,.000,.000,1.381,.000,.000,.000,.000,.000,.000,NO,.000
40,BIGGS AAF,BPWZ,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,11.982,.000,NO,.000
40,BIGGS AAF,BPWZ,STRATEGIC,C-17,2,2,4.500,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
40,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
40,JB CHARLESTON,DKFX,STRATEGIC,C-17,2,5,.000,.000,4.500,.000,.000,.000,.000,38.234,.000,NO,.000
40,DOVER AFB,FJXT,STRATEGIC,C-17,3,3,6.750,.000,.000,.000,.000,.000,2.277,35.468,.000,NO,.000
40,DOVER AFB,FJXT,STRATEGIC,KC-10,4,2,20.000,.000,.000,.000,.000,.000,4.048,29.021,.000,NO,.000
40,THYNA,FUQN,STRATEGIC,B-747P,2,2,.000,4.358,.000,.000,.000,.000,.000,19.642,.000,NO,.000
40,MATMATA,HNTK,STRATEGIC,B-747P,1,0,.000,.432,.000,.000,.000,.000,.000,.000,.000,NO,.000
40,MATMATA,HNTK,STRATEGIC,C-17,4,2,.000,8.231,.000,.000,.000,.000,.000,15.749,.000,NO,.000
40,MATMATA,HNTK,STRATEGIC,KC-10,2,5,2.219,6.000,.000,.000,.000,.000,1.362,25.174,.000,NO,.000
40,DJERBA,JEAH,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,9.863,.000,NO,.000
