Airport,AirportName,RampId,RampName,ACType,ACName,MissionType,MissionName,ServiceTime,ParkingMOG,WorkingMOG,HotCargoFlag,ExclusiveFlag
STRL,PALERMO,1,RAMP1,5,KC-10,4,DOWNLOAD,3,4.1666665,4.1666665,1,0
TDHV,CITY OF COLORADO,1,C SPRINGS-PETERSN -TDHV-JAP-PARKING,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
TDHV,CITY OF COLORADO,1,C SPRINGS-PETERSN -TDHV-JAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
TDHV,CITY OF COLORADO,1,C SPRINGS-PETERSN -TDHV-JAP-PARKING,2,C-17,2,UPLOAD,2.25,9,9,1,0
TDHV,CITY OF COLORADO,1,C SPRINGS-PETERSN -TDHV-JAP-PARKING,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
TDHV,CITY OF COLORADO,1,C SPRINGS-PETERSN -TDHV-JAP-PARKING,3,C-5A,2,UPLOAD,3.75,3,3,1,0
TDHV,CITY OF COLORADO,1,C SPRINGS-PETERSN -TDHV-JAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
TDHV,CITY OF COLORADO,1,C SPRINGS-PETERSN -TDHV-JAP-PARKING,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
TDHV,CITY OF COLORADO,1,C SPRINGS-PETERSN -TDHV-JAP-PARKING,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
TMKH,POPE AAF,1,POPE AFB -TMKH-MAP-PARKING,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
TMKH,POPE AAF,1,POPE AFB -TMKH-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
TMKH,POPE AAF,1,POPE AFB -TMKH-MAP-PARKING,2,C-17,2,UPLOAD,2.25,9,9,1,0
TMKH,POPE AAF,1,POPE AFB -TMKH-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
TMKH,POPE AAF,1,POPE AFB -TMKH-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,3,3,1,0
TMKH,POPE AAF,1,POPE AFB -TMKH-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
TMKH,POPE AAF,1,POPE AFB -TMKH-MAP-PARKING,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
TMKH,POPE AAF,1,POPE AFB -TMKH-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
TYFR,RAMSTEIN AB,1,RAMP1,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
TYFR,RAMSTEIN AB,1,RAMP1,1,B-747P,3,ENROUTE,1.5,4.736842,4.736842,1,0
TYFR,RAMSTEIN AB,1,RAMP1,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
TYFR,RAMSTEIN AB,1,RAMP1,2,C-17,2,UPLOAD,2.25,9,9,1,0
TYFR,RAMSTEIN AB,1,RAMP1,2,C-17,3,ENROUTE,2.25,9,9,1,0
TYFR,RAMSTEIN AB,1,RAMP1,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
TYFR,RAMSTEIN AB,1,RAMP1,3,C-5A,2,UPLOAD,3.75,3,3,1,0
TYFR,RAMSTEIN AB,1,RAMP1,3,C-5A,3,ENROUTE,3.25,3,3,1,0
TYFR,RAMSTEIN AB,1,RAMP1,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
TYFR,RAMSTEIN AB,1,RAMP1,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
TYFR,RAMSTEIN AB,1,RAMP1,5,KC-10,3,ENROUTE,1.5,7.4999995,7.4999995,1,0
TYFR,RAMSTEIN AB,1,RAMP1,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
UGZX,RIYADH AB,1,RAMP1,1,B-747P,2,UPLOAD,3,2.1052632,2.1052632,1,0
UGZX,RIYADH AB,1,RAMP1,1,B-747P,4,DOWNLOAD,3,2.1052632,2.1052632,1,0
UGZX,RIYADH AB,1,RAMP1,2,C-17,2,UPLOAD,2.25,4,4,1,0
UGZX,RIYADH AB,1,RAMP1,2,C-17,4,DOWNLOAD,2.25,4,4,1,0
UGZX,RIYADH AB,1,RAMP1,3,C-5A,2,UPLOAD,3.75,1.3333334,1.3333334,1,0
UGZX,RIYADH AB,1,RAMP1,3,C-5A,4,DOWNLOAD,3.25,1.3333334,1.3333334,1,0
UGZX,RIYADH AB,1,RAMP1,5,KC-10,2,UPLOAD,5,3.3333333,3.3333333,1,0
UGZX,RIYADH AB,1,RAMP1,5,KC-10,4,DOWNLOAD,3,3.3333333,3.3333333,1,0
UHGN,ROBERT GRAY AAF,1,ROBERT GRAY AAF -UHGN-MAP-PARKING,1,B-747P,2,UPLOAD,3,2.631579,2.631579,1,0
UHGN,ROBERT GRAY AAF,1,ROBERT GRAY AAF -UHGN-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,2.631579,2.631579,1,0
UHGN,ROBERT GRAY AAF,1,ROBERT GRAY AAF -UHGN-MAP-PARKING,2,C-17,2,UPLOAD,2.25,5,5,1,0
UHGN,ROBERT GRAY AAF,1,ROBERT GRAY AAF -UHGN-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,5,5,1,0
UHGN,ROBERT GRAY AAF,1,ROBERT GRAY AAF -UHGN-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,1.6666666,1.6666666,1,0
UHGN,ROBERT GRAY AAF,1,ROBERT GRAY AAF -UHGN-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,1.6666666,1.6666666,1,0
UHGN,ROBERT GRAY AAF,1,ROBERT GRAY AAF -UHGN-MAP-PARKING,5,KC-10,2,UPLOAD,5,4.1666665,4.1666665,1,0
UHGN,ROBERT GRAY AAF,1,ROBERT GRAY AAF -UHGN-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,4.1666665,4.1666665,1,0
UMXB,ROTA NS,1,RAMP1,1,B-747P,2,UPLOAD,3,2.1052632,2.1052632,1,0
UMXB,ROTA NS,1,RAMP1,1,B-747P,4,DOWNLOAD,3,2.1052632,2.1052632,1,0
UMXB,ROTA NS,1,RAMP1,2,C-17,2,UPLOAD,2.25,4,4,1,0
UMXB,ROTA NS,1,RAMP1,2,C-17,4,DOWNLOAD,2.25,4,4,1,0
UMXB,ROTA NS,1,RAMP1,3,C-5A,2,UPLOAD,3.75,1.3333334,1.3333334,1,0
UMXB,ROTA NS,1,RAMP1,3,C-5A,4,DOWNLOAD,3.25,1.3333334,1.3333334,1,0
UMXB,ROTA NS,1,RAMP1,5,KC-10,2,UPLOAD,5,3.3333333,3.3333333,1,0
UMXB,ROTA NS,1,RAMP1,5,KC-10,4,DOWNLOAD,3,3.3333333,3.3333333,1,0
VDYD,SCOTT AFB MIDAMER,1,SCOTT AFB -VDYD-MAP-PARKING,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
VDYD,SCOTT AFB MIDAMER,1,SCOTT AFB -VDYD-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
VDYD,SCOTT AFB MIDAMER,1,SCOTT AFB -VDYD-MAP-PARKING,2,C-17,2,UPLOAD,2.25,9,9,1,0
VDYD,SCOTT AFB MIDAMER,1,SCOTT AFB -VDYD-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
VDYD,SCOTT AFB MIDAMER,1,SCOTT AFB -VDYD-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,3,3,1,0
VDYD,SCOTT AFB MIDAMER,1,SCOTT AFB -VDYD-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
VDYD,SCOTT AFB MIDAMER,1,SCOTT AFB -VDYD-MAP-PARKING,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
VDYD,SCOTT AFB MIDAMER,1,SCOTT AFB -VDYD-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
VKAG,SEYMOUR JOHNSON A,1,SEYMOUR JOHNSON A -VKAG-MAP-PARKING,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
VKAG,SEYMOUR JOHNSON A,1,SEYMOUR JOHNSON A -VKAG-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
VKAG,SEYMOUR JOHNSON A,1,SEYMOUR JOHNSON A -VKAG-MAP-PARKING,2,C-17,2,UPLOAD,2.25,9,9,1,0
VKAG,SEYMOUR JOHNSON A,1,SEYMOUR JOHNSON A -VKAG-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
VKAG,SEYMOUR JOHNSON A,1,SEYMOUR JOHNSON A -VKAG-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,3,3,1,0
VKAG,SEYMOUR JOHNSON A,1,SEYMOUR JOHNSON A -VKAG-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
VKAG,SEYMOUR JOHNSON A,1,SEYMOUR JOHNSON A -VKAG-MAP-PARKING,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
VKAG,SEYMOUR JOHNSON A,1,SEYMOUR JOHNSON A -VKAG-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
VRJT,SIGONELLA,1,RAMP1,1,B-747P,2,UPLOAD,3,2.1052632,2.1052632,1,0
VRJT,SIGONELLA,1,RAMP1,1,B-747P,4,DOWNLOAD,3,2.1052632,2.1052632,1,0
VRJT,SIGONELLA,1,RAMP1,2,C-17,2,UPLOAD,2.25,4,4,1,0
VRJT,SIGONELLA,1,RAMP1,2,C-17,4,DOWNLOAD,2.25,4,4,1,0
VRJT,SIGONELLA,1,RAMP1,3,C-5A,2,UPLOAD,3.75,1.3333334,1.3333334,1,0
VRJT,SIGONELLA,1,RAMP1,3,C-5A,4,DOWNLOAD,3.25,1.3333334,1.3333334,1,0
VRJT,SIGONELLA,1,RAMP1,5,KC-10,2,UPLOAD,5,3.3333333,3.3333333,1,0
VRJT,SIGONELLA,1,RAMP1,5,KC-10,4,DOWNLOAD,3,3.3333333,3.3333333,1,0
VSMR,PAYA LEBAR,1,RAMP1,1,B-747P,2,UPLOAD,3,1.0526316,1.0526316,1,0
VSMR,PAYA LEBAR,1,RAMP1,1,B-747P,4,DOWNLOAD,3,1.0526316,1.0526316,1,0
VSMR,PAYA LEBAR,1,RAMP1,2,C-17,2,UPLOAD,2.25,2,2,1,0
VSMR,PAYA LEBAR,1,RAMP1,2,C-17,4,DOWNLOAD,2.25,2,2,1,0
VSMR,PAYA LEBAR,1,RAMP1,3,C-5A,2,UPLOAD,3.75,0.6666667,0.6666667,1,0
VSMR,PAYA LEBAR,1,RAMP1,3,C-5A,4,DOWNLOAD,3.25,0.6666667,0.6666667,1,0
VSMR,PAYA LEBAR,1,RAMP1,5,KC-10,2,UPLOAD,5,1.6666666,1.6666666,1,0
VSMR,PAYA LEBAR,1,RAMP1,5,KC-10,4,DOWNLOAD,3,1.6666666,1.6666666,1,0
XDAT,TRAVIS AFB,1,TRAVIS AFB -XDAT-MAP-PARKING,1,B-747P,1,HOME,1.5,189.4737,189.4737,1,0
XDAT,TRAVIS AFB,1,TRAVIS AFB -XDAT-MAP-PARKING,1,B-747P,2,UPLOAD,3,189.4737,189.4737,1,0
XDAT,TRAVIS AFB,1,TRAVIS AFB -XDAT-MAP-PARKING,1,B-747P,3,ENROUTE,1.5,189.4737,189.4737,1,0
XDAT,TRAVIS AFB,1,TRAVIS AFB -XDAT-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,189.4737,189.4737,1,0
XDAT,TRAVIS AFB,1,TRAVIS AFB -XDAT-MAP-PARKING,2,C-17,1,HOME,2.25,360,360,1,0
XDAT,TRAVIS AFB,1,TRAVIS AFB -XDAT-MAP-PARKING,2,C-17,2,UPLOAD,2.25,360,360,1,0
XDAT,TRAVIS AFB,1,TRAVIS AFB -XDAT-MAP-PARKING,2,C-17,3,ENROUTE,2.25,360,360,1,0
XDAT,TRAVIS AFB,1,TRAVIS AFB -XDAT-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,360,360,1,0
XDAT,TRAVIS AFB,1,TRAVIS AFB -XDAT-MAP-PARKING,3,C-5A,1,HOME,3.25,120,120,1,0
XDAT,TRAVIS AFB,1,TRAVIS AFB -XDAT-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,120,120,1,0
XDAT,TRAVIS AFB,1,TRAVIS AFB -XDAT-MAP-PARKING,3,C-5A,3,ENROUTE,3.25,120,120,1,0
XDAT,TRAVIS AFB,1,TRAVIS AFB -XDAT-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,120,120,1,0
XDAT,TRAVIS AFB,1,TRAVIS AFB -XDAT-MAP-PARKING,5,KC-10,1,HOME,1.5,300,300,1,0
XDAT,TRAVIS AFB,1,TRAVIS AFB -XDAT-MAP-PARKING,5,KC-10,2,UPLOAD,5,300,300,1,0
XDAT,TRAVIS AFB,1,TRAVIS AFB -XDAT-MAP-PARKING,5,KC-10,3,ENROUTE,1.5,300,300,1,0
XDAT,TRAVIS AFB,1,TRAVIS AFB -XDAT-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,300,300,1,0
YAQF,VOLK FLD,1,VOLK FIELD -YAQF-MAP-PARKING,1,B-747P,2,UPLOAD,3,2.1052632,2.1052632,1,0
YAQF,VOLK FLD,1,VOLK FIELD -YAQF-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,2.1052632,2.1052632,1,0
YAQF,VOLK FLD,1,VOLK FIELD -YAQF-MAP-PARKING,2,C-17,2,UPLOAD,2.25,4,4,1,0
YAQF,VOLK FLD,1,VOLK FIELD -YAQF-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,4,4,1,0
YAQF,VOLK FLD,1,VOLK FIELD -YAQF-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,1.3333334,1.3333334,1,0
YAQF,VOLK FLD,1,VOLK FIELD -YAQF-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,1.3333334,1.3333334,1,0
YAQF,VOLK FLD,1,VOLK FIELD -YAQF-MAP-PARKING,5,KC-10,2,UPLOAD,5,3.3333333,3.3333333,1,0
YAQF,VOLK FLD,1,VOLK FIELD -YAQF-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,3.3333333,3.3333333,1,0
YWHG,WHITEMAN AFB,1,WHITEMAN AFB -YWHG-MAP-PARKING,1,B-747P,2,UPLOAD,3,4.2105265,4.2105265,1,0
YWHG,WHITEMAN AFB,1,WHITEMAN AFB -YWHG-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.2105265,4.2105265,1,0
YWHG,WHITEMAN AFB,1,WHITEMAN AFB -YWHG-MAP-PARKING,2,C-17,2,UPLOAD,2.25,8,8,1,0
YWHG,WHITEMAN AFB,1,WHITEMAN AFB -YWHG-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,8,8,1,0
YWHG,WHITEMAN AFB,1,WHITEMAN AFB -YWHG-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,2.6666667,2.6666667,1,0
YWHG,WHITEMAN AFB,1,WHITEMAN AFB -YWHG-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,2.6666667,2.6666667,1,0
YWHG,WHITEMAN AFB,1,WHITEMAN AFB -YWHG-MAP-PARKING,5,KC-10,2,UPLOAD,5,6.6666665,6.6666665,1,0
YWHG,WHITEMAN AFB,1,WHITEMAN AFB -YWHG-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,6.6666665,6.6666665,1,0
ZAWN,WILLOW GROVE NAS,1,WILLOW GROVE NAS -ZAWN-MAP-PARKING,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
ZAWN,WILLOW GROVE NAS,1,WILLOW GROVE NAS -ZAWN-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
ZAWN,WILLOW GROVE NAS,1,WILLOW GROVE NAS -ZAWN-MAP-PARKING,2,C-17,2,UPLOAD,2.25,9,9,1,0
ZAWN,WILLOW GROVE NAS,1,WILLOW GROVE NAS -ZAWN-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
ZAWN,WILLOW GROVE NAS,1,WILLOW GROVE NAS -ZAWN-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,3,3,1,0
ZAWN,WILLOW GROVE NAS,1,WILLOW GROVE NAS -ZAWN-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
ZAWN,WILLOW GROVE NAS,1,WILLOW GROVE NAS -ZAWN-MAP-PARKING,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
ZAWN,WILLOW GROVE NAS,1,WILLOW GROVE NAS -ZAWN-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
ZHTV,WRIGHT PATTERSON,1,WRIGHT-PATTERSON -ZHTV-MAP-PARKING,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
ZHTV,WRIGHT PATTERSON,1,WRIGHT-PATTERSON -ZHTV-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
ZHTV,WRIGHT PATTERSON,1,WRIGHT-PATTERSON -ZHTV-MAP-PARKING,2,C-17,2,UPLOAD,2.25,9,9,1,0
ZHTV,WRIGHT PATTERSON,1,WRIGHT-PATTERSON -ZHTV-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
ZHTV,WRIGHT PATTERSON,1,WRIGHT-PATTERSON -ZHTV-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,3,3,1,0
ZHTV,WRIGHT PATTERSON,1,WRIGHT-PATTERSON -ZHTV-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
ZHTV,WRIGHT PATTERSON,1,WRIGHT-PATTERSON -ZHTV-MAP-PARKING,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
ZHTV,WRIGHT PATTERSON,1,WRIGHT-PATTERSON -ZHTV-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
ZNRE,YOKOTA AB,1,RAMP1,1,B-747P,2,UPLOAD,3,2.1052632,2.1052632,1,0
ZNRE,YOKOTA AB,1,RAMP1,1,B-747P,4,DOWNLOAD,3,2.1052632,2.1052632,1,0
ZNRE,YOKOTA AB,1,RAMP1,2,C-17,2,UPLOAD,2.25,4,4,1,0
ZNRE,YOKOTA AB,1,RAMP1,2,C-17,4,DOWNLOAD,2.25,4,4,1,0
ZNRE,YOKOTA AB,1,RAMP1,3,C-5A,2,UPLOAD,3.75,1.3333334,1.3333334,1,0
ZNRE,YOKOTA AB,1,RAMP1,3,C-5A,4,DOWNLOAD,3.25,1.3333334,1.3333334,1,0
ZNRE,YOKOTA AB,1,RAMP1,5,KC-10,2,UPLOAD,5,3.3333333,3.3333333,1,0
ZNRE,YOKOTA AB,1,RAMP1,5,KC-10,4,DOWNLOAD,3,3.3333333,3.3333333,1,0
