RequirementIndex,VehicleType,PolMoved,PaxMoved,BulkOrArea,OversizedOrVolume,OutsizedOrContainers,CargoWeight,StartDate,LoadDate,OffloadDate,MarryUpDate,ClosureDate,Sorties,PoeGeoloc,PodGeoloc,DeploymentDistance,TransshipmentPoint,SeqNum,DeploymentMode,ShipNumber,ShipSpeed,SpoeArrival,SpoeDepart,ConvoyDeparts,ConvoyArrives,ShipAircraftArrives,ShipBerthDay,ConvoyRouteCode,PoeBerthType,PodBerthType,ShipVoyage,LoadRule,VisaMove,ReqId,CommodityType,Service,SplitRlnCode,ParentUnitCode,UnitName,UnitDescription,Tpsn,AircraftName,BrigadeKey,Utc,Uic,ForceModule,NumberOfAircraft,ShipId,TonsDelivered,Origin,Destination,AvailDate,Ead,Lad,Rdd,PrefMode,DeploymentMeans,PaxRequired,CargoRequired,FleetId,TheaterNumber,CommodityName,OriginName,PoeName,PodName,ConvoyRoute,DestinationName,TheaterName,Operation,ActualModeName,ShipName,PoeBerthId,PodBerthId,FleetName,VehicleName,ServiceName,CCC,ElistDest,ElistClosureDate,ForceModules,LoadedDraft,SpoeAvail,Organization,HandoffOrigin,HandoffOriginName,HandoffDate
99510,5,0,0,22,0,0,22,54,54,55,55,55,0,FJXT,HNTK,4051,0,911,0,168,0,0,54,99999,99999,55,99999,-1,1,1,0,0,0,1:0000151,28,0,"","",00000000000,"","","","","","","",0,"",22,TECV,BQWK,51,42,58,58,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT015,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,51
99510,5,0,0,22,0,0,22,54,54,56,56,56,0,FJXT,HNTK,4405,0,912,0,160,0,0,54,99999,99999,56,99999,-1,1,1,8,0,0,1:0000151,28,0,"","",00000000000,"","","","","","","",0,"",22,TECV,BQWK,51,42,58,58,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT007,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,51
99510,2,0,0,15,0,0,15,54,55,56,56,56,0,FJXT,HNTK,5092,0,913,0,97,0,0,55,99999,99999,56,99999,-1,1,1,7,0,0,1:0000151,28,0,"","",00000000000,"","","","","","","",0,"",15,TECV,BQWK,51,42,58,58,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,C17-PQWY004,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,C-17,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,51
99469,7,0,0,4687.5,750,42,375,43,53,62,99999,99999,1,RUAM,VKNP,4097,0,914,0,-1,22,53,54,99999,99999,61,61,-1,0,1,2,20,0,1:0000165,28,0,"","",00000000000,"","","","","","","",0,8902400,375,PVSD,BQWK,44,44,60,60,2,0,0,375,2,1,GEN-RESUPPLY,MECHANICSBURG,NEWPORT,SFAX, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,FRANCES L, ,BG Safaqis cont-1 berth,EUSC,CONT-NSS,SUPPLY      ,JDB,"",0,,14.383738,44,BIR EL ATER,PVSD,MECHANICSBURG,44
99465,5,0,0,22,0,0,22,56,56,57,57,57,0,FJXT,HNTK,4051,0,915,0,166,0,0,56,99999,99999,57,99999,-1,1,1,2,0,0,1:0000166,28,0,"","",00000000000,"","","","","","","",0,"",22,PVSD,BQWK,53,44,60,60,1,0,0,50,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT013,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,53
99465,5,0,0,22,0,0,22,56,56,57,57,57,0,FJXT,HNTK,4051,0,916,0,167,0,0,56,99999,99999,57,99999,-1,1,1,2,0,0,1:0000166,28,0,"","",00000000000,"","","","","","","",0,"",22,PVSD,BQWK,53,44,60,60,1,0,0,0,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT014,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,53
99465,5,0,0,6,0,0,6,56,56,57,57,57,0,FJXT,HNTK,4051,0,917,0,169,0,0,56,99999,99999,57,99999,-1,1,1,0,0,0,1:0000166,28,0,"","",00000000000,"","","","","","","",0,"",6,PVSD,BQWK,53,44,60,60,1,0,0,0,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT016,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,53
99461,5,0,0,16,0,0,16,56,56,57,57,57,0,FJXT,HNTK,4051,0,918,0,169,0,0,56,99999,99999,57,99999,-1,1,1,0,0,0,1:0000167,28,0,"","",00000000000,"","","","","","","",0,"",16,TECV,BQWK,53,44,60,60,1,0,0,75,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT016,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,53
99461,5,0,0,22,0,0,22,56,56,57,57,57,0,FJXT,HNTK,4051,0,919,0,170,0,0,56,99999,99999,57,99999,-1,1,1,0,0,0,1:0000167,28,0,"","",00000000000,"","","","","","","",0,"",22,TECV,BQWK,53,44,60,60,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT017,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,53
99461,5,0,0,22,0,0,22,56,56,58,58,58,0,FJXT,HNTK,6213,0,920,0,171,0,0,56,99999,99999,58,99999,-1,1,1,0,0,0,1:0000167,28,0,"","",00000000000,"","","","","","","",0,"",22,TECV,BQWK,53,44,60,60,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT018,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,53
99461,5,0,0,15,0,0,15,56,56,58,58,58,0,FJXT,HNTK,6213,0,921,0,172,0,0,56,99999,99999,58,99999,-1,1,1,0,0,0,1:0000167,28,0,"","",00000000000,"","","","","","","",0,"",15,TECV,BQWK,53,44,60,60,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT019,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,53
99408,7,0,0,4687.5,750,42,375,45,53,62,99999,99999,1,RUAM,VKNP,4097,0,922,0,-1,22,53,54,99999,99999,62,62,-1,0,1,2,20,0,1:0000185,28,0,"","",00000000000,"","","","","","","",0,8902395,375,PVSD,BQWK,46,46,62,62,2,0,0,375,2,1,GEN-RESUPPLY,MECHANICSBURG,NEWPORT,SFAX, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,EDYTH L, ,BG Safaqis cont-1 berth,EUSC,CONT-NSS,SUPPLY      ,JDB,"",0,,14.383074,46,BIR EL ATER,PVSD,MECHANICSBURG,46
99404,5,0,0,22,0,0,22,58,58,59,59,59,0,FJXT,HNTK,4051,0,923,0,163,0,0,58,99999,99999,59,99999,-1,1,1,6,0,0,1:0000186,28,0,"","",00000000000,"","","","","","","",0,"",22,PVSD,BQWK,55,46,62,62,1,0,0,50,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT010,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,55
99404,5,0,0,22,0,0,22,58,58,59,59,59,0,FJXT,HNTK,4051,0,924,0,164,0,0,58,99999,99999,59,99999,-1,1,1,5,0,0,1:0000186,28,0,"","",00000000000,"","","","","","","",0,"",22,PVSD,BQWK,55,46,62,62,1,0,0,0,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT011,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,55
99404,5,0,0,6,0,0,6,58,58,59,59,59,0,FJXT,HNTK,4051,0,925,0,165,0,0,58,99999,99999,59,99999,-1,1,1,4,0,0,1:0000186,28,0,"","",00000000000,"","","","","","","",0,"",6,PVSD,BQWK,55,46,62,62,1,0,0,0,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT012,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,55
99400,5,0,0,16,0,0,16,58,58,59,59,59,0,FJXT,HNTK,4051,0,926,0,165,0,0,58,99999,99999,59,99999,-1,1,1,4,0,0,1:0000187,28,0,"","",00000000000,"","","","","","","",0,"",16,TECV,BQWK,55,46,62,62,1,0,0,75,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT012,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,55
99400,5,0,0,22,0,0,22,58,58,59,59,59,0,FJXT,HNTK,4051,0,927,0,168,0,0,58,99999,99999,59,99999,-1,1,1,1,0,0,1:0000187,28,0,"","",00000000000,"","","","","","","",0,"",22,TECV,BQWK,55,46,62,62,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT015,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,55
99400,2,0,0,16,0,0,16,58,58,60,60,60,0,FJXT,HNTK,4805,0,928,0,87,0,0,58,99999,99999,60,99999,-1,1,1,4,0,0,1:0000187,28,0,"","",00000000000,"","","","","","","",0,"",16,TECV,BQWK,55,46,62,62,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,C17-DKFX014,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,C-17,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,55
99400,2,0,0,16,0,0,16,58,58,60,60,60,0,FJXT,HNTK,4051,0,929,0,99,0,0,58,99999,99999,60,99999,-1,1,1,1,0,0,1:0000187,28,0,"","",00000000000,"","","","","","","",0,"",16,TECV,BQWK,55,46,62,62,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,C17-PQWY006,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,C-17,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,55
99400,5,0,0,5,0,0,5,59,59,60,60,61,0,FJXT,HNTK,4051,0,930,0,166,0,0,59,99999,99999,60,99999,-1,1,1,3,0,0,1:0000187,28,0,"","",00000000000,"","","","","","","",0,"",5,TECV,BQWK,55,46,62,62,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT013,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,55
99355,7,0,0,4687.5,750,42,375,47,50,60,99999,99999,1,RUAM,VKNP,4097,0,931,0,-1,21,50,51,99999,99999,60,60,-1,0,1,2,20,0,1:0000202,28,0,"","",00000000000,"","","","","","","",0,7026259,375,PVSD,BQWK,48,48,64,64,2,0,0,375,8,1,GEN-RESUPPLY,MECHANICSBURG,NEWPORT,SFAX, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,NUEVO SAN JUAN, ,BG Safaqis cont-1 berth,VISA,CONT-NSS,SUPPLY      ,JDB,"",0,,16.313484,48,BIR EL ATER,PVSD,MECHANICSBURG,48
99351,5,0,0,22,0,0,22,60,60,61,61,61,0,FJXT,HNTK,4051,0,932,0,167,0,0,60,99999,99999,61,99999,-1,1,1,3,0,0,1:0000203,28,0,"","",00000000000,"","","","","","","",0,"",22,PVSD,BQWK,57,48,64,64,1,0,0,50,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT014,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,57
99351,5,0,0,22,0,0,22,60,60,61,61,61,0,FJXT,HNTK,4051,0,933,0,169,0,0,60,99999,99999,61,99999,-1,1,1,1,0,0,1:0000203,28,0,"","",00000000000,"","","","","","","",0,"",22,PVSD,BQWK,57,48,64,64,1,0,0,0,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT016,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,57
99351,5,0,0,6,0,0,6,60,60,61,61,61,0,FJXT,HNTK,4051,0,934,0,170,0,0,60,99999,99999,61,99999,-1,1,1,1,0,0,1:0000203,28,0,"","",00000000000,"","","","","","","",0,"",6,PVSD,BQWK,57,48,64,64,1,0,0,0,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT017,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,57
99347,5,0,0,16,0,0,16,60,60,61,61,61,0,FJXT,HNTK,4051,0,935,0,170,0,0,60,99999,99999,61,99999,-1,1,1,1,0,0,1:0000204,28,0,"","",00000000000,"","","","","","","",0,"",16,TECV,BQWK,57,48,64,64,1,0,0,75,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT017,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,57
99347,5,0,0,22,0,0,22,60,60,61,61,62,0,FJXT,HNTK,4051,0,936,0,171,0,0,60,99999,99999,61,99999,-1,1,1,1,0,0,1:0000204,28,0,"","",00000000000,"","","","","","","",0,"",22,TECV,BQWK,57,48,64,64,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT018,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,57
99347,5,0,0,22,0,0,22,60,60,62,62,62,0,FJXT,HNTK,4405,0,937,0,172,0,0,60,99999,99999,62,99999,-1,1,1,1,0,0,1:0000204,28,0,"","",00000000000,"","","","","","","",0,"",22,TECV,BQWK,57,48,64,64,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT019,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,57
99347,2,0,0,15,0,0,15,60,60,62,62,62,0,FJXT,HNTK,4805,0,938,0,88,0,0,60,99999,99999,62,99999,-1,1,1,5,0,0,1:0000204,28,0,"","",00000000000,"","","","","","","",0,"",15,TECV,BQWK,57,48,64,64,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,C17-DKFX015,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,C-17,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,57
99303,7,0,0,4687.5,750,42,375,49,59,68,99999,99999,1,FQZF,VKNP,4301,0,939,0,-1,22,59,60,99999,99999,68,68,-1,0,1,2,20,0,1:0000219,28,0,"","",00000000000,"","","","","","","",0,7224904,375,PVSD,BQWK,50,50,66,66,2,0,0,375,8,1,GEN-RESUPPLY,MECHANICSBURG,EARLE NWS,SFAX, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,PRESIDENT JEFFERSON, ,BG Safaqis cont-1 berth,VISA,CONT-NSS,SUPPLY      ,JDB,"",0,,19.325804,50,BIR EL ATER,PVSD,MECHANICSBURG,50
99299,5,0,0,22,0,0,22,62,62,63,63,63,0,FJXT,HNTK,4051,0,940,0,164,0,0,62,99999,99999,63,99999,-1,1,1,6,0,0,1:0000220,28,0,"","",00000000000,"","","","","","","",0,"",22,PVSD,BQWK,59,50,66,66,1,0,0,50,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT011,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,59
99299,5,0,0,22,0,0,22,62,62,63,63,63,0,FJXT,HNTK,4051,0,941,0,165,0,0,62,99999,99999,63,99999,-1,1,1,5,0,0,1:0000220,28,0,"","",00000000000,"","","","","","","",0,"",22,PVSD,BQWK,59,50,66,66,1,0,0,0,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT012,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,59
99299,5,0,0,6,0,0,6,62,62,64,64,64,0,FJXT,HNTK,4051,0,942,0,166,0,0,62,99999,99999,64,99999,-1,1,1,4,0,0,1:0000220,28,0,"","",00000000000,"","","","","","","",0,"",6,PVSD,BQWK,59,50,66,66,1,0,0,0,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT013,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,59
99295,5,0,0,16,0,0,16,62,62,64,64,64,0,FJXT,HNTK,4051,0,943,0,166,0,0,62,99999,99999,64,99999,-1,1,1,4,0,0,1:0000221,28,0,"","",00000000000,"","","","","","","",0,"",16,TECV,BQWK,59,50,66,66,1,0,0,75,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT013,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,59
99295,5,0,0,22,0,0,22,62,62,63,63,63,0,FJXT,HNTK,4051,0,944,0,168,0,0,62,99999,99999,63,99999,-1,1,1,2,0,0,1:0000221,28,0,"","",00000000000,"","","","","","","",0,"",22,TECV,BQWK,59,50,66,66,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT015,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,59
99295,5,0,0,22,0,0,22,62,62,63,63,63,0,FJXT,HNTK,4051,0,945,0,173,0,0,62,99999,99999,63,99999,-1,1,1,0,0,0,1:0000221,28,0,"","",00000000000,"","","","","","","",0,"",22,TECV,BQWK,59,50,66,66,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT020,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,59
99295,5,0,0,15,0,0,15,62,62,64,64,64,0,FJXT,HNTK,6213,0,946,0,174,0,0,62,99999,99999,64,99999,-1,1,1,0,0,0,1:0000221,28,0,"","",00000000000,"","","","","","","",0,"",15,TECV,BQWK,59,50,66,66,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT021,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,59
99256,7,0,0,4687.5,750,42,375,51,55,64,99999,99999,1,RUAM,VKNP,4097,0,947,0,-1,22,55,56,99999,99999,64,64,-1,0,1,2,20,0,1:0000234,28,0,"","",00000000000,"","","","","","","",0,7218462,375,PVSD,BQWK,52,52,68,68,2,0,0,375,8,1,GEN-RESUPPLY,MECHANICSBURG,NEWPORT,SFAX, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,SEA-LAND EXPEDITION, ,BG Safaqis cont-1 berth,VISA,CONT-NSS,SUPPLY      ,JDB,"",0,,18.340136,52,BIR EL ATER,PVSD,MECHANICSBURG,52
99252,5,0,0,22,0,0,22,63,63,64,64,65,0,FJXT,HNTK,4051,0,948,0,172,0,0,63,99999,99999,64,99999,-1,1,1,2,0,0,1:0000235,28,0,"","",00000000000,"","","","","","","",0,"",22,PVSD,BQWK,61,52,68,68,1,0,0,50,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT019,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,61
99252,5,0,0,22,0,0,22,63,63,64,64,65,0,FJXT,HNTK,4051,0,949,0,167,0,0,63,99999,99999,64,99999,-1,1,1,4,0,0,1:0000235,28,0,"","",00000000000,"","","","","","","",0,"",22,PVSD,BQWK,61,52,68,68,1,0,0,0,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT014,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,61
99252,5,0,0,6,0,0,6,63,63,64,64,65,0,FJXT,HNTK,4051,0,950,0,169,0,0,63,99999,99999,64,99999,-1,1,1,2,0,0,1:0000235,28,0,"","",00000000000,"","","","","","","",0,"",6,PVSD,BQWK,61,52,68,68,1,0,0,0,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT016,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,61
99248,5,0,0,16,0,0,16,63,63,64,64,65,0,FJXT,HNTK,4051,0,951,0,169,0,0,63,99999,99999,64,99999,-1,1,1,2,0,0,1:0000236,28,0,"","",00000000000,"","","","","","","",0,"",16,TECV,BQWK,61,52,68,68,1,0,0,75,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT016,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,61
99248,5,0,0,22,0,0,22,63,63,65,65,65,0,FJXT,HNTK,4051,0,952,0,170,0,0,63,99999,99999,65,99999,-1,1,1,2,0,0,1:0000236,28,0,"","",00000000000,"","","","","","","",0,"",22,TECV,BQWK,61,52,68,68,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT017,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,61
99248,5,0,0,22,0,0,22,63,63,65,65,65,0,FJXT,HNTK,4051,0,953,0,171,0,0,63,99999,99999,65,99999,-1,1,1,2,0,0,1:0000236,28,0,"","",00000000000,"","","","","","","",0,"",22,TECV,BQWK,61,52,68,68,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT018,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,61
