Name,GeolocCode,LocationType,CountryState,Latitude,Longitude
OAK RIDGE,SEHB,CTY,TENNESSEE,36.033333,-84.2
OAKLAND,SERB,AIN,CALIFORNIA,37.716667,-122.2
OAKLAND,SERH,CTY,CALIFORNIA,37.833332,-122.25
OAKLAND,SERJ,NAV,CALIFORNIA,37.726112,-122.2225
OAKLAND,SERS,NYI,CALIFORNIA,37.816666,-122.333336
OAKLAND SEALAND T,SERU,PRT,CALIFORNIA,37.816666,-122.333336
OAKLAND NAVY,SESW,HSP,CALIFORNIA,37.75,-122.2
OAKLAND ARMY BASE,SETE,AIN,CALIFORNIA,37.816666,-122.3
OCALA,SFHB,CTY,FLORIDA,29.2,-82.15
OCEANA NAS,SFPH,MAP,VIRGINIA,36.822777,-76.031944
OCEANA,SFPM,NAV,VIRGINIA,36.833332,-76.03333
OFFUTT AFB,SGBP,MAP,NEBRASKA,41.119446,-95.90861
OGDEN,SGNV,STG,UTAH,41.233334,-111.98333
OGDEN HINCKLEY,SGPA,CAP,UTAH,41.195557,-112.013054
OGDEN ORD PLANT,SGPN,AIN,UTAH,41.15,-112
OGDEN,SGQM,CTY,UTAH,41.233334,-111.98333
SHERMAN AAF,SHA5,MAP,KANSAS,39.368332,-94.91472
SHARPE AAF,SHAR,MAP,CALIFORNIA,37.836666,-121.27333
OKLAHOMA CITY,SHCZ,AFS,OKLAHOMA,35.416668,-97.38333
OKLAHOMA CITY 02,SHDD,FHG,OKLAHOMA,35.466667,-97.51667
OKLAHOMA CITY,SHDT,CTY,OKLAHOMA,35.466667,-97.53333
OKLAHOMA CITY,SHDV,NYI,OKLAHOMA,35.404167,-97.37778
OKMULGEE,SHFM,CTY,OKLAHOMA,35.6,-95.96667
OLATHE,SHMZ,CTY,KANSAS,38.88139,-94.818886
HARRISBURG INTL,SHYQ,JAP,PENNSYLVANIA,40.193054,-76.7625
OMAHA,SJRF,COM,NEBRASKA,41.25,-96
OMAHA,SJRM,CTY,NEBRASKA,41.25,-96
ONALASKA,SJZQ,CTY,WISCONSIN,43.883335,-91.21917
ONSLOW BAY,SKHU,ADM,NORTH CAROLINA,34.483334,-77.23333
ONTARIO INTL,SKKA,JAP,CALIFORNIA,34.05611,-117.60111
OPELIKA,SKNU,AIN,ALABAMA,32.633335,-85.416664
ORANGE,SKXJ,COM,CONNECTICUT,41.933334,-72.683334
ORANGEBURG,SLFU,CTY,NEW YORK,41.05,-73.95
ORLANDO,SLWA,CTY,FLORIDA,28.516666,-81.36667
ORLANDO,SLWB,TNG,FLORIDA,28.55,-81.35
OSAKA,SMXS,PRT,JAPAN,34.6475,135.4289
OSAN AB,SMYU,MAP,"KOREA, REP OF",37.090557,127.029724
OSHKOSH,SNKA,CTY,WISCONSIN,44,-90.5
CAPE COD CGAS,SPBN,MAP,MASSACHUSETTS,41.65917,-70.52278
PAINE,STDF,AGS,WASHINGTON,47.908333,-122.28139
PALEHUA,STQT,CTY,HAWAII,21.4,-158.1
PALERMO,STRL,CAP,ITALY,38.175835,13.091111
PALERMO,STRM,PRT,ITALY,38.12611,13.368889
PALM BEACH INTL,STXG,IAP,FLORIDA,26.683056,-80.09556
PALM BEACH,STYW,PRT,FLORIDA,26.7,-80.03333
PANAMA CITY,SVCN,PRT,PANAMA,8.95,-79.53333
PANAMA CITY,SVDZ,CTY,FLORIDA,30.166666,-85.666664
PAPAGO,SVNY,AIN,ARIZONA,33.435276,-112.01195
PARIS,SWBM,CTY,TEXAS,33.65,-95.55
PARKERSBURG,SWHZ,CTY,WEST VIRGINIA,39.266666,-81.53333
PARMA,SWMT,CTY,OHIO,41.25,-81.78333
PASADENA,SWUM,CTY,CALIFORNIA,34.15,-118.166664
PASCAGOULA,SWYM,CTY,MISSISSIPPI,30.35,-88.53333
PASCO,SWZZ,CTY,WASHINGTON,46.25,-119.11667
PATRICK AFB,SXHT,MAP,FLORIDA,28.235,-80.61
PATUXENT RIVER NA,SYCM,MAP,MARYLAND,38.28639,-76.41
PEARL CITY,SYYT,CTY,HAWAII,21.4,-157.96666
PEARL HARBOR SHYD,SYZB,NYI,HAWAII,21.383333,-157.95
PEARL HARBOR  NST,SYZJ,NYI,HAWAII,21.366667,-158
JBPH-H PEARL HARB,SYZN,NBA,HAWAII,21.366667,-158
PEARL HARBOR  NSC,SYZP,NYI,HAWAII,21.316668,-158
PEARL HARBOR NAD,SYZZ,PRT,HAWAII,21.333334,-157.96666
PORTSMOUTH INTL A,SZDT,MAP,NEW HAMPSHIRE,43.078056,-70.82333
CALVERTON EXECUTI,SZTN,MAP,NEW YORK,40.915,-72.79195
PENSACOLA NAVY,TABN,HSP,FLORIDA,30.423334,-87.21833
PENSACOLA,TAXT,CTY,FLORIDA,30.416666,-87.2
PENSACOLA NAS CHE,TAXU,ANX,FLORIDA,30.352777,-87.26806
PENSACOLA,TAXW,PRT,FLORIDA,30.4,-87.21667
PENTAGON,TAYZ,ADM,VIRGINIA,38.866665,-77.05
PEORIA,TBBT,CTY,ILLINOIS,40.683334,-89.61667
PERRINE,TCEF,CTY,FLORIDA,25.6,-80.35
PERRYSBURG,TCKF,CTY,OHIO,41.55,-83.65
PETERBOROUGH,TDEE,CTY,NEW HAMPSHIRE,42.883335,-71.95
PETERSBURG,TDHU,CTY,VIRGINIA,37.2,-77.4
CITY OF COLORADO,TDHV,JAP,COLORADO,38.805832,-104.700836
PETERSON AFB,TDKA,ABS,COLORADO,38.816666,-104.7
PETERSON,TDKF,CTY,IOWA,42.918056,-95.34361
PETERSON,TDKP,AIN,IOWA,42.916668,-95.35
PHILADELPHIA 04,TDWK,CTY,PENNSYLVANIA,40,-75.166664
PHILADELPHIA,TDXA,CTY,PENNSYLVANIA,39.933334,-75.166664
PHILADELPHIA INTL,TDXG,IAP,PENNSYLVANIA,39.872223,-75.24084
PHILADELPHIA,TDXQ,NYI,PENNSYLVANIA,40.016666,-75.083336
PHILADELPHIA DPSC,TDXT,ADM,PENNSYLVANIA,39.899723,-75.23333
PHILADELPHIA NAV,TEBQ,HSP,PENNSYLVANIA,39.916668,-75.083336
DMA DPO PHILADEL,TECV,DEP,PENNSYLVANIA,40.0625,-75.92778
PHOENIX,TEWJ,CTY,ARIZONA,33.5,-112.05
PICO RIVERA,TFHD,CTY,CALIFORNIA,33.833332,-118.083336
PIERRE RGNL,TFMT,CAP,SOUTH DAKOTA,44.38278,-100.28611
PINE BLUFF,TGAQ,CTY,ARKANSAS,34.183334,-92
PINE BLUFF ARSNL,TGAW,AIN,ARKANSAS,34.316666,-92.083336
PARAIEVS,TGWS,PRT,GREECE,37.933334,23.633333
PITTSBURGH,THGC,CTY,PENNSYLVANIA,40.283333,-80.01667
PITTSFIELD,THJC,CTY,MASSACHUSETTS,42.45,-73.25
PLAINVILLE,THSW,CTY,CONNECTICUT,41.674446,-72.85861
PLAQUEMINE,THVB,CTY,LOUISIANA,30.283333,-91.23333
PLATTSBURGH INTL,THWA,MAP,NEW YORK,44.650833,-73.468056
PLATTSBURGH,THXR,CTY,NEW YORK,44.7,-73.45
POCAHONTAS,TJYZ,CTY,IOWA,42.735554,-94.66889
POHANG,TKDW,PRT,"KOREA, REP OF",36.05,129.36667
POINT LOMA,TKVP,MSL,CALIFORNIA,32.716667,-117.25
POINT MUGU NAS,TKXA,MAP,CALIFORNIA,34.120277,-119.120834
POINT MUGU,TKXB,NYI,CALIFORNIA,34.116665,-119.11667
POINT PLEASANT,TLAC,CTY,WEST VIRGINIA,38.833332,-82.13333
POMONA,TLSH,CTY,CALIFORNIA,34.05,-117.75
POPE AAF,TMKH,MAP,NORTH CAROLINA,35.170834,-79.01444
POPE,TMKL,COM,NORTH CAROLINA,35.166668,-79.01667
POPLAR BLUFF,TMYB,CTY,MISSOURI,36.266666,-90.416664
PORT CLINTON,TNQV,CTY,OHIO,41.5,-82.95
PORT EVERGLADES,TNVX,PRT,FLORIDA,26.1,-80.11667
PORT HUENEME,TNZP,CTY,CALIFORNIA,34.216667,-119.083336
PORT HUENEME  CBC,TNZQ,STG,CALIFORNIA,34.15,-119.21667
PORT HUENEME,TNZV,NYI,CALIFORNIA,34.15,-119.21667
PORT HUENEME NCBC,TNZY,PRT,CALIFORNIA,34.15,-119.2
NEFTA,TPAL,IAP,TUNISIA,33.939724,8.101111
TOPEKA,TPAR,STG,KANSAS,39.04028,-95.67667
PORT SAID,TPPR,PRT,EGYPT,31.25,32.3
PORT KELANG,TPRW,PRT,MALAYSIA,3.0166667,101.35
PORT TAMPA,TPRZ,PRT,FLORIDA,27.85,-82.5
PORT TOWNSEND,TPSL,PRT,WASHINGTON,48.116665,-122.75
PORTLAND,TQGJ,CTY,MAINE,43.666668,-70.25
PORTLAND ANG,TQJF,ANX,OREGON,45.5,-122.61667
PORTLAND,TQJG,RTC,OREGON,45.583332,-122.6
PORTLAND,TQJX,CTY,OREGON,45.5,-122.61667
PORTLAND INTL,TQKD,JAP,OREGON,45.58861,-122.59695
PORTLAND,TQKG,PRT,OREGON,45.583332,-122.6
PORTO FARINA,TQPB,PRT,TUNISIA,37.166668,10.183333
PORTSMOUTH,TQQL,CTY,MAINE,43.076946,-70.71333
PORTSMOUTH,TQRU,PRT,NEW HAMPSHIRE,43.083332,-70.75
PORTSMOUTH NAVY,TQTV,HSP,VIRGINIA,36.831665,-76.30167
PORTSMOUTH,TQUD,CTY,VIRGINIA,36.783333,-76.333336
PORTSMOUTH,TQUH,PRT,VIRGINIA,36.816666,-76.3
PORTSMOUTH,TQUK,NYI,VIRGINIA,36.816666,-76.3
TRIPLER,TRAH,HSP,HAWAII,21.366667,-157.88333
PRAIA DE VITORIA,TRZP,PRT,PORTUGAL,38.716667,-27.05
PRAIRIE DU CHIEN,TSDG,AIN,WISCONSIN,43.050835,-91.13556
PRATTVILLE,TSKU,CTY,ALABAMA,32.45,-86.46667
PRESIDIO OF SFRAN,TSRD,AIN,CALIFORNIA,37.8,-122.451385
PROVIDENCE,TTWX,CTY,RHODE ISLAND,41.833332,-71.416664
PROVIDENCE,TTWZ,PRT,RHODE ISLAND,41.816666,-71.4
PUGET SOUND,TUJL,NYI,WASHINGTON,47.15,-122.48333
PUERTO RICO OPARE,TUMM,OPA,CARIBBEAN SEA,18.5,-65
PUSAN MILITARY TE,TVJD,PRT,"KOREA, REP OF",35.083332,129.08223
MINA QABOOS,TVXA,PRT,OMAN,23.616667,58.55
QUANTICO BASE  CA,TVYC,STG,VIRGINIA,38.5,-77.3
QUANTICO,TVYX,CTY,VIRGINIA,38.5,-77.3
QUANTICO,TVYY,MGI,VIRGINIA,38.5,-77.3
TWENTYNINE PALMS,TWAC,MAP,CALIFORNIA,34.296112,-116.162224
QUINCY,TWEG,CTY,MASSACHUSETTS,42.25,-71.01667
QUINCY,TWEH,NYI,MASSACHUSETTS,42.25,-71.01667
QUONSET STATE,TWLR,JAP,RHODE ISLAND,41.59722,-71.412224
RADFORD ARSENAL,TWUT,AIN,VIRGINIA,37.1,-80.65
RAEFORD,TWVH,CTY,NORTH CAROLINA,34.983334,-79.23333
RAINELLE,TWWH,AIN,WEST VIRGINIA,37.916668,-80.816666
RALEIGH,TWZR,CTY,NORTH CAROLINA,35.75,-78.65
RALEIGH DURHAM IN,TXCE,JAP,NORTH CAROLINA,35.877777,-78.7875
RAMSTEIN AB,TYFR,MAP,GERMANY,49.43611,7.606389
JBSA RANDOLPH AFB,TYMX,MAP,TEXAS,29.528889,-98.27805
RAPID CITY,TZHY,CTY,SOUTH DAKOTA,44.1,-103.23333
RAS AL MISHAB,TZL4,PRT,SAUDI ARABIA,28.1,48.633335
RAVENNA AMMO PLNT,TZRL,AIN,OHIO,41.55,-81.083336
SALALAH MINA RAYS,TZYR,PRT,OMAN,16.933332,54
READING,UABS,CTY,PENNSYLVANIA,40.333332,-75.916664
READING RGNL CARL,UABY,CAP,PENNSYLVANIA,40.378613,-75.96528
RED BANK,UAKE,CTY,NEW JERSEY,40.083332,-74.35
RED RIVER DEPOT,UAUU,AMO,TEXAS,33.416668,-94.26667
RED RIVER DEPOT,UAUW,AIN,TEXAS,33.416668,-94.26667
REDSTONE AAF,UBHP,MAP,ALABAMA,34.67861,-86.68472
REDSTONE ARSENAL,UBHS,AIN,ALABAMA,34.616665,-86.666664
REESE AIRPARK,UBNS,APT,TEXAS,33.59028,-102.03667
REISTERSTOWN,UCMH,CTY,MARYLAND,39.469444,-76.82972
RENO,UCTE,CTY,NEVADA,39.533333,-119.8
RENO TAHOE INTL,UCTL,JAP,NEVADA,39.49917,-119.76806
KANSAS CITY SOUTH,UEBL,CAP,MISSOURI,38.850834,-94.558334
RICHARDS GEBAUR,UEBP,RTC,MISSOURI,38.833332,-94.55
RICHMOND,UEND,PRT,CALIFORNIA,37.916668,-122.36667
RICHMOND,UEXL,CTY,VIRGINIA,37.566666,-77.433334
RICHMOND,UEXP,STG,VIRGINIA,37.566666,-77.45
RICHMOND QM DEPOT,UFCS,AIN,VIRGINIA,37.416668,-77.433334
RICHMOND DEF SUP,UFCV,ADM,VIRGINIA,37.416668,-77.433334
RICHMOND,UFD1,DEP,VIRGINIA,37.419724,-77.45111
RILEY,UFSC,CTY,KANSAS,39.29889,-96.83056
RAY S MILLER AAF,UGCF,MAP,MINNESOTA,46.09111,-94.36056
RIPLEY,UGCS,CTY,TENNESSEE,35.75,-89.55
RIYADH AB,UGZX,MAP,SAUDI ARABIA,24.712778,46.725555
ROANOKE,UHBY,CTY,VIRGINIA,37.283333,-79.95
ROANOKE REGIONAL,UHCE,CAP,VIRGINIA,37.325554,-79.975555
ROBERT GRAY AAF,UHGN,JAP,TEXAS,31.067223,-97.82889
ROBINS AFB,UHHZ,MAP,GEORGIA,32.640278,-83.59194
ROBINS,UHJK,STG,GEORGIA,32.633335,-83.6
ROCHESTER,UJBZ,PRT,NEW YORK,43.166668,-77.61667
ROCK ISLAND ARS,UJHQ,AIN,ILLINOIS,41.535557,-90.568886
ROCK ISLAND,UJJA,STG,ILLINOIS,41.466667,-90.13333
ROCK ISLAND,UJJB,CTY,ILLINOIS,41.5,-90.583336
ROCK SPRINGS,UJKH,CTY,WYOMING,41.583332,-109.21667
ROCKVILLE,UKAP,CTY,MARYLAND,39.1,-77.166664
ROCKY MOUNT,UKDP,CTY,NORTH CAROLINA,35.933334,-77.8
ROLLA,UKUV,CTY,MISSOURI,37.933334,-91.916664
ROME,ULAB,CTY,GEORGIA,34.016666,-85.03333
ROMNEY,ULFR,CTY,WEST VIRGINIA,39.35,-78.73333
RONKONKOMA,ULKB,CTY,NEW YORK,40.816666,-73.11667
JOSE APONTE DE LA,ULLT,MAP,PUERTO RICO,18.245277,-65.64333
ROSECRANS MEM,ULYB,JAP,MISSOURI,39.771946,-94.90972
ROSEMONT,UMEL,CTY,ILLINOIS,41.995277,-87.884445
ROSEVILLE,UMHK,CTY,CALIFORNIA,38.766666,-121.28333
ROSEVILLE,UMHZ,CTY,MINNESOTA,45.0175,-93.1525
ROSLYN,UMLH,AGS,NEW YORK,40.8,-73.63333
ROSWELL,UMVV,CTY,NEW MEXICO,33.383335,-104.51667
ROTA,UMXA,PRT,SPAIN,36.64639,-6.349167
ROTA NS,UMXB,MAP,SPAIN,36.64528,-6.3494444
ROTTERDAM,UNAP,PRT,NETHERLANDS,51.883335,4.45
ROWLEY,UNFA,RPA,MASSACHUSETTS,42.716667,-70.879166
UNKN TUNISIA,UNQU,RPA,TUNISIA,36,10
RUSSELL GARDENS,UNUW,CTY,NEW YORK,40.783333,-73.71667
RUSTON,UPBB,CTY,LOUISIANA,32.533333,-92.61667
SACRAMENTO DEPOT,UPWJ,AIN,CALIFORNIA,38.583332,-121.48333
SACRAMENTO,UPWV,CTY,CALIFORNIA,38.5,-121.5
SAGINAW,UQJP,CTY,MICHIGAN,44,-83.5
SALEM,URPB,CTY,OREGON,44.933334,-123.01667
SALINA,URTH,CTY,KANSAS,38.84028,-97.611115
SALISBURY,URWP,CTY,MARYLAND,38.35,-75.61667
SALT LAKE CITY,USDV,CTY,UTAH,40.75,-111.85
SALT LAKE CITY IN,USEB,JAP,UTAH,40.788334,-111.977776
SALUDA,USGB,CTY,SOUTH CAROLINA,34,-81.8
SAN ANTONIO,USQL,CTY,TEXAS,29.466667,-98.51667
SAN ANTONIO INTL,USQP,CAP,TEXAS,29.53389,-98.46917
SAN ANTONIO,USQX,RRL,TEXAS,29.418888,-98.48361
SAN BERNARDINO,USTE,CTY,CALIFORNIA,34.116665,-117.316666
SAN BERNARDINO,USTK,STG,CALIFORNIA,34.116665,-117.3
SAN BRUNO,USUJ,CTY,CALIFORNIA,37.616665,-122.4
SAN BRUNO,USUL,RTC,CALIFORNIA,37.616665,-122.4
SAN CLEMENTE,USXL,CTY,CALIFORNIA,33.433334,-117.61667
SAN DIEGO,USZD,COM,CALIFORNIA,32.716667,-117.083336
SAN DIEGO,USZE,CTY,CALIFORNIA,32.683334,-117.13333
SAN DIEGO,USZF,MGI,CALIFORNIA,32.683334,-117.13333
SAN DIEGO,USZV,NYI,CALIFORNIA,32.75,-117.166664
SAN DIEGO,UTAC,PRT,CALIFORNIA,32.75,-117.166664
SAN DIEGO NAVY,UTAD,DEP,CALIFORNIA,32.75,-117.166664
SAN DIEGO FLETRAC,UTAR,TNG,CALIFORNIA,32.733334,-117.21667
SAN DIEGO  NSC,UTAV,STG,CALIFORNIA,32.75,-117.166664
SAN DIEGO GEN DY,UTBL,ADM,CALIFORNIA,32.733334,-117.166664
SAN DIEGO NAVSTA,UTBR,NYI,CALIFORNIA,32.716667,-117.183334
SAN DIEGO NAVSUB,UTBS,NYI,CALIFORNIA,32.7,-117.2
SAN DIEGO NAVAL,UTCS,HSP,CALIFORNIA,32.7,-117.2
SAN FRANCISCO,UTKS,CTY,CALIFORNIA,37.8,-122.416664
SAN FRANCISCO INT,UTKY,IAP,CALIFORNIA,37.61889,-122.375
SAN FRANCISCO,UTLN,NYI,CALIFORNIA,37.75,-122.36667
SAN FRANCISCO,UTLS,PRT,CALIFORNIA,37.783333,-122.38333
SAN FRANCISCO,UTLY,ADM,CALIFORNIA,37.816666,-122.416664
SAN JOSE,UTRY,CTY,CALIFORNIA,37.266666,-121.916664
NORMAN Y MINETA S,UTSE,CAP,CALIFORNIA,37.362778,-121.92917
SAN JOSE,UTUL,ADM,CALIFORNIA,37.333332,-121.916664
SAN JUAN,UTVT,PRT,PUERTO RICO,18.516666,-67.15
SAN LUIS OBISPO,UTZU,AIN,CALIFORNIA,35.266666,-120.666664
SAN PEDRO,UULA,PRT,ARGENTINA,-33.683334,-59.633335
SAN PEDRO,UULB,PRT,IVORY COAST,4.733333,-6.616667
SAN PEDRO,UULX,PRT,CALIFORNIA,33.75,-118.25
SAN RAFAEL,UUPL,CTY,CALIFORNIA,37.95,-122.5
SANTA ANA,UWCY,CTY,CALIFORNIA,33.7,-117.85
COSTA MESA,UWDE,AGS,CALIFORNIA,33.65,-117.933334
TUSTIN MCAF,UWDG,MAP,CALIFORNIA,33.706112,-117.827225
SANTA BARBARA,UWES,CTY,CALIFORNIA,34.416668,-119.65
SANTA CLARA,UWGE,CTY,CALIFORNIA,37.35,-121.96667
SANTA FE,UWLL,CTY,NEW MEXICO,35.683334,-105.95
SASEBO,UYQR,PRT,JAPAN,33.166668,129.71666
SAULT ST MARIE,UZLZ,CTY,MICHIGAN,46.483334,-84.333336
SAVANNA DEPOT,UZVD,AIN,ILLINOIS,42.1,-90.11667
SAVANNAH,UZXF,CTY,GEORGIA,32.066666,-81.11667
SAVANNAH,UZXJ,PRT,GEORGIA,32.083332,-81.11667
SAVANNAH,UZXM,AGS,GEORGIA,32.066666,-81.11667
HUNTER 02,UZYJ,AGS,GEORGIA,32.127224,-81.19945
SCHENECTADY CO,VBDZ,JAP,NEW YORK,42.8525,-73.92861
SCHOFIELD BRKS,VCHR,AIN,HAWAII,21.483334,-158.08333
SCOTT AFB MIDAMER,VDYD,JAP,ILLINOIS,38.545277,-89.83528
SEAL BEACH    NWS,VFHU,AMO,CALIFORNIA,33.75,-118.15
SEAL BEACH,VFHY,NYI,CALIFORNIA,33.716667,-118.083336
SEAL BEACH NWS,VFHZ,PRT,CALIFORNIA,33.65,-118.183334
SEATTLE,VFTA,ADM,WASHINGTON,47.65,-122.333336
SEATTLE,VFTE,CTY,WASHINGTON,47.6,-122.316666
SEATTLE AIR NAT G,VFUL,AGS,WASHINGTON,47.65,-122.333336
SEATTLE,VFVD,NYI,WASHINGTON,47.666668,-122.25
SEATTLE,VFVN,PRT,WASHINGTON,47.6,-122.333336
SEATTLE NAVY PRT,VFXM,NYI,WASHINGTON,47.583332,-122.333336
SEATTLE TACOMA IN,VFZM,IAP,WASHINGTON,47.45,-122.31167
MUSCAT INTL,VGHV,JAP,OMAN,23.593056,58.284443
SELFRIDGE ANGB,VGLZ,MAP,MICHIGAN,42.613888,-82.836945
SENECA ARMY DEPOT,VHAV,AIN,NEW YORK,42.883335,-76.76667
SENECA ARMY DEPOT,VHAW,AMO,NEW YORK,42.883335,-76.76667
SEPULVEDA,VHRJ,AGS,CALIFORNIA,34.166668,-118.46667
SEYMOUR JOHNSON A,VKAG,MAP,NORTH CAROLINA,35.339443,-77.960556
SFAX,VKNG,CTY,TUNISIA,34.75,10.716666
SFAX,VKNP,PRT,TUNISIA,34.733334,10.766666
SHAFTER,VKSB,ANX,CALIFORNIA,35.5,-119.26667
SHARPE ARMY DEPOT,VLLM,AIN,CALIFORNIA,37.833332,-121.26667
SHAW AFB,VLSB,MAP,SOUTH CAROLINA,33.97278,-80.47056
SHEFFIELD,VMLV,CTY,ALABAMA,34.75,-87.5
SHEPPARD AFB WICH,VNVP,JAP,TEXAS,33.988888,-98.49194
SHIMIZU,VPRF,PRT,JAPAN,35.004166,138.49945
SHREVEPORT,VQHP,RTC,LOUISIANA,32.5,-93.76667
SHREVEPORT,VQHV,CTY,LOUISIANA,32.416668,-93.73333
SIERRA DEPOT,VRES,AIN,CALIFORNIA,40.133335,-120.11667
SIGONELLA,VRJT,IAP,ITALY,37.40167,14.922222
SILVER CITY,VRVB,CTY,NEW MEXICO,32.766666,-108.316666
SIMMONS AAF,VSFP,MAP,NORTH CAROLINA,35.131943,-78.93611
PAYA LEBAR,VSMR,IAP,SINGAPORE,1.3605555,103.90945
SINGAPORE,VSNF,PRT,SINGAPORE,1.35,103.916664
SIOUX CITY,VSRP,CTY,IOWA,42.5,-96.4
SIOUX GATEWAY COL,VSSB,JAP,IOWA,42.4025,-96.384445
SIOUX FALLS,VSTN,NYI,SOUTH DAKOTA,43.416668,-96.73333
SIOUX FALLS,VSTP,CTY,SOUTH DAKOTA,43.566666,-96.7
PHOENIX SKY HARBO,VTNB,JAP,ARIZONA,33.434166,-112.011665
SMYRNA,VUGV,CTY,TENNESSEE,36.016666,-86.51667
SNELLING,VUKL,AFS,MINNESOTA,44.883335,-93.2
SO BEND,VURP,CTY,INDIANA,41.683334,-86.25
SO NORFOLK,VVMD,CTY,VIRGINIA,36.933334,-76.28333
SO PORTLAND,VVRK,AGS,MAINE,43.683334,-70.3
S ST PAUL,VVYR,CTY,MINNESOTA,44.983334,-93.13333
ST LOUIS,VVYX,STG,MISSOURI,38.55,-89.933334
SO WEYMOUTH,VWCR,NYI,MASSACHUSETTS,42.133335,-70.933334
SOESTERBERG,VWLB,MAP,NETHERLANDS,52.127224,5.276111
SOMERVILLE,VXBD,CTY,MASSACHUSETTS,42.4,-71.11667
SOUTH WEYMOUTH NA,VXTM,MAP,MASSACHUSETTS,42.148613,-70.93972
S WEYMOUTH,VXTN,STG,MASSACHUSETTS,42.133335,-70.933334
SOUSSE,VXTS,CTY,TUNISIA,35.833332,10.633333
SOUSSE,VXTY,PRT,TUNISIA,35.833332,10.633333
S CHICAGO HTS,VXWQ,CTY,ILLINOIS,41.480835,-87.63778
SOUTHFIELD,VXXK,CTY,MICHIGAN,42.466667,-83.26667
HOUSTON GULF,VYFJ,APT,TEXAS,29.508333,-95.05139
SPANGDAHLEM AB,VYHK,MAP,GERMANY,49.976665,6.6986113
SPARTA,VYNX,CTY,WISCONSIN,43.95,-90.8
SPARTANBURG,VYRR,CTY,SOUTH CAROLINA,34.933334,-81.95
SPEARFISH,VYTD,CTY,SOUTH DAKOTA,44.5,-103.88333
SPIRIT OF ST LOUI,VZAS,CAP,MISSOURI,38.662224,-90.65195
SPOKANE ANG,VZBT,ANX,WASHINGTON,47.616665,-117.537224
SPOKANE,VZCD,CTY,WASHINGTON,47.666668,-117.416664
SPOKANE INTL,VZCR,JAP,WASHINGTON,47.619167,-117.53528
SPOKANE,VZDE,ADM,WASHINGTON,47.635277,-117.65
SPRINGER,VZQN,CTY,NEW MEXICO,36.35,-104.61667
SPRINGFIELD,VZUR,CTY,ILLINOIS,39.833332,-89.666664
SPRINGFIELD ARMRY,VZWF,CTY,MASSACHUSETTS,42.1,-72.566666
SPRINGFIELD BRANS,VZXY,CAP,MISSOURI,37.245556,-93.38861
SPRINGFIELD,VZYD,CTY,MISSOURI,37.183334,-93.316666
SPRINGFIELD BECKL,WAAR,JAP,OHIO,39.84028,-83.84028
WAUKEGAN RGNL,WAAZ,CAP,ILLINOIS,42.422222,-87.867775
SPRINGFIELD,WADJ,CTY,MICHIGAN,42.3,-85.25
ST AUGUSTINE,WAZX,CTY,FLORIDA,29.866667,-81.333336
ST JOSEPH,WCJX,CTY,MISSOURI,39.75,-94.85
ST LOUIS,WCNN,CTY,MICHIGAN,43.416668,-84.6
ST LOUIS,WCPR,CTY,MISSOURI,38.666668,-90.25
STLOUIS A T A S F,WCPS,AIN,MISSOURI,38.65,-90.26667
ST MATTHEWS,WCXE,CTY,SOUTH CAROLINA,33.683334,-80.76667
ST PAUL,WDEY,CTY,MINNESOTA,44.95,-93.083336
LOUISVILLE INTL S,WEAS,JAP,KENTUCKY,38.174168,-85.73639
STANTON,WEPE,CTY,CALIFORNIA,33.816666,-118
STAPLETON INTL,WERS,IAP,COLORADO,39.765278,-104.87945
STATE COLLEGE,WFGE,AGS,PENNSYLVANIA,40.783333,-77.86667
WAHIAWA,WFKY,COM,HAWAII,21.519444,-158.00583
WHIDBEY ISLAND,WHAF,HSP,WASHINGTON,48.288334,-123.632774
WHIDBEY ISL NAS,WHAH,NYI,WASHINGTON,48.35,-122.65417
STEWART INTL,WHAY,JAP,NEW YORK,41.504166,-74.10472
WITHAM FLD,WJAE,CAP,FLORIDA,27.181667,-80.22139
STOCKTON,WJAP,CTY,CALIFORNIA,37.933334,-121.3
STRATFORD,WJUP,CTY,CONNECTICUT,41.184444,-73.13361
STUTTGART,WKJP,CTY,ARKANSAS,34.5,-91.53333
FRANCIS S GABRESK,WKVB,JAP,NEW YORK,40.843613,-72.63167
SUMTER,WMDB,CTY,SOUTH CAROLINA,33.9,-80.36667
SOUTHPORT MILITAR,WMPT,PRT,NORTH CAROLINA,33.983334,-77.933334
SUNNYVALE,WMSA,AIN,CALIFORNIA,37.366665,-122.03333
SUPERIOR,WMWC,CTY,WISCONSIN,46.716667,-92.083336
SUSAH,WMY2,PRT,TUNISIA,35.816666,10.633333
SUSQUEHANNA OD DP,WMYX,AIN,PENNSYLVANIA,41.95,-75.6
SYDNEY,WPAU,PRT,AUSTRALIA,-33.966667,151.2
SYRACUSE,WPJC,CTY,NEW YORK,43.05,-76.166664
TABARQA,WPKY,CTY,TUNISIA,36.966667,8.766666
TABARQAH,WPKZ,PRT,TUNISIA,36.95,8.75
TACOMA,WPVJ,CTY,WASHINGTON,47.25,-122.5
TACOMA,WPVT,PRT,WASHINGTON,47.266666,-122.5
TAKORADI,WQZM,PRT,GHANA,4.883333,-1.75
TALLAHASSEE,WRDQ,CTY,FLORIDA,30.433332,-84.3
TAMPA INTL,WRLK,CAP,FLORIDA,27.975555,-82.53333
