LocationName,LocationGeoloc,Organization,SupplyType,SupplyName,CargoItem,Day,TotalRequirement,ConsumptionDemand,AircraftFuelDemand,OtherDemand,TotalConsumptionDemand,LocalStockage,TheaterStockage,TotalStockage,SafetyLevel,OnHand,NetInventory,InventoryChange,Production,AirDeliveries,SeaDeliveries,LandDeliveries,InPlaceDeliveries,LocalUse,AirDepartures,SeaDepartures,LandDepartures,InPlaceDepartures,MissedDemand,Shortfall,Capacity,LocalDeliveries,ControlLimit
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,102,26.1065,26.1065,0,0,26.1065,0,0,0,80.6655,153.90999,163.8035,9.893509,0,0,0,36,0,26.1065,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,102,39.177002,39.177002,0,0,39.177002,0,0,0,121.047,162.568,247.18195,84.61395,0,0,0,123.79096,0,39.177002,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,0,GEN-RESUPPLY,JDB,102,45.354996,45.354996,0,0,45.354996,0,0,0,140.133,261.555,290.91,29.355011,0,0,0,74.71,0,45.354996,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,102,0,0,0,0,0,0,0,0,0,999549,999524,-25,450,0,0,0,0,0,25,450,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,102,0,0,0,0,0,0,0,0,0,999999,999974,-25,0,0,0,0,0,0,25,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,102,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,102,307.62903,307.62903,0,0,307.62903,0,0,0,950.4811,1199.1989,1347.5061,148.30725,0,0,0,455.93634,0,307.62903,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,102,0.166,0.166,0,0,0.166,0,0,0,0.504,34.612972,34.44697,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,102,0.123333335,0.123333335,0,0,0.123333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123333335,9.405718,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,102,1.2228572,1.2228572,0,0,1.2228572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2228572,95.61573,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,102,1.8342856,1.8342856,0,0,1.8342856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8342856,129.12976,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,2,GEN-POL,GAD,102,2.1230953,2.1230953,0,0,2.1230953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1230953,138.94548,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,102,14.402619,14.402619,0,0,14.402619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.402619,726.43713,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,103,2.6365001,2.6365001,0,0,2.6365001,0,0,0,8.1449995,33.18897,40.552467,7.3634987,0,0,0,10,0,2.6365001,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,103,0,0,0,0,0,0,0,0,0,0,496,496,0,100,396,0,0,0,0,0,0,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,103,0.24899998,0.24899998,0,0,0.24899998,0,0,0,0.75600004,31.111977,30.862976,-0.24900055,0,0,0,0,0,0.24899998,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,103,26.1065,26.1065,0,0,26.1065,0,0,0,80.6655,163.8035,149.69699,-14.106506,0,0,0,12,0,26.1065,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,103,39.177002,39.177002,0,0,39.177002,0,0,0,121.047,247.18195,208.00494,-39.177002,0,0,0,0,0,39.177002,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,0,GEN-RESUPPLY,JDB,103,45.354996,45.354996,0,0,45.354996,0,0,0,140.133,290.91,245.55501,-45.354996,0,0,0,0,0,45.354996,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,103,0,0,0,0,0,0,0,0,0,999524,999549,25,475,0,0,0,0,0,0,450,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,103,0,0,0,0,0,0,0,0,0,999974,999999,25,25,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,103,0,0,0,0,0,0,0,0,0,60,50,-10,0,0,0,0,0,0,0,0,10,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,103,307.62903,307.62903,0,0,307.62903,0,0,0,950.4811,1347.5061,1360.1499,12.643799,0,0,0,320.2727,0,307.62903,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,103,0.166,0.166,0,0,0.166,0,0,0,0.504,34.44697,34.28097,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,103,0.123333335,0.123333335,0,0,0.123333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123333335,9.529051,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,103,1.2228572,1.2228572,0,0,1.2228572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2228572,96.838585,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,103,1.8342856,1.8342856,0,0,1.8342856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8342856,130.96405,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,2,GEN-POL,GAD,103,2.1230953,2.1230953,0,0,2.1230953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1230953,141.06857,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,103,14.402619,14.402619,0,0,14.402619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.402619,740.83984,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,104,2.6365001,2.6365001,0,0,2.6365001,0,0,0,8.1449995,40.552467,37.915966,-2.6365013,0,0,0,0,0,2.6365001,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,104,0,0,0,0,0,0,0,0,0,496,558,62,0,0,558,0,0,0,0,0,496,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,104,0.24899998,0.24899998,0,0,0.24899998,0,0,0,0.75600004,30.862976,30.613976,-0.24900055,0,0,0,0,0,0.24899998,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,104,26.1065,26.1065,0,0,26.1065,0,0,0,80.6655,149.69699,125.59049,-24.106499,0,0,0,2,0,26.1065,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,104,39.177002,39.177002,0,0,39.177002,0,0,0,121.047,208.00494,168.82794,-39.177002,0,0,0,0,0,39.177002,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,0,GEN-RESUPPLY,JDB,104,45.354996,45.354996,0,0,45.354996,0,0,0,140.133,245.55501,200.20001,-45.354996,0,0,0,0,0,45.354996,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,104,0,0,0,0,0,0,0,0,0,999549,999524,-25,450,0,0,0,0,0,25,450,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,104,0,0,0,0,0,0,0,0,0,999999,999974,-25,0,0,0,0,0,0,25,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,104,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,104,307.62903,307.62903,0,0,307.62903,0,0,0,950.4811,1360.1499,1100.5209,-259.62903,0,0,0,48,0,307.62903,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,104,0.166,0.166,0,0,0.166,0,0,0,0.504,34.28097,34.11497,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,104,0.123333335,0.123333335,0,0,0.123333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123333335,9.652385,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,104,1.2228572,1.2228572,0,0,1.2228572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2228572,98.06144,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,104,1.8342856,1.8342856,0,0,1.8342856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8342856,132.79832,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,2,GEN-POL,GAD,104,2.1230953,2.1230953,0,0,2.1230953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1230953,143.19167,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,104,14.402619,14.402619,0,0,14.402619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.402619,755.24243,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,105,2.6365001,2.6365001,0,0,2.6365001,0,0,0,8.1449995,37.915966,35.279465,-2.6365013,0,0,0,0,0,2.6365001,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,105,0,0,0,0,0,0,0,0,0,558,432,-126,0,0,432,0,0,0,0,0,558,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,105,0.24899998,0.24899998,0,0,0.24899998,0,0,0,0.75600004,30.613976,30.364975,-0.24900055,0,0,0,0,0,0.24899998,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,105,26.1065,26.1065,0,0,26.1065,0,0,0,80.6655,125.59049,149.484,23.893501,0,0,0,50,0,26.1065,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,105,39.177002,39.177002,0,0,39.177002,0,0,0,121.047,168.82794,129.65094,-39.177002,0,0,0,0,0,39.177002,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,0,GEN-RESUPPLY,JDB,105,45.354996,45.354996,0,0,45.354996,0,0,0,140.133,200.20001,154.84502,-45.354996,0,0,0,0,0,45.354996,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,105,0,0,0,0,0,0,0,0,0,999524,999499,-25,475,0,0,0,0,0,50,450,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,105,0,0,0,0,0,0,0,0,0,999974,999949,-25,25,0,0,0,0,0,50,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,105,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,105,307.62903,307.62903,0,0,307.62903,0,0,0,950.4811,1100.5209,1204.8918,104.37097,0,0,0,412,0,307.62903,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,105,0.166,0.166,0,0,0.166,0,0,0,0.504,34.11497,33.94897,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,105,0.123333335,0.123333335,0,0,0.123333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123333335,9.775718,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,105,1.2228572,1.2228572,0,0,1.2228572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2228572,99.2843,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,105,1.8342856,1.8342856,0,0,1.8342856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8342856,134.63261,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,2,GEN-POL,GAD,105,2.1230953,2.1230953,0,0,2.1230953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1230953,145.31476,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,105,14.402619,14.402619,0,0,14.402619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.402619,769.64514,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,106,2.6365001,2.6365001,0,0,2.6365001,0,0,0,8.1449995,35.279465,32.642963,-2.6365013,0,0,0,0,0,2.6365001,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,106,0,0,0,0,0,0,0,0,0,432,468,36,0,90,378,0,0,0,0,0,432,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,106,0.24899998,0.24899998,0,0,0.24899998,0,0,0,0.75600004,30.364975,30.115974,-0.24900055,0,0,0,0,0,0.24899998,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,106,26.1065,26.1065,0,0,26.1065,0,0,0,80.6655,149.484,123.377495,-26.106499,0,0,0,0,0,26.1065,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,106,39.177002,39.177002,0,0,39.177002,0,0,0,121.047,129.65094,182.47394,52.822998,0,0,0,92,0,39.177002,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,0,GEN-RESUPPLY,JDB,106,45.354996,45.354996,0,0,45.354996,0,0,0,140.133,154.84502,109.49002,-45.354996,0,0,0,0,0,45.354996,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,106,0,0,0,0,0,0,0,0,0,999499,999974,475,500,0,0,0,0,0,25,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,106,0,0,0,0,0,0,0,0,0,999949,999974,25,50,0,0,0,0,0,25,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,106,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,106,307.62903,307.62903,0,0,307.62903,0,0,0,950.4811,1204.8918,1441.2628,236.37097,0,0,0,544,0,307.62903,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,106,0.166,0.166,0,0,0.166,0,0,0,0.504,33.94897,33.78297,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,106,0.123333335,0.123333335,0,0,0.123333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123333335,9.899052,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,106,1.2228572,1.2228572,0,0,1.2228572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2228572,100.50716,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,106,1.8342856,1.8342856,0,0,1.8342856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8342856,136.46689,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,2,GEN-POL,GAD,106,2.1230953,2.1230953,0,0,2.1230953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1230953,147.43785,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,106,14.402619,14.402619,0,0,14.402619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.402619,784.0477,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,107,2.6365001,2.6365001,0,0,2.6365001,0,0,0,8.1449995,32.642963,40.006462,7.3634987,0,0,0,10,0,2.6365001,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,107,0,0,0,0,0,0,0,0,0,468,946,478,0,10,936,0,0,0,0,0,468,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,107,0.24899998,0.24899998,0,0,0.24899998,0,0,0,0.75600004,30.115974,29.866974,-0.24900055,0,0,0,0,0,0.24899998,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,107,26.1065,26.1065,0,0,26.1065,0,0,0,80.6655,123.377495,97.270996,-26.106499,0,0,0,0,0,26.1065,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,107,39.177002,39.177002,0,0,39.177002,0,0,0,121.047,182.47394,162.568,-19.905945,0,0,0,19.271057,0,39.177002,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,0,GEN-RESUPPLY,JDB,107,45.354996,45.354996,0,0,45.354996,0,0,0,140.133,109.49002,160.20001,50.70999,0,0,0,96.06499,0,45.354996,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,107,0,0,0,0,0,0,0,0,0,999974,999549,-425,25,0,0,0,0,0,0,450,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,107,0,0,0,0,0,0,0,0,0,999974,999999,25,25,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,107,0,0,0,0,0,0,0,0,0,50,40,-10,0,0,0,0,0,0,0,0,10,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,107,307.62903,307.62903,0,0,307.62903,0,0,0,950.4811,1441.2628,1330.2977,-110.96509,0,0,0,196.66396,0,307.62903,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,107,0.166,0.166,0,0,0.166,0,0,0,0.504,33.78297,33.61697,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,107,0.123333335,0.123333335,0,0,0.123333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123333335,10.022385,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,107,1.2228572,1.2228572,0,0,1.2228572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2228572,101.73001,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,107,1.8342856,1.8342856,0,0,1.8342856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8342856,138.30118,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,2,GEN-POL,GAD,107,2.1230953,2.1230953,0,0,2.1230953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1230953,149.56094,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,107,14.402619,14.402619,0,0,14.402619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.402619,798.4503,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,108,2.6365001,2.6365001,0,0,2.6365001,0,0,0,8.1449995,40.006462,37.36996,-2.6365013,0,0,0,0,0,2.6365001,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,108,0,0,0,0,0,0,0,0,0,946,413.1255,-532.8745,0,60,0,0,0,0,0,0,592.8745,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,108,0.24899998,0.24899998,0,0,0.24899998,0,0,0,0.75600004,29.866974,29.617973,-0.24900055,0,0,0,0,0,0.24899998,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,108,26.1065,26.1065,0,0,26.1065,0,0,0,80.6655,97.270996,121.1645,23.893501,0,0,0,50,0,26.1065,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,108,39.177002,39.177002,0,0,39.177002,0,0,0,121.047,162.568,219.39099,56.822998,0,0,0,96,0,39.177002,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,0,GEN-RESUPPLY,JDB,108,45.354996,45.354996,0,0,45.354996,0,0,0,140.133,160.20001,250.55501,90.354996,0,0,0,135.70999,0,45.354996,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,108,0,0,0,0,0,0,0,0,0,999549,999499,-50,450,0,0,0,0,0,50,450,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,108,0,0,0,0,0,0,0,0,0,999999,999949,-50,0,0,0,0,0,0,50,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,108,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,108,307.62903,307.62903,0,0,307.62903,0,0,0,950.4811,1330.2977,1305.2488,-25.04895,0,0,0,282.58002,0,307.62903,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,108,0.166,0.166,0,0,0.166,0,0,0,0.504,33.61697,33.45097,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,108,0.123333335,0.123333335,0,0,0.123333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123333335,10.145718,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,108,1.2228572,1.2228572,0,0,1.2228572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2228572,102.952866,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,108,1.8342856,1.8342856,0,0,1.8342856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8342856,140.13547,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,2,GEN-POL,GAD,108,2.1230953,2.1230953,0,0,2.1230953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1230953,151.68405,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,108,14.402619,14.402619,0,0,14.402619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.402619,812.85297,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,109,2.6365001,2.6365001,0,0,2.6365001,0,0,0,8.1449995,37.36996,34.73346,-2.6365013,0,0,0,0,0,2.6365001,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,109,0,0,0,0,0,0,0,0,0,413.1255,118,-295.1255,0,118,0,0,0,0,0,0,413.1255,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,109,0.24899998,0.24899998,0,0,0.24899998,0,0,0,0.75600004,29.617973,29.368973,-0.24900055,0,0,0,0,0,0.24899998,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,109,26.1065,26.1065,0,0,26.1065,0,0,0,80.6655,121.1645,170.33601,49.171516,0,0,0,75.278015,0,26.1065,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,109,39.177002,39.177002,0,0,39.177002,0,0,0,121.047,219.39099,184.21399,-35.177002,0,0,0,4,0,39.177002,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,0,GEN-RESUPPLY,JDB,109,45.354996,45.354996,0,0,45.354996,0,0,0,140.133,250.55501,291.89294,41.337936,0,0,0,86.69293,0,45.354996,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,109,0,0,0,0,0,0,0,0,0,999499,999549,50,500,0,0,0,0,0,0,450,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,109,0,0,0,0,0,0,0,0,0,999949,999999,50,50,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,109,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,109,307.62903,307.62903,0,0,307.62903,0,0,0,950.4811,1305.2488,1468.5062,163.25745,0,0,0,470.8865,0,307.62903,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,109,0.166,0.166,0,0,0.166,0,0,0,0.504,33.45097,33.28497,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,109,0.123333335,0.123333335,0,0,0.123333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123333335,10.269052,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,109,1.2228572,1.2228572,0,0,1.2228572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2228572,104.17572,999999,0,0
