Day,Fleet,AircraftType,OwnedAircraft,BorrowedAircraft,Shared,SchedulingCandidates,TotalUsed,TotalMissions,StartedMissions,ChannelMissions,RepositionMissions,EmptyMissions,AvailableUteHours,TotalFlyingHours,LoadedFlyingHours,UploadHours,DownloadHours,HomeHours,EnrouteHours,RecoveryHours,ChannelSvcHours,MogDelay,CrewRestHours,ItineraryDelay,ConfigurationChange,ReconfigurationDelay,TotalMiles,LoadedMiles,BulkSTons,OverSTons,OutSTons,PAX,UnschedBulk,UnschedOver,UnschedOut,UnschedPAX,0DecileLoaded,1DecileLoaded,2DecileLoaded,3DecileLoaded,4DecileLoaded,5DecileLoaded,6DecileLoaded,7DecileLoaded,8DecileLoaded,9DecileLoaded
61,STRATEGIC,CH47,3,0,0,3,1,1,1,0,0,0,30.000,8.777,8.267,2.250,2.201,2.250,.000,.000,.000,.000,.000,.000,NO,.000,124,0,10.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,1
61,STRATEGIC,KC-10,38,0,0,32,10,10,0,0,0,5,380.000,73.562,34.004,.000,12.000,6.000,10.500,.000,.000,6.026,77.038,.000,NO,.000,29417,14903,110.0,.0,.0,0,.0,.0,.0,0,5,0,0,0,0,0,0,5,0,0
62,STRATEGIC,B-747P,73,0,0,70,5,7,2,0,0,4,730.000,45.532,10.909,9.000,6.000,3.000,3.000,.000,.000,.000,53.468,.000,NO,.000,29735,4421,.0,.0,.0,981,.0,.0,.0,4428,4,0,0,0,0,0,0,0,0,3
62,STRATEGIC,C-17,16,0,0,15,2,2,0,0,1,2,203.200,9.900,.000,.769,.000,2.250,2.250,.000,.000,.000,25.500,.000,NO,.000,2299,0,.0,.0,.0,0,.0,.0,.0,0,2,0,0,0,0,0,0,0,0,0
62,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
62,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
62,STRATEGIC,KC-10,38,0,0,33,11,12,6,0,0,6,380.000,94.207,16.403,26.939,3.000,1.500,13.500,.000,.000,6.000,118.854,.000,NO,.000,33408,9172,125.0,.0,.0,0,.0,.0,.0,0,6,0,0,0,0,1,0,5,0,0
63,STRATEGIC,B-747P,73,0,0,70,5,6,1,0,0,4,730.000,42.405,20.489,.000,3.000,3.000,3.000,.000,.000,.000,52.285,.000,NO,.000,11630,2245,.0,.0,.0,710,.0,.0,.0,4073,4,0,0,0,0,0,0,0,0,2
63,STRATEGIC,C-17,16,0,0,16,2,2,1,0,0,1,203.200,15.005,5.519,2.250,.000,2.250,2.250,.000,.000,.000,8.637,.000,NO,.000,3656,2162,16.0,.0,.0,0,124.0,.0,.0,0,1,0,0,0,0,0,0,1,0,0
63,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,124.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
63,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
63,STRATEGIC,KC-10,38,0,0,32,11,16,5,0,0,10,380.000,97.735,43.712,25.411,12.000,6.000,10.500,.000,.000,.000,112.353,.000,NO,.000,43462,20211,125.0,.0,.0,0,124.0,.0,.0,0,10,0,0,0,0,1,0,5,0,0
64,STRATEGIC,B-747P,73,0,0,70,4,5,1,0,0,3,730.000,34.246,8.833,6.000,3.000,1.500,3.000,.000,.000,.000,48.254,.000,NO,.000,19318,6702,.0,.0,.0,710,.0,.0,.0,3718,3,0,0,0,0,0,0,0,0,2
64,STRATEGIC,C-17,16,0,0,15,1,1,0,0,0,0,203.200,9.808,4.573,.000,2.250,.000,2.250,.000,.000,.000,9.692,.000,NO,.000,4051,2240,16.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,1,0,0
64,STRATEGIC,C-5A,37,0,0,37,1,1,1,0,0,1,358.900,5.357,.000,3.750,.000,.000,.000,.000,.000,14.893,.000,.000,NO,.000,4926,0,.0,.0,.0,0,.0,.0,.0,0,1,0,0,0,0,0,0,0,0,0
64,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
64,STRATEGIC,KC-10,38,0,0,27,16,16,5,0,0,4,380.000,133.946,61.030,27.650,15.326,.000,22.500,.000,.000,13.377,171.201,.000,NO,.000,41895,26031,257.0,.0,.0,0,.0,.0,.0,0,4,0,0,0,0,1,0,11,0,0
65,STRATEGIC,B-747P,73,0,0,71,4,6,2,0,0,4,730.000,45.071,12.981,3.000,6.000,3.000,1.500,.000,.000,.000,37.429,.000,NO,.000,20856,3736,.0,.0,.0,710,.0,.0,.0,3008,4,0,0,0,0,0,0,0,0,2
65,STRATEGIC,C-17,16,0,0,16,1,1,0,0,0,1,203.200,7.139,.000,.000,.000,2.250,.000,.000,.000,.000,7.171,.000,NO,.000,1811,0,.0,.0,.0,0,.0,.0,.0,0,1,0,0,0,0,0,0,0,0,0
65,STRATEGIC,C-5A,37,0,0,36,1,1,0,0,0,0,358.900,8.448,8.448,.000,.000,.000,.000,.000,.000,4.302,11.250,.000,NO,.000,1961,1961,14.0,.0,.0,0,.0,.0,.0,0,0,0,0,1,0,0,0,0,0,0
65,STRATEGIC,CH47,3,0,0,3,1,1,1,0,0,0,30.000,8.777,8.267,2.250,2.201,2.250,.000,.000,.000,.000,.000,.000,NO,.000,124,0,10.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,1
65,STRATEGIC,KC-10,38,0,0,26,16,16,0,0,0,10,380.000,127.830,40.326,2.674,14.987,6.000,24.000,.000,.000,11.334,138.209,.000,NO,.000,52844,21649,132.0,.0,.0,0,.0,.0,.0,0,10,0,0,0,0,0,0,6,0,0
66,STRATEGIC,B-747P,73,0,0,69,6,6,2,0,0,2,730.000,41.447,15.305,9.000,3.000,.000,1.500,.000,.000,9.323,79.730,.000,NO,.000,9641,3145,.0,.0,.0,1246,.0,.0,.0,2472,2,0,0,0,0,1,0,0,0,3
66,STRATEGIC,C-17,16,0,0,16,1,1,1,0,1,1,203.200,5.836,.000,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000,2575,0,.0,.0,.0,0,.0,.0,.0,0,1,0,0,0,0,0,0,0,0,0
66,STRATEGIC,C-5A,37,0,0,36,1,1,0,0,0,0,358.900,4.180,.865,.000,3.250,.000,3.250,.000,.000,.000,13.321,.000,NO,.000,4365,371,14.0,.0,.0,0,.0,.0,.0,0,0,0,0,1,0,0,0,0,0,0
66,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
66,STRATEGIC,KC-10,38,0,0,32,12,12,0,0,0,12,380.000,87.901,.000,3.013,.000,9.387,15.000,.000,.000,.000,106.294,.000,NO,.000,30401,0,.0,.0,.0,0,.0,.0,.0,0,12,0,0,0,0,0,0,0,0,0
67,STRATEGIC,B-747P,73,0,0,69,6,8,2,0,0,4,730.000,53.830,29.917,5.939,3.000,3.000,4.500,.000,.000,1.362,72.369,.000,NO,.000,32457,16628,.0,.0,.0,1246,.0,.0,.0,1762,4,0,0,0,0,1,0,0,0,3
67,STRATEGIC,C-17,16,0,0,16,0,0,0,0,0,0,203.200,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
67,STRATEGIC,C-5A,37,0,0,36,1,1,0,0,0,1,358.900,12.997,.000,.000,.000,.824,.000,.000,.000,.000,10.180,.000,NO,.000,949,0,.0,.0,.0,0,.0,.0,.0,0,1,0,0,0,0,0,0,0,0,0
67,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
67,STRATEGIC,KC-10,38,0,0,38,7,11,6,0,0,7,380.000,60.412,16.065,30.000,.000,5.613,3.000,.000,.000,.000,57.393,.000,NO,.000,25482,3387,88.0,.0,.0,0,.0,.0,.0,0,7,0,0,0,0,0,0,4,0,0
68,STRATEGIC,B-747P,73,0,0,68,6,7,1,0,0,3,730.000,55.394,21.004,3.061,10.201,1.500,4.500,.000,.000,1.362,67.982,.000,NO,.000,22761,11445,.0,.0,.0,1246,.0,.0,.0,1407,3,0,0,0,0,1,0,0,0,3
68,STRATEGIC,C-17,16,0,0,16,0,0,0,0,0,0,203.200,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
68,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,2.426,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
68,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
68,STRATEGIC,KC-10,38,0,0,32,6,6,0,0,0,0,380.000,45.551,37.581,.000,12.000,.000,9.000,.000,.000,7.365,70.084,.000,NO,.000,18287,15338,125.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,1,0,5,0,0
69,STRATEGIC,B-747P,73,0,0,70,6,8,2,0,0,6,730.000,56.908,11.395,10.001,3.000,4.500,3.000,.000,.000,1.745,51.528,.000,NO,.000,25744,3451,.0,.0,.0,363,.0,.0,.0,689,6,0,0,0,0,0,0,0,0,2
69,STRATEGIC,C-17,16,0,0,16,0,0,0,0,0,0,203.200,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
69,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
69,STRATEGIC,CH47,3,0,0,3,1,1,1,0,0,0,30.000,8.777,8.267,2.250,2.201,2.250,.000,.000,.000,.000,.000,.000,NO,.000,124,0,10.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,1
69,STRATEGIC,KC-10,38,0,0,32,12,12,6,0,0,6,380.000,87.729,12.980,30.000,6.000,.000,15.000,.000,.000,17.685,131.586,.000,NO,.000,36690,10119,125.0,.0,.0,0,.0,.0,.0,0,6,0,0,0,0,1,0,5,0,0
70,STRATEGIC,B-747P,73,0,0,70,5,7,2,0,0,5,730.000,39.735,13.279,3.000,3.000,3.000,1.500,.000,.000,17.938,51.827,.000,NO,.000,17098,1482,.0,.0,.0,710,.0,.0,.0,0,5,0,0,0,0,0,0,0,0,2
70,STRATEGIC,C-17,16,0,0,16,0,0,0,0,0,0,203.200,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
70,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
70,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
70,STRATEGIC,KC-10,38,0,0,32,12,12,0,0,0,6,380.000,95.234,46.684,.000,12.000,9.000,12.000,.000,.000,.000,89.841,.000,NO,.000,38548,20929,125.0,.0,.0,0,.0,.0,.0,0,6,0,0,0,0,1,0,5,0,0
71,STRATEGIC,B-747P,73,0,0,69,5,5,0,0,0,3,730.000,34.046,14.848,3.000,6.000,1.500,2.230,.000,.000,9.842,57.733,.000,NO,.000,15020,4621,.0,.0,.0,710,.0,.0,.0,0,3,0,0,0,0,0,0,0,0,2
71,STRATEGIC,C-17,16,0,0,16,0,0,0,0,0,0,203.200,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
71,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
71,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
71,STRATEGIC,KC-10,38,0,0,32,6,6,0,0,0,4,380.000,55.299,13.906,.000,6.000,.000,15.000,.000,.000,.000,67.701,.000,NO,.000,22796,8939,37.0,.0,.0,0,.0,.0,.0,0,4,0,0,0,0,1,0,1,0,0
72,STRATEGIC,B-747P,73,0,0,70,4,4,0,0,0,3,730.000,32.791,9.376,.000,3.000,1.500,2.270,.000,.000,.000,44.827,.000,NO,.000,11837,2027,.0,.0,.0,334,.0,.0,.0,0,3,0,0,0,0,0,0,0,0,1
72,STRATEGIC,C-17,16,0,0,16,0,0,0,0,0,0,203.200,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
72,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
72,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
72,STRATEGIC,KC-10,38,0,0,36,7,11,5,0,0,10,380.000,72.513,3.956,25.000,.000,6.000,6.000,.000,.000,.000,58.487,.000,NO,.000,28173,1641,22.0,.0,.0,0,.0,.0,.0,0,10,0,0,0,0,0,0,1,0,0
73,STRATEGIC,B-747P,73,0,0,72,3,3,0,0,0,3,730.000,20.033,.000,.000,.000,3.000,1.500,.000,.000,.000,21.242,.000,NO,.000,6427,0,.0,.0,.0,0,.0,.0,.0,0,3,0,0,0,0,0,0,0,0,0
73,STRATEGIC,C-17,16,0,0,16,0,0,0,0,0,0,203.200,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
73,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
73,STRATEGIC,CH47,3,0,0,3,1,1,1,0,0,0,30.000,8.777,8.267,2.250,2.201,2.250,.000,.000,.000,.000,.000,.000,NO,.000,124,0,10.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,1
73,STRATEGIC,KC-10,38,0,0,33,7,7,0,0,0,2,380.000,52.831,39.351,.000,12.000,3.000,7.500,.000,.000,2.899,61.556,.000,NO,.000,23236,18148,100.0,.0,.0,0,.0,.0,.0,0,2,0,0,0,1,0,0,4,0,0
74,STRATEGIC,B-747P,73,0,0,73,1,1,0,0,0,1,730.000,7.888,.000,.000,.000,1.500,.000,.000,.000,.000,.000,.000,NO,.000,3344,0,.0,.0,.0,0,.0,.0,.0,0,1,0,0,0,0,0,0,0,0,0
74,STRATEGIC,C-17,16,0,0,16,0,0,0,0,0,0,203.200,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
74,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
74,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
74,STRATEGIC,KC-10,38,0,0,33,5,5,0,0,0,4,380.000,49.939,4.312,.000,3.000,.000,13.500,.000,.000,.000,53.561,.000,NO,.000,17824,2240,12.0,.0,.0,0,.0,.0,.0,0,4,0,0,0,1,0,0,0,0,0
75,STRATEGIC,B-747P,73,0,0,73,0,0,0,0,0,0,730.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
75,STRATEGIC,C-17,16,0,0,16,0,0,0,0,0,0,203.200,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
75,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
75,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
75,STRATEGIC,KC-10,38,0,0,38,7,10,5,0,0,8,380.000,56.147,7.911,15.440,.000,6.000,1.500,.000,.000,.000,66.437,.000,NO,.000,24324,3282,34.0,.0,.0,0,.0,.0,.0,0,8,0,0,0,1,0,0,1,0,0
76,STRATEGIC,B-747P,73,0,0,73,0,0,0,0,0,0,730.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
76,STRATEGIC,C-17,16,0,0,16,0,0,0,0,0,0,203.200,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
76,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
76,STRATEGIC,CH47,3,0,0,3,1,1,1,0,0,0,30.000,8.777,8.267,2.250,2.201,2.250,.000,.000,.000,.000,.000,.000,NO,.000,124,0,10.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,1
76,STRATEGIC,KC-10,38,0,0,33,5,5,0,0,0,0,380.000,39.963,35.039,9.560,9.000,.000,7.500,.000,.000,.000,53.976,.000,NO,.000,16130,14246,100.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,1,0,0,4,0,0
77,STRATEGIC,B-747P,73,0,0,73,0,0,0,0,0,0,730.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
77,STRATEGIC,C-17,16,0,0,16,1,1,1,0,0,0,203.200,7.310,5.519,2.250,.000,.000,1.691,.000,.000,.000,12.750,.000,NO,.000,3010,435,12.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,1,0,0,0,0
77,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
77,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
77,STRATEGIC,KC-10,38,0,0,33,9,9,4,0,0,3,380.000,78.113,18.991,20.000,6.000,.000,11.521,.000,.000,1.500,98.867,.000,NO,.000,30037,7902,132.0,.0,.0,0,.0,.0,.0,0,3,0,0,0,0,0,0,6,0,0
78,STRATEGIC,B-747P,73,0,0,73,0,0,0,0,0,0,730.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
78,STRATEGIC,C-17,16,0,0,15,1,1,0,0,0,0,203.200,6.959,6.959,.000,1.482,.000,2.809,.000,.000,.000,12.750,.000,NO,.000,3856,3856,12.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,1,0,0,0,0
78,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
78,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
78,STRATEGIC,KC-10,38,0,0,32,9,9,0,0,0,5,380.000,64.844,23.772,.000,12.000,4.500,9.479,.000,.000,.000,88.742,.000,NO,.000,26891,11764,88.0,.0,.0,0,.0,.0,.0,0,5,0,0,0,0,0,0,4,0,0
79,STRATEGIC,B-747P,73,0,0,73,0,0,0,0,0,0,730.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
79,STRATEGIC,C-17,16,0,0,15,1,1,0,0,0,1,203.200,8.232,.000,.768,.000,.000,2.250,.000,.000,.000,12.750,.000,NO,.000,1709,0,.0,.0,.0,0,.0,.0,.0,0,1,0,0,0,0,0,0,0,0,0
79,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
79,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
79,STRATEGIC,KC-10,38,0,0,34,7,9,3,0,0,7,380.000,61.004,4.887,15.000,.000,3.000,12.000,.000,.000,.000,76.996,.000,NO,.000,22503,2028,28.0,.0,.0,0,.0,.0,.0,0,7,0,1,0,0,0,0,1,0,0
80,STRATEGIC,B-747P,73,0,0,73,0,0,0,0,0,0,730.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
80,STRATEGIC,C-17,16,0,0,16,1,1,0,0,0,1,203.200,4.142,.000,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000,1494,0,.0,.0,.0,0,.0,.0,.0,0,1,0,0,0,0,0,0,0,0,0
80,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
80,STRATEGIC,CH47,3,0,0,3,1,1,1,0,0,0,30.000,8.777,8.267,2.250,2.201,2.250,.000,.000,.000,.000,.000,.000,NO,.000,124,0,10.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,1
80,STRATEGIC,KC-10,38,0,0,35,7,7,0,0,0,4,380.000,48.713,23.684,.000,9.000,6.000,4.500,.000,.000,.000,39.319,.000,NO,.000,20724,11261,50.0,.0,.0,0,.0,.0,.0,0,4,0,1,0,0,0,0,2,0,0
81,STRATEGIC,B-747P,73,0,0,73,0,0,0,0,0,0,730.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
81,STRATEGIC,C-17,16,0,0,16,1,1,1,0,0,0,203.200,7.310,5.519,2.250,.000,.000,1.691,.000,.000,.000,12.750,.000,NO,.000,3010,435,12.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,1,0,0,0,0
81,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
81,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
81,STRATEGIC,KC-10,38,0,0,35,7,7,4,0,0,3,380.000,64.566,14.323,20.000,.000,.000,9.000,.000,.000,1.500,72.935,.000,NO,.000,24849,5942,88.0,.0,.0,0,.0,.0,.0,0,3,0,0,0,0,0,0,4,0,0
82,STRATEGIC,B-747P,73,0,0,73,0,0,0,0,0,0,730.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
82,STRATEGIC,C-17,16,0,0,15,1,1,0,0,0,0,203.200,6.959,6.959,.000,1.482,.000,2.809,.000,.000,.000,12.750,.000,NO,.000,3856,3856,12.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,1,0,0,0,0
82,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
82,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
