Berth Group Utilization
GEOLOC<String>,COUNTRY STATE CODE<String>,PORT NAME<String>,BERTH GROUP<String>,Time<Day>,BERTH LENGTH<Ft>,MIN FEET USED<Ft>,MIN LENGTH USE<Percent>,AVG FEET USED<Ft>,AVG LENGTH USE<Percent>,MAX FEET USED<Ft>,MAX LENGTH USE<Percent>,MIN SHIPS ON<Ship>,AVG SHIPS ON<Ship>,MAX SHIPS ON<Ship>
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,37.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,38.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,39.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,40.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,41.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,42.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,43.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,44.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,45.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,46.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,47.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,48.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,49.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,50.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,51.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,52.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,53.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,54.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,55.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,56.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,57.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,58.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APFD,TN,AS SUKHAYRAH,InStreamAnchor1,59.0,3.4028235E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
