Tunisia Delivery Detail: Cargo (ST)
ETFPDD<Integer>,RLN<RLN>,Delivery Loc Code<LocationCode>,Available Day<Day>,Day of Initial Delivery<Day>,Day of 50% Delivery<Day>,Day of 80% Delivery<Day>,Day of 90% Delivery<Day>,Day of 100% Delivery<Day>,Required Day<Day>,Num Days Diff 100% - Initial<Integer>
1,1:0000091,,DST,36,36,36,36,36,36,35
1,1:0000092,,POE,,35,35,35,35,35,35
1,1:0000092,,POD,35,36,36,36,36,36,35
1,1:0000092,,DST,36,36,36,36,36,36,35
1,1:0000093,,POE,,35,35,35,35,35,35
1,1:0000093,,POD,35,36,36,36,36,36,35
1,1:0000093,,DST,36,36,36,36,36,36,35
1,1:0000094,,DST,58,59,59,59,60,60,51
1,1:0000095,,DST,48,49,49,50,50,50,51
1,1:0000096,,DST,48,49,50,50,50,50,51
1,1:0000097,,POE,,36,36,36,36,36,36
1,1:0000097,,POD,36,36,37,37,37,37,36
1,1:0000097,,DST,36,36,37,37,37,37,36
1,1:0000098,,POE,,36,36,36,36,36,36
1,1:0000098,,POD,36,37,37,37,37,37,36
1,1:0000098,,DST,37,37,37,37,37,37,36
1,1:0000099,,POE,,36,36,36,36,36,36
1,1:0000099,,POD,36,37,37,37,37,37,36
1,1:0000099,,DST,37,37,37,37,37,37,36
1,1:0000100,,POE,,36,36,36,36,36,36
1,1:0000100,,POD,36,37,37,37,37,37,36
1,1:0000100,,DST,37,37,37,37,37,37,36
1,1:0000101,,POE,,36,36,36,36,36,36
1,1:0000101,,POD,36,37,37,37,37,37,36
1,1:0000101,,DST,37,37,37,37,37,37,36
1,1:0000102,,POE,,36,36,36,36,36,36
1,1:0000102,,POD,36,37,37,37,37,38,36
1,1:0000102,,DST,37,37,37,37,37,38,36
1,1:0000103,,DST,46,47,49,49,49,49,52
1,1:0000104,,DST,49,50,51,51,51,51,52
1,1:0000105,,DST,49,51,51,51,51,52,52
1,1:0000106,,POE,,37,37,37,37,37,37
1,1:0000106,,POD,37,38,38,38,38,38,37
1,1:0000106,,DST,38,38,38,38,38,38,37
1,1:0000107,,POE,,37,37,37,37,37,37
1,1:0000107,,POD,37,38,38,38,38,38,37
1,1:0000107,,DST,38,38,38,38,38,38,37
1,1:0000108,,POE,,37,37,37,37,37,37
1,1:0000108,,POD,37,38,38,38,38,38,37
1,1:0000108,,DST,38,38,38,38,38,38,37
1,1:0000109,,POE,,37,37,37,37,37,37
1,1:0000109,,POD,37,38,38,38,38,38,37
1,1:0000109,,DST,38,38,38,38,38,38,37
1,1:0000110,,POE,,37,37,37,37,37,44
1,1:0000111,,POE,,38,38,38,38,38,38
1,1:0000111,,POD,38,39,39,39,39,39,38
1,1:0000111,,DST,39,39,39,39,39,39,38
1,1:0000112,,POE,,38,38,38,38,38,38
1,1:0000112,,POD,38,39,39,39,39,39,38
1,1:0000112,,DST,39,39,39,39,39,39,38
1,1:0000113,,POE,,38,38,38,38,38,38
1,1:0000113,,POD,38,39,39,39,39,39,38
1,1:0000113,,DST,39,39,39,39,39,39,38
1,1:0000114,,POE,,38,38,38,38,38,38
1,1:0000114,,POD,38,39,39,40,40,40,38
1,1:0000114,,DST,39,39,39,40,40,40,38
1,1:0000115,,POE,,39,39,39,39,39,39
1,1:0000115,,POD,39,40,40,40,40,41,39
1,1:0000115,,DST,40,40,40,40,40,41,39
1,1:0000116,,POE,,39,39,39,39,39,39
1,1:0000116,,POD,39,41,41,41,41,41,39
1,1:0000116,,DST,41,41,41,41,41,41,39
1,1:0000117,,POE,,39,39,39,39,39,39
1,1:0000117,,POD,39,40,40,40,40,40,39
1,1:0000117,,DST,40,40,40,40,40,40,39
1,1:0000118,,POE,,39,39,39,39,39,39
1,1:0000118,,POD,39,40,40,40,40,40,39
1,1:0000118,,DST,40,40,40,40,40,40,39
1,1:0000119,,POE,,39,39,39,39,39,39
1,1:0000119,,POD,39,40,40,40,40,40,39
1,1:0000119,,DST,40,40,40,40,40,40,39
1,1:0000120,,POE,,39,39,39,39,39,39
1,1:0000120,,POD,39,40,40,40,40,40,39
1,1:0000120,,DST,40,40,40,40,40,40,39
1,1:0000121,,POE,,39,39,39,39,39,39
1,1:0000121,,POD,39,41,41,42,42,42,39
1,1:0000121,,DST,41,41,41,42,42,42,39
1,1:0000122,,DST,51,53,53,53,53,53,55
1,1:0000123,,DST,51,52,52,52,52,52,55
1,1:0000124,,DST,51,52,53,54,54,54,55
1,1:0000125,,POE,,40,40,40,40,40,40
1,1:0000125,,POD,40,41,41,41,41,41,40
1,1:0000125,,DST,41,41,41,41,41,41,40
1,1:0000126,,POE,,40,40,40,40,40,40
1,1:0000126,,POD,40,40,40,41,41,41,40
1,1:0000126,,DST,40,40,40,41,41,41,40
1,1:0000127,,POE,,40,40,40,40,40,40
1,1:0000127,,POD,40,41,41,41,41,41,40
1,1:0000127,,DST,41,41,41,41,41,41,40
1,1:0000128,,POE,,40,40,40,40,40,40
1,1:0000128,,POD,40,41,41,41,41,41,40
1,1:0000128,,DST,41,41,41,41,41,41,40
1,1:0000129,,POE,,40,40,40,40,40,40
1,1:0000129,,POD,40,41,41,41,41,41,40
1,1:0000129,,DST,41,41,41,41,41,41,40
1,1:0000130,,POE,,40,40,40,40,40,40
1,1:0000130,,POD,40,41,41,41,41,41,40
1,1:0000130,,DST,41,41,41,41,41,41,40
1,1:0000131,,POE,,40,40,40,40,40,40
1,1:0000131,,POD,40,42,42,42,42,42,40
1,1:0000131,,DST,42,42,42,42,42,42,40
1,1:0000132,,POE,,40,40,40,40,40,47
1,1:0000133,,DST,52,54,54,54,54,55,56
1,1:0000134,,DST,52,53,54,54,54,54,56
1,1:0000135,,DST,52,54,54,54,55,55,56
1,1:0000136,,POE,,41,41,41,41,41,41
1,1:0000136,,POD,41,42,42,42,42,42,41
1,1:0000136,,DST,42,42,42,42,42,42,41
1,1:0000137,,POE,,41,41,41,41,41,41
1,1:0000137,,POD,41,42,42,42,42,42,41
1,1:0000137,,DST,42,42,42,42,42,42,41
1,1:0000138,,POE,,41,41,41,41,41,41
1,1:0000138,,POD,41,41,42,42,42,42,41
1,1:0000138,,DST,41,41,42,42,42,42,41
1,1:0000139,,POE,,41,41,41,41,41,41
1,1:0000139,,POD,41,42,42,42,42,42,41
1,1:0000139,,DST,42,42,42,42,42,42,41
1,1:0000140,,POE,,41,41,41,41,41,41
1,1:0000140,,POD,41,41,42,42,42,42,41
1,1:0000140,,DST,41,41,42,42,42,42,41
1,1:0000141,,POE,,41,41,41,41,41,41
1,1:0000141,,POD,41,42,42,42,42,42,41
1,1:0000141,,DST,42,42,42,42,42,42,41
1,1:0000142,,POE,,42,42,42,42,42,42
1,1:0000142,,POD,42,43,43,43,43,43,42
1,1:0000142,,DST,43,43,43,43,43,43,42
1,1:0000143,,POE,,42,42,42,42,42,42
1,1:0000143,,POD,42,43,43,43,43,43,42
1,1:0000143,,DST,43,43,43,43,43,43,42
1,1:0000144,,POE,,42,42,42,42,42,42
1,1:0000144,,POD,42,42,43,43,43,43,42
1,1:0000144,,DST,42,42,43,43,43,43,42
1,1:0000145,,POE,,42,42,42,42,42,42
1,1:0000145,,POD,42,42,42,42,42,42,42
1,1:0000145,,DST,42,42,42,42,42,42,42
1,1:0000146,,POE,,42,42,42,42,42,42
1,1:0000146,,POD,42,42,42,42,42,42,42
1,1:0000146,,DST,42,42,42,42,42,42,42
1,1:0000147,,POE,,42,42,42,42,42,42
1,1:0000147,,POD,42,42,42,42,42,42,42
1,1:0000147,,DST,42,42,42,42,42,42,42
1,1:0000148,,POE,,42,42,42,42,42,42
1,1:0000148,,POD,42,43,43,43,43,43,42
1,1:0000148,,DST,43,43,43,43,43,43,42
1,1:0000149,,DST,54,55,56,56,56,56,58
1,1:0000150,,DST,55,57,57,57,57,57,58
1,1:0000151,,DST,55,57,57,57,57,57,58
1,1:0000152,,POE,,43,43,43,43,43,43
1,1:0000152,,POD,43,44,44,44,44,44,43
1,1:0000152,,DST,44,44,44,44,44,44,43
1,1:0000153,,POE,,43,43,43,43,43,43
1,1:0000153,,POD,43,44,44,44,44,44,43
1,1:0000153,,DST,44,44,44,44,44,44,43
1,1:0000154,,POE,,43,43,43,43,43,43
1,1:0000154,,POD,43,43,44,44,44,44,43
1,1:0000154,,DST,43,43,44,44,44,44,43
1,1:0000155,,POE,,43,43,43,43,43,43
1,1:0000155,,POD,43,44,44,44,44,44,43
1,1:0000155,,DST,44,44,44,44,44,44,43
1,1:0000156,,POE,,43,43,43,43,43,43
1,1:0000156,,POD,43,43,44,44,44,44,43
1,1:0000156,,DST,43,43,44,44,44,44,43
1,1:0000157,,POE,,43,43,43,43,43,50
1,1:0000158,,POE,,44,44,44,44,44,44
1,1:0000158,,POD,44,45,45,45,46,46,44
1,1:0000158,,DST,45,45,45,45,46,46,44
1,1:0000159,,POE,,44,44,44,44,44,44
1,1:0000159,,POD,44,46,46,46,46,46,44
1,1:0000159,,DST,46,46,46,46,46,46,44
1,1:0000160,,POE,,44,44,44,44,44,44
1,1:0000160,,POD,44,45,45,45,45,45,44
1,1:0000160,,DST,45,45,45,45,45,45,44
1,1:0000161,,POE,,44,44,44,44,44,44
1,1:0000161,,POD,44,45,45,45,45,45,44
1,1:0000161,,DST,45,45,45,45,45,45,44
1,1:0000162,,POE,,44,44,44,44,44,44
1,1:0000162,,POD,44,44,45,45,45,45,44
1,1:0000162,,DST,44,44,45,45,45,45,44
1,1:0000163,,POE,,44,44,44,44,44,44
1,1:0000163,,POD,44,45,45,45,45,45,44
1,1:0000163,,DST,45,45,45,45,45,45,44
1,1:0000164,,POE,,44,44,44,44,44,44
1,1:0000164,,POD,44,45,45,45,45,45,44
1,1:0000164,,DST,45,45,45,45,45,45,44
1,1:0000165,,DST,62,62,63,63,63,63,60
1,1:0000166,,DST,57,58,58,58,58,58,60
1,1:0000167,,DST,57,58,59,60,60,60,60
1,1:0000168,,POE,,45,45,45,45,45,45
1,1:0000168,,POD,45,46,46,46,46,46,45
1,1:0000168,,DST,46,46,46,46,46,46,45
1,1:0000169,,POE,,45,45,45,45,45,45
1,1:0000169,,POD,45,46,47,47,47,47,45
1,1:0000169,,DST,46,46,47,47,47,47,45
1,1:0000170,,POE,,45,45,45,45,45,45
1,1:0000170,,POD,45,45,46,46,46,46,45
1,1:0000170,,DST,45,45,46,46,46,46,45
1,1:0000171,,POE,,45,45,45,45,45,45
1,1:0000171,,POD,45,46,46,46,46,46,45
1,1:0000171,,DST,46,46,46,46,46,46,45
1,1:0000172,,POE,,45,45,45,45,45,45
1,1:0000172,,POD,45,46,46,46,46,46,45
1,1:0000172,,DST,46,46,46,46,46,46,45
1,1:0000173,,POE,,45,45,45,45,45,45
1,1:0000173,,POD,45,46,47,47,47,47,45
1,1:0000173,,DST,46,46,47,47,47,47,45
1,1:0000174,,POE,,45,45,45,45,45,45
1,1:0000174,,POD,45,46,46,46,46,46,45
1,1:0000174,,DST,46,46,46,46,46,46,45
1,1:0000175,,POE,,45,45,45,45,45,45
1,1:0000175,,POD,45,46,46,46,46,46,45
1,1:0000175,,DST,46,46,46,46,46,46,45
1,1:0000176,,POE,,46,46,46,46,46,46
1,1:0000176,,POD,46,47,47,47,47,47,46
1,1:0000176,,DST,47,47,47,47,47,47,46
1,1:0000177,,POE,,46,46,46,46,46,46
1,1:0000177,,POD,46,47,48,48,48,48,46
1,1:0000177,,DST,47,47,48,48,48,48,46
1,1:0000178,,POE,,46,46,46,46,46,46
1,1:0000178,,POD,46,47,47,47,47,47,46
1,1:0000178,,DST,47,47,47,47,47,47,46
1,1:0000179,,POE,,46,46,46,46,46,46
1,1:0000179,,POD,46,47,47,47,47,47,46
