Model,FedTime,Key,PositionUpdateTime,ShipStatus,Longitude,Latitude
MAIN,168.05,6828624,0,AT_SEA_EMPTY,11.0,37.5
MAIN,168.05,7002071,0,AT_SEA_LOADED,4.866603851318359,37.28030014038086
MAIN,168.05,7223508,0,AT_SEA_LOADED,-1.4528319835662842,36.08876037597656
MAIN,168.05,7325253,0,AT_SEA_EMPTY,-89.11216735839844,29.793869018554688
MAIN,168.05,7302897,0,AT_SEA_LOADED,11.266469955444336,36.38970184326172
MAIN,168.05,7236153,0,AT_SEA_LOADED,11.266469955444336,36.38970184326172
MAIN,168.05,7802718,0,AT_SEA_EMPTY,-73.76229095458984,20.635366439819336
MAIN,168.05,7226897,0,AT_SEA_LOADED,11.14647102355957,36.889705657958984
MAIN,168.05,7319632,0,AT_SEA_EMPTY,-70.21446990966797,29.90982437133789
MAIN,168.05,7320411,0,AT_SEA_LOADED,11.467424392700195,34.957576751708984
MAIN,168.05,7303205,0,AT_SEA_EMPTY,-90.05999755859375,29.950000762939453
MAIN,168.05,7026259,0,AT_SEA_EMPTY,-81.19999694824219,30.399999618530273
