Model,FedTime,RoundTripID,MissionID,AssetID,StartTime
MAIN,86.05,KC10-XDAT024-D0086R0002,KC10-XDAT024-D0086R0002S01,KC10-XDAT024,86
MAIN,87.2,C17-XDAT008-D0084R0002,C17-XDAT008-D0084R0002S02,C17-XDAT008,87.19028
MAIN,87.2,C17-XDAT009-D0084R0001,C17-XDAT009-D0084R0001S02,C17-XDAT009,87.19028
MAIN,87.2,C17-XDAT010-D0084R0003,C17-XDAT010-D0084R0003S02,C17-XDAT010,87.19028
MAIN,87.2,C17-XDAT011-D0084R0002,C17-XDAT011-D0084R0002S02,C17-XDAT011,87.19028
MAIN,88.05,KC10-XDAT020-D0088R0005,KC10-XDAT020-D0088R0005S01,KC10-XDAT020,88
MAIN,88.05,KC10-XDAT021-D0088R0005,KC10-XDAT021-D0088R0005S01,KC10-XDAT021,88
MAIN,88.05,KC10-XDAT025-D0088R0002,KC10-XDAT025-D0088R0002S01,KC10-XDAT025,88
MAIN,88.05,KC10-XDAT026-D0088R0002,KC10-XDAT026-D0088R0002S01,KC10-XDAT026,88
MAIN,88.05,C17-DKFX014-D0088R0008,C17-DKFX014-D0088R0008S01,C17-DKFX014,88
MAIN,89.3,CH47-SEA1003-D0089R0007,CH47-SEA1003-D0089R0007S01,CH47-SEA1003,89.25
MAIN,91.05,KC10-XDAT022-D0091R0005,KC10-XDAT022-D0091R0005S01,KC10-XDAT022,91
MAIN,91.05,KC10-XDAT023-D0091R0005,KC10-XDAT023-D0091R0005S01,KC10-XDAT023,91
MAIN,91.05,KC10-XDAT024-D0091R0003,KC10-XDAT024-D0091R0003S01,KC10-XDAT024,91
MAIN,91.4,KC10-XDAT020-D0091R0006,KC10-XDAT020-D0091R0006S01,KC10-XDAT020,91.3545
MAIN,91.4,KC10-XDAT021-D0091R0006,KC10-XDAT021-D0091R0006S01,KC10-XDAT021,91.3545
MAIN,91.4,KC10-XDAT025-D0091R0003,KC10-XDAT025-D0091R0003S01,KC10-XDAT025,91.3545
MAIN,91.45,KC10-XDAT026-D0091R0003,KC10-XDAT026-D0091R0003S01,KC10-XDAT026,91.417
MAIN,92.3,CH47-SEA1001-D0092R0008,CH47-SEA1001-D0092R0008S01,CH47-SEA1001,92.25
MAIN,94.4,KC10-XDAT022-D0094R0006,KC10-XDAT022-D0094R0006S01,KC10-XDAT022,94.3545
MAIN,94.55,KC10-XDAT025-D0091R0003,KC10-XDAT025-D0091R0003S02,KC10-XDAT025,94.53091
MAIN,94.55,KC10-XDAT026-D0091R0003,KC10-XDAT026-D0091R0003S02,KC10-XDAT026,94.53091
MAIN,94.75,KC10-XDAT020-D0094R0007,KC10-XDAT020-D0094R0007S01,KC10-XDAT020,94.709
MAIN,94.75,KC10-XDAT021-D0094R0007,KC10-XDAT021-D0094R0007S01,KC10-XDAT021,94.709
MAIN,95.3,CH47-SEA1002-D0095R0008,CH47-SEA1002-D0095R0008S01,CH47-SEA1002,95.25
MAIN,96.05,KC10-XDAT023-D0096R0006,KC10-XDAT023-D0096R0006S01,KC10-XDAT023,96
MAIN,96.05,KC10-XDAT024-D0096R0004,KC10-XDAT024-D0096R0004S01,KC10-XDAT024,96
MAIN,96.05,KC10-XDAT027-D0096R0001,KC10-XDAT027-D0096R0001S01,KC10-XDAT027,96
MAIN,96.05,KC10-XDAT028-D0096R0001,KC10-XDAT028-D0096R0001S01,KC10-XDAT028,96
MAIN,96.05,C17-DKFX015-D0096R0007,C17-DKFX015-D0096R0007S01,C17-DKFX015,96
MAIN,96.05,C17-DKFX014-D0096R0009,C17-DKFX014-D0096R0009S01,C17-DKFX014,96
MAIN,96.05,C5A-XDAT001-D0096R0003,C5A-XDAT001-D0096R0003S01,C5A-XDAT001,96
MAIN,98.05,KC10-XDAT025-D0098R0004,KC10-XDAT025-D0098R0004S01,KC10-XDAT025,98
MAIN,98.05,KC10-XDAT026-D0098R0004,KC10-XDAT026-D0098R0004S01,KC10-XDAT026,98
MAIN,98.6,KC10-XDAT022-D0098R0007,KC10-XDAT022-D0098R0007S01,KC10-XDAT022,98.56687
MAIN,99.3,CH47-SEA1003-D0099R0008,CH47-SEA1003-D0099R0008S01,CH47-SEA1003,99.25
MAIN,100.05,KC10-XDAT023-D0100R0007,KC10-XDAT023-D0100R0007S01,KC10-XDAT023,100
MAIN,100.05,KC10-XDAT024-D0100R0005,KC10-XDAT024-D0100R0005S01,KC10-XDAT024,100
MAIN,100.05,KC10-XDAT027-D0100R0002,KC10-XDAT027-D0100R0002S01,KC10-XDAT027,100
MAIN,100.05,KC10-XDAT028-D0100R0002,KC10-XDAT028-D0100R0002S01,KC10-XDAT028,100
MAIN,100.05,C17-DKFX015-D0100R0008,C17-DKFX015-D0100R0008S01,C17-DKFX015,100
MAIN,103.05,KC10-XDAT025-D0103R0005,KC10-XDAT025-D0103R0005S01,KC10-XDAT025,103
MAIN,103.05,KC10-XDAT026-D0103R0005,KC10-XDAT026-D0103R0005S01,KC10-XDAT026,103
MAIN,103.3,CH47-SEA1001-D0103R0009,CH47-SEA1001-D0103R0009S01,CH47-SEA1001,103.25
MAIN,103.4,KC10-XDAT024-D0103R0006,KC10-XDAT024-D0103R0006S01,KC10-XDAT024,103.3545
MAIN,103.4,KC10-XDAT027-D0103R0003,KC10-XDAT027-D0103R0003S01,KC10-XDAT027,103.3545
MAIN,103.45,KC10-XDAT028-D0103R0003,KC10-XDAT028-D0103R0003S01,KC10-XDAT028,103.417
MAIN,105.05,KC10-XDAT029-D0105R0001,KC10-XDAT029-D0105R0001S01,KC10-XDAT029,105
MAIN,105.05,KC10-XDAT030-D0105R0002,KC10-XDAT030-D0105R0002S01,KC10-XDAT030,105
MAIN,105.05,KC10-XDAT031-D0105R0002,KC10-XDAT031-D0105R0002S01,KC10-XDAT031,105
MAIN,106.05,KC10-XDAT032-D0106R0003,KC10-XDAT032-D0106R0003S01,KC10-XDAT032,106
MAIN,106.05,C17-XDAT008-D0106R0003,C17-XDAT008-D0106R0003S01,C17-XDAT008,106
MAIN,106.4,KC10-XDAT025-D0106R0006,KC10-XDAT025-D0106R0006S01,KC10-XDAT025,106.3545
MAIN,106.4,KC10-XDAT026-D0106R0006,KC10-XDAT026-D0106R0006S01,KC10-XDAT026,106.3545
MAIN,106.55,KC10-XDAT028-D0103R0003,KC10-XDAT028-D0103R0003S02,KC10-XDAT028,106.53091
MAIN,106.75,KC10-XDAT024-D0106R0007,KC10-XDAT024-D0106R0007S01,KC10-XDAT024,106.709
MAIN,106.75,KC10-XDAT027-D0106R0004,KC10-XDAT027-D0106R0004S01,KC10-XDAT027,106.709
MAIN,107.05,KC10-XDAT033-D0107R0002,KC10-XDAT033-D0107R0002S01,KC10-XDAT033,107
MAIN,107.3,CH47-SEA1002-D0107R0009,CH47-SEA1002-D0107R0009S01,CH47-SEA1002,107.25
MAIN,109.05,KC10-XDAT029-D0109R0002,KC10-XDAT029-D0109R0002S01,KC10-XDAT029,109
MAIN,109.05,KC10-XDAT030-D0109R0003,KC10-XDAT030-D0109R0003S01,KC10-XDAT030,109
MAIN,109.2,C17-XDAT008-D0106R0003,C17-XDAT008-D0106R0003S02,C17-XDAT008,109.19028
MAIN,109.7,KC10-XDAT028-D0109R0004,KC10-XDAT028-D0109R0004S01,KC10-XDAT028,109.68568
MAIN,111.05,KC10-XDAT027-D0111R0005,KC10-XDAT027-D0111R0005S01,KC10-XDAT027,111
MAIN,111.05,KC10-XDAT031-D0111R0003,KC10-XDAT031-D0111R0003S01,KC10-XDAT031,111
MAIN,111.05,KC10-XDAT032-D0111R0004,KC10-XDAT032-D0111R0004S01,KC10-XDAT032,111
MAIN,111.05,KC10-XDAT033-D0111R0003,KC10-XDAT033-D0111R0003S01,KC10-XDAT033,111
MAIN,111.05,C17-DKFX015-D0111R0009,C17-DKFX015-D0111R0009S01,C17-DKFX015,111
MAIN,111.3,CH47-SEA1003-D0111R0009,CH47-SEA1003-D0111R0009S01,CH47-SEA1003,111.25
MAIN,113.05,KC10-XDAT029-D0113R0003,KC10-XDAT029-D0113R0003S01,KC10-XDAT029,113
MAIN,113.05,KC10-XDAT030-D0113R0004,KC10-XDAT030-D0113R0004S01,KC10-XDAT030,113
MAIN,113.05,KC10-XDAT034-D0113R0002,KC10-XDAT034-D0113R0002S01,KC10-XDAT034,113
MAIN,113.05,C17-DKFX014-D0113R0010,C17-DKFX014-D0113R0010S01,C17-DKFX014,113
MAIN,113.05,KC10-XDAT028-D0113R0005,KC10-XDAT028-D0113R0005S01,KC10-XDAT028,113.04018
MAIN,114.3,CH47-SEA1001-D0114R0010,CH47-SEA1001-D0114R0010S01,CH47-SEA1001,114.25
MAIN,115.05,KC10-XDAT027-D0115R0006,KC10-XDAT027-D0115R0006S01,KC10-XDAT027,115
MAIN,115.05,KC10-XDAT031-D0115R0004,KC10-XDAT031-D0115R0004S01,KC10-XDAT031,115
MAIN,115.05,KC10-XDAT032-D0115R0005,KC10-XDAT032-D0115R0005S01,KC10-XDAT032,115
MAIN,115.05,KC10-XDAT033-D0115R0004,KC10-XDAT033-D0115R0004S01,KC10-XDAT033,115
MAIN,115.05,C17-DKFX015-D0115R0010,C17-DKFX015-D0115R0010S01,C17-DKFX015,115
MAIN,116.4,KC10-XDAT029-D0116R0004,KC10-XDAT029-D0116R0004S01,KC10-XDAT029,116.3545
MAIN,116.4,KC10-XDAT030-D0116R0005,KC10-XDAT030-D0116R0005S01,KC10-XDAT030,116.3545
MAIN,116.4,KC10-XDAT028-D0116R0006,KC10-XDAT028-D0116R0006S01,KC10-XDAT028,116.39468
MAIN,116.45,KC10-XDAT034-D0116R0003,KC10-XDAT034-D0116R0003S01,KC10-XDAT034,116.417
MAIN,117.05,KC10-XDAT035-D0117R0002,KC10-XDAT035-D0117R0002S01,KC10-XDAT035,117
MAIN,117.05,KC10-XDAT036-D0117R0003,KC10-XDAT036-D0117R0003S01,KC10-XDAT036,117
MAIN,117.05,KC10-XDAT037-D0117R0003,KC10-XDAT037-D0117R0003S01,KC10-XDAT037,117
MAIN,118.3,CH47-SEA1002-D0118R0010,CH47-SEA1002-D0118R0010S01,CH47-SEA1002,118.25
MAIN,119.05,KC10-XDAT027-D0119R0007,KC10-XDAT027-D0119R0007S01,KC10-XDAT027,119
MAIN,119.05,KC10-XDAT031-D0119R0005,KC10-XDAT031-D0119R0005S01,KC10-XDAT031,119
MAIN,119.05,KC10-XDAT032-D0119R0006,KC10-XDAT032-D0119R0006S01,KC10-XDAT032,119
MAIN,119.75,KC10-XDAT029-D0119R0005,KC10-XDAT029-D0119R0005S01,KC10-XDAT029,119.709
MAIN,119.8,KC10-XDAT030-D0119R0006,KC10-XDAT030-D0119R0006S01,KC10-XDAT030,119.7715
MAIN,122.05,KC10-XDAT033-D0122R0005,KC10-XDAT033-D0122R0005S01,KC10-XDAT033,122
MAIN,122.05,KC10-XDAT034-D0122R0004,KC10-XDAT034-D0122R0004S01,KC10-XDAT034,122
MAIN,122.05,KC10-XDAT035-D0122R0003,KC10-XDAT035-D0122R0003S01,KC10-XDAT035,122
MAIN,122.3,CH47-SEA1003-D0122R0010,CH47-SEA1003-D0122R0010S01,CH47-SEA1003,122.25
MAIN,122.4,KC10-XDAT031-D0122R0006,KC10-XDAT031-D0122R0006S01,KC10-XDAT031,122.3545
MAIN,122.4,KC10-XDAT032-D0122R0007,KC10-XDAT032-D0122R0007S01,KC10-XDAT032,122.3545
MAIN,125.05,KC10-XDAT029-D0125R0006,KC10-XDAT029-D0125R0006S01,KC10-XDAT029,125
MAIN,125.05,KC10-XDAT036-D0125R0004,KC10-XDAT036-D0125R0004S01,KC10-XDAT036,125
MAIN,125.4,KC10-XDAT033-D0125R0006,KC10-XDAT033-D0125R0006S01,KC10-XDAT033,125.3545
MAIN,125.4,KC10-XDAT034-D0125R0005,KC10-XDAT034-D0125R0005S01,KC10-XDAT034,125.3545
MAIN,125.75,KC10-XDAT031-D0125R0007,KC10-XDAT031-D0125R0007S01,KC10-XDAT031,125.709
MAIN,128.3,CH47-SEA1001-D0128R0011,CH47-SEA1001-D0128R0011S01,CH47-SEA1001,128.25
MAIN,129.05,KC10-XDAT029-D0129R0007,KC10-XDAT029-D0129R0007S01,KC10-XDAT029,129
MAIN,129.05,KC10-XDAT033-D0129R0007,KC10-XDAT033-D0129R0007S01,KC10-XDAT033,129
MAIN,129.05,KC10-XDAT034-D0129R0006,KC10-XDAT034-D0129R0006S01,KC10-XDAT034,129
MAIN,129.3,CH47-SEA1002-D0129R0011,CH47-SEA1002-D0129R0011S01,CH47-SEA1002,129.25
MAIN,131.05,KC10-XDAT035-D0131R0004,KC10-XDAT035-D0131R0004S01,KC10-XDAT035,131
MAIN,131.05,KC10-XDAT036-D0131R0005,KC10-XDAT036-D0131R0005S01,KC10-XDAT036,131
MAIN,131.05,KC10-XDAT037-D0131R0004,KC10-XDAT037-D0131R0004S01,KC10-XDAT037,131
MAIN,131.05,KC10-XDAT038-D0131R0001,KC10-XDAT038-D0131R0001S01,KC10-XDAT038,131
MAIN,131.05,C17-DKFX015-D0131R0011,C17-DKFX015-D0131R0011S01,C17-DKFX015,131
MAIN,131.05,C17-DKFX014-D0131R0011,C17-DKFX014-D0131R0011S01,C17-DKFX014,131
MAIN,131.05,C5A-XDAT001-D0131R0004,C5A-XDAT001-D0131R0004S01,C5A-XDAT001,131
MAIN,132.05,KC10-XDAT017-D0132R0007,KC10-XDAT017-D0132R0007S01,KC10-XDAT017,132
MAIN,132.05,KC10-XDAT005-D0132R0007,KC10-XDAT005-D0132R0007S01,KC10-XDAT005,132
MAIN,132.4,KC10-XDAT034-D0132R0007,KC10-XDAT034-D0132R0007S01,KC10-XDAT034,132.35452
MAIN,133.05,KC10-XDAT028-D0133R0007,KC10-XDAT028-D0133R0007S01,KC10-XDAT028,133
MAIN,133.05,KC10-XDAT010-D0133R0007,KC10-XDAT010-D0133R0007S01,KC10-XDAT010,133
MAIN,133.05,KC10-XDAT030-D0133R0007,KC10-XDAT030-D0133R0007S01,KC10-XDAT030,133
MAIN,133.05,KC10-XDAT001-D0133R0007,KC10-XDAT001-D0133R0007S01,KC10-XDAT001,133
MAIN,133.3,CH47-SEA1003-D0133R0011,CH47-SEA1003-D0133R0011S01,CH47-SEA1003,133.25
MAIN,134.4,KC10-XDAT035-D0134R0005,KC10-XDAT035-D0134R0005S01,KC10-XDAT035,134.35452
MAIN,134.4,KC10-XDAT036-D0134R0006,KC10-XDAT036-D0134R0006S01,KC10-XDAT036,134.35452
MAIN,134.4,KC10-XDAT037-D0134R0005,KC10-XDAT037-D0134R0005S01,KC10-XDAT037,134.35452
MAIN,135.05,KC10-XDAT038-D0135R0002,KC10-XDAT038-D0135R0002S01,KC10-XDAT038,135
MAIN,135.05,KC10-XDAT008-D0135R0008,KC10-XDAT008-D0135R0008S01,KC10-XDAT008,135
MAIN,135.2,KC10-XDAT005-D0132R0007,KC10-XDAT005-D0132R0007S02,KC10-XDAT005,135.15045
MAIN,137.05,KC10-XDAT013-D0137R0008,KC10-XDAT013-D0137R0008S01,KC10-XDAT013,137
MAIN,137.05,KC10-XDAT014-D0137R0008,KC10-XDAT014-D0137R0008S01,KC10-XDAT014,137
MAIN,137.05,KC10-XDAT015-D0137R0008,KC10-XDAT015-D0137R0008S01,KC10-XDAT015,137
MAIN,137.05,KC10-XDAT016-D0137R0008,KC10-XDAT016-D0137R0008S01,KC10-XDAT016,137
MAIN,137.3,CH47-SEA1001-D0137R0012,CH47-SEA1001-D0137R0012S01,CH47-SEA1001,137.25
MAIN,137.75,KC10-XDAT035-D0137R0006,KC10-XDAT035-D0137R0006S01,KC10-XDAT035,137.70905
MAIN,137.75,KC10-XDAT036-D0137R0007,KC10-XDAT036-D0137R0007S01,KC10-XDAT036,137.70905
MAIN,137.75,KC10-XDAT037-D0137R0006,KC10-XDAT037-D0137R0006S01,KC10-XDAT037,137.70905
MAIN,139.05,KC10-XDAT038-D0139R0003,KC10-XDAT038-D0139R0003S01,KC10-XDAT038,139
MAIN,139.05,KC10-XDAT020-D0139R0008,KC10-XDAT020-D0139R0008S01,KC10-XDAT020,139
MAIN,139.05,KC10-XDAT023-D0139R0008,KC10-XDAT023-D0139R0008S01,KC10-XDAT023,139
MAIN,139.05,KC10-XDAT019-D0139R0007,KC10-XDAT019-D0139R0007S01,KC10-XDAT019,139
MAIN,139.05,C17-DKFX015-D0139R0012,C17-DKFX015-D0139R0012S01,C17-DKFX015,139
MAIN,139.05,C17-DKFX014-D0139R0012,C17-DKFX014-D0139R0012S01,C17-DKFX014,139
MAIN,139.05,C5A-XDAT001-D0139R0005,C5A-XDAT001-D0139R0005S01,C5A-XDAT001,139
MAIN,141.05,KC10-XDAT029-D0141R0008,KC10-XDAT029-D0141R0008S01,KC10-XDAT029,141
MAIN,141.1,KC10-XDAT035-D0141R0007,KC10-XDAT035-D0141R0007S01,KC10-XDAT035,141.06357
MAIN,141.1,KC10-XDAT037-D0141R0007,KC10-XDAT037-D0141R0007S01,KC10-XDAT037,141.06357
MAIN,141.3,CH47-SEA1002-D0141R0012,CH47-SEA1002-D0141R0012S01,CH47-SEA1002,141.25
MAIN,145.3,CH47-SEA1003-D0145R0012,CH47-SEA1003-D0145R0012S01,CH47-SEA1003,145.25
MAIN,148.05,KC10-XDAT038-D0148R0004,KC10-XDAT038-D0148R0004S01,KC10-XDAT038,148
MAIN,148.05,KC10-XDAT034-D0148R0008,KC10-XDAT034-D0148R0008S01,KC10-XDAT034,148
MAIN,148.05,KC10-XDAT027-D0148R0008,KC10-XDAT027-D0148R0008S01,KC10-XDAT027,148
MAIN,148.05,KC10-XDAT031-D0148R0008,KC10-XDAT031-D0148R0008S01,KC10-XDAT031,148
MAIN,148.05,C17-DKFX015-D0148R0013,C17-DKFX015-D0148R0013S01,C17-DKFX015,148
MAIN,148.05,C17-DKFX014-D0148R0013,C17-DKFX014-D0148R0013S01,C17-DKFX014,148
MAIN,148.05,C5A-XDAT001-D0148R0006,C5A-XDAT001-D0148R0006S01,C5A-XDAT001,148
MAIN,148.3,CH47-SEA1001-D0148R0013,CH47-SEA1001-D0148R0013S01,CH47-SEA1001,148.25
MAIN,151.05,KC10-XDAT033-D0151R0008,KC10-XDAT033-D0151R0008S01,KC10-XDAT033,151
MAIN,151.05,KC10-XDAT009-D0151R0008,KC10-XDAT009-D0151R0008S01,KC10-XDAT009,151
MAIN,151.05,KC10-XDAT011-D0151R0008,KC10-XDAT011-D0151R0008S01,KC10-XDAT011,151
MAIN,151.4,KC10-XDAT038-D0151R0005,KC10-XDAT038-D0151R0005S01,KC10-XDAT038,151.35452
MAIN,151.4,KC10-XDAT034-D0151R0009,KC10-XDAT034-D0151R0009S01,KC10-XDAT034,151.35452
MAIN,151.4,KC10-XDAT027-D0151R0009,KC10-XDAT027-D0151R0009S01,KC10-XDAT027,151.35452
MAIN,151.45,KC10-XDAT031-D0151R0009,KC10-XDAT031-D0151R0009S01,KC10-XDAT031,151.41702
MAIN,152.05,KC10-XDAT012-D0152R0008,KC10-XDAT012-D0152R0008S01,KC10-XDAT012,152
MAIN,152.3,CH47-SEA1002-D0152R0013,CH47-SEA1002-D0152R0013S01,CH47-SEA1002,152.25
MAIN,153.05,KC10-XDAT021-D0153R0008,KC10-XDAT021-D0153R0008S01,KC10-XDAT021,153
MAIN,153.05,KC10-XDAT024-D0153R0008,KC10-XDAT024-D0153R0008S01,KC10-XDAT024,153
MAIN,153.05,KC10-XDAT022-D0153R0008,KC10-XDAT022-D0153R0008S01,KC10-XDAT022,153
MAIN,155.05,KC10-XDAT038-D0155R0006,KC10-XDAT038-D0155R0006S01,KC10-XDAT038,155
MAIN,155.05,KC10-XDAT006-D0155R0007,KC10-XDAT006-D0155R0007S01,KC10-XDAT006,155
MAIN,155.05,KC10-XDAT035-D0155R0008,KC10-XDAT035-D0155R0008S01,KC10-XDAT035,155
MAIN,155.05,KC10-XDAT025-D0155R0007,KC10-XDAT025-D0155R0007S01,KC10-XDAT025,155
MAIN,155.45,KC10-XDAT012-D0155R0009,KC10-XDAT012-D0155R0009S01,KC10-XDAT012,155.43307
MAIN,156.3,CH47-SEA1003-D0156R0013,CH47-SEA1003-D0156R0013S01,CH47-SEA1003,156.25
MAIN,158.05,KC10-XDAT026-D0158R0007,KC10-XDAT026-D0158R0007S01,KC10-XDAT026,158
MAIN,158.05,KC10-XDAT032-D0158R0008,KC10-XDAT032-D0158R0008S01,KC10-XDAT032,158
MAIN,158.05,KC10-XDAT018-D0158R0008,KC10-XDAT018-D0158R0008S01,KC10-XDAT018,158
MAIN,158.4,KC10-XDAT038-D0158R0007,KC10-XDAT038-D0158R0007S01,KC10-XDAT038,158.35452
MAIN,158.6,KC10-XDAT012-D0155R0009,KC10-XDAT012-D0155R0009S02,KC10-XDAT012,158.58353
MAIN,160.3,CH47-SEA1001-D0160R0014,CH47-SEA1001-D0160R0014S01,CH47-SEA1001,160.25
MAIN,162.05,KC10-XDAT038-D0162R0008,KC10-XDAT038-D0162R0008S01,KC10-XDAT038,162
MAIN,162.05,KC10-XDAT017-D0162R0008,KC10-XDAT017-D0162R0008S01,KC10-XDAT017,162
MAIN,162.05,KC10-XDAT010-D0162R0008,KC10-XDAT010-D0162R0008S01,KC10-XDAT010,162
MAIN,162.05,KC10-XDAT028-D0162R0008,KC10-XDAT028-D0162R0008S01,KC10-XDAT028,162
MAIN,162.05,C17-DKFX015-D0162R0014,C17-DKFX015-D0162R0014S01,C17-DKFX015,162
MAIN,164.05,KC10-XDAT037-D0164R0008,KC10-XDAT037-D0164R0008S01,KC10-XDAT037,164
MAIN,164.05,KC10-XDAT001-D0164R0008,KC10-XDAT001-D0164R0008S01,KC10-XDAT001,164
MAIN,164.05,KC10-XDAT008-D0164R0009,KC10-XDAT008-D0164R0009S01,KC10-XDAT008,164
MAIN,165.3,CH47-SEA1002-D0165R0014,CH47-SEA1002-D0165R0014S01,CH47-SEA1002,165.25
MAIN,166.05,KC10-XDAT036-D0166R0008,KC10-XDAT036-D0166R0008S01,KC10-XDAT036,166
MAIN,166.05,KC10-XDAT030-D0166R0008,KC10-XDAT030-D0166R0008S01,KC10-XDAT030,166
MAIN,166.05,KC10-XDAT007-D0166R0007,KC10-XDAT007-D0166R0007S01,KC10-XDAT007,166
MAIN,166.05,KC10-XDAT013-D0166R0009,KC10-XDAT013-D0166R0009S01,KC10-XDAT013,166
MAIN,166.05,C17-DKFX014-D0166R0014,C17-DKFX014-D0166R0014S01,C17-DKFX014,166
MAIN,167.3,CH47-SEA1003-D0167R0014,CH47-SEA1003-D0167R0014S01,CH47-SEA1003,167.25
MAIN,168.05,KC10-XDAT014-D0168R0009,KC10-XDAT014-D0168R0009S01,KC10-XDAT014,168
MAIN,168.05,KC10-XDAT015-D0168R0009,KC10-XDAT015-D0168R0009S01,KC10-XDAT015,168
MAIN,168.05,KC10-XDAT016-D0168R0009,KC10-XDAT016-D0168R0009S01,KC10-XDAT016,168
MAIN,168.05,KC10-XDAT020-D0168R0009,KC10-XDAT020-D0168R0009S01,KC10-XDAT020,168
MAIN,168.05,C17-DKFX015-D0168R0015,C17-DKFX015-D0168R0015S01,C17-DKFX015,168
MAIN,169.05,KC10-XDAT023-D0169R0009,KC10-XDAT023-D0169R0009S01,KC10-XDAT023,169
MAIN,169.05,KC10-XDAT019-D0169R0008,KC10-XDAT019-D0169R0008S01,KC10-XDAT019,169
MAIN,169.05,KC10-XDAT002-D0169R0008,KC10-XDAT002-D0169R0008S01,KC10-XDAT002,169
MAIN,170.05,KC10-XDAT009-D0170R0009,KC10-XDAT009-D0170R0009S01,KC10-XDAT009,170
MAIN,170.05,KC10-XDAT029-D0170R0009,KC10-XDAT029-D0170R0009S01,KC10-XDAT029,170
MAIN,170.05,KC10-XDAT011-D0170R0009,KC10-XDAT011-D0170R0009S01,KC10-XDAT011,170
MAIN,170.05,KC10-XDAT038-D0170R0009,KC10-XDAT038-D0170R0009S01,KC10-XDAT038,170
MAIN,170.05,C17-DKFX014-D0170R0015,C17-DKFX014-D0170R0015S01,C17-DKFX014,170
MAIN,171.05,KC10-XDAT033-D0171R0009,KC10-XDAT033-D0171R0009S01,KC10-XDAT033,171
MAIN,171.05,KC10-XDAT006-D0171R0008,KC10-XDAT006-D0171R0008S01,KC10-XDAT006,171
MAIN,171.05,KC10-XDAT021-D0171R0009,KC10-XDAT021-D0171R0009S01,KC10-XDAT021,171
MAIN,171.3,CH47-SEA1001-D0171R0015,CH47-SEA1001-D0171R0015S01,CH47-SEA1001,171.25
MAIN,172.05,KC10-XDAT024-D0172R0009,KC10-XDAT024-D0172R0009S01,KC10-XDAT024,172
MAIN,172.05,KC10-XDAT022-D0172R0009,KC10-XDAT022-D0172R0009S01,KC10-XDAT022,172
MAIN,172.05,KC10-XDAT005-D0172R0008,KC10-XDAT005-D0172R0008S01,KC10-XDAT005,172
MAIN,174.05,KC10-XDAT025-D0174R0008,KC10-XDAT025-D0174R0008S01,KC10-XDAT025,174
MAIN,174.05,KC10-XDAT026-D0174R0008,KC10-XDAT026-D0174R0008S01,KC10-XDAT026,174
MAIN,174.05,KC10-XDAT035-D0174R0009,KC10-XDAT035-D0174R0009S01,KC10-XDAT035,174
MAIN,174.05,KC10-XDAT032-D0174R0009,KC10-XDAT032-D0174R0009S01,KC10-XDAT032,174
MAIN,174.4,KC10-XDAT006-D0174R0009,KC10-XDAT006-D0174R0009S01,KC10-XDAT006,174.35452
MAIN,175.3,CH47-SEA1002-D0175R0015,CH47-SEA1002-D0175R0015S01,CH47-SEA1002,175.25
MAIN,177.05,KC10-XDAT018-D0177R0009,KC10-XDAT018-D0177R0009S01,KC10-XDAT018,177
MAIN,177.05,KC10-XDAT003-D0177R0008,KC10-XDAT003-D0177R0008S01,KC10-XDAT003,177
MAIN,177.05,KC10-XDAT017-D0177R0009,KC10-XDAT017-D0177R0009S01,KC10-XDAT017,177
MAIN,177.4,KC10-XDAT025-D0177R0009,KC10-XDAT025-D0177R0009S01,KC10-XDAT025,177.35452
MAIN,177.55,KC10-XDAT006-D0174R0009,KC10-XDAT006-D0174R0009S02,KC10-XDAT006,177.50497
MAIN,179.3,CH47-SEA1003-D0179R0015,CH47-SEA1003-D0179R0015S01,CH47-SEA1003,179.25
