Name,GeolocCode,LocationType,CountryState,Latitude,Longitude
TED STEVENS ANCHO,AJBQ,UNUSED,UNUSED,61.174168,-149.99834
ANCHORAGE,AJBR,UNUSED,UNUSED,61.216667,-149.9
ANCONA,AJGX,UNUSED,UNUSED,43.616665,13.5
ANDERSEN AFB,AJJY,UNUSED,UNUSED,13.583889,144.93
ANDERSON,AJND,UNUSED,UNUSED,40.105278,-85.680275
JOINT BASE ANDREW,AJXF,UNUSED,UNUSED,38.810833,-76.86667
ANDREWS       ANG,AJXH,UNUSED,UNUSED,38.8,-76.86667
ANDREWS AFB,AJXL,UNUSED,UNUSED,38.810833,-76.867226
ANNAPOLIS,AKUS,UNUSED,UNUSED,38.983334,-76.5
ANNAPOLIS,AKUU,UNUSED,UNUSED,38.983334,-76.48333
ANNISTON,AKWB,UNUSED,UNUSED,33.616665,-85.98333
ANNISTON ARMY DEP,AKWQ,UNUSED,UNUSED,33.633335,-85.86667
ANNISTON ARMY DEP,AKWS,UNUSED,UNUSED,33.633335,-85.86667
ANNISTON,AKWU,UNUSED,UNUSED,33.633335,-85.86667
ANSON,ALEX,UNUSED,UNUSED,32.75,-99.916664
ANTWERP,ALRF,UNUSED,UNUSED,51.266666,4.3333335
APPLETON,AMCG,UNUSED,UNUSED,44.25,-88.416664
APRA HARBOR,AMCQ,UNUSED,UNUSED,13.45,144.61667
ARACAY ABAJO,AMES,UNUSED,UNUSED,8.394167,-65.87222
ARDEN HILLS,AMVP,UNUSED,UNUSED,45.05,-93.15222
ARDMORE,AMYJ,UNUSED,UNUSED,34.116665,-97.15
ANNAPOLIS,ANAD,UNUSED,UNUSED,38.988888,-76.49167
ARNOLD,ANZY,UNUSED,UNUSED,35.383335,-86.083336
AS SUKHAYRAH,APFD,UNUSED,UNUSED,34.316666,10.15
ASH SHUWAIKH COMM,APGW,UNUSED,UNUSED,29.35,47.916668
ASHLAND,APKH,UNUSED,UNUSED,33.25,-85.833336
ASHLAND,APNG,UNUSED,UNUSED,40.883335,-82.28333
ASHTART,APRJ,UNUSED,UNUSED,34.283333,11.4
ATHENS,AQEN,UNUSED,UNUSED,34.8,-86.96667
ATHENS,AQEZ,UNUSED,UNUSED,33.95,-83.4
HARTSFIELD JACKSO,AQLM,UNUSED,UNUSED,33.636665,-84.42778
ATLANTA,AQLV,UNUSED,UNUSED,33.75,-84.7
ATLANTA,AQLW,UNUSED,UNUSED,33.5,-84.46667
ATLANTA,AQLZ,UNUSED,UNUSED,33.75,-84.36667
FT GILLEM,AQMV,UNUSED,UNUSED,33.583332,-84.35
ATLANTIC CITY MUN,AQRC,UNUSED,UNUSED,39.36,-74.45611
AUGUSTA,ARNS,UNUSED,UNUSED,33.483334,-82
AUGUSTA RGNL AT B,ARNW,UNUSED,UNUSED,33.37,-81.96445
AUGUSTA,ARPM,UNUSED,UNUSED,37.68667,-97.97639
AUGUSTA,ARPZ,UNUSED,UNUSED,44.333332,-69.75
AURORA,ARTZ,UNUSED,UNUSED,39.729443,-104.83139
AURORA,ARUZ,UNUSED,UNUSED,41.75,-88.316666
AUSTIN,ASAZ,UNUSED,UNUSED,30.266666,-97.71667
AUSTIN STRAUBEL I,ASCE,UNUSED,UNUSED,44.484722,-88.12972
AVIANO AB,ASHE,UNUSED,UNUSED,46.031113,12.596389
MACDILL AFB AUX F,ASPQ,UNUSED,UNUSED,27.650555,-81.34944
BADIN,ATNV,UNUSED,UNUSED,35.166668,-79.03333
BADIN,ATNZ,UNUSED,UNUSED,35.166668,-79.03333
FORT WAYNE INTL,ATQZ,UNUSED,UNUSED,40.97861,-85.195274
BAHRAIN INTL,ATXK,UNUSED,UNUSED,26.268055,50.636944
BAILEYS CROSS RDS,ATYC,UNUSED,UNUSED,38.816666,-77.13333
BAKERSFIELD,AUSJ,UNUSED,UNUSED,35.416668,-119
BALTIMORE,AVBT,UNUSED,UNUSED,39.3,-76.61667
BALTIMORE OUTPORT,AVBU,UNUSED,UNUSED,39.266666,-76.583336
BALTIMORE HLNDS,AVDC,UNUSED,UNUSED,39.344444,-76.625
BANGOR,AVND,UNUSED,UNUSED,44.8,-68.7
BANGOR NAVAL SUBM,AVPN,UNUSED,UNUSED,47.683334,-122.75
BANGOR POMFPAL,AVPR,UNUSED,UNUSED,47.8,-122.6
BANGOR,AVPV,UNUSED,UNUSED,47.8,-122.6
BANZART,AVTB,UNUSED,UNUSED,37.283333,9.883333
BARBERS POINT CGA,AVXS,UNUSED,UNUSED,21.300556,-158.1
KAPOLEI,AVXU,UNUSED,UNUSED,21.3,-158.06667
KALAELOA,AVXV,UNUSED,UNUSED,21.307222,-158.07028
BARBERS POINT NAS,AVXW,UNUSED,UNUSED,21.3,-158.06667
BARCELONA,AVYX,UNUSED,UNUSED,41.35,2.1666667
BARKSDALE AFB,AWUB,UNUSED,UNUSED,32.501945,-93.6625
WESTFIELD BARNES,AXQD,UNUSED,UNUSED,42.158054,-72.715836
BARSTOW       MSC,AYDE,UNUSED,UNUSED,34.9,-117
BARSTOW,AYDK,UNUSED,UNUSED,34.9,-117
BARTH,AYER,UNUSED,UNUSED,54.366665,12.716666
MOBILE RGNL,AYSX,UNUSED,UNUSED,30.69139,-88.242775
BATON ROUGE,AYYX,UNUSED,UNUSED,30.416666,-91.05
BATON ROUGE,AYYY,UNUSED,UNUSED,30.45,-91.1
BATTLE CREEK,AYZZ,UNUSED,UNUSED,42.316666,-85.183334
BAY CITY,AZJH,UNUSED,UNUSED,43.6,-83.86667
BAYONNE,AZTE,UNUSED,UNUSED,40.65,-74.13333
BAYONNE,AZTG,UNUSED,UNUSED,40.683334,-74.1
BANBAN,BACA,UNUSED,UNUSED,24.973612,46.570835
BEALE AFB,BAEY,UNUSED,UNUSED,39.136112,-121.43667
BEALE,BASD,UNUSED,UNUSED,39.133335,-121.433334
BEAUFORT,BBGP,UNUSED,UNUSED,34.716667,-76.666664
BEAUFORT MCAS,BBJM,UNUSED,UNUSED,32.4775,-80.72305
BEAUFORT NAVY,BBJS,UNUSED,UNUSED,32.43667,-80.668335
BEAUMONT T2,BBNQ,UNUSED,UNUSED,30.083334,-94.083336
BEAUMONT,BBNR,UNUSED,UNUSED,30.083334,-94.11667
BEAUMONT,BBNV,UNUSED,UNUSED,30.083334,-94.083336
BEAVER FALLS,BCDZ,UNUSED,UNUSED,40.75,-80.316666
BECKLEY,BCMV,UNUSED,UNUSED,37.733334,-81.28333
BELEN,BDQZ,UNUSED,UNUSED,34.65,-106.78333
BELLE CHASSE,BEGS,UNUSED,UNUSED,29.855,-89.988335
BELLEAIR BLUFFS,BELL,UNUSED,UNUSED,27.921112,-82.81722
BELLINGHAM INTL,BFHX,UNUSED,UNUSED,48.792778,-122.5375
BELLOWS AFS,BFMV,UNUSED,UNUSED,21.366112,-157.71945
BELOIT,BFTZ,UNUSED,UNUSED,42.516666,-89.01667
AUSTIN BERGSTROM,BJHZ,UNUSED,UNUSED,30.194445,-97.67
NASHVILLE INTL,BKTZ,UNUSED,UNUSED,36.124443,-86.67834
BESSEMER,BLMR,UNUSED,UNUSED,33.4,-86.76667
WRNM MEDICAL CTR,BMGM,UNUSED,UNUSED,39.001667,-77.09278
BIG STONE GAP,BPRE,UNUSED,UNUSED,36.833332,-82.78333
BIGGS AAF,BPWZ,UNUSED,UNUSED,31.849445,-106.38
BILLINGS,BQKY,UNUSED,UNUSED,45.783333,-108.5
BINGHAMTON,BQUG,UNUSED,UNUSED,42.1,-75.916664
MUHAMMAD QASIM,BQWA,UNUSED,UNUSED,24.766666,67.333336
BIR EL ATER,BQWK,UNUSED,UNUSED,34.7525,8.075277
BREMERTON,BRAE,UNUSED,UNUSED,47.594444,-122.69028
BIRMINGHAM,BRKM,UNUSED,UNUSED,33.516666,-86.816666
BIRMINGHAM SHUTTL,BRKR,UNUSED,UNUSED,33.56389,-86.75222
BISMARCK,BSEH,UNUSED,UNUSED,46.833332,-100.8
BISMARCK MUNI,BSEM,UNUSED,UNUSED,46.772778,-100.745834
BIZERTE,BSRK,UNUSED,UNUSED,36.85,10.233334
BIZERTE,BSRL,UNUSED,UNUSED,37.283333,9.9
SIDI AHMED AIR BA,BSRR,UNUSED,UNUSED,37.24472,9.792778
BLACKSTONE,BTHP,UNUSED,UNUSED,37.083332,-77.95
BLOOMINGTON,BUWC,UNUSED,UNUSED,40.483334,-88.98333
BLUE ASH,BVGM,UNUSED,UNUSED,39.25,-84.38333
BLUE GRASS DEPOT,BVJS,UNUSED,UNUSED,37.7,-84.21667
BLUE GRASS,BWBU,UNUSED,UNUSED,38.036667,-84.60861
ARKANSAS INTL,BWKR,UNUSED,UNUSED,35.964443,-89.943886
BLYTHEVILLE,BWKV,UNUSED,UNUSED,35.933334,-89.916664
BOISE AIR TERMINA,BXRH,UNUSED,UNUSED,43.564445,-116.22278
BOISE,BXRM,UNUSED,UNUSED,43.633335,-116.166664
BOLLING AFB HELI,BXUR,UNUSED,UNUSED,38.842777,-77.01611
RABAH BITAT,BYKA,UNUSED,UNUSED,36.822224,7.8094444
BONE,BYKC,UNUSED,UNUSED,36.9,7.766667
BONE AND SCHEMES,BYKF,UNUSED,UNUSED,36.916668,7.7833333
CAMP PENDLETON MC,CAAP,UNUSED,UNUSED,33.301388,-117.35528
CAPE CANAVERAL AF,CAAY,UNUSED,UNUSED,28.4675,-80.566666
CP LEJUENE,CABM,UNUSED,UNUSED,34.72278,-77.36472
BOSTON,CAMD,UNUSED,UNUSED,42.35,-71.066666
BOSTON,CAMK,UNUSED,UNUSED,42.366665,-71
BOTHELL,CBEF,UNUSED,UNUSED,47.766666,-122.2
BOWLING GREEN,CCTS,UNUSED,UNUSED,37,-86.45
BRADLEY INTL,CEKT,UNUSED,UNUSED,41.939167,-72.683334
BRANDON,CFGM,UNUSED,UNUSED,32.266666,-89.98333
CHERRY POINT,CHBA,UNUSED,UNUSED,34.906387,-76.9
CHARLESTON,CHBM,UNUSED,UNUSED,32.8,-79.95
BREMERHAVEN,CHCY,UNUSED,UNUSED,53.55,8.55
BREMERTON,CHEV,UNUSED,UNUSED,47.566666,-122.65
BREMERTON SEALAND,CHEX,UNUSED,UNUSED,47.566666,-122.65
BRENHAM,CHJY,UNUSED,UNUSED,30.15,-96.4
BREVARD,CHSY,UNUSED,UNUSED,35.266666,-82.75
BRIDGETON,CJJY,UNUSED,UNUSED,38.783333,-90.46667
BRISTOL,CKMQ,UNUSED,UNUSED,40.1,-74.86667
CLEAR CREEK,CLAG,UNUSED,UNUSED,64.45333,-147.56361
BROCKTON,CLCH,UNUSED,UNUSED,42.1,-71.01667
BROKEN ARROW,CLLH,UNUSED,UNUSED,36.066666,-95.8
BRONX,CLXR,UNUSED,UNUSED,40.833332,-73.86667
BROOKINGS,CMHF,UNUSED,UNUSED,44.316666,-96.78333
BROOKLYN,CMMC,UNUSED,UNUSED,40.666668,-73.96667
BROOKLYN,CMXJ,UNUSED,UNUSED,40.711945,-73.969444
BROOKPARK,CMZJ,UNUSED,UNUSED,41.4,-81.816666
BROOKS CITY BASE,CNBC,UNUSED,UNUSED,29.34639,-98.431946
BROUSSARD,CNRA,UNUSED,UNUSED,30.146944,-91.96139
CORPUS CHRISTI,CPBE,UNUSED,UNUSED,27.687778,-97.26639
BROWNSVILLE,CPJF,UNUSED,UNUSED,40.016666,-79.9
BROWNSVILLE,CPNF,UNUSED,UNUSED,25.916666,-97.5
BRUNSWICK,CQJP,UNUSED,UNUSED,31.15,-81.5
BRUNSWICK EXECUTI,CQLW,UNUSED,UNUSED,43.8925,-69.93889
BUCKLEY AFB,CRWU,UNUSED,UNUSED,39.701668,-104.75166
BUECHEL,CSEM,UNUSED,UNUSED,38.2,-85.63333
BUFFALO,CSHW,UNUSED,UNUSED,42.866665,-78.86667
BUFFALO,CSJF,UNUSED,UNUSED,45.166668,-93.833336
BUFFALO,CSKQ,UNUSED,UNUSED,42.883335,-78.88333
USAF ACADEMY BULL,CTCN,UNUSED,UNUSED,38.758335,-104.30666
GRISSOM AFRES,CTGB,UNUSED,UNUSED,40.66,-86.14167
GRISSOM ARB,CTGC,UNUSED,UNUSED,40.648056,-86.15222
BURLINGTON INTL,CURZ,UNUSED,UNUSED,44.471943,-73.153336
BUTLER,CVLD,UNUSED,UNUSED,40.85,-79.9
BUTNER,CVLK,UNUSED,UNUSED,36.133335,-78.76667
BUTTS AAF,CVPF,UNUSED,UNUSED,38.678333,-104.75667
RICHMOND INTL,CVVM,UNUSED,UNUSED,37.50528,-77.319725
CADILLAC,CWBG,UNUSED,UNUSED,44.233334,-85.36667
CADIZ,CWCE,UNUSED,UNUSED,40.3,-81
CADIZ,CWCP,UNUSED,UNUSED,36.383335,-6.284167
CAGAYAN DE ORO,CWGV,UNUSED,UNUSED,8.5,124.65
CP LEJEUNE,CWKR,UNUSED,UNUSED,34.666668,-77.333336
CAIRO WEST,CWKW,UNUSED,UNUSED,30.116388,30.915556
CALDWELL,CWWK,UNUSED,UNUSED,43.65,-116.666664
CAMDEN,CYCQ,UNUSED,UNUSED,33.516666,-92.833336
CAMDEN,CYEQ,UNUSED,UNUSED,39.933334,-75.11667
CAMDEN,CYJU,UNUSED,UNUSED,34.266666,-80.6
CP J T ROBINSON,CYPV,UNUSED,UNUSED,34.116665,-92.03333
CAMP H M SMITH,CYTW,UNUSED,UNUSED,21.319166,-157.92944
CAMPBELL AAF,CYWF,UNUSED,UNUSED,36.66861,-87.49611
CANDO,CZJF,UNUSED,UNUSED,48.483334,-99.2
CANNON AFB,CZQZ,UNUSED,UNUSED,34.3825,-103.3225
CAPE GIRARDEAU,DBMT,UNUSED,UNUSED,37.316666,-89.51667
CAPE MAY,DBRT,UNUSED,UNUSED,39.083332,-74.816666
ABRAHAM LINCOLN C,DCFT,UNUSED,UNUSED,39.844166,-89.678055
FORT WORTH NAS JR,DDPF,UNUSED,UNUSED,32.769165,-97.441666
CARSWELL,DDPK,UNUSED,UNUSED,32.783333,-97.433334
CARSWELL,DDQW,UNUSED,UNUSED,32.733334,-97.433334
CARTHAGE,DEFW,UNUSED,UNUSED,37.166668,-94.333336
CASPER,DERM,UNUSED,UNUSED,42.833332,-106.333336
CASTLE,DESR,UNUSED,UNUSED,37.380554,-120.56834
CECIL,DGAB,UNUSED,UNUSED,30.21889,-81.87722
CEDAR RAPIDS,DGGB,UNUSED,UNUSED,42.008335,-91.64389
CEDAR RAPIDS,DGGD,UNUSED,UNUSED,41.966667,-91.66472
CENTERVILLE,DGXC,UNUSED,UNUSED,32.933334,-87.13333
CHAMBERSBURG,DHQB,UNUSED,UNUSED,39.95,-77.666664
CHAMBLEE,DHRF,UNUSED,UNUSED,33.583332,-84.36667
CHANNEL ISLANDS A,DJCF,UNUSED,UNUSED,34.141666,-119.111115
CHARLESTON,DKAD,UNUSED,UNUSED,35.3,-94.047226
JB CHARLESTON,DKFX,UNUSED,UNUSED,32.898613,-80.04056
CHARLESTON NAVY,DKFY,UNUSED,UNUSED,32.783333,-79.916664
NORTH CHARLESTON,DKGJ,UNUSED,UNUSED,32.90333,-79.97972
CHARLESTON,DKGK,UNUSED,UNUSED,32.8,-79.96667
CHARLESTON,DKGL,UNUSED,UNUSED,32.77639,-79.93139
CHARLESTON    NWS,DKGT,UNUSED,UNUSED,32.9,-80.03333
CHARLESTON,DKSD,UNUSED,UNUSED,32.783333,-79.916664
CHARLESTON NAVY,DKTB,UNUSED,UNUSED,32.763332,-79.93
CHARLESTON,DKTT,UNUSED,UNUSED,38.35,-81.76667
CHARLESTON,DKTX,UNUSED,UNUSED,38.366665,-81.63333
CHARLESTON NAV YD,DKVL,UNUSED,UNUSED,32.9,-80.03333
CHARLOTTE,DLAL,UNUSED,UNUSED,35.233334,-80.833336
CHATTANOOGA,DLUL,UNUSED,UNUSED,36.016666,-86.51667
CHEATHAM ANX  NSC,DLZC,UNUSED,UNUSED,37.25,-76.666664
CHEROKEE,DNJC,UNUSED,UNUSED,42.749443,-95.55139
CHERRY POINT,DNNH,UNUSED,UNUSED,34.9,-76.88333
CHERRY POINT MCAS,DNNL,UNUSED,UNUSED,34.900833,-76.88084
MCAS CHERRY POINT,DNNM,UNUSED,UNUSED,34.9,-76.86667
CHESTER,DNRV,UNUSED,UNUSED,39.833332,-75.38333
CHEYENNE,DPEV,UNUSED,UNUSED,41.133335,-104.833336
CHEYENNE RGNL JER,DPEZ,UNUSED,UNUSED,41.155556,-104.810555
CHEYENNE MT CMPLX,DPFM,UNUSED,UNUSED,38.816666,-104.71667
CHICAGO,DPLX,UNUSED,UNUSED,41.883335,-87.6
CHICAGO,DPMA,UNUSED,UNUSED,42.083332,-87.816666
CHICAGO,DPMD,UNUSED,UNUSED,41.833332,-87.75
CHICAGO OHARE INT,DPMZ,UNUSED,UNUSED,41.981667,-87.90667
OHARE,DPNB,UNUSED,UNUSED,41.978054,-87.90611
CHICAGO RIDGE,DPNV,UNUSED,UNUSED,41.70139,-87.77917
CHICOPEE,DPYZ,UNUSED,UNUSED,42.183334,-72.61667
CHINHAE,DRUG,UNUSED,UNUSED,35.133335,128.66667
CHIPPEWA FALLS,DRYL,UNUSED,UNUSED,43.166668,-87.96667
CINCINNATI NORTHE,DTVB,UNUSED,UNUSED,39.04889,-84.66778
CINCINNATI,DTVP,UNUSED,UNUSED,39.1,-84.5
CINCINNATI,DTWB,UNUSED,UNUSED,39.433334,-84.5
CLACKAMAS,DUHW,UNUSED,UNUSED,45.416668,-122.583336
CLARION,DVGK,UNUSED,UNUSED,41.216667,-79.38333
DIOSDADO MACAPAGA,DVLK,UNUSED,UNUSED,15.186111,120.56028
CLARKSBURG,DVYP,UNUSED,UNUSED,39.266666,-80.35
CLEAR FORK,DXFX,UNUSED,UNUSED,37.630833,-81.68305
CLEVELAND HOPKINS,DYCS,UNUSED,UNUSED,41.409443,-81.855
CLEVELAND NAVY,DYCZ,UNUSED,UNUSED,41.5,-81.7
CLEVELAND,DYDV,UNUSED,UNUSED,35.15,-84.88333
CLINTON,DYVS,UNUSED,UNUSED,42.416668,-71.683334
CLINTON,DYWP,UNUSED,UNUSED,32.336945,-90.329445
CLINTON,DYXQ,UNUSED,UNUSED,35,-78.316666
CLOVIS,EAPD,UNUSED,UNUSED,34.4,-103.183334
CLYDE,EAQQ,UNUSED,UNUSED,35.533333,-82.916664
MIDDLE GEORGIA RG,EAZP,UNUSED,UNUSED,32.69278,-83.64917
COLOMBO,EDME,UNUSED,UNUSED,6.9333334,79.85
COLORADO SPRINGS,EDUG,UNUSED,UNUSED,38.766666,-104.8
COLORADO SPRINGS,EDUJ,UNUSED,UNUSED,38.83389,-104.82083
COLTS NECK,EDVT,UNUSED,UNUSED,40.283333,-74.183334
COLUMBIA,EDWC,UNUSED,UNUSED,38.030556,-120.414444
COLUMBIA,EDYN,UNUSED,UNUSED,38.966667,-92.333336
COLUMBIA,EEBS,UNUSED,UNUSED,34,-81
COLUMBUS,EEHR,UNUSED,UNUSED,32.466667,-84.98333
COLUMBUS,EEMW,UNUSED,UNUSED,32.516388,-84.93889
COLUMBUS AFB,EEPZ,UNUSED,UNUSED,33.64528,-88.44583
COLUMBUS,EFGH,UNUSED,UNUSED,39.816666,-82.933334
COLUMBUS,EFGV,UNUSED,UNUSED,39.966667,-83
COLUMBUS ARMY DEP,EFGX,UNUSED,UNUSED,39.983334,-82.916664
COLUMBUS,EFHH,UNUSED,UNUSED,39.976387,-82.905556
COMPTON,EGDZ,UNUSED,UNUSED,33.883335,-118.3
CONCORD,EGNA,UNUSED,UNUSED,37.983334,-122.05
CONCORD,EGND,UNUSED,UNUSED,37.983334,-122.05
CONCORD       NWS,EGNF,UNUSED,UNUSED,37.983334,-122.05
CONCORD,EGNN,UNUSED,UNUSED,37.933334,-121.933334
CONNELLSVILLE,EHNP,UNUSED,UNUSED,40.016666,-79.583336
CONWAY,EJSP,UNUSED,UNUSED,35.066666,-92.416664
COOS BAY,EKWU,UNUSED,UNUSED,43.383335,-124.2
COOS HEAD,EKWW,UNUSED,UNUSED,42.166668,-124.166664
CORONADO,EMVX,UNUSED,UNUSED,32.7,-117.166664
CORONADO SD   NPB,EMVY,UNUSED,UNUSED,32.666668,-117.166664
CORPUS CHRISTI,ENCB,UNUSED,UNUSED,27.683332,-97.26667
CORPUS CHRISTI,ENCF,UNUSED,UNUSED,27.8,-97.4
CORPUS CHRISTI,ENCJ,UNUSED,UNUSED,27.690556,-97.289444
CORPUS CHRISTI NA,ENCK,UNUSED,UNUSED,27.692778,-97.290276
CORPUS CHRISTI NA,ENCN,UNUSED,UNUSED,27.816668,-97.4
ENID,ENID,UNUSED,UNUSED,36.427223,-97.88167
COUNCIL BLUFFS,EPKA,UNUSED,UNUSED,41.261944,-95.86083
COVENTRY,EQDF,UNUSED,UNUSED,41.720833,-71.59889
FT A P HILL,EQYH,UNUSED,UNUSED,38.116665,-77.25
CP ATTERBURY,ERCH,UNUSED,UNUSED,39.35,-86.03333
CP BEAUREGARD,ERDH,UNUSED,UNUSED,31.316668,-92.416664
CP BLANDING,ERDY,UNUSED,UNUSED,30,-81.98333
ERIE,ERIE,UNUSED,UNUSED,42.135555,-80.0525
CP DAWSON,ERUW,UNUSED,UNUSED,39.45,-79.71667
CP DODGE,ESBW,UNUSED,UNUSED,42.55,-94.183334
FT DRUM,ESGM,UNUSED,UNUSED,44.05,-75.73333
CP ELMORE,ESHH,UNUSED,UNUSED,36.93722,-76.28972
CP EDWARDS,ESLM,UNUSED,UNUSED,41.533333,-70.61667
CP GRAYLING,ESPS,UNUSED,UNUSED,44.666668,-84.666664
CAMP LEJEUNE,ETFA,UNUSED,UNUSED,34.666668,-77.333336
CP LEJEUNE,ETFB,UNUSED,UNUSED,34.666668,-77.333336
FT MCCOY,ETMB,UNUSED,UNUSED,44.1,-90.683334
CP MURRAY,ETRB,UNUSED,UNUSED,47.116665,-122.566666
CP PENDLETON NAVY,ETVL,UNUSED,UNUSED,33.316666,-117.38333
CP PARKS,ETVM,UNUSED,UNUSED,37.730556,-121.90139
CP PENDLETON,ETZB,UNUSED,UNUSED,33.316666,-117.38333
CP PENDLETON,ETZC,UNUSED,UNUSED,33.316666,-117.38333
CP PERRY,EUBC,UNUSED,UNUSED,41.533333,-83.025
FT PICKETT,EUDB,UNUSED,UNUSED,37.05,-77.933334
CP RAPID,EUFG,UNUSED,UNUSED,44.1,-103.23333
CP RILEA,EUFM,UNUSED,UNUSED,46.116665,-123.96667
CP RIPLEY,EUFN,UNUSED,UNUSED,44.066666,-96.76667
CP ROBERTS,EUHB,UNUSED,UNUSED,35.832222,-120.743614
CP ROBINSON,EUKB,UNUSED,UNUSED,34.833332,-92.3
CP SHELBY,EURB,UNUSED,UNUSED,31.158333,-89.316666
CP SMITH,EUVB,UNUSED,UNUSED,21.366667,-157.91667
CP SMITH      MCC,EUVH,UNUSED,UNUSED,21.366667,-157.91667
CP SMITH       BA,EUVJ,UNUSED,UNUSED,21.3,-157.88333
CAMP H M SMITH,EUVK,UNUSED,UNUSED,21.333334,-157.91417
CRANE,EWFK,UNUSED,UNUSED,39.716667,-86.26667
CRANE         AAP,EWFL,UNUSED,UNUSED,39.716667,-86.26667
CRESCENT CITY,EWYN,UNUSED,UNUSED,41.75,-124.333336
CRESTON,EXAN,UNUSED,UNUSED,41.058613,-94.361115
CRESTVIEW,EXCN,UNUSED,UNUSED,30.816668,-86.55
CROCKETT,EXGM,UNUSED,UNUSED,38.05,-122.21667
SUBIC BAY INTL,EYBD,UNUSED,UNUSED,14.794444,120.271385
DADEVILLE,EZGG,UNUSED,UNUSED,32.8,-85.76667
DAHLGREN,EZHK,UNUSED,UNUSED,38.331112,-77.05139
DAKAR,EZMU,UNUSED,UNUSED,14.683333,-17.433332
DALLAS FORT WORTH,EZSE,UNUSED,UNUSED,32.896946,-97.038055
DALLAS,EZTC,UNUSED,UNUSED,32.283333,-96.78333
MILLENNIUM DALLAS,EZTH,UNUSED,UNUSED,32.734722,-96.9675
