Road Capacities
ID<>,Name<>,Capacity<STON>,Capacity Rate<Veh/Day>,Usage Rating<Float>
504,I294+ 5713-504,2000.0,0.0,0.0
3448,I294+ 5740-3448,2000.0,0.0,0.0
3594,I294+-3594,2000.0,0.0,0.0
1192,I294-1192,2000.0,0.0,0.0
1359,I295 18937-1359,2000.0,0.0,0.0
726,I295 3701-726,2000.0,0.0,0.0
475,I295+ 11598-475,2000.0,0.0,0.0
2890,I295+ 11600-2890,2000.0,0.0,0.0
1995,I295+ 11609-1995,2000.0,0.0,0.0
2948,I295+ 18764-2948,2000.0,0.0,0.0
5313,I295+ 18808-5313,2000.0,0.0,0.0
4681,I295+ 20568-4681,2000.0,0.0,0.0
3833,I295+ 20575-3833,2000.0,0.0,0.0
2565,I295+ 20585-2565,2000.0,0.0,0.0
4855,I295+ 20608-4855,2000.0,0.0,0.0
5110,I295+ 3699-5110,2000.0,0.0,0.0
3522,I295+ 3702-3522,2000.0,0.0,0.0
4280,I30 16801-4280,2000.0,0.0,0.0
2399,I30 16802-2399,2000.0,0.0,0.0
569,I30 16867-569,2000.0,0.0,0.0
4038,I30 17001-4038,2000.0,0.0,0.0
184,I30 907-184,2000.0,0.0,0.0
1404,I30+ 16809-1404,2000.0,0.0,0.0
620,I30+ 16856-620,2000.0,0.0,0.0
4815,I30+ 16866-4815,2000.0,0.0,0.0
247,I30+ 16952-247,2000.0,0.0,0.0
5942,I30+ 16973-5942,2000.0,0.0,0.0
1394,I30+ 16974-1394,2000.0,0.0,0.0
4467,I30+ 16985-4467,2000.0,0.0,0.0
