Rail Use
Time<Day>,Asset Pool<String>,Capacity<Float>,InUse<Float>,Available<Float>,Utilization<Percent>
168.0,five,133.0,0.0,133.0,0.0
169.0,five,133.0,0.0,133.0,0.0
170.0,five,133.0,0.0,133.0,0.0
171.0,five,133.0,0.0,133.0,0.0
172.0,five,133.0,0.0,133.0,0.0
173.0,five,133.0,0.0,133.0,0.0
174.0,five,133.0,0.0,133.0,0.0
175.0,five,133.0,0.0,133.0,0.0
176.0,five,133.0,0.0,133.0,0.0
177.0,five,133.0,0.0,133.0,0.0
178.0,five,133.0,0.0,133.0,0.0
179.0,five,133.0,0.0,133.0,0.0
180.0,five,133.0,0.0,133.0,0.0
0.0,nine,270.0,0.0,270.0,0.0
1.0,nine,270.0,0.0,270.0,0.0
2.0,nine,270.0,0.0,270.0,0.0
3.0,nine,270.0,0.0,270.0,0.0
4.0,nine,270.0,0.0,270.0,0.0
5.0,nine,270.0,0.0,270.0,0.0
6.0,nine,270.0,0.0,270.0,0.0
7.0,nine,270.0,0.0,270.0,0.0
8.0,nine,270.0,0.0,270.0,0.0
9.0,nine,270.0,230.0,40.0,0.8518519
10.0,nine,270.0,270.0,0.0,1.0
11.0,nine,270.0,270.0,0.0,1.0
12.0,nine,270.0,270.0,0.0,1.0
13.0,nine,270.0,255.0,15.0,0.9444444
14.0,nine,270.0,263.0,7.0,0.97407407
15.0,nine,270.0,203.0,67.0,0.75185186
16.0,nine,270.0,203.0,67.0,0.75185186
17.0,nine,270.0,203.0,67.0,0.75185186
18.0,nine,270.0,144.0,126.0,0.53333336
19.0,nine,270.0,129.0,141.0,0.47777778
20.0,nine,270.0,106.0,164.0,0.39259258
21.0,nine,270.0,85.0,185.0,0.3148148
22.0,nine,270.0,45.0,225.0,0.16666667
23.0,nine,270.0,10.0,260.0,0.037037037
24.0,nine,270.0,9.0,261.0,0.033333335
25.0,nine,270.0,9.0,261.0,0.033333335
26.0,nine,270.0,9.0,261.0,0.033333335
27.0,nine,270.0,9.0,261.0,0.033333335
28.0,nine,270.0,8.0,262.0,0.02962963
29.0,nine,270.0,8.0,262.0,0.02962963
30.0,nine,270.0,8.0,262.0,0.02962963
31.0,nine,270.0,8.0,262.0,0.02962963
32.0,nine,270.0,8.0,262.0,0.02962963
33.0,nine,270.0,8.0,262.0,0.02962963
34.0,nine,270.0,8.0,262.0,0.02962963
35.0,nine,270.0,8.0,262.0,0.02962963
36.0,nine,270.0,0.0,270.0,0.0
37.0,nine,270.0,0.0,270.0,0.0
38.0,nine,270.0,0.0,270.0,0.0
39.0,nine,270.0,0.0,270.0,0.0
40.0,nine,270.0,0.0,270.0,0.0
41.0,nine,270.0,0.0,270.0,0.0
42.0,nine,270.0,0.0,270.0,0.0
43.0,nine,270.0,0.0,270.0,0.0
44.0,nine,270.0,0.0,270.0,0.0
45.0,nine,270.0,0.0,270.0,0.0
46.0,nine,270.0,0.0,270.0,0.0
47.0,nine,270.0,0.0,270.0,0.0
48.0,nine,270.0,0.0,270.0,0.0
49.0,nine,270.0,0.0,270.0,0.0
50.0,nine,270.0,0.0,270.0,0.0
51.0,nine,270.0,0.0,270.0,0.0
52.0,nine,270.0,0.0,270.0,0.0
53.0,nine,270.0,0.0,270.0,0.0
54.0,nine,270.0,0.0,270.0,0.0
55.0,nine,270.0,0.0,270.0,0.0
56.0,nine,270.0,0.0,270.0,0.0
57.0,nine,270.0,0.0,270.0,0.0
58.0,nine,270.0,0.0,270.0,0.0
59.0,nine,270.0,0.0,270.0,0.0
60.0,nine,270.0,0.0,270.0,0.0
61.0,nine,270.0,0.0,270.0,0.0
62.0,nine,270.0,0.0,270.0,0.0
63.0,nine,270.0,0.0,270.0,0.0
64.0,nine,270.0,0.0,270.0,0.0
65.0,nine,270.0,0.0,270.0,0.0
66.0,nine,270.0,0.0,270.0,0.0
67.0,nine,270.0,0.0,270.0,0.0
68.0,nine,270.0,0.0,270.0,0.0
69.0,nine,270.0,0.0,270.0,0.0
70.0,nine,270.0,0.0,270.0,0.0
71.0,nine,270.0,0.0,270.0,0.0
72.0,nine,270.0,0.0,270.0,0.0
73.0,nine,270.0,0.0,270.0,0.0
74.0,nine,270.0,0.0,270.0,0.0
75.0,nine,270.0,0.0,270.0,0.0
76.0,nine,270.0,0.0,270.0,0.0
77.0,nine,270.0,0.0,270.0,0.0
78.0,nine,270.0,0.0,270.0,0.0
79.0,nine,270.0,0.0,270.0,0.0
80.0,nine,270.0,0.0,270.0,0.0
81.0,nine,270.0,0.0,270.0,0.0
82.0,nine,270.0,0.0,270.0,0.0
83.0,nine,270.0,0.0,270.0,0.0
84.0,nine,270.0,0.0,270.0,0.0
85.0,nine,270.0,0.0,270.0,0.0
86.0,nine,270.0,0.0,270.0,0.0
87.0,nine,270.0,0.0,270.0,0.0
88.0,nine,270.0,0.0,270.0,0.0
89.0,nine,270.0,0.0,270.0,0.0
90.0,nine,270.0,0.0,270.0,0.0
91.0,nine,270.0,0.0,270.0,0.0
92.0,nine,270.0,0.0,270.0,0.0
93.0,nine,270.0,0.0,270.0,0.0
94.0,nine,270.0,0.0,270.0,0.0
95.0,nine,270.0,0.0,270.0,0.0
96.0,nine,270.0,0.0,270.0,0.0
97.0,nine,270.0,0.0,270.0,0.0
98.0,nine,270.0,0.0,270.0,0.0
99.0,nine,270.0,0.0,270.0,0.0
100.0,nine,270.0,0.0,270.0,0.0
101.0,nine,270.0,0.0,270.0,0.0
102.0,nine,270.0,0.0,270.0,0.0
103.0,nine,270.0,0.0,270.0,0.0
104.0,nine,270.0,0.0,270.0,0.0
105.0,nine,270.0,0.0,270.0,0.0
106.0,nine,270.0,0.0,270.0,0.0
107.0,nine,270.0,0.0,270.0,0.0
108.0,nine,270.0,0.0,270.0,0.0
109.0,nine,270.0,0.0,270.0,0.0
110.0,nine,270.0,0.0,270.0,0.0
111.0,nine,270.0,0.0,270.0,0.0
112.0,nine,270.0,0.0,270.0,0.0
113.0,nine,270.0,0.0,270.0,0.0
114.0,nine,270.0,0.0,270.0,0.0
115.0,nine,270.0,0.0,270.0,0.0
116.0,nine,270.0,0.0,270.0,0.0
117.0,nine,270.0,0.0,270.0,0.0
118.0,nine,270.0,0.0,270.0,0.0
119.0,nine,270.0,0.0,270.0,0.0
120.0,nine,270.0,0.0,270.0,0.0
121.0,nine,270.0,0.0,270.0,0.0
122.0,nine,270.0,0.0,270.0,0.0
123.0,nine,270.0,0.0,270.0,0.0
124.0,nine,270.0,0.0,270.0,0.0
125.0,nine,270.0,0.0,270.0,0.0
126.0,nine,270.0,0.0,270.0,0.0
127.0,nine,270.0,0.0,270.0,0.0
128.0,nine,270.0,0.0,270.0,0.0
129.0,nine,270.0,0.0,270.0,0.0
130.0,nine,270.0,0.0,270.0,0.0
131.0,nine,270.0,0.0,270.0,0.0
132.0,nine,270.0,0.0,270.0,0.0
133.0,nine,270.0,0.0,270.0,0.0
134.0,nine,270.0,0.0,270.0,0.0
135.0,nine,270.0,0.0,270.0,0.0
136.0,nine,270.0,0.0,270.0,0.0
137.0,nine,270.0,0.0,270.0,0.0
138.0,nine,270.0,0.0,270.0,0.0
139.0,nine,270.0,0.0,270.0,0.0
140.0,nine,270.0,0.0,270.0,0.0
141.0,nine,270.0,0.0,270.0,0.0
142.0,nine,270.0,0.0,270.0,0.0
143.0,nine,270.0,0.0,270.0,0.0
144.0,nine,270.0,0.0,270.0,0.0
145.0,nine,270.0,0.0,270.0,0.0
146.0,nine,270.0,0.0,270.0,0.0
147.0,nine,270.0,0.0,270.0,0.0
148.0,nine,270.0,0.0,270.0,0.0
149.0,nine,270.0,0.0,270.0,0.0
150.0,nine,270.0,0.0,270.0,0.0
151.0,nine,270.0,0.0,270.0,0.0
152.0,nine,270.0,0.0,270.0,0.0
153.0,nine,270.0,0.0,270.0,0.0
154.0,nine,270.0,0.0,270.0,0.0
155.0,nine,270.0,0.0,270.0,0.0
156.0,nine,270.0,0.0,270.0,0.0
157.0,nine,270.0,0.0,270.0,0.0
158.0,nine,270.0,0.0,270.0,0.0
159.0,nine,270.0,0.0,270.0,0.0
160.0,nine,270.0,0.0,270.0,0.0
161.0,nine,270.0,0.0,270.0,0.0
162.0,nine,270.0,0.0,270.0,0.0
163.0,nine,270.0,0.0,270.0,0.0
164.0,nine,270.0,0.0,270.0,0.0
165.0,nine,270.0,0.0,270.0,0.0
166.0,nine,270.0,0.0,270.0,0.0
167.0,nine,270.0,0.0,270.0,0.0
168.0,nine,270.0,0.0,270.0,0.0
169.0,nine,270.0,0.0,270.0,0.0
170.0,nine,270.0,0.0,270.0,0.0
171.0,nine,270.0,0.0,270.0,0.0
172.0,nine,270.0,0.0,270.0,0.0
173.0,nine,270.0,0.0,270.0,0.0
174.0,nine,270.0,0.0,270.0,0.0
175.0,nine,270.0,0.0,270.0,0.0
176.0,nine,270.0,0.0,270.0,0.0
177.0,nine,270.0,0.0,270.0,0.0
178.0,nine,270.0,0.0,270.0,0.0
179.0,nine,270.0,0.0,270.0,0.0
180.0,nine,270.0,0.0,270.0,0.0
0.0,ten,315.0,12.0,303.0,0.03809524
1.0,ten,315.0,12.0,303.0,0.03809524
2.0,ten,315.0,12.0,303.0,0.03809524
3.0,ten,315.0,12.0,303.0,0.03809524
4.0,ten,315.0,12.0,303.0,0.03809524
5.0,ten,315.0,0.0,315.0,0.0
6.0,ten,315.0,0.0,315.0,0.0
7.0,ten,315.0,0.0,315.0,0.0
8.0,ten,315.0,0.0,315.0,0.0
9.0,ten,315.0,255.0,60.0,0.8095238
10.0,ten,315.0,262.0,53.0,0.83174604
11.0,ten,315.0,251.0,64.0,0.7968254
12.0,ten,315.0,251.0,64.0,0.7968254
13.0,ten,315.0,262.0,53.0,0.83174604
14.0,ten,315.0,227.0,88.0,0.72063494
15.0,ten,315.0,128.0,187.0,0.4063492
16.0,ten,315.0,148.0,167.0,0.46984127
17.0,ten,315.0,129.0,186.0,0.40952381
