KEY,SHAPE_ROW,CountryState,CountryStateCode,Length,LineStyle,LineWidth,LineColor,RoadRate,RoadRateOfMarch,One-way,CivilianTraffic,AvailableMilitary,type,From,To,RoadClass,MSR,DisplayName,Modified,WeightLimit,WidthLimit,HeightLimit,MLCLimit
Tunisia Road Link - 215-252,6488,null,null,23.43,,,,,15.534,,,,medium road,ints-6524,ints-6628,,,,,,,,
Tunisia Road Link - 216-281,6517,null,null,10.25,,,,,15.534,,,,medium road,ints-6566,ints-6692,,,,,,,,
Tunisia Road Link - 217-203,6439,null,null,9.66,,,,,15.534,,,,medium road,ints-6557,ints-6621,,,,,,,,
Tunisia Road Link - 218-171,6407,null,null,18.7,,,,,15.534,,,,medium road,ints-6514,ints-6572,,,,,,,,
Tunisia Road Link - 219-54,6290,null,null,15.93,,,,,15.534,,,,medium road,ints-6607,ints-6618,,,,,,,,
Tunisia Road Link - 22-221,6457,null,null,20.56,,,,,15.534,,,,medium road,ints-6499,ints-6491,,,,,,,,
Tunisia Road Link - 220-258,6494,null,null,15.97,,,,,15.534,,,,medium road,ints-6607,ints-6673,,,,,,,,
Tunisia Road Link - 221-29,6265,null,null,26.47,,,,,15.534,,,,medium road,ints-6673,ints-6610,,,,,,,,
Tunisia Road Link - 222-101,6337,null,null,36.97,,,,,15.534,,,,medium road,ints-6610,ints-6715,,,,,,,,
Tunisia Road Link - 223-292,6528,null,null,15.14,,,,,15.534,,,,medium road,ints-6715,ints-6555,,,,,,,,
Tunisia Road Link - 224-72,6308,null,null,30.18,,,,,15.534,,,,medium road,ints-6711,ints-6475,,,,,,,,
Tunisia Road Link - 225-153,6389,null,null,64.74,,,,,15.534,,,,medium road,ints-6556,ints-6637,,,,,,,,
Tunisia Road Link - 226-223,6459,null,null,21.27,,,,,15.534,,,,medium road,ints-6556,ints-6686,,,,,,,,
Tunisia Road Link - 227-285,6521,null,null,24.8,,,,,15.534,,,,medium road,ints-6556,ints-6530,,,,,,,,
Tunisia Road Link - 228-17,6253,null,null,33.86,,,,,15.534,,,,medium road,ints-6696,ints-6594,,,,,,,,
Tunisia Road Link - 229-135,6371,null,null,5.86,,,,,15.534,,,,medium road,ints-6646,ints-6504,,,,,,,,
Tunisia Road Link - 23-303,6539,null,null,0.7,,,,,15.534,,,,medium road,ints-6575,ints-6705,,,,,,,,
Tunisia Road Link - 230-31,6267,null,null,11.1,,,,,15.534,,,,medium road,ints-6646,ints-6652,,,,,,,,
Tunisia Road Link - 231-51,6287,null,null,13.42,,,,,15.534,,,,medium road,ints-6624,ints-6641,,,,,,,,
Tunisia Road Link - 232-277,6513,null,null,9.25,,,,,15.534,,,,medium road,ints-6707,ints-6606,,,,,,,,
Tunisia Road Link - 233-202,6438,null,null,12.28,,,,,15.534,,,,medium road,ints-6483,ints-6624,,,,,,,,
Tunisia Road Link - 234-85,6321,null,null,6.08,,,,,15.534,,,,medium road,ints-6666,ints-6707,,,,,,,,
Tunisia Road Link - 235-5,6241,null,null,6.96,,,,,15.534,,,,medium road,ints-6651,ints-6666,,,,,,,,
Tunisia Road Link - 236-232,6468,null,null,21.05,,,,,15.534,,,,medium road,ints-6652,ints-6647,,,,,,,,
Tunisia Road Link - 237-187,6423,null,null,11.78,,,,,15.534,,,,medium road,ints-6492,ints-6591,,,,,,,,
Tunisia Road Link - 238-113,6349,null,null,18.39,,,,,15.534,,,,medium road,ints-6474,ints-6576,,,,,,,,
Tunisia Road Link - 239-25,6261,null,null,7.13,,,,,15.534,,,,medium road,ints-6534,ints-6591,,,,,,,,
Tunisia Road Link - 24-95,6331,null,null,6.06,,,,,15.534,,,,medium road,ints-6541,ints-6615,,,,,,,,
Tunisia Road Link - 240-190,6426,null,null,9.48,,,,,15.534,,,,medium road,ints-6638,ints-6661,,,,,,,,
Tunisia Road Link - 241-280,6516,null,null,9.54,,,,,15.534,,,,medium road,ints-6689,ints-6539,,,,,,,,
Tunisia Road Link - 242-145,6381,null,null,0.55,,,,,15.534,,,,medium road,ints-6637,ints-6476,,,,,,,,
Tunisia Road Link - 242-split-61,6297,null,null,20.35,,,,,15.534,,,,medium road,ints-6488,ints-6476,,,,,,,,
Tunisia Road Link - 243-14,6250,null,null,23.21,,,,,15.534,,,,medium road,ints-6585,ints-6696,,,,,,,,
Tunisia Road Link - 244-284,6520,null,null,7.52,,,,,15.534,,,,medium road,ints-6627,ints-6696,,,,,,,,
Tunisia Road Link - 245-207,6443,null,null,10.14,,,,,15.534,,,,medium road,ints-6650,ints-6627,,,,,,,,
Tunisia Road Link - 246-142,6378,null,null,24.68,,,,,15.534,,,,medium road,ints-6650,geos-VKNP,,,,,,,,
Tunisia Road Link - 247-67,6303,null,null,26.04,,,,,15.534,,,,medium road,ints-6600,ints-6511,,,,,,,,
Tunisia Road Link - 248-294,6530,null,null,21.52,,,,,15.534,,,,medium road,ints-6511,ints-6502,,,,,200.0,,,
Tunisia Road Link - 25-2,6238,null,null,5.3,,,,,15.534,,,,medium road,ints-6605,ints-6543,,,,,,,,
Tunisia Road Link - 250-140,6376,null,null,20.34,,,,,15.534,,,,medium road,ints-6564,ints-6713,,,,,,,,
Tunisia Road Link - 251-68,6304,null,null,46.73,,,,,15.534,,,,medium road,ints-6473,ints-6713,,,,,,,,
Tunisia Road Link - 252-0-109,6345,null,null,102.218,,,,,15.534,,,,medium road,ints-6574,ints-6655,,,,,,,,
Tunisia Road Link - 252-1-110,6346,null,null,73.062,,,,,15.534,,,,medium road,ints-6574,ints-6567,,,,,,,,
Tunisia Road Link - 253-120,6356,null,null,0.68,,,,,15.534,,,,medium road,ints-6658,ints-6603,,,,,,,,
Tunisia Road Link - 254-206,6442,null,null,31.18,,,,,15.534,,,,medium road,ints-6630,ints-6658,,,,,,,,
Tunisia Road Link - 255-301,6537,null,null,16.44,,,,,15.534,,,,medium road,ints-6549,ints-6564,,,,,,,,
Tunisia Road Link - 256-3,6239,null,null,31.747,,,,,15.534,,,,medium road,geos-FGTW,ints-6553,,,,,,,,
Tunisia Road Link - 256-split-33,6269,null,null,12.633,,,,,15.534,,,,medium road,geos-FGTW,ints-6598,,,,,,,,
Tunisia Road Link - 257-80,6316,null,null,21.51,,,,,15.534,,,,medium road,ints-6559,ints-6655,,,,,,,,
Tunisia Road Link - 258-185,6421,null,null,30.52,,,,,15.534,,,,medium road,ints-6586,ints-6671,,,,,,,,
Tunisia Road Link - 259-235,6471,null,null,44.45,,,,,15.534,,,,medium road,ints-6538,ints-6517,,,,,,,,
Tunisia Road Link - 26-226,6462,null,null,19.11,,,,,15.534,,,,medium road,ints-6543,ints-6642,,,,,,,,
Tunisia Road Link - 260-261,6497,null,null,16.41,,,,,15.534,,,,medium road,ints-6538,ints-6663,,,,,,,,
Tunisia Road Link - 261-192,6428,null,null,26.38,,,,,15.534,,,,medium road,ints-6538,ints-6640,,,,,,,,
Tunisia Road Link - 262-118,6354,null,null,20.92,,,,,15.534,,,,medium road,ints-6548,ints-6538,,,,,,,,
Tunisia Road Link - 263-34,6270,null,null,39.4,,,,,15.534,,,,medium road,ints-6573,ints-6717,,,,,,,,
Tunisia Road Link - 264-28,6264,null,null,25.09,,,,,15.534,,,,medium road,ints-6717,ints-6659,,,,,,,,
Tunisia Road Link - 265-104,6340,null,null,45.629,,,,,15.534,,,,medium road,ints-6702,ints-6686,,,,,,,,
Tunisia Road Link - 265-split-57,6293,null,null,30.771,,,,,15.534,,,,medium road,ints-6702,ints-6612,,,,,,,,
Tunisia Road Link - 266-172,6408,null,null,50.36,,,,,15.534,,,,medium road,ints-6480,ints-6533,,,,,,,,
Tunisia Road Link - 267-267,6503,null,null,55.55,,,,,15.534,,,,medium road,ints-6529,ints-6480,,,,,,,,
Tunisia Road Link - 268-71,6307,null,null,37.14,,,,,15.534,,,,medium road,ints-6473,ints-6480,,,,,,,,
Tunisia Road Link - 269-148,6384,null,null,66.76,,,,,15.534,,,,medium road,ints-6480,ints-6530,,,,,,,,
Tunisia Road Link - 27-163,6399,null,null,16.89,,,,,15.534,,,,medium road,ints-6705,ints-6579,,,,,,,,
Tunisia Road Link - 271-298,6534,null,null,1.81,,,,,15.534,,,,medium road,geos-HNTK,ints-6567,,,,,,,,
Tunisia Road Link - 272-60,6296,null,null,10.03,,,,,15.534,,,,medium road,geos-JEAH,ints-6598,,,,,,,,
Tunisia Road Link - 273-149,6385,null,null,5.34,,,,,15.534,,,,medium road,ints-6614,geos-ADLS,,,,,,,,
Tunisia Road Link - 274-205,6441,null,null,3.38,,,,,15.534,,,,medium road,geos-FUQN,ints-6603,,,,,,,,
Tunisia Road Link - 276-150,6386,null,null,2.16,,,,,15.534,,,,medium road,geos-TPAL,ints-6529,,,,,,,,
Tunisia Road Link - 277-64,6300,null,null,2.8,,,,,15.534,,,,medium road,geos-UNQU,ints-6522,,,,,,,,
Tunisia Road Link - 278-241,6477,null,null,3.89,,,,,15.534,,,,medium road,geos-HNTS,ints-6567,,,,,200.0,,,
Tunisia Road Link - 28-86,6322,null,null,10.66,,,,,15.534,,,,medium road,ints-6575,ints-6623,,,,,,,,
Tunisia Road Link - 29-84,6320,null,null,10.08,,,,,15.534,,,,medium road,ints-6571,ints-6575,,,,,,,,
Tunisia Road Link - 3-119,6355,null,null,0.65,,,,,15.534,,,,medium road,ints-6622,geos-BSRL,,,,,,,,
Tunisia Road Link - 30-111,6347,null,null,8.92,,,,,15.534,,,,medium road,ints-6579,ints-6571,,,,,,,,
Tunisia Road Link - 31-191,6427,null,null,8.45,,,,,15.534,,,,medium road,ints-6623,ints-6571,,,,,,,,
Tunisia Road Link - 32-274,6510,null,null,12.01,,,,,15.534,,,,medium road,ints-6685,ints-6543,,,,,,,,
Tunisia Road Link - 33-38,6274,null,null,17.88,,,,,15.534,,,,medium road,ints-6615,ints-6682,,,,,,,,
Tunisia Road Link - 34-181,6417,null,null,6.2,,,,,15.534,,,,medium road,ints-6623,ints-6674,,,,,,,,
Tunisia Road Link - 35-275,6511,null,null,5.35,,,,,15.534,,,,medium road,ints-6682,ints-6678,,,,,,,,
Tunisia Road Link - 36-39,6275,null,null,1.5,,,,,15.534,,,,medium road,ints-6674,ints-6678,,,,,,,,
Tunisia Road Link - 37-130,6366,null,null,1.8,,,,,15.534,,,,medium road,ints-6678,ints-6542,,,,,,,,
Tunisia Road Link - 38-195,6431,null,null,10.5,,,,,15.534,,,,medium road,ints-6579,ints-6602,,,,,,,,
Tunisia Road Link - 39-278,6514,null,null,11.09,,,,,15.534,,,,medium road,ints-6602,ints-6685,,,,,,,,
Tunisia Road Link - 4-44,6280,null,null,0.72,,,,,15.534,,,,medium road,geos-BSRL,ints-6512,,,,,,,,
Tunisia Road Link - 40-138,6374,null,null,0.66,,,,,15.534,,,,medium road,ints-6590,ints-6602,,,,,,,,
Tunisia Road Link - 41-215,6451,null,null,9.79,,,,,15.534,,,,medium road,ints-6590,ints-6532,,,,,,,,
Tunisia Road Link - 42-290,6526,null,null,10.11,,,,,15.534,,,,medium road,ints-6532,ints-6685,,,,,,,,
Tunisia Road Link - 43-231,6467,null,null,9.91,,,,,15.534,,,,medium road,ints-6532,ints-6693,,,,,,,,
Tunisia Road Link - 44-156,6392,null,null,6.01,,,,,15.534,,,,medium road,ints-6582,ints-6590,,,,,,,,
Tunisia Road Link - 45-217,6453,null,null,9.5,,,,,15.534,,,,medium road,ints-6582,ints-6532,,,,,,,,
Tunisia Road Link - 46-296,6532,null,null,19.23,,,,,15.534,,,,medium road,ints-6674,ints-6599,,,,,,,,
Tunisia Road Link - 47-83,6319,null,null,15.92,,,,,15.534,,,,medium road,ints-6599,ints-6582,,,,,,,,
Tunisia Road Link - 48-164,6400,null,null,0.54,,,,,15.534,,,,medium road,ints-6599,ints-6698,,,,,,,,
Tunisia Road Link - 49-246,6482,null,null,0.57,,,,,15.534,,,,medium road,ints-6698,ints-6599,,,,,,,,
Tunisia Road Link - 5-269,6505,null,null,6.09,,,,,15.534,,,,medium road,ints-6580,ints-6512,,,,,,,,
Tunisia Road Link - 50-18,6254,null,null,0.78,,,,,15.534,,,,medium road,ints-6698,ints-6616,,,,,,,,
Tunisia Road Link - 51-255,6491,null,null,7.23,,,,,15.534,,,,medium road,ints-6532,ints-6604,,,,,,,,
Tunisia Road Link - 52-166,6402,null,null,7.71,,,,,15.534,,,,medium road,ints-6648,ints-6698,,,,,,,,
Tunisia Road Link - 53-141,6377,null,null,9.45,,,,,15.534,,,,medium road,ints-6604,ints-6481,,,,,,,,
Tunisia Road Link - 54-46,6282,null,null,1.1,,,,,15.534,,,,medium road,ints-6481,ints-6597,,,,,,,,
Tunisia Road Link - 55-256,6492,null,null,16.12,,,,,15.534,,,,medium road,ints-6481,ints-6717,,,,,,,,
Tunisia Road Link - 56-177,6413,null,null,7.46,,,,,15.534,,,,medium road,ints-6616,ints-6619,,,,,,,,
Tunisia Road Link - 57-114,6350,null,null,9.77,,,,,15.534,,,,medium road,ints-6648,ints-6619,,,,,,,,
Tunisia Road Link - 58-276,6512,null,null,10.29,,,,,15.534,,,,medium road,ints-6604,ints-6676,,,,,,,,
Tunisia Road Link - 59-208,6444,null,null,11.56,,,,,15.534,,,,medium road,ints-6597,ints-6676,,,,,,,,
Tunisia Road Link - 6-193,6429,null,null,1.04,,,,,15.534,,,,medium road,ints-6580,ints-6521,,,,,,,,
Tunisia Road Link - 60-76,6312,null,null,12.75,,,,,15.534,,,,medium road,ints-6597,ints-6704,,,,,,,,
Tunisia Road Link - 61-179,6415,null,null,3.73,,,,,15.534,,,,medium road,ints-6717,ints-6704,,,,,,,,
Tunisia Road Link - 62-253,6489,null,null,0.94,,,,,15.534,,,,medium road,ints-6704,ints-6659,,,,,,,,
Tunisia Road Link - 63-37,6273,null,null,23.92,,,,,15.534,,,,medium road,ints-6546,ints-6599,,,,,,,,
Tunisia Road Link - 64-115,6351,null,null,9.23,,,,,15.534,,,,medium road,ints-6676,ints-6546,,,,,,,,
Tunisia Road Link - 65-169,6405,null,null,9.38,,,,,15.534,,,,medium road,ints-6566,ints-6524,,,,,,,,
Tunisia Road Link - 66-239,6475,null,null,22.0,,,,,15.534,,,,medium road,ints-6616,ints-6485,,,,,,,,
Tunisia Road Link - 67-13,6249,null,null,1.52,,,,,15.534,,,,medium road,ints-6557,ints-6566,,,,,,,,
Tunisia Road Link - 68-87,6323,null,null,13.69,,,,,15.534,,,,medium road,ints-6619,ints-6714,,,,,,,,
Tunisia Road Link - 69-287,6523,null,null,10.08,,,,,15.534,,,,medium road,ints-6714,ints-6485,,,,,,,,
Tunisia Road Link - 7-134,6370,null,null,3.63,,,,,15.534,,,,medium road,ints-6667,ints-6521,,,,,,,,
Tunisia Road Link - 70-265,6501,null,null,4.67,,,,,15.534,,,,medium road,ints-6694,ints-6557,,,,,,,,
Tunisia Road Link - 71-41,6277,null,null,12.42,,,,,15.534,,,,medium road,ints-6694,ints-6714,,,,,,,,
Tunisia Road Link - 72-81,6317,null,null,12.83,,,,,15.534,,,,medium road,ints-6546,ints-6617,,,,,,,,
Tunisia Road Link - 73-165,6401,null,null,13.13,,,,,15.534,,,,medium road,ints-6485,ints-6618,,,,,,,,
Tunisia Road Link - 74-304,6540,null,null,7.48,,,,,15.534,,,,medium road,ints-6618,ints-6617,,,,,,,,
Tunisia Road Link - 75-62,6298,null,null,9.65,,,,,15.534,,,,medium road,ints-6572,ints-6694,,,,,,,,
Tunisia Road Link - 76-124,6360,null,null,17.78,,,,,15.534,,,,medium road,ints-6617,ints-6688,,,,,,,,
Tunisia Road Link - 77-197,6433,null,null,22.45,,,,,15.534,,,,medium road,ints-6659,ints-6688,,,,,,,,
Tunisia Road Link - 78-283,6519,null,null,10.84,,,,,15.534,,,,medium road,ints-6688,ints-6612,,,,,,,,
Tunisia Road Link - 79-52,6288,null,null,12.84,,,,,15.534,,,,medium road,ints-6719,ints-6572,,,,,,,,
Tunisia Road Link - 8-56,6292,null,null,6.1,,,,,15.534,,,,medium road,ints-6716,geos-BSRL,,,,,,,,
Tunisia Road Link - 80-8,6244,null,null,18.22,,,,,15.534,,,,medium road,ints-6719,ints-6714,,,,,,,,
Tunisia Road Link - 81-249,6485,null,null,0.54,,,,,15.534,,,,medium road,ints-6719,ints-6507,,,,,,,,
Tunisia Road Link - 82-173,6409,null,null,12.14,,,,,15.534,,,,medium road,ints-6699,ints-6688,,,,,,,,
Tunisia Road Link - 83-117,6353,null,null,13.25,,,,,15.534,,,,medium road,ints-6507,ints-6607,,,,,,,,
Tunisia Road Link - 84-45,6281,null,null,12.86,,,,,15.534,,,,medium road,ints-6711,ints-6699,,,,,,,,
Tunisia Road Link - 85-273,6509,null,null,18.58,,,,,15.534,,,,medium road,ints-6612,ints-6711,,,,,,,,
Tunisia Road Link - 86-201,6437,null,null,18.09,,,,,15.534,,,,medium road,ints-6699,ints-6673,,,,,,,,
Tunisia Road Link - 87-94,6330,null,null,16.58,,,,,15.534,,,,medium road,ints-6507,ints-6629,,,,,,,,
Tunisia Road Link - 88-1,6237,null,null,11.47,,,,,15.534,,,,medium road,ints-6654,ints-6610,,,,,,,,
Tunisia Road Link - 9-300,6536,null,null,9.63,,,,,15.534,,,,medium road,ints-6521,ints-6712,,,,,,,,
Tunisia Road Link - 90-210,6446,null,null,5.89,,,,,15.534,,,,medium road,ints-6594,ints-6631,,,,,,,,
Tunisia Road Link - 91-131,6367,null,null,9.39,,,,,15.534,,,,medium road,ints-6530,ints-6594,,,,,,,,
Tunisia Road Link - 92-20,6256,null,null,12.02,,,,,15.534,,,,medium road,ints-6686,ints-6595,,,,,,,,
Tunisia Road Link - 93-251,6487,null,null,2.63,,,,,15.534,,,,medium road,ints-6519,ints-6646,,,,,,,,
Tunisia Road Link - 94-159,6395,null,null,14.97,,,,,15.534,,,,medium road,ints-6641,ints-6515,,,,,,,,
Tunisia Road Link - 95-75,6311,null,null,10.28,,,,,15.534,,,,medium road,ints-6515,ints-6641,,,,,,,,
Tunisia Road Link - 96-12,6248,null,null,9.2,,,,,15.534,,,,medium road,ints-6515,ints-6483,,,,,,,,
Tunisia Road Link - 97-247,6483,null,null,2.04,,,,,15.534,,,,medium road,ints-6666,ints-6675,,,,,,,,
Tunisia Road Link - 98-200,6436,null,null,2.65,,,,,15.534,,,,medium road,ints-6707,ints-6651,,,,,,,,
Tunisia Road Link - 99-122,6358,null,null,0.46,,,,,15.534,,,,medium road,ints-6651,ints-6490,,,,,,,,
U1   S+-3436,3436,null,null,7.22,,,,20576.47,32.0,,,,medium road,geos-CQLW,ints-4960,,,,,,,,
U1 4600-2086,2086,null,null,1.95,,,,20576.47,32.0,,,,medium road,ints-2015,ints-5169,,,,,,,,
U1 4609-3490,3490,null,null,5.95,,,,37952.94,42.0,,,,large road,ints-625,ints-5169,,,,,,,,
U1 4932-5004,5004,null,null,1.05,,,,20576.47,32.0,,,,medium road,ints-5965,ints-4807,,,,,,,,
U1+ 15678-2466,2466,null,null,2.67,,,,37952.94,42.0,,,,large road,ints-261,ints-4978,,,,,,,,
U1+ 20460-3117,3117,null,null,13.9,,,,20576.47,32.0,,,,medium road,ints-1720,ints-2424,,,,,,,,
U1+ 4309-3930,3930,null,null,11.55,,,,20576.47,32.0,,,,medium road,ints-194,ints-3099,,,,,,,,
U1+ 4311-1217,1217,null,null,34.1,,,,20576.47,32.0,,,,medium road,ints-3625,ints-194,,,,,,,,
U1+ 4321-5918,5918,null,null,89.31,,,,37952.94,42.0,,,,large road,ints-3625,ints-5946,,,,,,,,
U1+ 4325-123,123,null,null,5.56,,,,6376.471,30.0,,,,small road,ints-5946,ints-2534,,,,,,,,
U1+ 4615-3070,3070,null,null,13.32,,,,37952.94,42.0,,,,large road,ints-625,ints-4099,,,,,,,,
U1+ 4616-1441,1441,null,null,1.74,,,,37952.94,42.0,,,,large road,ints-1050,ints-4099,,,,,,,,
U1+ 4928-5847,5847,null,null,17.86,,,,20576.47,32.0,,,,medium road,ints-5705,ints-4807,,,,,,,,
U1+-613,613,null,null,3.15,,,,20576.47,32.0,,,,medium road,ints-421,ints-5844,,,,,,,,
U1-2017,2017,null,null,4.07,,,,20576.47,32.0,,,,medium road,ints-1397,ints-2015,,,,,,,,
U10+-2249,2249,null,null,41.33,,,,37952.94,42.0,,,,large road,ints-4359,ints-413,,,,,,,,
U10-5939,5939,null,null,1.3,,,,20576.47,32.0,,,,medium road,ints-2326,ints-413,,,,,,,,
U101 1309-3874,3874,null,null,1.47,,,,29352.941,42.0,,,,medium road,ints-4000,ints-4443,,,,,,,,
U101 14303-5556,5556,null,null,17.58,,,,37952.94,42.0,,,,large road,ints-262,ints-3775,,,,,,,,
U101 19702-188,188,null,null,2.94,,,,29352.941,42.0,,,,medium road,ints-219,ints-2839,,,,,,,,
U101 2341-4696,4696,null,null,1.39,,,,29352.941,42.0,,,,medium road,ints-1088,ints-3140,,,,,,,,
U101 2444-1636,1636,null,null,0.16,,,,29352.941,42.0,,,,medium road,ints-4513,ints-5037,,,,,,,,
U101 2445-3281,3281,null,null,0.07,,,,20576.47,32.0,,,,medium road,ints-6285,ints-1572,,,,,,,,
U101 2446-4934,4934,null,null,0.1,,,,29352.941,42.0,,,,medium road,ints-4513,ints-2492,,,,,,,,
U101 2447-383,383,null,null,0.09,,,,6376.471,30.0,,,,small road,ints-6285,ints-2492,,,,,,,,
U101 2596-996,996,null,null,2.48,,,,29352.941,42.0,,,,medium road,ints-474,ints-694,,,,,,,,
U101+ 1415-1-3345,3345,null,null,44.135,,,,37952.94,42.0,,,,large road,ints-4391,ints-6082,,,,,,,,
U101+ 1415-2-4974,4974,null,null,17.041,,,,37952.94,42.0,,,,large road,ints-2073,ints-4391,,,,,,,,
U101+ 1415-3329,3329,null,null,126.304,,,,37952.94,42.0,,,,large road,ints-2073,ints-4783,,,,,,,,
U101+ 14282-1402,1402,null,null,6.44,,,,20576.47,32.0,,,,medium road,ints-262,ints-4495,,,,,,,,
U101+ 14310-5994,5994,null,null,27.59,,,,37952.94,42.0,,,,large road,ints-3482,ints-3775,,,,,,,,
U101+ 14343-1665,1665,null,null,20.31,,,,37952.94,42.0,,,,large road,ints-3144,ints-3482,,,,,,,,
U101+ 19586-4149,4149,null,null,74.93,,,,20576.47,32.0,,,,medium road,ints-2927,ints-5651,,,,,,,,
U101+ 2089-267,267,null,null,18.6,,,,29352.941,42.0,,,,medium road,ints-3568,ints-2091,,,,,,,,
U101+ 2104-303,303,null,null,36.69,,,,29352.941,42.0,,,,medium road,ints-2091,ints-3473,,,,,,,,
U101+ 2115-2589,2589,null,null,8.75,,,,29352.941,42.0,,,,medium road,ints-3473,ints-6016,,,,,,,,
U101+ 2140-1280,1280,null,null,30.01,,,,29352.941,42.0,,,,medium road,ints-6016,ints-3801,,,,,,,,
U101+ 2221-1096,1096,null,null,27.41,,,,29352.941,42.0,,,,medium road,ints-4000,ints-507,,,,,,,,
U101+ 2231-2661,2661,null,null,13.69,,,,37952.94,42.0,,,,large road,ints-507,ints-4824,,,,,,,,
U101+ 2232-4398,4398,null,null,38.2,,,,37952.94,42.0,,,,large road,ints-4824,ints-2570,,,,,,,,
U101+ 2238-1061,1061,null,null,6.6,,,,29352.941,42.0,,,,medium road,ints-2332,ints-5327,,,,,,,,
U101+ 2244-2785,2785,null,null,46.86,,,,29352.941,42.0,,,,medium road,ints-2570,ints-2332,,,,,,,,
U101+ 2278-890,890,null,null,1.65,,,,29352.941,42.0,,,,medium road,ints-4208,ints-6052,,,,,,,,
U101+ 2280-304,304,null,null,3.43,,,,29352.941,42.0,,,,medium road,ints-1511,ints-4208,,,,,,,,
U101+ 2293-1159,1159,null,null,40.04,,,,29352.941,42.0,,,,medium road,ints-415,ints-1511,,,,,,,,
U101+ 2310-4350,4350,null,null,6.15,,,,29352.941,42.0,,,,medium road,ints-6052,ints-3133,,,,,,,,
U101+ 2333-2570,2570,null,null,24.41,,,,29352.941,42.0,,,,medium road,ints-3133,ints-88,,,,,,,,
U101+ 2342-5100,5100,null,null,1.24,,,,29352.941,42.0,,,,medium road,ints-88,ints-1088,,,,,,,,
U101+ 2434-1263,1263,null,null,2.37,,,,29352.941,42.0,,,,medium road,ints-5714,ints-659,,,,,,,,
U101+ 2443-5474,5474,null,null,1.64,,,,29352.941,42.0,,,,medium road,ints-659,ints-4513,,,,,,,,
U101+ 2457-2674,2674,null,null,1.65,,,,20576.47,32.0,,,,medium road,ints-4584,ints-3237,,,,,,,,
U101+ 2466-870,870,null,null,13.28,,,,29352.941,42.0,,,,medium road,ints-3237,ints-4783,,,,,,,,
U101+ 2598-175,175,null,null,6.66,,,,20576.47,32.0,,,,medium road,ints-474,ints-3903,,,,,,,,
U101+ 2605-4035,4035,null,null,0.54,,,,20576.47,32.0,,,,medium road,ints-4637,ints-3903,,,,,,,,
U101+ 2825-951,951,null,null,1.37,,,,20576.47,32.0,,,,medium road,ints-1572,ints-4584,,,,,,,,
U101+ 2844-34,34,null,null,7.65,,,,29352.941,42.0,,,,medium road,ints-3140,ints-5714,,,,,,,,
U101+ 2852-1240,1240,null,null,69.22,,,,20576.47,32.0,,,,medium road,ints-6082,ints-4637,,,,,,,,
U101+ 2927-3133,3133,null,null,76.7,,,,37952.94,42.0,,,,large road,ints-694,ints-3144,,,,,,,,
U101+ 2933-3580,3580,null,null,36.46,,,,29352.941,42.0,,,,medium road,ints-3718,ints-1741,,,,,,,,
U101+-3319,3319,null,null,70.4,,,,29352.941,42.0,,,,medium road,ints-3801,ints-3718,,,,,,,,
U101-4428,4428,null,null,1.59,,,,29352.941,42.0,,,,medium road,ints-1741,ints-4443,,,,,,,,
U11  F+-2763,2763,null,null,4.84,,,,37952.94,42.0,,,,large road,ints-793,ints-182,,,,,,,,
U11 14593-5407,5407,null,null,0.06,,,,20576.47,32.0,,,,medium road,ints-4071,ints-1905,,,,,,,,
U11 14597-4779,4779,null,null,3.36,,,,20576.47,32.0,,,,medium road,ints-4071,ints-3763,,,,,,,,
U11 14973-5981,5981,null,null,0.36,,,,20576.47,32.0,,,,medium road,ints-92,ints-181,,,,,,,,
U11 15097-3395,3395,null,null,1.38,,,,20576.47,32.0,,,,medium road,ints-2542,ints-6420,,,,,,,,
U11 19176-4448,4448,null,null,6.8,,,,10188.235,40.0,,,,small road,ints-4535,ints-1351,,,,,,,,
U11+ 12080-887,887,null,null,4.43,,,,37952.94,42.0,,,,large road,ints-793,ints-407,,,,,,,,
U11+ 14605-92,92,null,null,45.52,,,,20576.47,32.0,,,,medium road,ints-3973,ints-3763,,,,,,,,
U11+ 14969-392,392,null,null,3.86,,,,10188.235,40.0,,,,small road,ints-3783,ints-181,,,,,,,,
U11+ 20454-3558,3558,null,null,0.6,,,,20576.47,32.0,,,,medium road,geos-NDAN,ints-92,,,,,,,,
U11+-6001,6001,null,null,7.28,,,,37952.94,42.0,,,,large road,geos-ESGM,ints-407,,,,,,,,
U11-3911,3911,null,null,0.1,,,,10188.235,40.0,,,,small road,ints-1905,ints-616,,,,,,,,
U12+-5807,5807,null,null,44.02,,,,20576.47,32.0,,,,medium road,ints-2839,ints-5651,,,,,,,,
U129+-582,582,null,null,4.85,,,,10188.235,40.0,,,,small road,ints-5182,ints-1566,,,,,,,,
U129-1585,1585,null,null,1.91,,,,20576.47,32.0,,,,medium road,ints-2766,ints-5182,,,,,,,,
U13  B-4091,4091,null,null,1.08,,,,37952.94,42.0,,,,large road,ints-1763,ints-2270,,,,,,,,
