KEY,SHAPE_ROW,BerthLength,ShipSpacing,BerthDepth,BerthWidth,ApronWidth,AvailableMilitary,TankerOnOffPerShip,type,HotCargo,Overhang,Pumps,PrevBerth,NextBerth,Port,BerthGroup,FromDay,ToDay,Available,TerminalName,Modified,DifferentCSC,TotalNEWLimit
NEW ORLEANS -RQNK-PRT:RQNKVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,NEW ORLEANS -RQNK-PRT,RQNKVISA      01,0.0,99999.0,true,,M,false,
NEW YORK -RRHU-PRT:RRHUVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,NEW YORK -RRHU-PRT,RRHUVISA      01,0.0,99999.0,true,,M,false,
NEW YORK PORT EMB -RRRK-ADM:NEW YORK PORT EMB -RRRK-PRT:NEW YORK all-purpose berth-RRRK,26,5000.0,50.0,55.0,800.0,120.0,true,2000.0,ALL-PURPOSE,Both,0.0,0,null,null,NEW YORK PORT EMB -RRRK-PRT,NEW YORK berth group-RRRK,-999.0,99999.0,true,NEW YORK PORT EMB -RRRK-PRT,M,false,
NEWARK -RRQL-PRT:RRQLBBULK/RORO01,134217727,2000.0,,35.0,,,true,,BBULK/RORO,BOTH,,,null,null,NEWARK -RRQL-PRT,RRQLBBULK/RORO01,0.0,,false,,,false,
NEWARK -RRQL-PRT:RRQLBBULK/RORO02,134217727,4144.0,,35.0,,,true,,BBULK/RORO,BOTH,,,null,null,NEWARK -RRQL-PRT,RRQLBBULK/RORO02,0.0,,false,,,false,
NEWARK -RRQL-PRT:RRQLBBULK/RORO03,134217727,2790.0,,35.0,,,true,,BBULK/RORO,BOTH,,,null,null,NEWARK -RRQL-PRT,RRQLBBULK/RORO03,0.0,,false,,,false,
NEWARK -RRQL-PRT:RRQLBREAKBULK 01,134217727,4010.0,,35.0,,,true,,BREAKBULK,BOTH,,,null,null,NEWARK -RRQL-PRT,RRQLBREAKBULK 01,0.0,,false,,,false,
NEWARK -RRQL-PRT:RRQLBREAKBULK 02,134217727,2150.0,,35.0,,,true,,BREAKBULK,BOTH,,,null,null,NEWARK -RRQL-PRT,RRQLBREAKBULK 02,0.0,,false,,,false,
NEWARK -RRQL-PRT:RRQLBREAKBULK 03,134217727,2923.0,,35.0,,,true,,BREAKBULK,BOTH,,,null,null,NEWARK -RRQL-PRT,RRQLBREAKBULK 03,0.0,,false,,,false,
NEWARK -RRQL-PRT:RRQLGENERAL PU01,134217727,5308.0,,37.0,,,true,,GENERAL PURP,BOTH,,,null,null,NEWARK -RRQL-PRT,RRQLGENERAL PU01,0.0,,false,,,false,
NEWARK -RRQL-PRT:RRQLGENERAL PU02,134217727,2923.0,,35.0,,,true,,GENERAL PURP,BOTH,,,null,null,NEWARK -RRQL-PRT,RRQLGENERAL PU02,0.0,,false,,,false,
NEWPORT NEWS -RULV-PRT:NEWPORT NEWS all-purpose berth-RULV,27,5000.0,50.0,55.0,800.0,120.0,true,2000.0,ALL-PURPOSE,Both,0.0,0,null,null,NEWPORT NEWS -RULV-PRT,NEWPORT NEWS berth group-RULV,-999.0,99999.0,true,NEWPORT NEWS -RULV-PRT,M,false,
NEWPORT T2 -RUAQ-PRT:RUAQ BG,0,1000.0,50.0,50.0,800.0,120.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,NEWPORT T2 -RUAQ-PRT,RUAQ BG,0.0,99999.0,true,,M,false,
NORFOLK -SBEA-PRT:NORFOLK all-purpose berth-SBEA,21,5000.0,50.0,55.0,800.0,120.0,true,2000.0,ALL-PURPOSE,Both,0.0,0,null,null,NORFOLK -SBEA-PRT,NORFOLK berth group-SBEA,-999.0,99999.0,true,NORFOLK -SBEA-PRT,M,false,
NORFOLK T2 -SBEQ-PRT:SBEQ,0,1000.0,50.0,50.0,800.0,120.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,NORFOLK T2 -SBEQ-PRT,SBEQ,0.0,99999.0,true,,M,false,
NW ATLANTIC -00A1-OCN:00A1BBULK/RORO01,134217727,4129.0,50.0,33.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,NW ATLANTIC -00A1-OCN,00A1BBULK/RORO01,1.0,99999.0,true,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUBBULK/CONT01,134217727,1115.0,50.0,35.0,800.0,60.0,true,2000.0,BBULK/CONTNR,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUBBULK/CONT01,0.0,99999.0,false,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUBBULK/RORO01,134217727,839.0,50.0,35.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUBBULK/RORO01,0.0,99999.0,false,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUBBULK/RORO02,134217727,1000.0,50.0,35.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUBBULK/RORO02,0.0,99999.0,true,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUBBULK/RORO03,134217727,1200.0,50.0,35.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUBBULK/RORO03,0.0,99999.0,true,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUBBULK/RORO04,134217727,566.0,50.0,935.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUBBULK/RORO04,0.0,99999.0,false,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUBBULK/RORO05,134217727,720.0,50.0,35.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUBBULK/RORO05,0.0,99999.0,false,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUGENERAL PU01,134217727,2743.0,50.0,40.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUGENERAL PU01,0.0,99999.0,false,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUGENERAL PU02,134217727,1712.0,50.0,40.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUGENERAL PU02,0.0,99999.0,false,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUGENERAL PU03,134217727,1170.0,50.0,40.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUGENERAL PU03,0.0,99999.0,false,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUGENERAL PU04,134217727,900.0,50.0,40.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUGENERAL PU04,0.0,99999.0,false,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUGENERAL PU05,134217727,1046.0,50.0,40.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUGENERAL PU05,0.0,99999.0,false,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUGENERAL PU06,134217727,1353.0,50.0,35.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUGENERAL PU06,0.0,99999.0,false,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUGENERAL PU07,134217727,1532.0,50.0,35.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUGENERAL PU07,0.0,99999.0,false,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUGENERAL PU08,134217727,886.0,50.0,40.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUGENERAL PU08,0.0,99999.0,false,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUGENERAL PU09,134217727,900.0,50.0,39.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUGENERAL PU09,0.0,99999.0,false,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUGENERAL PU10,134217727,1082.0,50.0,40.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUGENERAL PU10,0.0,99999.0,false,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUGENERAL PU11,134217727,862.0,50.0,40.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUGENERAL PU11,0.0,99999.0,false,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUGENERAL PU12,134217727,1459.0,50.0,35.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUGENERAL PU12,0.0,99999.0,true,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERURORO/CONTN01,134217727,950.0,50.0,35.0,800.0,60.0,true,2000.0,RORO/CONTNR,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERURORO/CONTN01,0.0,99999.0,false,,M,false,
OAKLAND SEALAND T -SERU-PRT:OAKLAND -SERU-PRT:SERUVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,OAKLAND -SERU-PRT,SERUVISA      01,0.0,99999.0,true,,M,false,
OSAKA -SMXS-PRT:SMXSVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,OSAKA -SMXS-PRT,SMXSVISA      01,0.0,99999.0,true,,M,false,
PALERMO -STRM-PRT:STRMGENERAL PU01,134217727,1600.0,50.0,40.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,PALERMO -STRM-PRT,STRMGENERAL PU01,0.0,99999.0,true,,M,false,
PANAMA CITY -SVCN-PRT:SVCNVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,PANAMA CITY -SVCN-PRT,SVCNVISA      01,0.0,99999.0,true,,M,false,
PARAIEVS -TGWS-PRT:TGWSVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,PARAIEVS -TGWS-PRT,TGWSVISA      01,0.0,99999.0,true,,M,false,
PEARL HARBOR NAD -SYZZ-PRT:PEARL HARBOR -SYZZ-PRT:SYZZBBULK/RORO01,134217727,2000.0,50.0,38.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,PEARL HARBOR -SYZZ-PRT,SYZZBBULK/RORO01,0.0,99999.0,true,,M,false,
PEARL HARBOR NAD -SYZZ-PRT:PEARL HARBOR -SYZZ-PRT:SYZZBBULK/RORO02,134217727,1000.0,50.0,37.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,PEARL HARBOR -SYZZ-PRT,SYZZBBULK/RORO02,0.0,99999.0,true,,M,false,
PEARL HARBOR NAD -SYZZ-PRT:PEARL HARBOR -SYZZ-PRT:SYZZBBULK/RORO03,134217727,1000.0,50.0,38.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,PEARL HARBOR -SYZZ-PRT,SYZZBBULK/RORO03,0.0,99999.0,true,,M,false,
PEARL HARBOR NAD -SYZZ-PRT:PEARL HARBOR -SYZZ-PRT:SYZZBBULK/RORO04,134217727,2000.0,50.0,36.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,PEARL HARBOR -SYZZ-PRT,SYZZBBULK/RORO04,0.0,99999.0,true,,M,false,
PEARL HARBOR NAD -SYZZ-PRT:PEARL HARBOR -SYZZ-PRT:SYZZBBULK/RORO05,134217727,2000.0,50.0,38.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,PEARL HARBOR -SYZZ-PRT,SYZZBBULK/RORO05,0.0,99999.0,true,,M,false,
PEARL HARBOR NAD -SYZZ-PRT:PEARL HARBOR -SYZZ-PRT:SYZZBBULK/RORO06,134217727,1000.0,50.0,38.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,PEARL HARBOR -SYZZ-PRT,SYZZBBULK/RORO06,0.0,99999.0,true,,M,false,
PEARL HARBOR NAD -SYZZ-PRT:PEARL HARBOR -SYZZ-PRT:SYZZBBULK/RORO07,134217727,1000.0,50.0,38.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,PEARL HARBOR -SYZZ-PRT,SYZZBBULK/RORO07,0.0,99999.0,true,,M,false,
PEARL HARBOR NAD -SYZZ-PRT:PEARL HARBOR -SYZZ-PRT:SYZZBBULK/RORO08,134217727,1000.0,50.0,40.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,PEARL HARBOR -SYZZ-PRT,SYZZBBULK/RORO08,0.0,99999.0,true,,M,false,
POHANG -TKDW-PRT:TKDWBBULK/CONT01,134217727,1787.0,50.0,24.0,800.0,60.0,true,2000.0,BBULK/CONTNR,BOTH,0.0,0,null,null,POHANG -TKDW-PRT,TKDWBBULK/CONT01,0.0,99999.0,false,,M,false,
POHANG -TKDW-PRT:TKDWBBULK/CONT02,134217727,557.0,50.0,31.0,800.0,60.0,true,2000.0,BBULK/CONTNR,BOTH,0.0,0,null,null,POHANG -TKDW-PRT,TKDWBBULK/CONT02,0.0,99999.0,false,,M,false,
POHANG -TKDW-PRT:TKDWBBULK/RORO01,134217727,2453.0,50.0,36.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,POHANG -TKDW-PRT,TKDWBBULK/RORO01,0.0,99999.0,true,,M,false,
POHANG -TKDW-PRT:TKDWBBULK/RORO02,134217727,656.0,50.0,36.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,POHANG -TKDW-PRT,TKDWBBULK/RORO02,0.0,99999.0,true,,M,false,
POHANG -TKDW-PRT:TKDWBBULK/RORO03,134217727,2545.0,50.0,36.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,POHANG -TKDW-PRT,TKDWBBULK/RORO03,0.0,99999.0,true,,M,false,
POHANG -TKDW-PRT:TKDWBBULK/RORO04,134217727,787.0,50.0,39.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,POHANG -TKDW-PRT,TKDWBBULK/RORO04,0.0,99999.0,true,,M,false,
POHANG -TKDW-PRT:TKDWBBULK/RORO05,134217727,1056.0,50.0,39.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,POHANG -TKDW-PRT,TKDWBBULK/RORO05,0.0,99999.0,true,,M,false,
POHANG -TKDW-PRT:TKDWGENERAL PU01,134217727,810.0,50.0,36.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,POHANG -TKDW-PRT,TKDWGENERAL PU01,0.0,99999.0,false,,M,false,
POHANG -TKDW-PRT:TKDWGENERAL PU02,134217727,639.0,50.0,36.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,POHANG -TKDW-PRT,TKDWGENERAL PU02,0.0,99999.0,false,,M,false,
POHANG -TKDW-PRT:TKDWGENERAL PU03,134217727,738.0,50.0,33.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,POHANG -TKDW-PRT,TKDWGENERAL PU03,0.0,99999.0,false,,M,false,
POHANG -TKDW-PRT:TKDWGENERAL PU04,134217727,1640.0,50.0,36.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,POHANG -TKDW-PRT,TKDWGENERAL PU04,0.0,99999.0,true,,M,false,
PORT EVERGLADES -TNVX-PRT:TNVXVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,PORT EVERGLADES -TNVX-PRT,TNVXVISA      01,0.0,99999.0,true,,M,false,
PORT HUENEME NCBC -TNZY-PRT:PORT HUENEME -TNZY-PRT:TNZYBBULK/RORO01,134217727,784.0,50.0,35.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,PORT HUENEME -TNZY-PRT,TNZYBBULK/RORO01,0.0,99999.0,false,,M,false,
PORT HUENEME NCBC -TNZY-PRT:PORT HUENEME -TNZY-PRT:TNZYBBULK/RORO02,134217727,1202.0,50.0,35.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,PORT HUENEME -TNZY-PRT,TNZYBBULK/RORO02,0.0,99999.0,true,,M,false,
PORT HUENEME NCBC -TNZY-PRT:PORT HUENEME -TNZY-PRT:TNZYBBULK/RORO03,134217727,1025.0,50.0,35.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,PORT HUENEME -TNZY-PRT,TNZYBBULK/RORO03,0.0,99999.0,true,,M,false,
PORT HUENEME NCBC -TNZY-PRT:PORT HUENEME -TNZY-PRT:TNZYBBULK/RORO04,134217727,1400.0,50.0,35.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,PORT HUENEME -TNZY-PRT,TNZYBBULK/RORO04,0.0,99999.0,false,,M,false,
PORT HUENEME NCBC -TNZY-PRT:PORT HUENEME -TNZY-PRT:TNZYBBULK/RORO05,134217727,1800.0,50.0,35.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,PORT HUENEME -TNZY-PRT,TNZYBBULK/RORO05,0.0,99999.0,true,,M,false,
PORT HUENEME NCBC -TNZY-PRT:PORT HUENEME -TNZY-PRT:TNZYBREAKBULK 01,134217727,600.0,50.0,35.0,800.0,60.0,true,2000.0,BREAKBULK,BOTH,0.0,0,null,null,PORT HUENEME -TNZY-PRT,TNZYBREAKBULK 01,0.0,99999.0,false,,M,false,
PORT KELANG -TPRW-PRT:TPRWVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,PORT KELANG -TPRW-PRT,TPRWVISA      01,0.0,99999.0,true,,M,false,
PORT SAID -TPPR-PRT:BUR SAID -TPPR-PRT:TPPRGENERAL PU01,134217727,2000.0,50.0,36.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,BUR SAID -TPPR-PRT,TPPRGENERAL PU01,0.0,99999.0,true,,M,false,
PORT SAID -TPPR-PRT:BUR SAID -TPPR-PRT:TPPRVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,BUR SAID -TPPR-PRT,TPPRVISA      01,0.0,99999.0,true,,M,false,
PORTLAND -TQKG-PRT:TQKGGENERAL PU01,134217727,2876.0,50.0,40.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,PORTLAND -TQKG-PRT,TQKGGENERAL PU01,0.0,99999.0,true,,M,false,
PORTLAND -TQKG-PRT:TQKGVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,PORTLAND -TQKG-PRT,TQKGVISA      01,0.0,99999.0,true,,M,false,
PRAIA DE VITORIA -TRZP-PRT:PRAIA-AZORES -TRZP-PRT:TRZPGENERAL PU01,134217727,1200.0,50.0,39.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,PRAIA-AZORES -TRZP-PRT,TRZPGENERAL PU01,0.0,99999.0,true,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDBBULK/CONT01,134217727,606.0,50.0,32.0,800.0,60.0,true,2000.0,BBULK/CONTNR,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDBBULK/CONT01,0.0,99999.0,true,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDBBULK/RORO01,134217727,1279.0,50.0,32.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDBBULK/RORO01,0.0,99999.0,false,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDBREAKBULK 01,134217727,630.0,50.0,27.0,800.0,60.0,true,2000.0,BREAKBULK,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDBREAKBULK 01,0.0,99999.0,false,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDBREAKBULK 02,134217727,721.0,50.0,26.0,800.0,60.0,true,2000.0,BREAKBULK,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDBREAKBULK 02,0.0,99999.0,false,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDBREAKBULK 03,134217727,984.0,50.0,27.0,800.0,60.0,true,2000.0,BREAKBULK,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDBREAKBULK 03,0.0,99999.0,false,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDBREAKBULK 04,134217727,1433.0,50.0,27.0,800.0,60.0,true,2000.0,BREAKBULK,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDBREAKBULK 04,0.0,99999.0,false,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDGENERAL PU01,134217727,656.0,50.0,32.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDGENERAL PU01,0.0,99999.0,true,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDGENERAL PU02,134217727,1084.0,50.0,32.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDGENERAL PU02,0.0,99999.0,true,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDGENERAL PU03,134217727,1318.0,50.0,29.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDGENERAL PU03,0.0,99999.0,true,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDGENERAL PU04,134217727,2145.0,50.0,29.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDGENERAL PU04,0.0,99999.0,true,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDGENERAL PU05,134217727,1541.0,50.0,29.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDGENERAL PU05,0.0,99999.0,true,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDGENERAL PU06,134217727,1476.0,50.0,29.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDGENERAL PU06,0.0,99999.0,true,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDGENERAL PU07,134217727,1374.0,50.0,29.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDGENERAL PU07,0.0,99999.0,false,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDGENERAL PU08,134217727,1272.0,50.0,29.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDGENERAL PU08,0.0,99999.0,false,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDGENERAL PU09,134217727,4592.0,50.0,42.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDGENERAL PU09,0.0,99999.0,true,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDGENERAL PU10,134217727,4149.0,50.0,39.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDGENERAL PU10,0.0,99999.0,true,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDGENERAL PU11,134217727,2952.0,50.0,42.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDGENERAL PU11,0.0,99999.0,true,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDGENERAL PU12,134217727,1779.0,50.0,40.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDGENERAL PU12,0.0,99999.0,true,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDGENERAL PU13,134217727,2118.0,50.0,29.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDGENERAL PU13,0.0,99999.0,true,,M,false,
PUSAN MILITARY TE -TVJD-PRT:PUSAN -TVJD-PRT:TVJDVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,PUSAN -TVJD-PRT,TVJDVISA      01,0.0,99999.0,true,,M,false,
RAS AL MISHAB -TZL4-PRT:TZL4GENERAL PU01,134217727,1200.0,50.0,36.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,RAS AL MISHAB -TZL4-PRT,TZL4GENERAL PU01,0.0,99999.0,true,,M,false,
RAS AL MISHAB -TZL4-PRT:TZL4GENERAL PU02,134217727,900.0,50.0,36.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,RAS AL MISHAB -TZL4-PRT,TZL4GENERAL PU02,0.0,99999.0,true,,M,false,
ROTA -UMXA-PRT:UMXAALL-PURPOS01,134217727,1148.0,50.0,40.0,800.0,120.0,true,2000.0,ALL-PURPOSE,BOTH,0.0,0,null,null,ROTA -UMXA-PRT,UMXAALL-PURPOS01,1.0,99999.0,true,,M,false,
ROTA -UMXA-PRT:UMXABBULK/RORO01,134217727,1148.0,50.0,40.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,ROTA -UMXA-PRT,UMXABBULK/RORO01,1.0,99999.0,true,,M,false,
ROTTERDAM -UNAP-PRT:UNAPBBULK/RORO01,134217727,600.0,50.0,36.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,ROTTERDAM -UNAP-PRT,UNAPBBULK/RORO01,0.0,99999.0,false,,M,false,
