Airport,Day,Enabled,Description,EventPhase,ACType,WorkingMOG,ParkingMOG,HotCargoStatus,Ramp,MOGEquivalent,HoursHome,HoursUpload,HoursEnroute,HoursDownload,HoursRecovery
GUQE,0,true,,,B-747P,5,5,BOTH,FORBES FIELD -GUQE-JAP-PARKING,1.9,1.5,3,1.5,3,3
GUQE,0,true,,,C-17,5,5,BOTH,FORBES FIELD -GUQE-JAP-PARKING,1,2.25,2.25,2.25,2.25,2.25
GUQE,0,true,,,C-5A,5,5,BOTH,FORBES FIELD -GUQE-JAP-PARKING,3,3.25,3.75,3.25,3.25,3.25
GUQE,0,true,,,KC-10,5,5,BOTH,FORBES FIELD -GUQE-JAP-PARKING,1.2,1.5,5,1.5,3,3
GWAW,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
GWAW,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
GWAW,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
GWAW,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
GWDD,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
GWDD,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
GWDD,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
GWDD,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
GYRZ,0,true,,,B-747P,10,10,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
GYRZ,0,true,,,C-17,10,10,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
GYRZ,0,true,,,C-5A,10,10,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
GYRZ,0,true,,,KC-10,10,10,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
HAWR,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
HAWR,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
HAWR,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
HAWR,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
HAYW,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
HAYW,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
HAYW,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
HAYW,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
HBFB,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
HBFB,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
HBFB,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
HBFB,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
HFZY,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
HFZY,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
HFZY,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
HFZY,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
HGQC,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
HGQC,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
HGQC,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
HGQC,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
HKRZ,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
HKRZ,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
HKRZ,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
HKRZ,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
HNTK,0,true,,,B-747P,5,5,BOTH,GABES -HNTK-APT-parking,1.9,1.5,3,1.5,3,3
HNTK,0,true,,,C-17,5,5,BOTH,GABES -HNTK-APT-parking,1,2.25,2.25,2.25,2.25,2.25
HNTK,0,true,,,C-5A,5,5,BOTH,GABES -HNTK-APT-parking,3,3.25,3.75,3.25,3.25,3.25
HNTK,0,true,,,KC-10,5,5,BOTH,GABES -HNTK-APT-parking,1.2,1.5,5,1.5,3,3
HPBF,0,true,,,B-747P,10,10,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
HPBF,0,true,,,C-17,10,10,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
HPBF,0,true,,,C-5A,10,10,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
HPBF,0,true,,,KC-10,10,10,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
HSKD,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
HSKD,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
HSKD,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
HSKD,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
HTUV,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
HTUV,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
HTUV,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
HTUV,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
HTUX,0,true,,,B-747P,10,10,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
HTUX,0,true,,,C-17,10,10,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
HTUX,0,true,,,C-5A,10,10,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
HTUX,0,true,,,KC-10,10,10,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
HUUA,0,true,,,B-747P,10,10,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
HUUA,0,true,,,C-17,10,10,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
HUUA,0,true,,,C-5A,10,10,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
HUUA,0,true,,,KC-10,10,10,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
HXCZ,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
HXCZ,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
HXCZ,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
HXCZ,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
JAFZ,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
JAFZ,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
JAFZ,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
JAFZ,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
JBUU,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
JBUU,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
JBUU,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
JBUU,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
JCGU,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
JCGU,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
JCGU,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
JCGU,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
JEAH,0,true,,,B-747P,2,2,BOTH,JERBA-ZARZIS -JEAH-IAP-parking,1.9,1.5,3,1.5,3,3
JEAH,0,true,,,C-17,2,2,BOTH,JERBA-ZARZIS -JEAH-IAP-parking,1,2.25,2.25,2.25,2.25,2.25
JEAH,0,true,,,C-5A,2,2,BOTH,JERBA-ZARZIS -JEAH-IAP-parking,3,3.25,3.75,3.25,3.25,3.25
JEAH,0,true,,,KC-10,2,2,BOTH,JERBA-ZARZIS -JEAH-IAP-parking,1.2,1.5,5,1.5,3,3
JFSD,0,true,,,B-747P,9,9,BOTH,GRAND FORKS AFB -JFSD-MAP-PARKING,1.9,1.5,3,1.5,3,3
JFSD,0,true,,,C-17,9,9,BOTH,GRAND FORKS AFB -JFSD-MAP-PARKING,1,2.25,2.25,2.25,2.25,2.25
JFSD,0,true,,,C-5A,9,9,BOTH,GRAND FORKS AFB -JFSD-MAP-PARKING,3,3.25,3.75,3.25,3.25,3.25
JFSD,0,true,,,KC-10,9,9,BOTH,GRAND FORKS AFB -JFSD-MAP-PARKING,1.2,1.5,5,1.5,3,3
JHPM,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
JHPM,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
JHPM,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
JHPM,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
JHVQ,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
JHVQ,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
JHVQ,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
JHVQ,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
JKSE,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
JKSE,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
JKSE,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
JKSE,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
JLQN,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
JLQN,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
JLQN,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
JLQN,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
JLSN,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
JLSN,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
JLSN,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
JLSN,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
JLSS,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
JLSS,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
JLSS,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
JLSS,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
JLWS,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
JLWS,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
JLWS,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
JLWS,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
JPNN,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
JPNN,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
JPNN,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
JPNN,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
JPPK,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
JPPK,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
JPPK,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
JPPK,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
JQMA,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
JQMA,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
JQMA,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
JQMA,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
JREZ,0,true,,,B-747P,9,9,BOTH,GRIFFISS AFB -JREZ-MAP-PARKING,1.9,1.5,3,1.5,3,3
JREZ,0,true,,,C-17,9,9,BOTH,GRIFFISS AFB -JREZ-MAP-PARKING,1,2.25,2.25,2.25,2.25,2.25
JREZ,0,true,,,C-5A,9,9,BOTH,GRIFFISS AFB -JREZ-MAP-PARKING,3,3.25,3.75,3.25,3.25,3.25
JREZ,0,true,,,KC-10,9,9,BOTH,GRIFFISS AFB -JREZ-MAP-PARKING,1.2,1.5,5,1.5,3,3
JTVE,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
JTVE,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
JTVE,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
JTVE,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
JUBJ,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
JUBJ,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
JUBJ,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
JUBJ,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
JXPJ,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
JXPJ,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
JXPJ,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
JXPJ,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
KBHT,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
KBHT,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
KBHT,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
KBHT,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
KEAQ,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
KEAQ,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
KEAQ,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
KEAQ,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
KJGW,0,true,,,B-747P,10,10,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
KJGW,0,true,,,C-17,10,10,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
KJGW,0,true,,,C-5A,10,10,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
KJGW,0,true,,,KC-10,10,10,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
KKGA,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
KKGA,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
KKGA,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
KKGA,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
KLZU,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
KLZU,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
KLZU,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
KLZU,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
KNMD,0,true,,,B-747P,9,9,BOTH,HICKAM -KNMD-MAP-PARKING,1.9,1.5,3,1.5,3,3
KNMD,0,true,,,C-17,9,9,BOTH,HICKAM -KNMD-MAP-PARKING,1,2.25,2.25,2.25,2.25,2.25
KNMD,0,true,,,C-5A,9,9,BOTH,HICKAM -KNMD-MAP-PARKING,3,3.25,3.75,3.25,3.25,3.25
KNMD,0,true,,,KC-10,9,9,BOTH,HICKAM -KNMD-MAP-PARKING,1.2,1.5,5,1.5,3,3
KRSM,0,true,,,B-747P,10,10,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
KRSM,0,true,,,C-17,10,10,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
KRSM,0,true,,,C-5A,10,10,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
KRSM,0,true,,,KC-10,10,10,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
KWRD,0,true,,,B-747P,10,10,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
KWRD,0,true,,,C-17,10,10,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
KWRD,0,true,,,C-5A,10,10,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
KWRD,0,true,,,KC-10,10,10,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
KXPD,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
KXPD,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
KXPD,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
KXPD,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
KYJL,0,true,,,B-747P,10,10,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
KYJL,0,true,,,C-17,10,10,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
KYJL,0,true,,,C-5A,10,10,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
KYJL,0,true,,,KC-10,10,10,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
KZTV,0,true,,,B-747P,10,10,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
KZTV,0,true,,,C-17,10,10,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
KZTV,0,true,,,C-5A,10,10,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
KZTV,0,true,,,KC-10,10,10,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
KZVP,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
KZVP,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
KZVP,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
KZVP,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
LDXF,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
LDXF,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
LDXF,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
LDXF,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
LEXG,0,true,,,B-747P,5,5,BOTH,HUNTER AAF -LEXG-MAP-PARKING,1.9,1.5,3,1.5,3,3
LEXG,0,true,,,C-17,5,5,BOTH,HUNTER AAF -LEXG-MAP-PARKING,1,2.25,2.25,2.25,2.25,2.25
LEXG,0,true,,,C-5A,5,5,BOTH,HUNTER AAF -LEXG-MAP-PARKING,3,3.25,3.75,3.25,3.25,3.25
LEXG,0,true,,,KC-10,5,5,BOTH,HUNTER AAF -LEXG-MAP-PARKING,1.2,1.5,5,1.5,3,3
LFSU,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
LFSU,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
LFSU,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
LFSU,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
LHNZ,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
LHNZ,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
LHNZ,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
LHNZ,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
LKLW,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
LKLW,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
LKLW,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
LKLW,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
LKTC,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
LKTC,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
LKTC,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
LKTC,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
LLFN,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
LLFN,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
LLFN,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
LLFN,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
LRXQ,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
LRXQ,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
LRXQ,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
LRXQ,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
LSBC,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
LSBC,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
LSBC,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
LSBC,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
LSGA,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
LSGA,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
LSGA,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
LSGA,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
LSGE,0,true,,,B-747P,10,10,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
LSGE,0,true,,,C-17,10,10,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
LSGE,0,true,,,C-5A,10,10,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
LSGE,0,true,,,KC-10,10,10,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
LTUY,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
LTUY,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
LTUY,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
LTUY,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
LTYB,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
LTYB,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
LTYB,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
LTYB,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
LUXC,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
LUXC,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
LUXC,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
LUXC,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
LVDB,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
LVDB,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
LVDB,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
LVDB,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
LVQX,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
LVQX,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
LVQX,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
LVQX,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
LVSH,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
LVSH,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
LVSH,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
LVSH,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
LWRC,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
LWRC,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
LWRC,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
LWRC,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
