RLN,CCC,Mtons,Stons,Sqft,NumPieces,Length,Width,Height,Description,LongDescription,DodicId,HazardDivision,StorageCompatibilityGroup,NetExplosivePounds
0HEEC,R1D,37.200001,12.9,169,2,253,96,106,T60081TRK CARG,,Default*,ONE_PNT_ONE,A,0
0HEEC,R1D,37.200001,12.9,169,1,253,96,106,T60149TRK CARG,,Default*,ONE_PNT_ONE,A,0
0HEEC,R1D,41.799999,10.3,189,61,284,96,106,T61239TRK TRAC,,Default*,ONE_PNT_ONE,A,0
0HEEC,R1D,53.900002,18.299999,244,1,366,96,106,T94709TRK WREC,,Default*,ONE_PNT_ONE,A,0
0HEEC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0HEEC,R2D,21.200001,4.3,109,1,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0HEEC,R2D,53.200001,6.8,245,60,368,96,104,S10059STLR TAN,,Default*,ONE_PNT_ONE,A,0
0HEEC,R2D,52.900002,8.2,244,1,366,96,104,S73372STLR TAN,,Default*,ONE_PNT_ONE,A,0
0HEEC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0HEEC,R2D,23,3.6,140,2,210,96,79,T96564TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0HEEC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,Default*,ONE_PNT_ONE,A,0
0HEEC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0HEHC,J2D,17.700001,2.3,101,1,167,87,84,W32730SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0HEHC,R1D,37.200001,12.9,169,2,253,96,106,T60081TRK CARG,,Default*,ONE_PNT_ONE,A,0
0HEHC,R1D,37.200001,12.9,169,1,253,96,106,T60149TRK CARG,,Default*,ONE_PNT_ONE,A,0
0HEHC,R1D,47.099998,9.2,192,61,276,100,118,T61103TRUCK TR,,Default*,ONE_PNT_ONE,A,0
0HEHC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0HEHC,R2D,4.4,1.5,67,1,103,93,32,F60598FIFTH WH,,Default*,ONE_PNT_ONE,A,0
0HEHC,R2D,21.200001,4.3,109,1,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0HEHC,R2D,63.299999,9.7,327,120,490,96,93,S70159STLR FLA,,Default*,ONE_PNT_ONE,A,0
0HEHC,R2D,52.900002,8.2,244,1,366,96,104,S73372STLR TAN,,Default*,ONE_PNT_ONE,A,0
0HEHC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0HEHC,R2D,60.5,21.799999,285,1,402,102,102,T63093TRUCK WR,,Default*,ONE_PNT_ONE,A,0
0HEHC,R2D,23,3.6,140,1,210,96,79,T96564TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0HEHC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,Default*,ONE_PNT_ONE,A,0
0HEHC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0HNBC,J2D,17.700001,2.3,101,1,167,87,84,W32730SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0HNBC,R1D,37.5,12.3,170,2,255,96,106,T60081TRK CARG,,Default*,ONE_PNT_ONE,A,0
0HNBC,R1D,37.5,12.8,170,1,255,96,106,T60149TRK CARG,,Default*,ONE_PNT_ONE,A,0
0HNBC,R1D,41.5,10.2,188,10,282,96,106,T61239TRK TRAC,,Default*,ONE_PNT_ONE,A,0
0HNBC,R1D,40.900002,11.6,185,52,278,96,106,T61908TRK CGO,,Default*,ONE_PNT_ONE,A,0
0HNBC,R1D,52.900002,18.200001,239,1,359,96,106,T94709TRK WREC,,Default*,ONE_PNT_ONE,A,0
0HNBC,R1D,40.5,7.5,177,2,265,96,110,V12141TANK&PUM,,Default*,ONE_PNT_ONE,A,0
0HNBC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0HNBC,R2B,15.4,1.6,91,1,162,81,81,W98825TRAILER,,Default*,ONE_PNT_ONE,A,0
0HNBC,R2D,21.9,2.2,110,1,171,93,95,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0HNBC,R2D,46.200001,6.8,249,20,374,96,89,S70027STLR FLA,,Default*,ONE_PNT_ONE,A,0
0HNBC,R2D,12.5,2.8,108,6,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0HNBC,R2D,18.5,1.6,96,2,166,83,93,V19950TK UNIT,,Default*,ONE_PNT_ONE,A,0
0HNBC,R2D,16.799999,1.4,139,2,209,96,58,Z36068TRAILER,,Default*,ONE_PNT_ONE,A,0
0HNBC,R2D,17.700001,2.5,147,2,220,96,58,Z90712TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0HNBC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0HVCC,J2D,17.700001,2.3,101,1,167,87,84,W32730SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0HVCC,R1D,37.200001,12.9,169,2,253,96,106,T60081TRK CARG,,Default*,ONE_PNT_ONE,A,0
0HVCC,R1D,37.200001,12.9,169,1,253,96,106,T60149TRK CARG,,Default*,ONE_PNT_ONE,A,0
0HVCC,R1D,47.099998,9.2,192,61,276,100,118,T61103TRUCK TR,,Default*,ONE_PNT_ONE,A,0
0HVCC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0HVCC,R2D,4.4,1.5,67,1,103,93,32,F60598FIFTH WH,,Default*,ONE_PNT_ONE,A,0
0HVCC,R2D,21.200001,4.3,109,1,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0HVCC,R2D,63.299999,9.7,327,120,490,96,93,S70159STLR FLA,,Default*,ONE_PNT_ONE,A,0
0HVCC,R2D,52.900002,8.2,244,1,366,96,104,S73372STLR TAN,,Default*,ONE_PNT_ONE,A,0
0HVCC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0HVCC,R2D,60.5,21.799999,285,1,402,102,102,T63093TRUCK WR,,Default*,ONE_PNT_ONE,A,0
0HVCC,R2D,23,3.6,140,1,210,96,79,T96564TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0HVCC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,Default*,ONE_PNT_ONE,A,0
0HVCC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0JKBC,J2D,17.700001,2.3,101,1,167,87,84,W32730SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0JKBC,R1D,37.200001,12.9,169,2,253,96,106,T60081TRK CARG,,Default*,ONE_PNT_ONE,A,0
0JKBC,R1D,37.200001,12.9,169,1,253,96,106,T60149TRK CARG,,Default*,ONE_PNT_ONE,A,0
0JKBC,R1D,41.799999,10.3,189,61,284,96,106,T61239TRK TRAC,,Default*,ONE_PNT_ONE,A,0
0JKBC,R1D,53.900002,18.299999,244,1,366,96,106,T94709TRK WREC,,Default*,ONE_PNT_ONE,A,0
0JKBC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0JKBC,R2D,21.200001,4.3,109,1,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0JKBC,R2D,53.200001,6.8,245,60,368,96,104,S10059STLR TAN,,Default*,ONE_PNT_ONE,A,0
0JKBC,R2D,52.900002,8.2,244,1,366,96,104,S73372STLR TAN,,Default*,ONE_PNT_ONE,A,0
0JKBC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0JKBC,R2D,23,3.6,140,2,210,96,79,T96564TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0JKBC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,Default*,ONE_PNT_ONE,A,0
0JKBC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0JLBC,J2D,17.700001,2.3,101,1,167,87,84,W32730SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0JLBC,R1D,37.200001,12.9,169,2,253,96,106,T60081TRK CARG,,Default*,ONE_PNT_ONE,A,0
0JLBC,R1D,37.200001,12.9,169,1,253,96,106,T60149TRK CARG,,Default*,ONE_PNT_ONE,A,0
0JLBC,R1D,41.799999,10.3,189,61,284,96,106,T61239TRK TRAC,,Default*,ONE_PNT_ONE,A,0
0JLBC,R1D,53.900002,18.299999,244,1,366,96,106,T94709TRK WREC,,Default*,ONE_PNT_ONE,A,0
0JLBC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0JLBC,R2D,21.200001,4.3,109,1,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0JLBC,R2D,53.200001,6.8,245,60,368,96,104,S10059STLR TAN,,Default*,ONE_PNT_ONE,A,0
0JLBC,R2D,52.900002,8.2,244,1,366,96,104,S73372STLR TAN,,Default*,ONE_PNT_ONE,A,0
0JLBC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0JLBC,R2D,23,3.6,140,2,210,96,79,T96564TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0JLBC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,Default*,ONE_PNT_ONE,A,0
0JLBC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0KFBC,A1D,30.299999,12,143,3,194,106,102,C11158CARR CMN,,Default*,ONE_PNT_ONE,A,0
0KFBC,A1D,50.700001,22.1,210,6,258,117,116,F60530FIGHTING,,Default*,ONE_PNT_ONE,A,0
0KFBC,A1D,55.599998,28,230,6,283,117,116,Z06157ARMD MAI,,Default*,ONE_PNT_ONE,A,0
0KFBC,A1D,55.400002,36,244,12,279,126,109,Z54664ANTI-TAN,,Default*,ONE_PNT_ONE,A,0
0KFBC,A1D,78.599998,64.199997,320,7,341,135,118,Z62381RECOVERY,,Default*,ONE_PNT_ONE,A,0
0KFBC,A2D,25.799999,13.8,155,6,210,106,80,C10990CARRIER:,,Default*,ONE_PNT_ONE,A,0
0KFBC,A2D,24.4,12.5,144,17,208,100,81,C18234CARRIER,,Default*,ONE_PNT_ONE,A,0
0KFBC,A2D,28.9,12.7,133,5,192,100,104,D11538CARRIER,,Default*,ONE_PNT_ONE,A,0
0KFBC,A2D,45.400002,22.1,210,58,258,117,104,F40375FIGHTING,,Default*,ONE_PNT_ONE,A,0
0KFBC,J2D,17.700001,2.2,101,1,167,87,84,W32730SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0KFBC,R1D,37.5,10.1,170,34,255,96,106,Z40430TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0KFBC,R1D,40.900002,11.7,185,4,278,96,106,Z40439TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0KFBC,R1D,37.5,10.1,170,6,255,96,106,Z60951TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0KFBC,R1D,52.900002,18.200001,239,1,359,96,106,Z94433TRUCK WR,,Default*,ONE_PNT_ONE,A,0
0KFBC,R2B,12,2.6,109,32,187,84,53,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0KFBC,R2B,15.4,1.5,91,9,162,81,81,W98825TRAILER,,Default*,ONE_PNT_ONE,A,0
0KFBC,R2B,7.9,0.7,76,1,147,74,50,W95537TRAILER,,Default*,ONE_PNT_ONE,A,0
0KFBC,R2D,31.1,2.7,161,5,254,91,93,K28601FIELD FE,,Default*,ONE_PNT_ONE,A,0
0KFBC,R2D,22.5,3.6,115,4,178,93,94,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0KFBC,R2D,59.599998,23,283,4,400,102,101,T39586TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0KFBC,R2D,59.599998,23.4,283,1,400,102,101,T39654TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0KFBC,R2D,59.799999,22.6,284,5,401,102,101,T39518TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0KFBC,R2D,56.299999,22.6,267,7,401,96,101,T59278TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0KFBC,R2D,56.700001,21.700001,269,1,384,101,101,T63093TRUCK WR,,Default*,ONE_PNT_ONE,A,0
0KFBC,R2D,56.299999,19.1,267,8,401,96,101,T87243TRK TANK,,Default*,ONE_PNT_ONE,A,0
0KFBC,R2D,24.1,3.7,119,1,179,96,97,W48391WLD SHOP,,Default*,ONE_PNT_ONE,A,0
0KFBC,R2D,8.8,0.7,81,6,136,86,52,Z36272TRAILER,,Default*,ONE_PNT_ONE,A,0
0KFBC,R2D,16.799999,1.2,139,22,209,96,58,Z36068TRAILER,,Default*,ONE_PNT_ONE,A,0
0KFBC,R2D,17.700001,2.4,147,21,220,96,58,Z90712TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0KFBC,R3B,3.7,0.4,40,6,95,60,45,M68405MORTAR 1,,Default*,ONE_PNT_ONE,A,0
0KFBC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0KGBC,J2D,17.700001,2.3,101,1,167,87,84,W32730SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0KGBC,R1D,37.200001,12.9,169,2,253,96,106,T60081TRK CARG,,Default*,ONE_PNT_ONE,A,0
0KGBC,R1D,37.200001,12.9,169,1,253,96,106,T60149TRK CARG,,Default*,ONE_PNT_ONE,A,0
0KGBC,R1D,41.799999,10.3,189,61,284,96,106,T61239TRK TRAC,,Default*,ONE_PNT_ONE,A,0
0KGBC,R1D,53.900002,18.299999,244,1,366,96,106,T94709TRK WREC,,Default*,ONE_PNT_ONE,A,0
0KGBC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0KGBC,R2D,21.200001,4.3,109,1,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0KGBC,R2D,53.200001,6.8,245,60,368,96,104,S10059STLR TAN,,Default*,ONE_PNT_ONE,A,0
0KGBC,R2D,52.900002,8.2,244,1,366,96,104,S73372STLR TAN,,Default*,ONE_PNT_ONE,A,0
0KGBC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0KGBC,R2D,23,3.6,140,2,210,96,79,T96564TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0KGBC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,Default*,ONE_PNT_ONE,A,0
0KGBC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0LBGC,A1D,83.400002,55.099998,323,1,323,144,124,R50681RECOVERY,,Default*,ONE_PNT_ONE,A,0
0LBGC,A2D,28.9,12.9,133,1,192,100,104,D11538CARRIER,,Default*,ONE_PNT_ONE,A,0
0LBGC,A2D,29.200001,12.3,154,21,209,106,91,G87229GENERATO,,Default*,ONE_PNT_ONE,A,0
0LBGC,R1D,37.200001,12.9,169,3,253,96,106,T60081TRK CARG,,Default*,ONE_PNT_ONE,A,0
0LBGC,R1D,37.200001,12.9,169,1,253,96,106,T60149TRK CARG,,Default*,ONE_PNT_ONE,A,0
0LBGC,R1D,40.299999,16.5,183,1,274,96,106,T61908TRK CGO,,Default*,ONE_PNT_ONE,A,0
0LBGC,R1D,40.5,7.5,177,1,265,96,110,V12141TANK&PUM,,Default*,ONE_PNT_ONE,A,0
0LBGC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0LBGC,R2D,21.200001,4.3,109,1,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0LBGC,R2D,18.5,5.7,177,3,266,96,50,T45465TLR FLAT,,Default*,ONE_PNT_ONE,A,0
0LBGC,R2D,56.299999,19.299999,267,3,401,96,101,T58161TRUCK TA,,Default*,ONE_PNT_ONE,A,0
0LBGC,R2D,12.5,2.8,108,1,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0LBGC,R2D,56.299999,19.299999,267,3,401,96,101,T87243TRK TANK,,Default*,ONE_PNT_ONE,A,0
0LBGC,R2D,26.200001,4.8,153,1,230,96,82,T95555TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0LBGC,R2D,23,3.6,140,3,210,96,79,T96564TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0LBGC,R2D,18.5,1.6,96,1,166,83,93,V19950TK UNIT,,Default*,ONE_PNT_ONE,A,0
0LBGC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,Default*,ONE_PNT_ONE,A,0
0LBGC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0MAAC,J2D,17.700001,2.3,101,1,167,87,84,W32730SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0MAAC,R1D,37.200001,12.9,169,2,253,96,106,T60081TRK CARG,,Default*,ONE_PNT_ONE,A,0
0MAAC,R1D,37.200001,12.9,169,1,253,96,106,T60149TRK CARG,,Default*,ONE_PNT_ONE,A,0
0MAAC,R1D,41.799999,10.3,189,61,284,96,106,T61239TRK TRAC,,Default*,ONE_PNT_ONE,A,0
0MAAC,R1D,53.900002,18.299999,244,1,366,96,106,T94709TRK WREC,,Default*,ONE_PNT_ONE,A,0
0MAAC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0MAAC,R2D,21.200001,4.3,109,1,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0MAAC,R2D,53.200001,6.8,245,60,368,96,104,S10059STLR TAN,,Default*,ONE_PNT_ONE,A,0
0MAAC,R2D,52.900002,8.2,244,1,366,96,104,S73372STLR TAN,,Default*,ONE_PNT_ONE,A,0
0MAAC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0MAAC,R2D,23,3.6,140,2,210,96,79,T96564TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0MAAC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,Default*,ONE_PNT_ONE,A,0
0MAAC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0MBDC,J2D,17.700001,2.3,101,1,167,87,84,W32730SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0MBDC,R1D,37.200001,12.9,169,2,253,96,106,T60081TRK CARG,,Default*,ONE_PNT_ONE,A,0
0MBDC,R1D,37.200001,12.9,169,1,253,96,106,T60149TRK CARG,,Default*,ONE_PNT_ONE,A,0
0MBDC,R1D,47.099998,9.2,192,61,276,100,118,T61103TRUCK TR,,Default*,ONE_PNT_ONE,A,0
0MBDC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0MBDC,R2D,4.4,1.5,67,1,103,93,32,F60598FIFTH WH,,Default*,ONE_PNT_ONE,A,0
0MBDC,R2D,21.200001,4.3,109,1,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0MBDC,R2D,63.299999,9.7,327,120,490,96,93,S70159STLR FLA,,Default*,ONE_PNT_ONE,A,0
0MBDC,R2D,52.900002,8.2,244,1,366,96,104,S73372STLR TAN,,Default*,ONE_PNT_ONE,A,0
0MBDC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0MBDC,R2D,60.5,21.799999,285,1,402,102,102,T63093TRUCK WR,,Default*,ONE_PNT_ONE,A,0
0MBDC,R2D,23,3.6,140,1,210,96,79,T96564TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0MBDC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,Default*,ONE_PNT_ONE,A,0
0MBDC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0MBKC,J2D,17.700001,2.3,101,1,167,87,84,W32730SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0MBKC,R1D,37.200001,12.9,169,2,253,96,106,T60081TRK CARG,,Default*,ONE_PNT_ONE,A,0
0MBKC,R1D,37.200001,12.9,169,1,253,96,106,T60149TRK CARG,,Default*,ONE_PNT_ONE,A,0
0MBKC,R1D,47.099998,9.2,192,61,276,100,118,T61103TRUCK TR,,Default*,ONE_PNT_ONE,A,0
0MBKC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0MBKC,R2D,4.4,1.5,67,1,103,93,32,F60598FIFTH WH,,Default*,ONE_PNT_ONE,A,0
0MBKC,R2D,21.200001,4.3,109,1,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0MBKC,R2D,63.299999,9.7,327,120,490,96,93,S70159STLR FLA,,Default*,ONE_PNT_ONE,A,0
0MBKC,R2D,52.900002,8.2,244,1,366,96,104,S73372STLR TAN,,Default*,ONE_PNT_ONE,A,0
0MBKC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0MBKC,R2D,60.5,21.799999,285,1,402,102,102,T63093TRUCK WR,,Default*,ONE_PNT_ONE,A,0
0MBKC,R2D,23,3.6,140,1,210,96,79,T96564TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0MBKC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,Default*,ONE_PNT_ONE,A,0
0MBKC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0NACC,J2D,32,6.8,160,1,240,96,96,F55289FINISHIN,,Default*,ONE_PNT_ONE,A,0
0NACC,J2D,32,8.1,160,2,240,96,96,P50291PRESS SE,,Default*,ONE_PNT_ONE,A,0
0NACC,R1D,48.599998,9.1,177,1,265,96,132,P61665PRTG PLT,,Default*,ONE_PNT_ONE,A,0
0NACC,R1D,40.900002,16.9,185,2,278,96,106,T41135TRK CARG,,Default*,ONE_PNT_ONE,A,0
0NACC,R1D,37.5,12.3,170,3,255,96,106,T60081TRK CARG,,Default*,ONE_PNT_ONE,A,0
0NACC,R1D,37.5,12.8,170,1,255,96,106,T60149TRK CARG,,Default*,ONE_PNT_ONE,A,0
0NACC,R2B,9.9,0.9,70,2,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0NACC,R2D,26.4,5.6,132,3,198,96,96,D34883DOLLY SE,,Default*,ONE_PNT_ONE,A,0
0NACC,R2D,9.4,1.4,110,1,169,94,41,E02807CHASSIS,,Default*,ONE_PNT_ONE,A,0
0NACC,R2D,19,2.5,109,2,165,95,84,G53778GEN SET,,Default*,ONE_PNT_ONE,A,0
0NACC,R2D,19.700001,3.4,109,2,165,95,87,G78306GEN SET,,Default*,ONE_PNT_ONE,A,0
0NACC,R2D,13.3,3.1,114,2,191,86,56,T07679TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0NACC,R2D,12.5,2.8,108,2,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0NACC,R2D,13,2.9,111,1,186,86,56,T61562TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0NACC,R2D,17.6,3.5,114,6,191,86,74,T92242TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0NACC,R2D,8.8,0.9,81,2,136,86,52,T95992TRL CARG,,Default*,ONE_PNT_ONE,A,0
0NACC,R2D,16.799999,1.4,139,1,209,96,58,Z36068TRAILER,,Default*,ONE_PNT_ONE,A,0
0QAAC,A1D,26,7.6,108,9,208,75,115,R19753ROLLER M,,Default*,ONE_PNT_ONE,A,0
0QAAC,A2B,15.2,4.9,91,1,166,79,80,T49255TRUCK LI,,Default*,ONE_PNT_ONE,A,0
0QAAC,A2D,39.900002,12.2,206,3,309,96,93,C36219CRANE WH,,Default*,ONE_PNT_ONE,A,0
0QAAC,A2D,44,15.5,220,9,330,96,96,J74920GRADER R,,Default*,ONE_PNT_ONE,A,0
0QAAC,A2D,38.5,14.6,181,9,253,103,102,L76556LOADER S,,Default*,ONE_PNT_ONE,A,0
0QAAC,A2D,8.3,1.7,85,3,139,88,47,S12164ROLLER T,,Default*,ONE_PNT_ONE,A,0
0QAAC,A2D,36.299999,17.9,171,15,230,107,102,T76541TRACTOR,,Default*,ONE_PNT_ONE,A,0
0QAAC,J2D,4.5,1.8,43,9,58,106,51,L76556LOADER S,,Default*,ONE_PNT_ONE,A,0
0QAAC,J3B,6.6,0.7,50,9,105,68,64,E84531CNTNR AS,,Default*,ONE_PNT_ONE,A,0
0QAAC,J3B,9.6,0.6,66,9,108,88,70,J74920GRADER R,,Default*,ONE_PNT_ONE,A,0
0QAAC,R1D,69,15.2,283,3,392,104,117,D28736DISTR WT,,Default*,ONE_PNT_ONE,A,0
0QAAC,R1D,64.199997,16.700001,245,1,356,99,126,T13152SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0QAAC,R1D,40.900002,16.799999,185,13,278,96,106,T41036TRK CARG,,Default*,ONE_PNT_ONE,A,0
0QAAC,R1D,37.5,12.7,170,14,255,96,106,T41995TRK CARG,,Default*,ONE_PNT_ONE,A,0
0QAAC,R1D,37.5,13.1,170,4,255,96,106,T42063TRK CARG,,Default*,ONE_PNT_ONE,A,0
0QAAC,R1D,41.799999,10.3,189,15,284,96,106,T61239TRK TRAC,,Default*,ONE_PNT_ONE,A,0
0QAAC,R1D,41.799999,16.299999,189,26,284,96,106,T65526TRK DUMP,,Default*,ONE_PNT_ONE,A,0
0QAAC,R1D,41.799999,12.9,189,6,284,96,106,T65594TRK DUMP,,Default*,ONE_PNT_ONE,A,0
0QAAC,R1D,53.900002,18.299999,244,4,366,96,106,T94709TRK WREC,,Default*,ONE_PNT_ONE,A,0
0QAAC,R1D,40.5,7.5,177,4,265,96,110,V12141TANK&PUM,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2B,7.1,0.9,68,3,151,65,50,F79334FLOODLIG,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2B,9.9,0.9,70,6,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2B,9.7,1.5,61,4,112,79,76,T30377TOOL OUT,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2B,10.9,1.5,76,6,146,75,69,W58486TOOL OUT,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2B,7.9,0.8,76,1,147,74,50,W95537TRAILER,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,9.4,1.4,110,6,169,94,41,E02807CHASSIS,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,31.1,2.8,161,3,254,91,93,K28601KITCHEN,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,21.200001,2.8,109,2,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,18.4,3.1,125,6,187,96,71,L67342LAUNCHR,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,19.799999,2.7,119,4,175,98,80,L85283LUB SVC,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,22.799999,4.5,144,6,214,97,76,P11866PNEU TL&,,Default*,ONE_PNT_ONE,A,0
