Utc,Ulc,UtcShortName,Service,AuthPers,Pax,Cbbls,UtcLongName,DeployIndCode,SecurityClass,UtcStatus,OriginatorUic,RecordIndicator,ReferenceDoc,ReplacerUtc,CreateDate,ChangeDate,CancelDate,Configuration
HFUEC,ELE,BDR     C135 AC,F,1,1,0,BDR     C135 ACFT ENGR ELEMENT,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HFUEE,ELE,BDR     C141 AC,F,1,1,0,BDR     C141 ACFT ENGR ELEMENT,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HFUEG,ELE,BDR     H 53-60,F,1,1,0,BDR     H 53-60 ACFT ENGR ELE,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HFUEP,ELE,BDR     F 15 AC,F,1,1,0,BDR     F 15 ACFT ENGR ELEMENT,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HFUEQ,ELE,BDR     F 16 AC,F,1,1,0,BDR     F 16 ACFT ENGR ELEMENT,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HFUER,ELE,***CANCELLED***,F,0,99021,0,BDR     F111 ACFT ENGR ELEMENT,,U,C,FFQT10,,WMP3            UTM,,Apr 11 2096,Dec 03 2099,,7
HFUET,ELE,BDR     B  2  A,F,1,1,0,BDR     B  2  ACFT ENGR ELEMENT,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HFUF2,ELE,***CANCELLED***,F,0,61,0,BDR     A 10 ENGINE REPAIR,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
HFUF3,ELE,***CANCELLED***,F,0,61,0,BDR     B 52 ENGINE REPAIR,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
HFUF4,ELE,BDR     B  1 EN,F,6,6,0,BDR     B  1 ENGINE REPAIR,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HFUF5,ELE,***CANCELLED***,F,0,61,0,BDR     C130 ENGINE REPAIR,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
HFUF7,ELE,***CANCELLED***,F,0,101,0,BDR     C 17 ENGINE REPAIR,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jul 25 2001,,7
HFUFB,ELE,***CANCELLED***,F,0,101,0,BDR     C  5 ENGINE REPAIR,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jul 25 2001,,7
HFUFC,ELE,***CANCELLED***,F,0,61,0,BDR     C135 ENGINE REPAIR,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
HFUFE,ELE,***CANCELLED***,F,0,61,0,BDR     C141 ENGINE REPAIR,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
HFUFP,ELE,BDR     F 15 EN,F,8,8,0,BDR     F 15 ENGINE REPAIR,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HFUFQ,ELE,BDR     F 16 EN,F,5,5,0,BDR     F 16 ENGINE REPAIR,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HFUFR,ELE,***CANCELLED***,F,0,98070,0,BDR     F111 ENGINE REPAIR,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jul 10 2098,,7
HFUTT,CO,***CANCELLED***,A,227,99082,0,"AVN MAINT CO, AH-1, HV DIV",,U,C,W0ZUFF,,,,Feb 05 2098,Aug 25 2099,,7
HFUZZ,ELE,BDR MAINTENANCE,F,0,0,0,BDR MAINTENANCE,6,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Oct 10 2002,,7
HFVA1,TM,MNT PMEL SUPPOR,F,30,30,0,MNT PMEL SUPPORT PERSONNEL,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
HFVA2,TM,MNT TFCU,F,4,4,0,MNT TFCU,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
HFVA3,SQ,MNT DEPLOY CALI,F,3,3,0,MNT DEPLOY CALIB ASST SPT DCAS,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
HFVB1,AUG,MNT ENGRING THE,F,5,5,0,MNT ENGRING THEATER AUG ELEMENT,P,U,A,FFQT10,,WMP3            UTM,,Jul 25 2001,Jul 19 2002,,7
HFVF1,SQ,MNT 06/06  A/OA,F,218,218,0,MNT 06/06  A/OA 10   LD,2,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Oct 10 2002,,7
HFVF2,SQ,MNT 06  A 10,F,87,87,0,MNT 06  A 10         FW1,3,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 21 2003,,7
HFVF3,SQ,MNT 06 A/OA10,F,64,64,0,MNT 06 A/OA10        FW2,3,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 21 2003,,7
HFVG1,SQ,MNT 06  A/OA 10,F,195,195,0,MNT 06  A/OA 10      LD  G,2,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 21 2003,,7
HFVG2,SQ,MNT 06  A 10,F,112,112,0,MNT 06  A 10         FW1 G,3,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 21 2003,,7
HFVG3,SQ,MNT 03  A 10,F,55,55,0,MNT 03  A 10         FW2 G,3,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 21 2003,,7
HFVR1,SQ,MNT 06  A/OA 10,F,117,117,0,MNT 06  A/OA 10      LD   V,2,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 21 2003,,7
HFVR2,SQ,MNT 06  A 10,F,105,105,0,MNT 06  A 10         FW1  V,3,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 21 2003,,7
HFVR3,SQ,MNT 03  A 10,F,88,88,0,MNT 03  A 10         FW2  V,3,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 21 2003,,7
HFVR5,SQ,MNT 06  A 10 ON,F,149,149,0,MNT 06  A 10 ONLY    LD   V,2,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 21 2003,,7
HFVR6,SQ,MNT 06  A 10 ON,F,109,109,0,MNT 06  A 10 ONLY    FW1  V,3,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 21 2003,,7
HFVR7,SQ,MNT 03  A 10 ON,F,45,45,0,MNT 03  A 10 ONLY    FW2  V,3,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 21 2003,,7
HFW05,ELE,WRM C5 02 PMAI,F,0,0,0,WRM C5 02 PMAI,E,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Oct 10 2002,,7
HFW10,ELE,WRM KC10 03 PMA,F,0,0,0,WRM KC10 03 PMAI,E,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Oct 10 2002,,7
HFW35,ELE,WRM KC135 03 PM,F,0,0,0,WRM KC135 03 PMAI,E,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Oct 10 2002,,7
HFW41,ELE,WRM C141 02 PMA,F,0,0,0,WRM C141 02 PMAI,E,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Oct 10 2002,,7
HFWA1,WG,WRM 6 PAA A 10/,F,0,0,0,WRM 6 PAA A 10/OA 10 AV AGE AUG,E,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 19 2002,,7
HFWA2,WG,WRM 12 PAA A10/,F,0,0,0,WRM 12 PAA A10/OA 10 AV AGE AUG,E,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 19 2002,,7
HFWB1,WG,WRM 6 PAA B 1 A,F,0,0,0,WRM 6 PAA B 1 AVIATION AUG PKG,E,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 19 2002,,7
HFWB2,WG,WRM 4 PAA B 2 A,F,0,0,0,WRM 4 PAA B 2 AVIATION AUG PKG,E,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 19 2002,,7
HFWB5,WG,WRM 6 PAA B52H,F,0,0,0,WRM 6 PAA B52H AVIATION AUG PKG,E,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 19 2002,,7
HFWF4,WG,WRM 12 PAA F15C,F,0,0,0,WRM 12 PAA F15C/D AVIAT AUG PKG,E,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Oct 10 2002,,7
HFWF5,WG,WRM 12 PAA F15E,F,0,0,0,WRM 12 PAA F15E AVIAT AUG PKG,E,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 19 2002,,7
HFWF6,WG,WRM 12 PAA F16C,F,0,0,0,WRM 12 PAA F16C/D AVIAT AUG PKG,E,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 19 2002,,7
HFXL1,SQ,ILM 24  A 10,F,73,73,0,ILM 24  A 10,2,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
HFXNN,HHD,***CANCELLED***,A,0,98020,0,HHD  PETRL SUP BN,,U,C,W0ZUFF,,,,Sep 24 2086,Feb 19 2098,,7
HFZ99,ELE,MNT MAINTENANCE,F,0,0,0,MNT MAINTENANCE    MISC,6,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HFZZZ,ELE,MNT MAINTENANCE,F,0,0,0,MNT MAINTENANCE,6,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 19 2002,,7
HG2ZZ,TRP,AVN UNIT MAINT,A,91,91,0,AVN UNIT MAINT TRP(OH-58D),1,U,A,W0ZUFF,,01269A000100,,Aug 25 2099,Jul 21 2003,,7
HG333,TM,OP-WATER SUPPLY,A,0,0,0,OP-WATER SUPPLY,E,U,A,W0ZUFF,,13654E000100,,Jan 22 2002,Jan 22 2002,,7
HG3ZZ,CO,AVN MAINT CO (3,A,214,214,0,AVN MAINT CO (3D RAS),1,U,A,W0ZUFF,,01943A400100,,Aug 25 2099,Jan 22 2002,,7
HG555,TM,OP COLLECTIVE S,A,0,0,0,OP COLLECTIVE SPT SYSTEM,E,U,A,W0ZUFF,,13664E000100,,Jun 04 2001,Jan 22 2002,,7
HGA77,HHD,"HHD, ORD GRP (E",A,24,24,0,ORDNANCE GROUP   E0D,1,U,A,W0ZUFF,,09627L000100,,Jul 28 2095,Jul 21 2003,,7
HGAAG,ELE,***CANCELLED***,F,0,98021,0,MMS 18  F111F,,U,C,FFQT10,,,,Apr 11 2096,Feb 11 2098,,7
HGAAK,ELE,MMS 24  F 16C/D,F,76,76,0,MMS 24  F 16C/D,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Oct 10 2002,,7
HGAAZ,ELE,MMS 02 MC 130E,F,2,2,0,MMS 02 MC 130E,2,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGACC,ELE,***CANCELLED***,F,0,98070,0,MMS 15  F 15A/B           G,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jul 10 2098,,7
HGACD,ELE,MMS 15  F 15A/B,F,33,33,0,MMS 15  F 15A/B           G,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HGACG,ELE,MMS 24  F 15C/D,F,45,45,0,MMS 24  F 15C/D,1,U,A,FFQT10,,WMP3            UTM,,Jun 28 2099,Jul 19 2002,,7
HGACH,ELE,MMS 18  F 15C/D,F,33,33,0,MMS 18  F 15C/D,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HGACJ,ELE,MMS 18  F 15,F,30,30,0,MMS 18  F 15            DEP,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HGACQ,ELE,MMS 18  F 15C/D,F,29,29,0,MMS 18  F 15C/D COMP WING   DEP,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
HGAGB,ELE,MMS 03 MC130E,F,4,4,0,MMS 03 MC130E,2,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 19 2002,,7
HGAHE,ELE,MMS 04 MC130E (,F,0,0,0,MMS 04 MC130E (EQUIP)    DEP,E,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 21 2003,,7
HGAHP,ELE,MMS 04 MC130E (,F,4,4,0,MMS 04 MC130E (PERS),P,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGAT1,WG,MMS 12  F117,F,31,31,0,MMS 12  F117         LD,2,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Oct 10 2002,,7
HGAT2,WG,MMS 06  F117,F,14,14,0,MMS 06  F117         FW1,3,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Oct 10 2002,,7
HGAU4,ELE,MMS 04 AC130U,F,12,12,0,MMS 04 AC130U,2,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 21 2003,,7
HGAU6,ELE,MMS 06 AC130U,F,16,16,0,MMS 06 AC130U,2,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 21 2003,,7
HGAWG,ELE,MMS 04 AC130H,F,16,16,0,MMS 04 AC130H,2,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 19 2002,,7
HGAWH,ELE,MMS 02 AC130H,F,8,8,0,MMS 02 AC130H,2,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 19 2002,,7
HGB33,HHC,***CANCELLED***,A,0,98020,0,HHC  PETRL PL   TML OP BN,,U,C,W0ZUFF,,,,Dec 04 2086,Feb 19 2098,,7
HGBAB,ELE,***CANCELLED***,F,0,1050,0,MIS MMS 12A-10/6 0A-10 DEP ADVO,,U,C,FFQT10,,WMP3,,Nov 09 2099,Jul 25 2001,,7
HGBAC,ELE,***CANCELLED***,F,0,1050,0,MIS MMS 12 A-10/6 0A-10 DEP,,U,C,FFQT10,,WMP3,,Nov 09 2099,Jul 25 2001,,7
HGBAD,ELE,MMS 15 A 10,F,58,58,0,MMS 15 A 10                V,2,U,A,FFQT10,,WMP3            UTM,,Jul 25 2001,Jul 19 2002,,7
HGBAQ,SQ,***CANCELLED***,F,0,1012,0,MMS 6 A-10/6-OA-10 DEP,,U,C,FFQT10,,WMP3,,Feb 11 2098,Jul 25 2001,,7
HGBAR,ELE,MMS 12  A 10/03,F,32,32,0,MMS 12  A 10/03 OA 10A    G,2,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HGBAS,ELE,MMS 12  A 10/03,F,58,58,0,MMS 12  A 10/03 OA 10A     V,2,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Oct 10 2002,,7
HGBC2,ELE,***CANCELLED***,F,0,98021,0,MMS 12 OA 10,,U,C,FFQT10,,WMP3,,Mar 24 2094,Jul 06 2098,,7
HGBC4,ELE,***CANCELLED***,F,0,98021,0,MMS 18 OA 10              G,,U,C,FFQT10,,,,Apr 11 2096,Feb 11 2098,,7
HGBCA,ELE,MMS 18 A/OA 10,F,57,57,0,MMS 18 A/OA 10,2,U,A,FFQT10,,WMP3            UTM,,Dec 21 2093,Jul 19 2002,,7
HGCAB,TM,MMS AFRAT CAAA,F,32,32,0,MMS AFRAT CAAA,P,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 19 2002,,7
HGCAC,TM,MMS AFRAT MAAP,F,22,22,0,MMS AFRAT MAAP,P,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 19 2002,,7
HGCAD,TM,MMS AFRAT BGAD,F,24,24,0,MMS AFRAT BGAD,P,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 19 2002,,7
HGCAE,TM,MMS AFRAT TEAD,F,15,15,0,MMS AFRAT TEAD,P,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 19 2002,,7
HGD66,TM,HVY SEP BDE (AR,A,1,1,0,HVY SEP BDE  ARM  GS AUG,1,U,A,W0ZUFF,,09529LH00100,,Jul 28 2095,Jul 19 2002,,7
HGGAB,U,MMS MUNITIONS M,F,0,0,0,MMS MUNITIONS MAINTENANCE SPT,9,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HGGBB,ELE,MMS HQ AMMUNITI,F,12,12,0,MMS HQ AMMUNITION CONTROL POINT,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HGGBT,ELE,MMS USAF APF MG,F,4,4,0,MMS USAF APF MGT TEAM,P,U,A,FFQT10,,WMP3            UTM,,Jul 25 2001,Jul 19 2002,,7
HGGBU,AUG,MMS MUN ACCT SP,F,2,2,0,MMS MUN ACCT SPT DEPOT/PORT TM,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
HGGBV,TM,MMS MUNITIONS P,F,8,8,0,MMS MUNITIONS PORT/DEPOT TMS,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HGGBW,AUG,MMS MUN HANDLIN,F,4,4,0,MMS MUN HANDLIN SPT DEP/PORT TM,P,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGGCA,AUG,MMS B-1B AIR AR,F,4,4,0,MMS B-1B AIR ARMAMENT AUG TM,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
HGGCB,AUG,MMS B-52 AIR AR,F,4,4,0,MMS B-52 AIR ARMAMENT AUG TM,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
HGGCC,AUG,MMS ARMAMENT SY,F,3,3,0,MMS ARMAMENT SYS AUG TM,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
HGGCD,AUG,MMS F-15 AIR AR,F,3,3,0,MMS F-15 AIR ARMAMENT AUG TM,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
HGGCE,AUG,MMS F-16 AIR AR,F,3,3,0,MMS F-16 AIR ARMAMENT AUG TM,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
HGGCF,AUG,MMS F-22 AIR AR,F,3,3,0,MMS F-22 AIR ARMAMENT AUG TM,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
HGGCG,AUG,MMS QA/CMD ARMA,F,1,1,0,MMS QA/CMD ARMAMENT AUG TM,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 21 2003,,7
HGGCH,AUG,MMS STAMP/STRAP,F,2,2,0,MMS STAMP/STRAPP ARMAMENT TEAM,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 21 2003,,7
HGGCJ,AUG,MMS ARMAMENT SY,F,2,2,0,MMS ARMAMENT SYS MAINT AUG TM,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
HGGCK,AUG,MMS HQS ARMAMEN,F,1,1,0,MMS HQS ARMAMENT & WEAPONS AUG,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
HGGCM,TM,MMS STAMP MUN B,F,10,10,0,MMS STAMP MUN BLD/PALET PREP TM,P,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGGZA,ELE,MMS MUN INSPECT,F,2,2,0,MMS MUN INSPECTION TM       DEP,P,U,A,FFQT10,,WMP3            UTM,,Nov 09 2099,Jul 21 2003,,7
HGGZB,ELE,MMS MUN ACCOUNT,F,2,2,0,MMS MUN ACCOUNTING TM       DEP,P,U,A,FFQT10,,WMP3            UTM,,Nov 09 2099,Jul 19 2002,,7
HGGZC,ELE,MMS AGM-88 MUNI,F,2,2,0,MMS AGM-88 MUNITIONS TM     DEP,P,U,A,FFQT10,,WMP3            UTM,,Nov 09 2099,Jul 19 2002,,7
HGGZD,ELE,MMS MUNITIONS M,F,10,10,0,MMS MUNITIONS MAINTENANCE TM 1,P,U,A,FFQT10,,WMP3            UTM,,Oct 19 2000,Jul 19 2002,,7
HGGZE,ELE,MMS MUNITIONS M,F,5,5,0,MMS MUNITIONS MAINT TM 2    DEP,P,U,A,FFQT10,,WMP3            UTM,,Oct 19 2000,Jul 19 2002,,7
HGGZF,ELE,MMS MUNITIONS M,F,3,3,0,MMS MUNITIONS MAINTENANCE TM 3,P,U,A,FFQT10,,WMP3            UTM,,Oct 19 2000,Jul 19 2002,,7
HGGZG,ELE,MMS MUNITONS MG,F,2,2,0,MMS MUNITONS MGT TEAM       DEP,P,U,A,FFQT10,,WMP3            UTM,,Oct 19 2000,Jul 19 2002,,7
HGGZH,ELE,MMS MUN EQUIP M,F,3,3,0,MMS MUN EQUIP MAINT TM      DEP,P,U,A,FFQT10,,WMP3            UTM,,Oct 19 2000,Jul 19 2002,,7
HGGZJ,ELE,MMS TACT MUN RC,F,1,1,0,MMS TACT MUN RCDS SYS OPER  DEP,P,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 19 2002,,7
HGGZK,ELE,MMS MUNITIONS F,F,1,1,0,MMS MUNITIONS FLIGHT CHIEF  DEP,P,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 19 2002,,7
HGGZL,ELE,MMS MUNITIONS S,F,3,3,0,MMS MUNITIONS SUPPORT TEAM  DEP,P,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 19 2002,,7
HGGZM,ELE,MMS AIR-GROUND,F,3,3,0,MMS AIR-GROUND PGM TEAM     DEP,P,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 19 2002,,7
HGGZN,ELE,MMS AIR-AIR PGM,F,3,3,0,MMS AIR-AIR PGM TEAM        DEP,P,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 19 2002,,7
HGGZP,ELE,MMS A-G STAND O,F,3,3,0,MMS A-G STAND OFF PGM TM    DEP,P,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 19 2002,,7
HGGZQ,FT,MMS MUNITIONS T,F,16,16,0,MMS MUNITIONS TM1 PREDATOR,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
HGGZR,FT,MMS MUNITIONS T,F,12,12,0,MMS MUNITIONS TM2 PREDATOR,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Oct 10 2002,,7
HGGZS,FT,MMS MUNITIONS T,F,6,6,0,MMS MUNITIONS TM3 PREDATOR,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
HGHA2,SQ,MMS 18  F 16C/D,F,55,55,0,MMS 18  F 16C/D SEAD,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Oct 10 2002,,7
HGHA5,ELE,MMS 24  F 16 BL,F,55,55,0,MMS 24  F 16 BLK 50,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
HGHA6,ELE,MMS 18  F 16 BL,F,46,46,0,MMS 18  F 16 BLK 50         DEP,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HGHAD,ELE,MMS 18  F 16C/D,F,56,56,0,MMS 18  F 16C/D,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
HGHAE,ELE,MMS 18  F 16C/D,F,45,45,0,MMS 18  F 16C/D             DEP,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
HGHAN,ELE,***CANCELLED***,F,0,98021,0,MMS 15  F 16A/B            V,,U,C,FFQT10,,,,Apr 11 2096,Feb 11 2098,,7
HGHAP,ELE,MMS 15  F 16A/B,F,47,47,0,MMS 15  F 16A/B           G,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HGHAR,ELE,MMS 15  F 16C/D,F,46,46,0,MMS 15  F 16C/D            V,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HGHB1,ELE,***CANCELLED***,F,0,1012,0,MMS 18  F 16C/D COMP WG,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jul 25 2001,,7
HGHB2,ELE,***CANCELLED***,F,0,1012,0,MMS 18  F 16C/D COMP WG     DEP,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jul 25 2001,,7
HGHB3,SQ,***CANCELLED***,F,0,98021,0,MMS 15  F 16C/D           G,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jul 06 2098,,7
HGHB6,ELE,MMS 15  F 16C/D,F,47,47,0,MMS 15  F 16C/D           G,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HGHBN,ELE,MMS 18  F 16C/D,F,59,59,0,MMS 18  F 16C/D BLK 50 CW,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
HGHQ1,ELE,MMS 24  F 15E,F,70,70,0,MMS 24  F 15E,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
HGHQ3,ELE,MMS 18  F 15E,F,58,58,0,MMS 18  F 15E,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HGHQ4,ELE,***CANCELLED***,F,0,98021,0,MMS 18  F 15E               DEP,,U,C,FFQT10,,,,Apr 11 2096,Feb 11 2098,,7
HGHQC,ELE,MMS 18  F 15E C,F,42,42,0,MMS 18  F 15E CW            DEP,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
HGKB1,ELE,MMS 06  F 16  B,F,35,35,0,MMS 06  F 16  B15    LD  G,1,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGKB2,ELE,MMS 06  F 16  B,F,11,11,0,MMS 06  F 16  B15    FW1 G,1,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGKB3,ELE,MMS 03  F 16  B,F,0,0,0,MMS 03  F 16  B15    FW2 G,E,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Oct 10 2002,,7
HGKC1,WG,MMS 12 F 16 BLK,F,57,57,0,MMS 12 F 16 BLK 30 LEAD,2,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Oct 10 2002,,7
HGKC2,WG,MMS 06  F 16  B,F,0,0,0,MMS 06  F 16  B30    FW1,E,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Oct 10 2002,,7
HGKD1,ELE,MMS 06  F 16  B,F,37,37,0,MMS 06  F 16  B25-32 LD  G,1,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGKD2,ELE,MMS 06  F 16  B,F,6,6,0,MMS 06  F 16  B25-32 FW1 G,1,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGKD3,ELE,MMS 03  F 16  B,F,3,3,0,MMS 03  F 16  B25-32 FW2 G,1,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGKD5,ELE,MMS 06  F 16  B,F,32,32,0,MMS 06  F 16  B30/32 LD   V,2,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Jul 21 2003,,7
HGKD6,ELE,MMS 06  F 16  B,F,17,17,0,MMS 06  F 16  B30/32 FW1  V,3,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Jul 21 2003,,7
HGKD7,ELE,MMS 03  F 16  B,F,8,8,0,MMS 03  F 16  B30/32 FW2  V,3,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Jul 21 2003,,7
