Utc,Ulc,UtcShortName,Service,AuthPers,Pax,Cbbls,UtcLongName,DeployIndCode,SecurityClass,UtcStatus,OriginatorUic,RecordIndicator,ReferenceDoc,ReplacerUtc,CreateDate,ChangeDate,CancelDate,Configuration
N7JGG,SCM,SUPPORT COMMAND,A,1476,1476,0,"SUPPORT COMMAND, LID",1,U,A,W0ZUFF,,63220A200100,,Feb 05 2098,Jul 21 2003,,7
N7P66,HHS,"HQ & SUP CO, MS",A,177,177,0,HQ   SUP CO  MSB  AASLT D,1,U,A,W0ZUFF,,63156L000100,,Jul 28 2095,Jul 21 2003,,7
N7YYY,SQ,"SPT SQDN, ACR",A,902,902,0,"SPT SQDN, ACR",1,U,A,W0ZUFF,,63065L100100,,Jul 21 2003,Jul 21 2003,,7
N8077,SCM,III CORPS SPT C,A,16670,16670,0,III CORPS SPT CMD (AOE),1,U,A,W0ZUFF,,63400L000100,,Aug 25 2099,Jan 22 2002,,7
N8YYY,CO,BRIGADE SUPPORT,A,220,220,0,"BRIGADE SUPPORT CO, FSB",1,U,A,W0ZUFF,,63108F100100,,Jul 21 2003,Jul 21 2003,,7
N9YYY,BN,FSB(2X1) FXXI (,A,951,951,0,FSB(2X1) FXXI (PURE),1,U,A,W0ZUFF,,63115F500100,,Jul 21 2003,Jul 21 2003,,7
NA05W,NSL,***CANCELLED***,N,0,98021,0,H14K FUEL DISP SYSTEM,,U,C,N00025,,,,Oct 11 2089,Feb 11 2098,,7
NA08A,EQP,D2A HSA FUEL SY,N,22,22,0,D2A HIGH SPEED AIRCRAFT REFUEL SYSTEM,5,U,A,N00011,,OPNAV 41P3B,,Feb 07 2095,Aug 01 2095,,7
NA08B,EQP,D2B BULK FS SYS,N,22,0,0,D2B BULK FUEL STORAGE SYSTEM (200K GAL),5,U,A,N00011,,OPNAV 41P3B,,Feb 07 2095,Aug 01 2095,,7
NA08C,NSL,D2C FSS 10K,N,22,0,0,D2C FUEL SERVICE STATION (10K GAL),5,U,A,N00011,,OPNAV 41P3B,,Feb 07 2095,Jun 03 2099,,7
NA08D,NSL,D2D AFT 5K,N,1,0,0,D2D AVIATION REFUELING TRUCK (5K GAL),5,U,A,N00011,,OPNAV 41P3B,,Feb 07 2095,Feb 07 2095,,7
NA08E,NSL,D2E GSE MPFT,N,1,0,0,D2E GSE/MOTOR POOL REFUEL TRUCK (1.2K GAL),5,U,A,N00011,,OPNAV 41P3B,,Feb 07 2095,Feb 07 2095,,7
NA08F,EQP,D2F S/S FTH,N,1,0,0,D2F SHIP/SHORE FUEL TRANSFER HOSE,5,U,A,N00011,,OPNAV 41P3B,,Feb 07 2095,Feb 07 2095,,7
NA08G,NSL,D2G PA AND EC,N,1,0,0,D2G POLLUTION ABATEMENT AND ENVIRONMENTAL CLEANUP,5,U,A,N00011,,OPNAV 41P3B,,Feb 07 2095,Feb 07 2095,,7
NA08U,NSL,D2C FSS 10K,N,22,22,0,D2C FUEL SERVICE STATION (10K GAL),5,U,A,N00011,,OPNAV 41P3B,,Aug 01 2095,Jun 03 2099,,7
NA090,NSL,P12G ARFLD FIRE,N,10,10,0,P12G AIRFLD FIRE/RESCUE,5,U,A,N00011,,OPNAV PUB 41P3,,Jan 09 2087,Jan 16 2091,,7
NA110,NSL,***CANCELLED***,N,0,98021,0,P36 RAPID RUNWAY REPAIR,,U,C,N00011,,,,Jan 09 2087,Feb 11 2098,,7
NA11W,NSL,P36 RRR,N,0,0,0,P36 RAPID RUNWAY REPAIR,E,U,A,N00011,V,OPNAV PUB 41P3,,Feb 11 2098,,,7
NA677,HHS,"HQ & SUP CO, MS",A,114,114,0,"HQ & SUP CO, MSB, LID",1,U,A,W0ZUFF,,63226L000100,,Feb 05 2098,Jul 21 2003,,7
NAF77,BN,"MAIN SPT BN, AB",A,980,980,0,MAIN SPT BN  ABN DIV,1,U,A,W0ZUFF,,63265L000100,,Jul 28 2095,Jul 21 2003,,7
NAP66,HHT,"HHT,SPT SQDN, A",A,144,144,0,HHT SPT SQDN  ACR,1,U,A,W0ZUFF,,63456L000100,,Jul 28 2095,Jul 21 2003,,7
NAU77,BN,"DIV AVN SPT BN,",A,593,593,0,DIV AVN SPT BN  HVY DIV,1,U,A,W0ZUFF,,63885A200100,,Feb 22 2095,Jul 21 2003,,7
NAUGS,AUG,AVIATION SPRT,N,150,150,0,AVIATION SUPPORT AUGMENT,3,U,A,N00011,,NAVAL RESERVE FORCE,,Dec 29 2086,Jul 17 2090,,7
NAUGU,NSL,CMP SVC AUGMENT,A,0,0,0,COMPOSITE SERVICE AUGMENTATION,9,U,A,W0ZUFF,,NOT APPLICABLE,,Sep 01 2082,,,7
NAYYY,SCM,SUPPORT COMMAND,A,151,1637,0,"SUPPORT COMMAND, LID (29TH)",1,U,A,W0ZUFF,Y,63220A300100,,Jul 21 2003,Jul 21 2003,,7
NBF22,HHC,"HHC, SUPPORT GR",A,125,125,0,HHC  SUPPORT GROUP  CORPS,1,U,A,W0ZUFF,,63422L000100,,Sep 18 2087,Jul 21 2003,,7
NBKHH,HHT,"HHT,SPT SQDN,AC",A,153,153,0,"HHT,SPT SQDN,ACR",1,U,A,W0ZUFF,,63066L100100,,Aug 30 2000,Jul 21 2003,,7
NBTTT,HHC,"HHC/MMC, SPT CM",A,242,242,0,HHC MMC  SPT CMD  HVY DIV,1,U,A,W0ZUFF,,63002L000100,,Mar 18 2086,Jul 21 2003,,7
NBU77,BN,"DIV AVN SPT BN,",A,597,597,0,DIV AVN SPT BN  HVY DIV,1,U,A,W0ZUFF,,63885A300100,,Feb 22 2095,Jul 21 2003,,7
NBYYY,HHS,"HQ & SUP CO, MS",A,109,109,0,"HQ & SUP CO, MSB, LID",1,U,A,W0ZUFF,,63226A000100,,Jul 21 2003,Jul 21 2003,,7
NC222,HHC,HHC MMC SPT CMD,A,122,122,0,HHC MMC SPT CMD INF DIV L,1,U,A,W0ZUFF,,63022L000100,,Dec 26 2085,Nov 10 2099,,7
NC666,HHC,"HHC, DISCOM (FX",A,179,179,0,"HHC, DISCOM (FXXI)",1,U,A,W0ZUFF,,63002F000100,,Feb 23 2099,Jul 21 2003,,7
NCF77,SQ,"SPT SQDN, 2D AC",A,794,794,0,SPT SQDN  2D ACR,1,U,A,W0ZUFF,,63455L000100,,Jul 28 2095,Jul 21 2003,,7
NCJ33,BN,"FSB (HVY), DISC",A,444,444,0,FSB  HVY   DISCOM  INF DIV,1,U,A,W0ZUFF,,63035L100100,,Dec 04 2086,Jul 21 2003,,7
NCKHH,BN,BRIGADE SUPPORT,A,382,382,0,BRIGADE SUPPORT BN,1,U,A,W0ZUFF,,63105F100100,,Aug 30 2000,Jan 22 2002,,7
NCL33,BN,"MAIN SPT BN, DI",A,1107,1107,0,"MAIN SPT BN, DISCOM, H/L",1,U,A,W0ZUFF,,63195L000100,,Feb 05 2098,Jul 19 2002,,7
NCU77,BN,"DIV AVN SPT BN,",A,556,556,0,DIV AVN SPT BN  HVY DIV,1,U,A,W0ZUFF,,63885A400100,,Feb 22 2095,Jan 22 2002,,7
NCYYY,BN,"DIV SPT BN,DISC",A,741,741,0,"DIV SPT BN,DISCOM,HD (XXI)",1,U,A,W0ZUFF,,63235F100100,,Jul 21 2003,Jul 21 2003,,7
ND666,CO,"BASE SPT CO, FS",A,299,299,0,"BASE SPT CO, FSB",1,U,A,W0ZUFF,,63108F000100,,Feb 23 2099,Jul 21 2003,,7
NDJ33,BN,"FSB(3 INF),DISC",A,342,342,0,FSB 3 INF  DISCOM  INF DIV,1,U,A,W0ZUFF,,63035L200100,,Dec 04 2086,Jul 21 2003,,7
NDKHH,HHC,***CANCELLED***,A,0,101,0,"HDC, BRIGADE SUPPORT BN",,U,C,W0ZUFF,,,,Aug 30 2000,Oct 19 2000,,7
NDN70,TM,MAR ENV RESP TM,P,2,2,0,MARINE ENVIRONMENTAL RESPNSE TM,P,U,A,E70098,,COMDTINST M3010.12,,Oct 30 2085,Mar 29 2093,,7
NDP66,TM,MARINE-RAIL AUG,A,18,18,0,MARINE RAIL AUGMENTATION,1,U,A,W0ZUFF,,63543LA00100,,Jul 28 2095,Jul 19 2002,,7
NDYYY,BN,"FWD SUPPORT BN,",A,252,252,0,"FWD SUPPORT BN, ABN",1,U,A,W0ZUFF,,63255A000100,,Jul 21 2003,Jul 21 2003,,7
NE666,CO,FORWARD SPT CO,A,172,172,0,FORWARD SPT CO (AR-PURE),1,U,A,W0ZUFF,,63109F100100,,Feb 23 2099,Jul 21 2003,,7
NED77,HHC,"HHC/MMC,SPT CMD",A,224,224,0,HHC MMC SPT CMD AASLT DIV,1,U,A,W0ZUFF,X,63142L100100,,Jul 28 2095,Jul 21 2003,,7
NEKHH,HHC,"HDC, FWD SPT BN",A,151,151,0,"HDC, FWD SPT BN (FXXI)",1,U,A,W0ZUFF,,63116F100100,,Aug 30 2000,Jul 21 2003,,7
NEL33,CO,"MMC, TAACOM",A,342,342,0,"MMC, TAACOM",1,U,A,W0ZUFF,,63613L000100,,Feb 05 2098,Jul 19 2002,,7
NEP66,TM,AREA SPT TM(BAS,A,3,3,0,AREA SPT TM BASE SPT BN,1,U,A,W0ZUFF,,63562LA00100,,Jul 28 2095,Jul 21 2003,,7
NERRR,SCM,"SPT CMD, 2ID",A,2855,2855,0,"SPT CMD, 2ID",1,U,A,W0ZUFF,,63000L900100,,Feb 05 2098,Jul 19 2002,,7
NEVUU,BN,"MAIN SPT BN, LI",A,471,471,0,"MAIN SPT BN, LID",1,U,A,W0ZUFF,,63225A000100,,Jul 21 2003,Jul 21 2003,,7
NEYYY,HHS,"HQ & SUP CO, FS",A,110,110,0,"HQ & SUP CO, FSB, ABN DIV",1,U,A,W0ZUFF,,63256A000100,,Jul 21 2003,Jul 21 2003,,7
NF666,CO,FORWARD SPT CO,A,165,165,0,FORWARD SPT CO (MX-PURE),1,U,A,W0ZUFF,,63109F200100,,Feb 23 2099,Jul 21 2003,,7
NFD77,HHS,"HQ & SUP CO, FS",A,105,105,0,HQ   SUP CO  FSB  AASLT D,1,U,A,W0ZUFF,,63146L000100,,Jul 28 2095,Jul 21 2003,,7
NFKHH,BN,"MAIN SPT BN,DIS",A,530,530,0,"MAIN SPT BN,DISCOM,INF DIV",1,U,A,W0ZUFF,,63335L000100,,Aug 30 2000,Jul 19 2002,,7
NFP66,HQ,"HSC,SPT BN (AVN",A,129,129,0,HSC SPT BN  AVN  HV DIV,1,U,A,W0ZUFF,,63886A000100,,Jul 28 2095,Jul 21 2003,,7
NFRAG,NSL,CMP SVC FRAG,A,0,0,0,COMPOSITE SERVICE FRAGMENTATION,9,U,A,W0ZUFF,,ARMY FRAG UNIT,,Sep 01 2082,Jan 22 2002,,7
NFRRR,BN,FSB (2AA X 1MX),A,400,400,0,"FSB (2AA X 1MX), 2ID",1,U,A,W0ZUFF,,63005L400100,,Feb 05 2098,Jul 21 2003,,7
NFVUU,BN,"DASB, HVY DIV (",A,485,485,0,"DASB, HVY DIV (NG)",1,U,A,W0ZUFF,,63315A200100,,Jul 21 2003,Jul 21 2003,,7
NFYYY,BN,"DASB, HVY DIV",A,489,489,0,"DASB, HVY DIV",1,U,A,W0ZUFF,,63315A000100,,Jul 21 2003,Jul 21 2003,,7
NG222,SQ,"SPT SQDN, ACR",A,917,917,0,SPT SQDN  ACR,1,U,A,W0ZUFF,,63065L000100,,Dec 26 2085,Jul 21 2003,,7
NG666,BN,FSB(2X1)  FXXI,A,960,960,0,FSB(2X1)  FXXI (PURE),1,U,A,W0ZUFF,,63115F100100,,Feb 23 2099,Jul 19 2002,,7
NGJZZ,CO,"MMC, TA",A,607,607,0,MMC  TA,1,U,A,W0ZUFF,,63603L000100,,Jun 27 2088,Jul 19 2002,,7
NGKHH,BN,***CANCELLED***,A,0,101,0,DASB (2ND INF DIV),,U,C,W0ZUFF,,,,Aug 30 2000,Oct 19 2000,,7
NGP66,HHS,HQ & MAIN SPT C,A,244,244,0,HQ   MAIN SPT CO SOSB ABN,1,U,A,W0ZUFF,,63906L000100,,Jul 28 2095,Jul 21 2003,,7
NGRRR,BN,"SPT BN, SEP INF",A,561,561,0,"SPT BN, SEP INF BDE (SIB)",1,U,A,W0ZUFF,,63445L200100,,Feb 05 2098,Jul 21 2003,,7
NGTTT,BN,FWD SPT BN (2X2,A,466,466,0,FWD SPT BN  2X2  HVY DIV,1,U,A,W0ZUFF,,63005L200100,,Mar 18 2086,Jul 21 2003,,7
NGVUU,HSC,"HSC, SPT BN (AV",A,108,108,0,"HSC, SPT BN (AVN) HVY DIV",1,U,A,W0ZUFF,,63316A000100,,Jul 21 2003,Jul 21 2003,,7
NGYYY,BN,"DASB, 2ID",A,512,512,0,"DASB, 2ID",1,U,A,W0ZUFF,,63315A100100,,Jul 21 2003,Jul 21 2003,,7
NH222,HHT,"HHT,SPT SQDN,AC",A,153,153,0,HHT SPT SQDN ACR,1,U,A,W0ZUFF,,63066L000100,,Dec 26 2085,Jul 21 2003,,7
NH666,BN,FSB(1X2) FXXI (,A,953,953,0,FSB(1X2) FXXI (PURE),1,U,A,W0ZUFF,,63115F200100,,Feb 23 2099,Jul 21 2003,,7
NHCNN,HHC,***CANCELLED***,A,0,99080,0,HHC SPT BN  HVY BDE SEP,,U,C,W0ZUFF,,,,Sep 24 2086,Aug 04 2099,,7
NHD77,HHC,"HHC/MMC, SPT CM",A,195,195,0,HHC MMC SPT CMD ABN DIV,1,U,A,W0ZUFF,,63252L000100,,Jul 28 2095,Jul 21 2003,,7
NHTTT,BN,FWD SPT BN (1X2,A,438,438,0,FWD SPT BN  1X2  HVY DIV,1,U,A,W0ZUFF,,63005L300100,,Mar 18 2086,Jul 21 2003,,7
NHYYY,BN,"DASB, LID (29TH",A,430,430,0,"DASB, LID (29TH)",1,U,A,W0ZUFF,,63315A300100,,Jul 21 2003,Jul 21 2003,,7
NJ222,CO,CBT SERVICE SPT,A,223,0,0,CBT SERVICE SPT CO,1,U,A,W0ZUFF,V,63390L000100,,Jul 21 2003,Jul 21 2003,,7
NJ666,HHC,"HHC,FWD SPT BN",A,75,75,0,"HHC,FWD SPT BN (FXXI)",1,U,A,W0ZUFF,,63116F000100,,Feb 23 2099,Jul 19 2002,,7
NJ677,HHD,"HHD, SPT BN (BA",A,44,44,0,"HHD, SPT BN (BASE)",1,U,A,W0ZUFF,,63636L000100,,Feb 05 2098,Jul 21 2003,,7
NJD77,HHS,"HQ & SUP CO, FS",A,101,101,0,HQ   SUP CO  FSB  ABN DIV,1,U,A,W0ZUFF,,63256L000100,,Jul 28 2095,Jul 21 2003,,7
NJP2A,NSL,H9L2 ABFC UNIT,N,238,238,0,H9L2 18AC P3C INT MAINT SPT FAC,1,U,A,N00019,,OPNAV PUB 41P3,,Jun 11 2087,Jun 03 2099,,7
NJP31,NSL,***CANCELLED***,N,0,98021,0,H9J P3 COMMON SPT FACILITY,,U,C,N00011,,,,Dec 07 2087,Feb 11 2098,,7
NJP34,NSL,***CANCELLED***,N,0,98021,0,H9M P3 AIR LAUNCH WPNS SPT FAC,,U,C,N00011,,,,Dec 07 2087,Feb 11 2098,,7
NJP35,NSL,***CANCELLED***,N,0,98021,0,H9N WEAPONS DISPERSL SPT PKG,,U,C,N00011,,,,Dec 07 2087,Feb 11 2098,,7
NJTTT,HHD,"HHD,FWD SPT BN,",A,51,51,0,HHD FWD SPT BN HEAVY DIV,1,U,A,W0ZUFF,,63006L000100,,Mar 18 2086,Jul 21 2003,,7
NJYYY,BN,"DASB, HVY DIV (",A,481,481,0,"DASB, HVY DIV (NG)",1,U,A,W0ZUFF,,63315E000100,,Jul 21 2003,Jul 21 2003,,7
NK666,BN,"DIV SPT BN,DISC",A,743,743,0,"DIV SPT BN,DISCOM,HD (XXI",1,U,A,W0ZUFF,,63235F000100,,Feb 23 2099,Jul 21 2003,,7
NKD77,HHS,"HQ & SUP CO, MS",A,170,170,0,HQ   SUP CO  MSB  ABN DIV,1,U,A,W0ZUFF,,63266L000100,,Jul 28 2095,Jul 21 2003,,7
NKYYY,HSC,"HSC, SPT BN (AV",A,100,100,0,"HSC, SPT BN (AVN) LID (29TH)",1,U,A,W0ZUFF,,63316A100100,,Jul 21 2003,Jul 21 2003,,7
NL666,HHD,"HHD, DIV SPT BN",A,71,71,0,"HHD, DIV SPT BN (FXXI)",1,U,A,W0ZUFF,,63236F000100,,Feb 23 2099,Jul 21 2003,,7
NLYYY,CO,CBT SERVICE SPT,A,234,234,0,CBT SERVICE SPT CO,1,U,A,W0ZUFF,,63390F000100,,Jul 21 2003,Jul 21 2003,,7
NM666,BN,DIV AVIATION SP,A,519,519,0,"DIV AVIATION SPT BN, FXXI",1,U,A,W0ZUFF,,63385F000100,,Feb 23 2099,Jul 21 2003,,7
NMYYY,SQ,"SPT SQDN, 2D AC",A,845,845,0,"SPT SQDN, 2D ACR",1,U,A,W0ZUFF,,63455A000100,,Jul 21 2003,Jul 21 2003,,7
NN666,HQ,"HSC,SPT BN (AVN",A,153,153,0,"HSC,SPT BN (AVN) (FXXI)",1,U,A,W0ZUFF,,63386F000100,,Feb 23 2099,Jul 21 2003,,7
NNAVY,NSL,AVIATION SUP,N,1,0,0,NAVAL AVIATION SUPPORT,5,U,A,N00011,,NOT APPLICABLE,,Oct 30 2081,Feb 11 2098,,7
NNJ33,BN,"SPT BN, HVY SEP",A,720,720,0,SPT BN  HVY SEP BDE  2X1,1,U,A,W0ZUFF,,63085L100100,,Dec 04 2086,Jul 21 2003,,7
NNYYY,SQ,"SPT SQDN, ACR (",A,835,835,0,"SPT SQDN, ACR (LT)",1,U,A,W0ZUFF,,63455F000100,,Jul 21 2003,Jul 21 2003,,7
NP677,BN,"SPT BN, SPEC IA",A,733,733,0,"SPT BN, SPEC IAL OPS (ABN)",1,U,A,W0ZUFF,,63905L000100,,Feb 05 2098,Jul 21 2003,,7
NPYYY,HHC,"HHC, SPT BN, SI",A,120,120,0,"HHC, SPT BN, SIB",1,U,A,W0ZUFF,,63466L000100,,Jul 21 2003,Jul 21 2003,,7
NQPPP,BN,DASB (2ND INF D,A,609,609,0, DASB (2ND INF DIV),1,U,A,W0ZUFF,,63885A500100,,May 02 2001,Jul 21 2003,,7
NQQQQ,BN,***CANCELLED***,A,0,1050,0,DASB (2ND INF DIV),,U,C,W0ZUFF,,,,Oct 19 2000,May 03 2001,,7
NQXXX,HHD,***CANCELLED***,A,0,61,0,HHD MAIN SPT BN  HVY DIV,,U,C,W0ZUFF,,,,May 22 2084,Jun 12 2000,,7
NQYYY,PLT,"HQS PLT, CSSC,",A,11,11,0,"HQS PLT, CSSC, BSB",1,U,A,W0ZUFF,,63591FA00100,,Jul 21 2003,Jul 21 2003,,7
NRSSS,HHT,***CANCELLED***,A,0,61,0,HHT SPT SQDN ACR,,U,C,W0ZUFF,,,,Nov 21 2083,Jun 12 2000,,7
NRTTT,BN,"SPT BN, HVY SEP",A,714,714,0,SPT BN  HVY SEP BDE  1X2,1,U,A,W0ZUFF,,63085L200100,,Mar 18 2086,Jul 19 2002,,7
NRU77,SCM,"SPT CMD, 4X5X2,",A,2836,2836,0,SPT CMD  5X5X2  HVY DIV,1,U,A,W0ZUFF,,63000L400100,,Jul 28 2095,Jul 19 2002,,7
NSDNN,HHC,"HHC, AREA SUPPO",A,133,133,0,HHC  AREA SUPPORT GP,1,U,A,W0ZUFF,,63622L000100,,Sep 24 2086,Jul 21 2003,,7
NSJ33,BN,***CANCELLED***,A,0,1050,0,"SPT BN, HVY BDE  SEP",,U,C,W0ZUFF,,,,Dec 04 2086,May 03 2001,,7
NSTTT,HHC,"HHC, SPT BN, HV",A,142,142,0,HHC  SPT BN  HVY SEP BDE,1,U,A,W0ZUFF,,63086L000100,,Mar 18 2086,Jul 21 2003,,7
NSU77,SCM,"SPT CMD, 5X4X1,",A,2810,2810,0,SPT CMD  6X4X1  HVY DIV,1,U,A,W0ZUFF,,63000L500100,,Jul 28 2095,Jul 19 2002,,7
NTU77,BN,"DIV AVN SPT BN,",A,559,559,0,DIV AVN SPT BN  HVY DIV,1,U,A,W0ZUFF,,63885A100100,,Jul 28 2095,Jul 21 2003,,7
NTUTL,NSL,CMP SVC TITULAR,A,0,0,0,COMPOSITE SERVICE TITULAR,9,U,A,W0ZUFF,,ARMY TITULAR,,Sep 01 2082,Jan 22 2002,,7
NTUTT,BN,MAIN SUPPORT BN,A,1021,1021,0,MAIN SUPPORT BN  HVY DIV,1,U,A,W0ZUFF,,63135L000100,,Mar 18 2086,Jul 19 2002,,7
NUD77,HHC,"HHC & SP TRP, T",A,379,379,0,HHC   SP TRP  TAACOM,1,U,A,W0ZUFF,,63612L000100,,Jun 27 2088,Jul 19 2002,,7
NUMMM,BN,BRIGADE SUPPORT,A,383,383,0,BRIGADE SUPPORT BN,1,U,A,W0ZUFF,,63105F300100,,Oct 19 2000,Jul 21 2003,,7
NUQ77,SCM,"SPT CMD, 5X4X2,",A,3036,3036,0,SPT CMD  6X4X2  HVY DIV,1,U,A,W0ZUFF,,63000A100100,,Apr 17 2096,Jul 21 2003,,7
NUTTT,SCM,"SPT CMD, 5X4X2",A,2589,2589,0,SPT CMD  HVY DIV,1,U,A,W0ZUFF,,63000L100100,,Mar 18 2086,Jul 19 2002,,7
NUUTT,HHD,"HHD,MAIN SPT BN",A,78,78,0,HHD MAIN SPT BN  HVY DIV,1,U,A,W0ZUFF,,63136L000100,,Mar 18 2086,Jul 21 2003,,7
NV677,CO,FORWARD SPT CO,A,163,163,0,FORWARD SPT CO (ABN),1,U,A,W0ZUFF,,63907L000100,,Feb 05 2098,Jul 21 2003,,7
NV977,SCM,"SPT CMD (5X4),H",A,3045,3045,0,"SPT CMD (5X4),HD (DXXI)",1,U,A,W0ZUFF,,63000A500100,,Aug 25 2099,Jul 21 2003,,7
NVD77,HHD,"HHD, AREA SUPPO",A,46,46,0,HHD  AREA SUPPORT BN,1,U,A,W0ZUFF,,63626L000100,,Jun 27 2088,Jul 21 2003,,7
NVMMM,HQC,"HDC, BDE SPT BN",A,144,144,0,"HDC, BDE SPT BN",1,U,A,W0ZUFF,,63106F300100,,Oct 19 2000,Jul 21 2003,,7
NVQ77,SCM,"SPT CMD, 4X5X2,",A,3064,3064,0,SPT CMD  5X5X2  HVY DIV,1,U,A,W0ZUFF,,63000A200100,,Apr 17 2096,Jul 21 2003,,7
NVTTT,SCM,"SPT CMD, 4X5X2,",A,2583,2583,0,SPT CMD  5X5X2  HVY DIV,1,U,A,W0ZUFF,,63000L200100,,Mar 18 2086,Jul 19 2002,,7
NVUTT,HHC,"HHC, CORPS SPT",A,334,334,0,HHC  CORPS SPT CMD,1,U,A,W0ZUFF,,63431L000100,,Mar 18 2086,Jul 19 2002,,7
NW977,SCM,"SPT CMD (4X5),H",A,3041,3041,0,"SPT CMD (4X5),HD (DXXI)",1,U,A,W0ZUFF,,63000A600100,,Aug 25 2099,Jul 21 2003,,7
NWC66,HHC,"HHC, SPT BN, SI",A,138,138,0,HHC  SPT BN  SIB TDB,1,U,A,W0ZUFF,,63446L000100,,Dec 04 2087,Jul 21 2003,,7
NWQ77,SCM,"SPT CMD, 5X4X2,",A,3074,3074,0,SPT CMD  6X4X2  HVY DIV,1,U,A,W0ZUFF,,63000A300100,,Apr 17 2096,Jul 19 2002,,7
NWTTT,SCM,"SPT CMD, 5X4X2,",A,2842,2842,0,SPT CMD  6X4X2  HVY DIV,1,U,A,W0ZUFF,,63000L300100,,Mar 18 2086,Jul 19 2002,,7
NWZNN,SCM,"SPT CMD, 4X5X1",A,2804,2804,0,SPT CMD  5X5X1 HVY DIV,1,U,A,W0ZUFF,,63000L600100,,Jun 06 2086,Jul 19 2002,,7
NX977,SCM,SPT CMD(5X4X1),A,4314,4314,0,SPT CMD(5X4X1) FXXI (PURE),1,U,A,W0ZUFF,,63000F100100,,Aug 25 2099,Jul 19 2002,,7
NXQ77,SCM,"SPT CMD, 4X5X2,",A,3027,3027,0,SPT CMD  5X5X2  HVY DIV,1,U,A,W0ZUFF,,63000A400100,,Apr 17 2096,Jul 19 2002,,7
NXUTT,CO,"MMC, CORPS SPT",A,369,369,0,MMC  CORPS SPT CMD,1,U,A,W0ZUFF,,63433L000100,,Mar 18 2086,Jul 19 2002,,7
NXXXX,HHC,***CANCELLED***,A,0,61,0,HHC MMC  SPT CMD  HVY DIV,,U,C,W0ZUFF,,,,May 22 2084,Jun 12 2000,,7
NXZNN,SCM,"SPT CMD, 5X4X1,",A,2807,2807,0,SPT CMD  6X4X1  HVY DIV,1,U,A,W0ZUFF,,63000L700100,,Jun 06 2086,Jul 19 2002,,7
NY977,SCM,SPT CMD(4X5X1),A,4307,4307,0,SPT CMD(4X5X1) FXXI (PURE),1,U,A,W0ZUFF,,63000F200100,,Aug 25 2099,Jul 19 2002,,7
NYQ77,BN,MAIN SUPPORT BN,A,909,909,0,MAIN SUPPORT BN  HVY DIV,1,U,A,W0ZUFF,,63135A000100,,Apr 17 2096,Jul 21 2003,,7
NYSEE,BN,"SPT BN, SIB (EN",A,637,637,0,SPT BN  SEP INF BDE  SIB,1,U,A,W0ZUFF,,63445L100100,,Jun 15 2087,Jul 21 2003,,7
NYYYY,SCM,"SPT CMD (5X4),H",A,169,2918,0,"SPT CMD (5X4),HD (NG)",1,U,A,W0ZUFF,Y,63000A700100,,Jul 21 2003,Jul 21 2003,,7
NYZNN,SCM,"SPT CMD, 4X5X1,",A,2801,2801,0,SPT CMD  5X5X1  HVY DIV,1,U,A,W0ZUFF,,63000L800100,,Jun 06 2086,Jul 19 2002,,7
NZ977,SCM,SPT CMD(5X4) FX,A,4312,4312,0,SPT CMD(5X4) FXXI (CAMB),1,U,A,W0ZUFF,,63000F300100,,Aug 25 2099,Jul 19 2002,,7
NZH33,BN,FWD SPT BN (2X1,A,444,444,0,FWD SPT BN  2X1  HVY DIV,1,U,A,W0ZUFF,,63005L100100,,Dec 04 2086,Jul 21 2003,,7
NZQ77,SCM,SUPPORT COMMAND,A,2230,2230,0,SUPPORT COMMAND  ABN,1,U,A,W0ZUFF,,63250A000100,,Apr 17 2096,Jul 21 2003,,7
NZYYY,SCM,"SPT CMD (4X5),H",A,169,2914,0,"SPT CMD (4X5),HD (NG)",1,U,A,W0ZUFF,Y,63000A800100,,Jul 21 2003,Jul 21 2003,,7
P01ZZ,TM,TI MOBILITY TEA,A,15,15,0,TI MOBILITY TEAM,1,U,A,W0ZUFF,,30527AG00100,,Aug 25 2099,Jul 21 2003,,7
P0977,TM,TROJAN SPIRIT T,A,3,3,0,TROJAN SPIRIT TM,1,U,A,W0ZUFF,,30502AA00100,,Aug 25 2099,Jul 21 2003,,7
P0CBB,TM,SIGINT CO HQ (T,A,3,3,0,SIGINT CO HQ (TEAM),1,U,A,W0ZUFF,,32516AA00100,,Feb 23 2099,Jul 21 2003,,7
P0DBB,HHS,"HHSC, MI BN (AR",A,93,93,0,"HHSC, MI BN (ARB)",1,U,A,W0ZUFF,,34636A200100,,Feb 23 2099,Jul 21 2003,,7
P0JHH,TM,MDCI ANALYSIS T,A,13,13,0,MDCI ANALYSIS TEAM,1,U,A,W0ZUFF,,30557AF00100,,Aug 30 2000,Jul 21 2003,,7
P1C77,BDE,***CANCELLED***,A,0,99080,0,MI BDE  EAC,,U,C,W0ZUFF,,,,Jun 27 2088,Aug 04 2099,,7
P1DBB,HQ,"HQ, MI GP (STRA",A,29,29,0,"HQ, MI GP (STRAT SIGINT)",1,U,A,W0ZUFF,,32702A200100,,Feb 23 2099,Jul 21 2003,,7
P1FFF,BN,MI BN (OPNS)(EA,A,262,262,0,MI BN (OPNS)(EAC),1,U,A,W0ZUFF,,34605A500100,,Feb 05 2098,Jul 21 2003,,7
